,what,",",to,luther,had,the,church,lost,sight,of,?
had,0.23849567770957947,0.35487717390060425,0.37984350323677063,0.16133075952529907,0.9999999403953552,0.3875846862792969,0.21721379458904266,0.3702373504638672,0.23182623088359833,0.37755560874938965,0.20728366076946259
lost,0.198215052485466,0.26788443326950073,0.23270919919013977,0.21155111491680145,0.3702373504638672,0.3376973867416382,0.19067558646202087,0.9999998807907104,0.12335143983364105,0.2878951132297516,0.15261413156986237
sight,0.29080256819725037,0.22802779078483582,0.2651033103466034,0.0909036248922348,0.23182623088359833,0.2571186423301697,0.08751656860113144,0.12335143983364105,1.0,0.16412903368473053,0.21953286230564117
of,0.33290785551071167,0.4946078956127167,0.41548454761505127,0.1719115972518921,0.37755560874938965,0.733189046382904,0.3079429268836975,0.2878951132297516,0.16412903368473053,1.0,0.1826142966747284
what,0.9999998807907104,0.3087472915649414,0.455847829580307,0.2134782373905182,0.23849567770957947,0.42745697498321533,0.1944202184677124,0.198215052485466,0.29080256819725037,0.33290785551071167,0.5051238536834717
he,0.3114890456199646,0.40251094102859497,0.385390967130661,0.2454872578382492,0.43657350540161133,0.4571082592010498,0.23494282364845276,0.2674296200275421,0.22798818349838257,0.38706058263778687,0.2089974731206894
saw,0.24788837134838104,0.2245745062828064,0.2710057497024536,0.13097959756851196,0.4690132439136505,0.318278044462204,0.1296669989824295,0.26261281967163086,0.3168593943119049,0.28204935789108276,0.14690998196601868
as,0.31749409437179565,0.48816442489624023,0.42092081904411316,0.20242992043495178,0.3393979072570801,0.48381632566452026,0.211966410279274,0.19285669922828674,0.2413797527551651,0.3886612355709076,0.27043893933296204
several,0.22446060180664062,0.3402247726917267,0.36196985840797424,0.2095126509666443,0.3695624768733978,0.40559855103492737,0.19587072730064392,0.16895326972007751,0.16310957074165344,0.3271615505218506,0.15595775842666626
of,0.33290785551071167,0.4946078956127167,0.41548454761505127,0.1719115972518921,0.37755560874938965,0.733189046382904,0.3079429268836975,0.2878951132297516,0.16412903368473053,1.0,0.1826142966747284
the,0.42745697498321533,0.4933079481124878,0.535392165184021,0.1759674996137619,0.3875846862792969,1.0,0.23846197128295898,0.3376973867416382,0.2571186423301697,0.733189046382904,0.22068053483963013
central,0.17723965644836426,0.2587154507637024,0.21511952579021454,0.10148236155509949,0.15807373821735382,0.3417201042175293,0.20518873631954193,0.10788699984550476,0.13804301619529724,0.3415789008140564,0.14787602424621582
truths,0.41918396949768066,0.2307119071483612,0.23126496374607086,0.20818160474300385,0.19906620681285858,0.24593739211559296,0.23654167354106903,0.20222875475883484,0.24707427620887756,0.2479410320520401,0.2672528624534607
of,0.33290785551071167,0.4946078956127167,0.41548454761505127,0.1719115972518921,0.37755560874938965,0.733189046382904,0.3079429268836975,0.2878951132297516,0.16412903368473053,1.0,0.1826142966747284
christianity,0.27987581491470337,0.255263090133667,0.28133612871170044,0.3391180634498596,0.18156279623508453,0.2489117980003357,0.49925926327705383,0.16764727234840393,0.14817991852760315,0.2674740254878998,0.22408421337604523
.,0.3567904531955719,0.6812511086463928,0.4645031690597534,0.24907569587230682,0.37348684668540955,0.5934505462646484,0.28898224234580994,0.2800092399120331,0.25827479362487793,0.5352458953857422,0.4130953550338745
