,when,the,election,produced,an,snp,majority,government,",",what,was,it,the,first,occurrence,of,?
the,0.5091903209686279,1.0,0.22873377799987793,0.22045251727104187,0.4207492768764496,0.283728688955307,0.28757327795028687,0.31798112392425537,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.6251175999641418,1.0,0.49448907375335693,0.28576356172561646,0.733189046382904,0.22068053483963013
first,0.4282494783401489,0.49448907375335693,0.2726391851902008,0.2504335343837738,0.29757723212242126,0.24473704397678375,0.2254686951637268,0.20990468561649323,0.34503069519996643,0.28086137771606445,0.5022147297859192,0.3491429388523102,0.49448907375335693,1.0,0.23767158389091492,0.3536086082458496,0.18701928853988647
time,0.4363728165626526,0.43061500787734985,0.2311987280845642,0.16559536755084991,0.17594800889492035,0.10712005198001862,0.2282264679670334,0.2391197234392166,0.3029961884021759,0.36319252848625183,0.3641340136528015,0.3375589847564697,0.43061500787734985,0.4013477563858032,0.285997211933136,0.35127586126327515,0.27391523122787476
in,0.4431333839893341,0.6662389636039734,0.2450414001941681,0.2542861998081207,0.2605783939361572,0.2307669222354889,0.2563854157924652,0.3066793978214264,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.5130809545516968,0.6662389636039734,0.4127444326877594,0.2836938798427582,0.5696388483047485,0.20430970191955566
the,0.5091903209686279,1.0,0.22873377799987793,0.22045251727104187,0.4207492768764496,0.283728688955307,0.28757327795028687,0.31798112392425537,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.6251175999641418,1.0,0.49448907375335693,0.28576356172561646,0.733189046382904,0.22068053483963013
scottish,0.12086563557386398,0.21724988520145416,0.23304839432239532,0.13115714490413666,0.16270451247692108,0.4114224314689636,0.24249789118766785,0.17260609567165375,0.21369139850139618,0.13777151703834534,0.20229777693748474,0.13680848479270935,0.21724988520145416,0.18856143951416016,0.1143283098936081,0.1698460429906845,0.06442669779062271
parliament,0.18992289900779724,0.26521381735801697,0.5570003986358643,0.05018337815999985,0.18050292134284973,0.4491223990917206,0.3722864091396332,0.5386218428611755,0.25442883372306824,0.21650300920009613,0.24742799997329712,0.22944188117980957,0.26521381735801697,0.19317375123500824,0.15067708492279053,0.2885259687900543,0.1586504578590393
where,0.5747735500335693,0.5003893971443176,0.15682007372379303,0.19472821056842804,0.24824833869934082,0.20886482298374176,0.20459555089473724,0.16681428253650665,0.3149496018886566,0.4457937180995941,0.20731619000434875,0.36972272396087646,0.5003893971443176,0.3238157331943512,0.21617548167705536,0.38066378235816956,0.24793872237205505
a,0.44397395849227905,0.5829201340675354,0.21829310059547424,0.21993228793144226,0.44552403688430786,0.2696843445301056,0.227370023727417,0.25158295035362244,0.427140474319458,0.3320399522781372,0.4508470594882965,0.5452592968940735,0.5829201340675354,0.4287874400615692,0.2751205861568451,0.5052502155303955,0.23916715383529663
party,0.2302551418542862,0.23779736459255219,0.5416213870048523,0.10366769880056381,0.15359370410442352,0.4044208228588104,0.3784164488315582,0.41171973943710327,0.21963930130004883,0.2398013323545456,0.25508102774620056,0.20717155933380127,0.23779736459255219,0.21286652982234955,0.07808014005422592,0.23662418127059937,0.19031576812267303
has,0.34538573026657104,0.4177538752555847,0.1470322608947754,0.18639720976352692,0.2991473078727722,0.221644327044487,0.23779748380184174,0.205010324716568,0.3734780251979828,0.20338068902492523,0.40313825011253357,0.41962623596191406,0.4177538752555847,0.28288596868515015,0.1390557736158371,0.3909035325050354,0.15994466841220856
commanded,0.18705840408802032,0.2883855402469635,0.26268428564071655,0.1361602395772934,0.13335056602954865,0.07974618673324585,0.21865001320838928,0.30792802572250366,0.2754501700401306,0.18856999278068542,0.31180915236473083,0.14997412264347076,0.2883855402469635,0.2782391309738159,0.08890657126903534,0.2679167091846466,0.13454970717430115
a,0.44397395849227905,0.5829201340675354,0.21829310059547424,0.21993228793144226,0.44552403688430786,0.2696843445301056,0.227370023727417,0.25158295035362244,0.427140474319458,0.3320399522781372,0.4508470594882965,0.5452592968940735,0.5829201340675354,0.4287874400615692,0.2751205861568451,0.5052502155303955,0.23916715383529663
parliamentary,0.19091741740703583,0.2708897888660431,0.5905603170394897,0.10597433149814606,0.1632050722837448,0.49085313081741333,0.43877705931663513,0.5413843989372253,0.23071794211864471,0.23120512068271637,0.2130189836025238,0.16579627990722656,0.2708897888660431,0.20946794748306274,0.17670008540153503,0.33805084228515625,0.1612216979265213
majority,0.2109271138906479,0.28757327795028687,0.4020082652568817,0.1293470561504364,0.12461255490779877,0.3517175316810608,0.9999998807907104,0.2886284589767456,0.30214112997055054,0.25967487692832947,0.17051540315151215,0.24516208469867706,0.28757327795028687,0.2254686951637268,0.16764885187149048,0.29706597328186035,0.220119908452034
.,0.475719153881073,0.5934505462646484,0.25081899762153625,0.2634154260158539,0.3581749200820923,0.3462342321872711,0.30306822061538696,0.2521961033344269,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5593622326850891,0.5934505462646484,0.4345304071903229,0.18602602183818817,0.5352458953857422,0.4130953550338745
