,the,business,allowed,for,private,companies,to,do,what
a,0.5829201340675354,0.2670866549015045,0.275193989276886,0.44038116931915283,0.20346391201019287,0.24875247478485107,0.45503583550453186,0.26237669587135315,0.3320399522781372
private,0.18291357159614563,0.3860642611980438,0.2225826382637024,0.22242696583271027,1.0,0.32399415969848633,0.18892748653888702,0.15537725389003754,0.16778090596199036
network,0.27187061309814453,0.29722315073013306,0.11737009882926941,0.253274142742157,0.26141172647476196,0.3142971396446228,0.25940340757369995,0.12826339900493622,0.16917307674884796
business,0.2389037162065506,1.0,0.2199811488389969,0.2736336290836334,0.3860642611980438,0.5448580980300903,0.28079214692115784,0.24167226254940033,0.21758167445659637
that,0.5473989248275757,0.25197073817253113,0.41059720516204834,0.4137635827064514,0.20570282638072968,0.24354611337184906,0.5436353087425232,0.44533252716064453,0.6297725439071655
allowed,0.2985120713710785,0.2199811488389969,1.0,0.3152953088283539,0.2225826382637024,0.25424543023109436,0.42967355251312256,0.3295692801475525,0.2693612575531006
government,0.31798112392425537,0.3811100125312805,0.30684539675712585,0.23902073502540588,0.3261575996875763,0.2919972240924835,0.28343796730041504,0.20911449193954468,0.28074538707733154
agencies,0.2486087828874588,0.3270077109336853,0.19700199365615845,0.2380693107843399,0.24900689721107483,0.38087955117225647,0.25568169355392456,0.21767158806324005,0.2035544514656067
and,0.5171257257461548,0.33353009819984436,0.30774351954460144,0.5064792633056641,0.2557651102542877,0.2527635991573334,0.48971283435821533,0.276123583316803,0.31309178471565247
large,0.3828733265399933,0.18625767529010773,0.22571200132369995,0.22967137396335602,0.24709449708461761,0.23191702365875244,0.3150999844074249,0.22322134673595428,0.2017821967601776
companies,0.26917189359664917,0.5448580980300903,0.25424543023109436,0.2787042260169983,0.32399415969848633,1.0000001192092896,0.2619103491306305,0.20634090900421143,0.20801754295825958
(,0.33289089798927307,0.18105436861515045,0.18696275353431702,0.3357032239437103,0.162434384226799,0.12384957075119019,0.30882009863853455,0.24216170608997345,0.2411840260028839
mostly,0.3490641117095947,0.16356028616428375,0.1903851181268692,0.3518475294113159,0.2107754349708557,0.16266022622585297,0.25999927520751953,0.20580069720745087,0.32312366366386414
banks,0.28661349415779114,0.2887255549430847,0.1544623076915741,0.20989097654819489,0.24130728840827942,0.304250568151474,0.17257662117481232,0.1150701493024826,0.11580011993646622
and,0.5171257257461548,0.33353009819984436,0.30774351954460144,0.5064792633056641,0.2557651102542877,0.2527635991573334,0.48971283435821533,0.276123583316803,0.31309178471565247
airlines,0.22208337485790253,0.2600354254245758,0.11659197509288788,0.10088913142681122,0.21829275786876678,0.3003332018852234,0.20727229118347168,0.13712523877620697,0.13792474567890167
),0.3456730246543884,0.19904294610023499,0.18560604751110077,0.3639558255672455,0.16768941283226013,0.12282966822385788,0.31236231327056885,0.24460165202617645,0.26259949803352356
to,0.535392165184021,0.28079214692115784,0.42967355251312256,0.4451248347759247,0.18892748653888702,0.2619103491306305,1.0,0.38876664638519287,0.455847829580307
build,0.2602573335170746,0.1994468867778778,0.24014411866664886,0.24264922738075256,0.17083954811096191,0.21636617183685303,0.38783395290374756,0.26186394691467285,0.27055490016937256
their,0.516537070274353,0.24445350468158722,0.3752504289150238,0.3406745493412018,0.24537235498428345,0.2322782278060913,0.44619059562683105,0.35424983501434326,0.35142919421195984
own,0.334675133228302,0.24738140404224396,0.35455018281936646,0.30703625082969666,0.2883775532245636,0.2830721437931061,0.35879063606262207,0.31129190325737,0.35062843561172485
dedicated,0.2320098578929901,0.16550591588020325,0.21344277262687683,0.25574013590812683,0.21539852023124695,0.09099043905735016,0.2375556081533432,0.08760631084442139,0.1580183058977127
networks,0.24705806374549866,0.33899539709091187,0.16453035175800323,0.2421427071094513,0.32683098316192627,0.45240703225135803,0.23877078294754028,0.16823774576187134,0.18279550969600677
.,0.5934505462646484,0.25987809896469116,0.3197084665298462,0.4726039469242096,0.2534593939781189,0.20400826632976532,0.4645031690597534,0.3613996207714081,0.3567904531955719
