,what,type,of,mixture,was,created,to,replace,the,pure,oxygen,atmosphere,inside,the,cabin,?
made,0.23419176042079926,0.2166324257850647,0.33167365193367004,0.2123519629240036,0.3433256447315216,0.39366546273231506,0.3377571105957031,0.23227715492248535,0.3885267674922943,0.2135723978281021,0.19023919105529785,0.15892726182937622,0.20400860905647278,0.3885267674922943,0.1633855700492859,0.17218779027462006
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2359134554862976,0.45514053106307983,0.2843434810638428,0.45010748505592346,0.17249517142772675,0.6662389636039734,0.18685252964496613,0.1672476977109909,0.20898397266864777,0.3260733187198639,0.6662389636039734,0.19721314311027527,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.1835496872663498,0.48711544275283813,0.3539263904094696,0.535392165184021,0.21257810294628143,1.0,0.20113824307918549,0.20428593456745148,0.24429655075073242,0.35313180088996887,1.0,0.23489025235176086,0.22068053483963013
block,0.33229514956474304,0.17057344317436218,0.1477721929550171,0.15687893331050873,0.1182115375995636,0.2031756490468979,0.30297139286994934,0.15362712740898132,0.20056472718715668,0.09579504281282425,0.18094868957996368,0.13758762180805206,0.21224795281887054,0.20056472718715668,0.1443469226360321,0.27211859822273254
ii,0.13866674900054932,0.13462698459625244,0.2844806909561157,0.12291798740625381,0.25630512833595276,0.19161257147789001,0.20368696749210358,0.1570480614900589,0.2631464898586273,0.1678667515516281,0.1848825365304947,0.17207525670528412,0.12410523742437363,0.2631464898586273,0.10690384358167648,0.11928234249353409
spacecraft,0.19567668437957764,0.12023523449897766,0.16566437482833862,0.14046208560466766,0.18611936271190643,0.17196260392665863,0.25703316926956177,0.1547657549381256,0.21476294100284576,0.16466443240642548,0.33789265155792236,0.4419236481189728,0.18239952623844147,0.21476294100284576,0.30232444405555725,0.17708687484264374
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.28163203597068787,0.3740963041782379,0.2873832881450653,0.48971283435821533,0.2254238724708557,0.5171257257461548,0.2798963785171509,0.22261030972003937,0.273572713136673,0.3229386806488037,0.5171257257461548,0.18535110354423523,0.20544172823429108
operational,0.2418915033340454,0.24504415690898895,0.328056275844574,0.13867639005184174,0.20582062005996704,0.163569837808609,0.28347864747047424,0.15629172325134277,0.2780027985572815,0.12314654141664505,0.17782123386859894,0.17462250590324402,0.1891946792602539,0.2780027985572815,0.12651504576206207,0.1597091555595398
procedures,0.33542415499687195,0.19584175944328308,0.21479301154613495,0.18915428221225739,0.16920123994350433,0.2185666263103485,0.270240843296051,0.23915010690689087,0.23226140439510345,0.18589721620082855,0.21015453338623047,0.15244607627391815,0.11672569066286087,0.23226140439510345,0.1263609379529953,0.2716922461986542
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23269447684288025,0.45456063747406006,0.2755771577358246,0.44245919585227966,0.19695894420146942,0.4933079481124878,0.2349223643541336,0.21812842786312103,0.26560261845588684,0.2100258767604828,0.4933079481124878,0.18909597396850586,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.1835496872663498,0.48711544275283813,0.3539263904094696,0.535392165184021,0.21257810294628143,1.0,0.20113824307918549,0.20428593456745148,0.24429655075073242,0.35313180088996887,1.0,0.23489025235176086,0.22068053483963013
most,0.3219912350177765,0.24228660762310028,0.4178851246833801,0.24090762436389923,0.29933857917785645,0.2300800383090973,0.321603000164032,0.1659395694732666,0.47635307908058167,0.19924236834049225,0.21728017926216125,0.19992075860500336,0.239009827375412,0.47635307908058167,0.17891786992549896,0.2107497900724411
important,0.31164905428886414,0.215251624584198,0.43301743268966675,0.2314165085554123,0.24924467504024506,0.22054748237133026,0.30913278460502625,0.1543685495853424,0.39348116517066956,0.16484743356704712,0.19456547498703003,0.15320120751857758,0.2578667998313904,0.39348116517066956,0.17211689054965973,0.17812499403953552
of,0.33290785551071167,0.18112817406654358,1.0,0.2121577262878418,0.4069072902202606,0.32043445110321045,0.41548454761505127,0.15038681030273438,0.733189046382904,0.2222386747598648,0.16848602890968323,0.1981431096792221,0.2544495463371277,0.733189046382904,0.2067061811685562,0.1826142966747284
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.3066050112247467,0.2830964922904968,0.3362928330898285,0.5345056653022766,0.23231849074363708,0.6521818041801453,0.28911954164505005,0.3166238069534302,0.30373719334602356,0.45715823769569397,0.6521818041801453,0.17850741744041443,0.25814583897590637
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.2517337501049042,0.590133786201477,0.2975761294364929,0.31913647055625916,0.16287203133106232,0.3906462490558624,0.15562230348587036,0.15995736420154572,0.1976843625307083,0.21396145224571228,0.3906462490558624,0.21737627685070038,0.17890112102031708
use,0.3453877568244934,0.32010024785995483,0.2750902473926544,0.31576383113861084,0.17744606733322144,0.253555029630661,0.47261837124824524,0.37529256939888,0.34342584013938904,0.27838000655174255,0.2547725737094879,0.26932385563850403,0.27728793025016785,0.34342584013938904,0.14285582304000854,0.32795652747154236
of,0.33290785551071167,0.18112817406654358,1.0,0.2121577262878418,0.4069072902202606,0.32043445110321045,0.41548454761505127,0.15038681030273438,0.733189046382904,0.2222386747598648,0.16848602890968323,0.1981431096792221,0.2544495463371277,0.733189046382904,0.2067061811685562,0.1826142966747284
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.23082584142684937,0.4508470594882965,0.30777761340141296,0.45503583550453186,0.20985214412212372,0.5829201340675354,0.2732713520526886,0.21662019193172455,0.17583811283111572,0.35481444001197815,0.5829201340675354,0.2335718870162964,0.23916715383529663
nitrogen/oxygen,0.1844041794538498,0.20926348865032196,0.2177707552909851,0.425338476896286,0.1895005702972412,0.18912306427955627,0.2571152150630951,0.1922617405653,0.24744385480880737,0.34559115767478943,0.8478381037712097,0.5221611857414246,0.2828889787197113,0.24744385480880737,0.15469898283481598,0.1452459841966629
mixture,0.187636598944664,0.27839481830596924,0.2121577262878418,1.0,0.19169344007968903,0.11503235995769501,0.2140398621559143,0.1213863268494606,0.1835496872663498,0.33679667115211487,0.35354337096214294,0.31101739406585693,0.18010194599628448,0.1835496872663498,0.04910390451550484,0.17455407977104187
instead,0.4104403555393219,0.29869118332862854,0.31208282709121704,0.2856907844543457,0.23083001375198364,0.2159029245376587,0.457004189491272,0.3841616213321686,0.3940567970275879,0.2585858106613159,0.24622170627117157,0.17871583998203278,0.38026610016822815,0.3940567970275879,0.15502989292144775,0.2942638397216797
of,0.33290785551071167,0.18112817406654358,1.0,0.2121577262878418,0.4069072902202606,0.32043445110321045,0.41548454761505127,0.15038681030273438,0.733189046382904,0.2222386747598648,0.16848602890968323,0.1981431096792221,0.2544495463371277,0.733189046382904,0.2067061811685562,0.1826142966747284
pure,0.19111844897270203,0.14573067426681519,0.2222386747598648,0.33679667115211487,0.19016699492931366,0.18903514742851257,0.2610398232936859,0.15340639650821686,0.20113824307918549,1.0,0.3194023668766022,0.2749636471271515,0.19724217057228088,0.20113824307918549,0.09418333321809769,0.06826777756214142
oxygen,0.16781960427761078,0.16191279888153076,0.16848602890968323,0.35354337096214294,0.16070082783699036,0.15356497466564178,0.24193501472473145,0.19010889530181885,0.20428593456745148,0.3194023668766022,0.9999999403953552,0.48839667439460754,0.2515876889228821,0.20428593456745148,0.14350184798240662,0.16786395013332367
before,0.3801657259464264,0.13662774860858917,0.3282964527606964,0.1292257010936737,0.38607707619667053,0.23924563825130463,0.4190867841243744,0.26567259430885315,0.45900648832321167,0.19739378988742828,0.196057990193367,0.1873212456703186,0.24590305984020233,0.45900648832321167,0.19508466124534607,0.2507109045982361
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.28163203597068787,0.3740963041782379,0.2873832881450653,0.48971283435821533,0.2254238724708557,0.5171257257461548,0.2798963785171509,0.22261030972003937,0.273572713136673,0.3229386806488037,0.5171257257461548,0.18535110354423523,0.20544172823429108
during,0.24137552082538605,0.1538453847169876,0.3869180977344513,0.14914530515670776,0.4470829963684082,0.196783646941185,0.2828781306743622,0.11540453135967255,0.4838213622570038,0.13570693135261536,0.18351154029369354,0.24737019836902618,0.2407827526330948,0.4838213622570038,0.22419993579387665,0.1325719803571701
launch,0.22967466711997986,0.2647751569747925,0.20697395503520966,0.13928385078907013,0.22367219626903534,0.16092969477176666,0.25276505947113037,0.14034238457679749,0.2628649175167084,0.17355263233184814,0.186820387840271,0.20771117508411407,0.11285458505153656,0.2628649175167084,0.22448396682739258,0.22009649872779846
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23269447684288025,0.45456063747406006,0.2755771577358246,0.44245919585227966,0.19695894420146942,0.4933079481124878,0.2349223643541336,0.21812842786312103,0.26560261845588684,0.2100258767604828,0.4933079481124878,0.18909597396850586,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.28163203597068787,0.3740963041782379,0.2873832881450653,0.48971283435821533,0.2254238724708557,0.5171257257461548,0.2798963785171509,0.22261030972003937,0.273572713136673,0.3229386806488037,0.5171257257461548,0.18535110354423523,0.20544172823429108
removal,0.2987346649169922,0.16010068356990814,0.2661147117614746,0.16864365339279175,0.1420711874961853,0.21454313397407532,0.27032870054244995,0.26534077525138855,0.27751266956329346,0.1596752405166626,0.18166016042232513,0.15262958407402039,0.20339468121528625,0.27751266956329346,0.14917640388011932,0.21417422592639923
of,0.33290785551071167,0.18112817406654358,1.0,0.2121577262878418,0.4069072902202606,0.32043445110321045,0.41548454761505127,0.15038681030273438,0.733189046382904,0.2222386747598648,0.16848602890968323,0.1981431096792221,0.2544495463371277,0.733189046382904,0.2067061811685562,0.1826142966747284
flammable,0.20539331436157227,0.24264757335186005,0.20067164301872253,0.40924450755119324,0.17189431190490723,0.18257902562618256,0.20090213418006897,0.24409903585910797,0.1980157047510147,0.307064950466156,0.4573168456554413,0.3534848690032959,0.3381212055683136,0.1980157047510147,0.19920597970485687,0.23284439742565155
cabin,0.17852115631103516,0.13907498121261597,0.2067061811685562,0.04910390451550484,0.20808860659599304,0.0978468731045723,0.2513850927352905,0.215921089053154,0.23489025235176086,0.09418333321809769,0.14350184798240662,0.16521137952804565,0.19048334658145905,0.23489025235176086,1.0000001192092896,0.15796571969985962
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.28163203597068787,0.3740963041782379,0.2873832881450653,0.48971283435821533,0.2254238724708557,0.5171257257461548,0.2798963785171509,0.22261030972003937,0.273572713136673,0.3229386806488037,0.5171257257461548,0.18535110354423523,0.20544172823429108
space,0.20525942742824554,0.19901056587696075,0.21300287544727325,0.1163983941078186,0.14677780866622925,0.22429265081882477,0.22712917625904083,0.15691526234149933,0.24495907127857208,0.23070773482322693,0.25929561257362366,0.3785208463668823,0.26827824115753174,0.24495907127857208,0.23237395286560059,0.1885536164045334
suit,0.1746450662612915,0.17149798572063446,0.15855711698532104,0.23672179877758026,0.14824222028255463,0.10701953619718552,0.19525347650051117,0.1547759473323822,0.21465148031711578,0.2405727356672287,0.20925526320934296,0.2463623434305191,0.22087375819683075,0.21465148031711578,0.1957899034023285,0.1362915337085724
materials,0.21012352406978607,0.24908779561519623,0.23909913003444672,0.344953715801239,0.17750675976276398,0.16217748820781708,0.2771066129207611,0.15657378733158112,0.22837378084659576,0.29586735367774963,0.2875748872756958,0.34043535590171814,0.24831609427928925,0.22837378084659576,0.18341663479804993,0.1301651895046234
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.21000470221042633,0.40146201848983765,0.3230568766593933,0.4645031690597534,0.2834588289260864,0.5934505462646484,0.21052415668964386,0.2554275095462799,0.202870711684227,0.3128161132335663,0.5934505462646484,0.20977994799613953,0.4130953550338745
