,what,street,does,nikolaus,pevsner,think,is,one,of,the,finest,in,england,?
best-looking,0.3572845160961151,0.33090588450431824,0.26135408878326416,0.24120233952999115,0.3739094138145447,0.3640662133693695,0.2789648473262787,0.2950551211833954,0.35468345880508423,0.4105636775493622,0.3414992094039917,0.33901727199554443,0.25066348910331726,0.282106876373291
city,0.17493832111358643,0.3091639280319214,0.10004369169473648,0.1052437499165535,0.2693521976470947,0.1446731686592102,0.3186660706996918,0.26093539595603943,0.32503411173820496,0.35769423842430115,0.2520480155944824,0.3911624252796173,0.2333679348230362,0.13423943519592285
and,0.31309178471565247,0.30381542444229126,0.3461615741252899,0.2221357375383377,0.3838031589984894,0.30740439891815186,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.2746049761772156,0.4954058527946472,0.35173749923706055,0.20544172823429108
the,0.42745697498321533,0.20947860181331635,0.35928019881248474,0.15963377058506012,0.3303973078727722,0.3102172613143921,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3178524971008301,0.6662389636039734,0.28280043601989746,0.22068053483963013
late,0.1576872020959854,0.20069679617881775,0.10720925778150558,0.12122807651758194,0.21287094056606293,0.14805817604064941,0.20186106860637665,0.2240377962589264,0.21690747141838074,0.31481194496154785,0.31382808089256287,0.3439198434352875,0.2305774986743927,0.11339222639799118
german-born,0.2481076419353485,0.19249437749385834,0.2027577906847,0.3689693212509155,0.44689562916755676,0.2565660774707794,0.2792831063270569,0.2471311092376709,0.32222238183021545,0.32873740792274475,0.1467944085597992,0.3354710042476654,0.345016211271286,0.210899218916893
british,0.19255435466766357,0.1949441134929657,0.10894544422626495,0.13263888657093048,0.2960827052593231,0.20286142826080322,0.19484983384609222,0.2232416272163391,0.23701532185077667,0.28973397612571716,0.19303537905216217,0.23084034025669098,0.3223974108695984,0.09711728990077972
scholar,0.18881338834762573,0.08821634948253632,0.13717380166053772,0.27571263909339905,0.39534327387809753,0.19908550381660461,0.21637843549251556,0.16242240369319916,0.16234588623046875,0.16383583843708038,0.20538601279258728,0.13179342448711395,0.1678420901298523,0.1606755405664444
of,0.33290785551071167,0.18984536826610565,0.3119818866252899,0.1850575953722,0.28451812267303467,0.2625778615474701,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.3590813875198364,0.5696388483047485,0.24624483287334442,0.1826142966747284
architecture,0.23286667466163635,0.24394181370735168,0.09989354759454727,0.23683544993400574,0.28359344601631165,0.18871740996837616,0.19717231392860413,0.2277313619852066,0.2756515443325043,0.24488379061222076,0.32619670033454895,0.2624244689941406,0.19321592152118683,0.14343059062957764
",",0.3087472915649414,0.22759395837783813,0.28617382049560547,0.23795928061008453,0.4148089587688446,0.3095206320285797,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.2443811148405075,0.5201468467712402,0.2732875645160675,0.31091248989105225
nikolaus,0.17223574221134186,0.10410921275615692,0.10664179921150208,1.0,0.5254898071289062,0.17226697504520416,0.09671571105718613,0.16456231474876404,0.1850575953722,0.15963377058506012,0.16982004046440125,0.16607490181922913,0.15546691417694092,0.12306723743677139
pevsner,0.19973064959049225,0.26723912358283997,0.12270718812942505,0.5254898071289062,1.0000001192092896,0.16326431930065155,0.23937073349952698,0.21218612790107727,0.28451812267303467,0.3303973078727722,0.18950439989566803,0.310202956199646,0.28385090827941895,0.2196682095527649
",",0.3087472915649414,0.22759395837783813,0.28617382049560547,0.23795928061008453,0.4148089587688446,0.3095206320285797,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.2443811148405075,0.5201468467712402,0.2732875645160675,0.31091248989105225
describes,0.28796884417533875,0.12320816516876221,0.29313790798187256,0.25852686166763306,0.21333274245262146,0.24765579402446747,0.33745625615119934,0.2730540931224823,0.33623746037483215,0.30593109130859375,0.211797833442688,0.31060853600502014,0.1640116274356842,0.13134142756462097
grey,0.13404807448387146,0.11912738531827927,0.1786743402481079,0.0854739397764206,0.2581871747970581,0.16880495846271515,0.22512753307819366,0.19535312056541443,0.24977219104766846,0.3208131790161133,0.1742699146270752,0.2611379623413086,0.26037508249282837,0.1291438490152359
street,0.14271703362464905,1.0000001192092896,0.1326543539762497,0.10410921275615692,0.26723912358283997,0.12957707047462463,0.1302390694618225,0.18605993688106537,0.18984536826610565,0.20947860181331635,0.15636812150478363,0.2281111478805542,0.26223084330558777,0.07315441966056824
as,0.31749409437179565,0.23426887392997742,0.31202155351638794,0.13431711494922638,0.25393232703208923,0.3555661737918854,0.43216490745544434,0.3954789340496063,0.3886612355709076,0.48381632566452026,0.2842128872871399,0.3887844979763031,0.20793095231056213,0.27043893933296204
one,0.376489520072937,0.18605993688106537,0.2924913763999939,0.16456231474876404,0.21218612790107727,0.38898006081581116,0.4544198513031006,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.3201448619365692,0.4129433035850525,0.20470556616783142,0.2673267424106598
of,0.33290785551071167,0.18984536826610565,0.3119818866252899,0.1850575953722,0.28451812267303467,0.2625778615474701,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.3590813875198364,0.5696388483047485,0.24624483287334442,0.1826142966747284
the,0.42745697498321533,0.20947860181331635,0.35928019881248474,0.15963377058506012,0.3303973078727722,0.3102172613143921,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3178524971008301,0.6662389636039734,0.28280043601989746,0.22068053483963013
finest,0.22646312415599823,0.15636812150478363,0.1473107784986496,0.16982004046440125,0.18950439989566803,0.23352119326591492,0.24484387040138245,0.3201448619365692,0.3590813875198364,0.3178524971008301,1.0,0.2985647916793823,0.22980421781539917,0.1559486985206604
streets,0.11891741305589676,0.7805339097976685,0.17074166238307953,0.12298987805843353,0.2201683670282364,0.1594422608613968,0.12125551700592041,0.17583799362182617,0.18885038793087006,0.2026284784078598,0.19857779145240784,0.24497881531715393,0.16266463696956635,0.0894271582365036
in,0.30808621644973755,0.2281111478805542,0.214483380317688,0.16607490181922913,0.310202956199646,0.23837615549564362,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.2985647916793823,1.0,0.33311840891838074,0.20430970191955566
england,0.21399550139904022,0.26223084330558777,0.14889326691627502,0.15546691417694092,0.28385090827941895,0.18325096368789673,0.19271282851696014,0.20470556616783142,0.24624483287334442,0.28280043601989746,0.22980421781539917,0.33311840891838074,0.9999998807907104,0.13436897099018097
.,0.3567904531955719,0.2408841997385025,0.3022993505001068,0.2005218118429184,0.380787193775177,0.31119775772094727,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.22911469638347626,0.5591574311256409,0.31012484431266785,0.4130953550338745
