,where,is,the,mouth,located,on,the,pleuobrachia,located,?
times,0.27159053087234497,0.21773184835910797,0.29093852639198303,0.09576909989118576,0.11333640664815903,0.21426425874233246,0.29093852639198303,0.1368868499994278,0.11333640664815903,0.18880689144134521
more,0.29405033588409424,0.2946030795574188,0.39758381247520447,0.12928499281406403,0.15432049334049225,0.37351730465888977,0.39758381247520447,0.2083158940076828,0.15432049334049225,0.27894994616508484
cylindrical,0.19498701393604279,0.2356187105178833,0.2267201691865921,0.2222268432378769,0.20006561279296875,0.11653178930282593,0.2267201691865921,0.37812671065330505,0.20006561279296875,0.1266353279352188
or,0.3651050925254822,0.41870999336242676,0.4174870550632477,0.2118830531835556,0.17206697165966034,0.2897229492664337,0.4174870550632477,0.3412508964538574,0.17206697165966034,0.32389625906944275
egg-shaped,0.21133863925933838,0.24212585389614105,0.30625149607658386,0.35020846128463745,0.3031729459762573,0.2466001659631729,0.30625149607658386,0.39177989959716797,0.3031729459762573,0.11325749009847641
;,-0.020392686128616333,0.05324986204504967,0.09152708947658539,0.03052893467247486,0.03696584329009056,-0.017878999933600426,0.09152708947658539,0.06410972028970718,0.03696584329009056,0.10349778085947037
the,0.5003893971443176,0.5823672413825989,1.0,0.3073960244655609,0.407527357339859,0.5107308030128479,1.0,0.31152746081352234,0.407527357339859,0.22068053483963013
common,0.21611684560775757,0.2952355444431305,0.2705984115600586,0.15925870835781097,0.11341925710439682,0.22368024289608002,0.2705984115600586,0.26395633816719055,0.11341925710439682,0.20434872806072235
coastal,0.25423139333724976,0.21945476531982422,0.2718130946159363,0.2751062512397766,0.30338534712791443,0.17405883967876434,0.2718130946159363,0.279247522354126,0.30338534712791443,0.13777320086956024
``,0.020612511783838272,0.058766357600688934,0.029072100296616554,0.08542824536561966,-0.03266627714037895,-0.03274054825305939,0.029072100296616554,0.2360776960849762,-0.03266627714037895,0.0685480609536171
sea,0.18630823493003845,0.22288988530635834,0.30363768339157104,0.373789519071579,0.22340863943099976,0.2444533258676529,0.30363768339157104,0.32007935643196106,0.22340863943099976,0.15551945567131042
gooseberry,0.217550590634346,0.31130126118659973,0.2879318594932556,0.19587980210781097,0.17333804070949554,0.21815893054008484,0.2879318594932556,0.3402186930179596,0.17333804070949554,0.13494670391082764
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.24378812313079834,0.2678719460964203,0.49057599902153015,0.4933079481124878,0.32856059074401855,0.2678719460964203,0.31091248989105225
'',0.016034942120313644,0.0793738141655922,0.041273195296525955,-0.08755738288164139,0.01448875479400158,0.04238596186041832,0.041273195296525955,0.0031987063121050596,0.01448875479400158,0.018684765323996544
pleurobrachia,0.22812876105308533,0.25550252199172974,0.3389502763748169,0.33251672983169556,0.19728423655033112,0.21164819598197937,0.3389502763748169,0.9491251707077026,0.19728423655033112,0.2196917086839676
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.24378812313079834,0.2678719460964203,0.49057599902153015,0.4933079481124878,0.32856059074401855,0.2678719460964203,0.31091248989105225
sometimes,0.3723720908164978,0.3757973313331604,0.35816407203674316,0.24868734180927277,0.13034749031066895,0.20871618390083313,0.35816407203674316,0.281312495470047,0.13034749031066895,0.1751544177532196
has,0.32190436124801636,0.5668748617172241,0.4177538752555847,0.20715270936489105,0.2580956220626831,0.34604379534721375,0.4177538752555847,0.18034876883029938,0.2580956220626831,0.15994466841220856
an,0.24824833869934082,0.4654068350791931,0.4207492768764496,0.15102826058864594,0.19637414813041687,0.3192969560623169,0.4207492768764496,0.1724945604801178,0.19637414813041687,0.19793890416622162
egg-shaped,0.21133863925933838,0.24212585389614105,0.30625149607658386,0.35020846128463745,0.3031729459762573,0.2466001659631729,0.30625149607658386,0.39177989959716797,0.3031729459762573,0.11325749009847641
body,0.21554996073246002,0.2790417969226837,0.31682634353637695,0.3386354446411133,0.13431580364704132,0.20112086832523346,0.31682634353637695,0.33969032764434814,0.13431580364704132,0.20136451721191406
with,0.4142743945121765,0.3250955045223236,0.4223487675189972,0.19102531671524048,0.12990716099739075,0.40749499201774597,0.4223487675189972,0.20827628672122955,0.12990716099739075,0.2433311939239502
the,0.5003893971443176,0.5823672413825989,1.0,0.3073960244655609,0.407527357339859,0.5107308030128479,1.0,0.31152746081352234,0.407527357339859,0.22068053483963013
mouth,0.2391524761915207,0.2722901999950409,0.3073960244655609,1.0000001192092896,0.2109314203262329,0.23081868886947632,0.3073960244655609,0.2982698678970337,0.2109314203262329,0.21761061251163483
at,0.4402937591075897,0.25906258821487427,0.457212895154953,0.1904096007347107,0.3688831031322479,0.4806317389011383,0.457212895154953,0.13664482533931732,0.3688831031322479,0.21978627145290375
the,0.5003893971443176,0.5823672413825989,1.0,0.3073960244655609,0.407527357339859,0.5107308030128479,1.0,0.31152746081352234,0.407527357339859,0.22068053483963013
narrow,0.22102294862270355,0.26095157861709595,0.3104094862937927,0.39298829436302185,0.2939278781414032,0.21160206198692322,0.3104094862937927,0.3120713531970978,0.2939278781414032,0.1023377925157547
end,0.29005250334739685,0.2179071456193924,0.39658910036087036,0.21944570541381836,0.2061743140220642,0.2773675322532654,0.39658910036087036,0.26248660683631897,0.2061743140220642,0.12543344497680664
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.24378812313079834,0.2678719460964203,0.49057599902153015,0.4933079481124878,0.32856059074401855,0.2678719460964203,0.31091248989105225
although,0.2586391270160675,0.301360160112381,0.3265823423862457,0.11389344185590744,0.15249060094356537,0.3547761142253876,0.3265823423862457,0.20429664850234985,0.15249060094356537,0.15541206300258636
some,0.39480453729629517,0.3038453459739685,0.4566698372364044,0.17120595276355743,0.1509244740009308,0.31474894285202026,0.4566698372364044,0.2818773686885834,0.1509244740009308,0.2562315762042999
individuals,0.25023433566093445,0.23137153685092926,0.3022412955760956,0.033575333654880524,0.14034108817577362,0.23456044495105743,0.3022412955760956,0.2766708433628082,0.14034108817577362,0.20243582129478455
are,0.32389864325523376,0.5330929756164551,0.40399202704429626,0.20501531660556793,0.24096766114234924,0.268924742937088,0.40399202704429626,0.2625576853752136,0.24096766114234924,0.24591213464736938
more,0.29405033588409424,0.2946030795574188,0.39758381247520447,0.12928499281406403,0.15432049334049225,0.37351730465888977,0.39758381247520447,0.2083158940076828,0.15432049334049225,0.27894994616508484
uniformly,0.23662416636943817,0.2112616002559662,0.25286054611206055,0.03962697833776474,0.09998005628585815,0.16446392238140106,0.25286054611206055,0.16554713249206543,0.09998005628585815,0.27403488755226135
round,0.2524500787258148,0.13961920142173767,0.19933617115020752,0.1250188648700714,0.0977000966668129,0.20528747141361237,0.19933617115020752,0.1522681713104248,0.0977000966668129,0.17003268003463745
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.24325765669345856,0.28226932883262634,0.49257001280784607,0.5934505462646484,0.30189162492752075,0.28226932883262634,0.4130953550338745
