,after,what,year,was,compounding,frequently,used,in,marine,engines,?
universally,0.1593732386827469,0.33443203568458557,0.18719424307346344,0.2689116597175598,0.27447307109832764,0.27331069111824036,0.24368169903755188,0.21270988881587982,0.06660312414169312,0.11375734210014343,0.2618650197982788
popular,0.18715699017047882,0.186283677816391,0.18730007112026215,0.2916531562805176,0.19683460891246796,0.25038179755210876,0.32566410303115845,0.3157482445240021,0.10929203033447266,0.16749583184719086,0.13108457624912262
in,0.44050168991088867,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.20182771980762482,0.259593665599823,0.3090210556983948,1.0,0.24858763813972473,0.18084456026554108,0.20430970191955566
railway,0.1825571358203888,0.16704553365707397,0.1384669691324234,0.20427824556827545,0.10561233013868332,0.03128322586417198,0.13920941948890686,0.2326211929321289,0.1574668437242508,0.23705577850341797,0.07994066178798676
locomotives,0.10261891782283783,0.12965811789035797,0.1684795767068863,0.15560707449913025,0.20085693895816803,0.08928817510604858,0.22892537713050842,0.17941859364509583,0.17191484570503235,0.4945548176765442,0.13195066154003143
where,0.31753596663475037,0.4457937180995941,0.20427323877811432,0.20731619000434875,0.24909266829490662,0.32622799277305603,0.31140151619911194,0.5344807505607605,0.18294478952884674,0.14921875298023224,0.24793872237205505
it,0.36872005462646484,0.45803478360176086,0.2363913208246231,0.4577186405658722,0.2514593005180359,0.21913255751132965,0.3575260639190674,0.5130809545516968,0.1841871291399002,0.2587372362613678,0.25732165575027466
was,0.49306565523147583,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.13572673499584198,0.2497260868549347,0.23679393529891968,0.45514053106307983,0.14990459382534027,0.18948708474636078,0.18412111699581146
often,0.21496504545211792,0.3849453330039978,0.15926864743232727,0.2700076997280121,0.3797283172607422,0.6343604922294617,0.521835446357727,0.3380797803401947,0.21087858080863953,0.17119567096233368,0.23748154938220978
perceived,0.1634712666273117,0.35275155305862427,0.11031017452478409,0.22454136610031128,0.23654530942440033,0.17574331164360046,0.23634035885334015,0.1872926652431488,0.14147107303142548,0.154993936419487,0.20685844123363495
as,0.3014480769634247,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.3089309334754944,0.3417768180370331,0.35160550475120544,0.3887844979763031,0.21632720530033112,0.17400804162025452,0.27043893933296204
complicated,0.20255009829998016,0.34040677547454834,0.09769770503044128,0.1945992410182953,0.33057910203933716,0.2566467225551605,0.36276060342788696,0.2114717811346054,0.12392810732126236,0.17433451116085052,0.23008595407009125
.,0.35870397090911865,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2173369824886322,0.21373344957828522,0.33111312985420227,0.5591574311256409,0.2793916165828705,0.24894580245018005,0.4130953550338745
