,in,organizing,a,new,church,",",what,did,luther,find,to,be,unworkable,for,congregations,?
unworkable,0.267598956823349,0.2633553445339203,0.32342663407325745,0.18893752992153168,0.16554628312587738,0.28861159086227417,0.4046328067779541,0.30363330245018005,0.10830546915531158,0.36097484827041626,0.36138609051704407,0.42142370343208313,0.9999999403953552,0.3421328663825989,0.16299781203269958,0.3127996623516083
.,0.5591574311256409,0.24428150057792664,0.50484299659729,0.35031336545944214,0.28898224234580994,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3133861720561981,0.4645031690597534,0.4383580684661865,0.2793775796890259,0.4726039469242096,0.2834881842136383,0.4130953550338745
,in,organizing,a,new,church,",",what,did,luther,find,to,be,unworkable,for,congregations,?
according,0.29259276390075684,0.2248159945011139,0.239227756857872,0.1695622354745865,0.15705260634422302,0.3107093870639801,0.2776208221912384,0.19118738174438477,0.1085624098777771,0.21445073187351227,0.28520727157592773,0.2703677713871002,0.1644255667924881,0.1956551969051361,0.24864158034324646,0.21173474192619324
to,0.45010748505592346,0.28101980686187744,0.45503583550453186,0.33159172534942627,0.24439501762390137,0.44245919585227966,0.455847829580307,0.4452643394470215,0.18029534816741943,0.42702093720436096,1.0,0.4972836375236511,0.36138609051704407,0.4451248347759247,0.22449913620948792,0.29463258385658264
bainton,0.23623165488243103,0.0798758715391159,0.26466652750968933,0.20626382529735565,0.27948853373527527,0.3360476493835449,0.20767809450626373,0.14965765178203583,0.24592669308185577,0.17052994668483734,0.22672201693058014,0.18213853240013123,0.18791723251342773,0.17922799289226532,0.22865678369998932,0.19970613718032837
:,0.020521078258752823,0.046297915279865265,-0.0007584693375974894,-0.1345057487487793,-0.07043963670730591,-0.004729332868009806,-0.12022944539785385,-0.05305134505033493,-0.0567622147500515,-0.16614890098571777,-0.09243495017290115,-0.09417453408241272,-0.12049149721860886,-0.02522280067205429,-0.036097243428230286,-0.07156077772378922
``,0.04765888676047325,0.01601889356970787,0.07272057235240936,-0.03575563058257103,0.038532305508852005,0.09681109338998795,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,-0.017867403104901314,0.06720756739377975,0.07670000940561295,0.09843163192272186,0.01270448137074709,0.09654375910758972,0.0685480609536171
luther,0.20523880422115326,0.11559979617595673,0.17967689037322998,0.14555130898952484,0.379041463136673,0.23255878686904907,0.2134782373905182,0.23667675256729126,1.0,0.10004247725009918,0.18029534816741943,0.15299063920974731,0.10830546915531158,0.12958186864852905,0.3883286714553833,0.1732746809720993
's,-0.037580832839012146,0.06600023806095123,0.04866964742541313,-0.008355522528290749,0.023664841428399086,-0.0016132977325469255,0.02692362666130066,0.05069678649306297,-0.009990512393414974,0.08746320754289627,0.03782717138528824,0.025217169895768166,0.03605508431792259,-0.07241261005401611,0.055371418595314026,-0.023395681753754616
dilemma,0.1629856526851654,0.10264334827661514,0.28605422377586365,0.09233862161636353,0.10789690911769867,0.2720950245857239,0.2537820637226105,0.17391403019428253,0.15332169830799103,0.23343980312347412,0.14971420168876648,0.1989859789609909,0.28594496846199036,0.1871740072965622,0.12960687279701233,0.16066309809684753
was,0.45514053106307983,0.21937614679336548,0.4508470594882965,0.2748313844203949,0.24960921704769135,0.45456063747406006,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.1268022209405899,0.3636345863342285,0.42228707671165466,0.14850017428398132,0.3863949179649353,0.18668952584266663,0.18412111699581146
that,0.435920387506485,0.29446348547935486,0.47537946701049805,0.29177987575531006,0.18300943076610565,0.4137537479400635,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.38642045855522156,0.5436353087425232,0.6036020517349243,0.4983287453651428,0.4137635827064514,0.2329070121049881,0.32716336846351624
he,0.41690486669540405,0.2615996301174164,0.4393508732318878,0.2739552855491638,0.23494282364845276,0.40251094102859497,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.19710396230220795,0.385390967130661,0.3325980603694916,0.19261623919010162,0.4540175199508667,0.20986080169677734,0.2089974731206894
wanted,0.2556442320346832,0.2407783567905426,0.25702154636383057,0.26100602746009827,0.2223511040210724,0.2753742039203644,0.3579951524734497,0.6432620882987976,0.19617575407028198,0.33091357350349426,0.47293567657470703,0.254121869802475,0.28150680661201477,0.2874828279018402,0.23539228737354279,0.24342651665210724
both,0.3960166871547699,0.21845504641532898,0.3171786069869995,0.21634207665920258,0.15612554550170898,0.38080528378486633,0.3361809551715851,0.34255191683769226,0.19470135867595673,0.20674949884414673,0.3897709250450134,0.37506237626075745,0.26294100284576416,0.3887220323085785,0.27546054124832153,0.19455738365650177
a,0.539380669593811,0.2575606405735016,1.0,0.3214259147644043,0.19588641822338104,0.427140474319458,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2540014088153839,0.45503583550453186,0.39883795380592346,0.32342663407325745,0.44038116931915283,0.18483340740203857,0.23916715383529663
confessional,0.25043678283691406,0.22041726112365723,0.24446091055870056,0.1592545062303543,0.35190966725349426,0.3004837930202484,0.253901869058609,0.2418130785226822,0.4338546395301819,0.18064762651920319,0.19230641424655914,0.1626627892255783,0.24134251475334167,0.23170500993728638,0.39157634973526,0.18100155889987946
church,0.2493300437927246,0.18444405496120453,0.19588641822338104,0.1963353157043457,0.9999999403953552,0.2707274258136749,0.1944202184677124,0.16781097650527954,0.379041463136673,0.10008447617292404,0.24439501762390137,0.14655785262584686,0.16554628312587738,0.15542230010032654,0.572550892829895,0.18081501126289368
based,0.3070422410964966,0.22288507223129272,0.2977409064769745,0.20658165216445923,0.07809440046548843,0.27976205945014954,0.274813175201416,0.15722841024398804,0.11297188699245453,0.16323411464691162,0.19629007577896118,0.24377326667308807,0.24485144019126892,0.2761107087135315,0.09410396218299866,0.134929820895195
on,0.46853652596473694,0.278036892414093,0.3848365545272827,0.31106263399124146,0.1726921796798706,0.49057599902153015,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.22746877372264862,0.41031414270401,0.37900757789611816,0.23594322800636292,0.36199691891670227,0.2342250496149063,0.2714994251728058
personal,0.17110532522201538,0.31033116579055786,0.23722487688064575,0.20448417961597443,0.17017439007759094,0.23627051711082458,0.3188508450984955,0.24463480710983276,0.19255410134792328,0.17210006713867188,0.2410377562046051,0.22246067225933075,0.3693399429321289,0.2968088388442993,0.12514375150203705,0.206199511885643
faith,0.16146141290664673,0.17075121402740479,0.23009571433067322,0.2027430385351181,0.3661857843399048,0.3190833032131195,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.17342199385166168,0.2426898032426834,0.25434166193008423,0.311602383852005,0.19736909866333008,0.3916192650794983,0.2833177447319031
and,0.4954058527946472,0.2579902708530426,0.3739250600337982,0.31402453780174255,0.1976170688867569,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.3228435218334198,0.48971283435821533,0.41766801476478577,0.3449648320674896,0.5064792633056641,0.294315367937088,0.20544172823429108
experience,0.19806437194347382,0.24731485545635223,0.2513456344604492,0.2317795753479004,0.05702387914061546,0.22459560632705688,0.3894727826118469,0.2411177009344101,0.0642826184630394,0.25592532753944397,0.25535836815834045,0.2967037260532379,0.39048686623573303,0.29364609718322754,0.13554739952087402,0.25203612446784973
and,0.4954058527946472,0.2579902708530426,0.3739250600337982,0.31402453780174255,0.1976170688867569,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.3228435218334198,0.48971283435821533,0.41766801476478577,0.3449648320674896,0.5064792633056641,0.294315367937088,0.20544172823429108
a,0.539380669593811,0.2575606405735016,1.0,0.3214259147644043,0.19588641822338104,0.427140474319458,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2540014088153839,0.45503583550453186,0.39883795380592346,0.32342663407325745,0.44038116931915283,0.18483340740203857,0.23916715383529663
territorial,0.25956836342811584,0.26174116134643555,0.20547889173030853,0.19439326226711273,0.20445005595684052,0.2575375437736511,0.21081089973449707,0.0933060422539711,0.11837007105350494,0.15994571149349213,0.2290722280740738,0.1713126301765442,0.20809689164161682,0.23136629164218903,0.2234858274459839,0.10118355602025986
church,0.2493300437927246,0.18444405496120453,0.19588641822338104,0.1963353157043457,0.9999999403953552,0.2707274258136749,0.1944202184677124,0.16781097650527954,0.379041463136673,0.10008447617292404,0.24439501762390137,0.14655785262584686,0.16554628312587738,0.15542230010032654,0.572550892829895,0.18081501126289368
including,0.35857823491096497,0.23006100952625275,0.21045410633087158,0.21702982485294342,0.16435666382312775,0.4127510190010071,0.18328791856765747,0.26678287982940674,0.16646233201026917,0.2087511420249939,0.24006329476833344,0.2110714614391327,0.16659149527549744,0.42507120966911316,0.24456658959388733,0.1633303165435791
all,0.3335905969142914,0.2853631377220154,0.2696802616119385,0.29927533864974976,0.175497367978096,0.425624817609787,0.41981086134910583,0.33943864703178406,0.1917443871498108,0.32029470801353455,0.42520734667778015,0.42151448130607605,0.37868958711624146,0.41144001483917236,0.31097108125686646,0.29575422406196594
in,1.0,0.2954694628715515,0.539380669593811,0.3758552670478821,0.2493300437927246,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2040027230978012,0.45010748505592346,0.3481820821762085,0.267598956823349,0.4322226941585541,0.23420320451259613,0.20430970191955566
a,0.539380669593811,0.2575606405735016,1.0,0.3214259147644043,0.19588641822338104,0.427140474319458,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2540014088153839,0.45503583550453186,0.39883795380592346,0.32342663407325745,0.44038116931915283,0.18483340740203857,0.23916715383529663
given,0.2528568208217621,0.19398441910743713,0.3335871398448944,0.1981271654367447,0.1426880657672882,0.2843315005302429,0.21883496642112732,0.24950160086154938,0.10702143609523773,0.3249092102050781,0.3428947925567627,0.2965909540653229,0.21882595121860504,0.44294488430023193,0.21930119395256042,0.2570464313030243
locality,0.3019997477531433,0.12075518071651459,0.2349662035703659,0.14227326214313507,0.3094575107097626,0.16338057816028595,0.17428922653198242,0.07747422903776169,0.14377690851688385,0.22605085372924805,0.1406949907541275,0.16825559735298157,0.18507012724876404,0.1318436712026596,0.21787205338478088,0.1985529065132141
.,0.5591574311256409,0.24428150057792664,0.50484299659729,0.35031336545944214,0.28898224234580994,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3133861720561981,0.4645031690597534,0.4383580684661865,0.2793775796890259,0.4726039469242096,0.2834881842136383,0.4130953550338745
