,what,words,to,they,think,are,linked,to,the,work,kenya,?
kirinyaga,0.18496562540531158,0.20043660700321198,0.25152716040611267,0.19706642627716064,0.1942618042230606,0.10795658081769943,0.06979797035455704,0.25152716040611267,0.3211198151111603,0.13860300183296204,0.49247968196868896,0.18754957616329193
",",0.3087472915649414,0.2805471420288086,0.44245919585227966,0.390799880027771,0.3095206320285797,0.4062570035457611,0.24692510068416595,0.44245919585227966,0.4933079481124878,0.3283594250679016,0.23432263731956482,0.31091248989105225
kirenyaa,0.2588686943054199,0.239862322807312,0.2893729507923126,0.2932809293270111,0.26278093457221985,0.18273349106311798,0.12132679671049118,0.2893729507923126,0.29938939213752747,0.21813856065273285,0.5771231055259705,0.2883591055870056
and,0.31309178471565247,0.26495280861854553,0.48971283435821533,0.5073080658912659,0.30740439891815186,0.48576638102531433,0.2486010193824768,0.48971283435821533,0.5171257257461548,0.37551814317703247,0.20742860436439514,0.20544172823429108
kiinyaa,0.15027594566345215,0.18315857648849487,0.1632680743932724,0.1880560964345932,0.162662535905838,0.1694764941930771,0.10316908359527588,0.1632680743932724,0.21281899511814117,0.09303069859743118,0.5419836640357971,0.22541527450084686
which,0.5261979103088379,0.3583166301250458,0.5345056653022766,0.5165667533874512,0.3395437002182007,0.42922598123550415,0.35208654403686523,0.5345056653022766,0.6521818041801453,0.30331435799598694,0.2035915106534958,0.25814583897590637
mean,0.35852181911468506,0.38631442189216614,0.2274881899356842,0.2882763147354126,0.41958627104759216,0.32494738698005676,0.21208231151103973,0.2274881899356842,0.25977957248687744,0.2128719538450241,0.09709504246711731,0.36234524846076965
``,0.008517155423760414,0.14403259754180908,0.06720756739377975,0.0819322019815445,0.021398255601525307,0.12624181807041168,0.03285825252532959,0.06720756739377975,0.029072100296616554,0.005462854169309139,0.06875105202198029,0.0685480609536171
god,0.3127830922603607,0.29253286123275757,0.2408517301082611,0.22910751402378082,0.28584322333335876,0.17233000695705414,0.18981370329856873,0.2408517301082611,0.24689088761806488,0.15446507930755615,0.1708166003227234,0.23396754264831543
's,0.02692362666130066,0.08948911726474762,0.03782717138528824,0.03738465905189514,0.015562640503048897,-0.008927806280553341,-0.031395699828863144,0.03782717138528824,-0.01540423184633255,-0.03332063928246498,-0.02908705547451973,-0.023395681753754616
resting,0.22163280844688416,0.136939138174057,0.2161111831665039,0.292356938123703,0.2177240252494812,0.21458663046360016,0.1565457582473755,0.2161111831665039,0.3499439060688019,0.15260930359363556,0.23228353261947632,0.11039429157972336
place,0.2689766585826874,0.19159168004989624,0.3346366882324219,0.3419739007949829,0.2743363082408905,0.25836262106895447,0.230561763048172,0.3346366882324219,0.4179787337779999,0.19213208556175232,0.2413230836391449,0.2455766350030899
'',0.08143015950918198,0.01894891820847988,-0.009905828163027763,-0.006317874416708946,0.03370605781674385,0.0263817198574543,0.07718022912740707,-0.009905828163027763,0.041273195296525955,-0.0059536839835345745,-0.08265174180269241,0.018684765323996544
in,0.30808621644973755,0.20740897953510284,0.45010748505592346,0.4330179989337921,0.23837615549564362,0.3841303884983063,0.21849478781223297,0.45010748505592346,0.6662389636039734,0.2753349542617798,0.23621977865695953,0.20430970191955566
all,0.41981086134910583,0.26586639881134033,0.42520734667778015,0.4884434938430786,0.4156843423843384,0.5343062281608582,0.26546984910964966,0.42520734667778015,0.4860881567001343,0.30834105610847473,0.18323364853858948,0.29575422406196594
three,0.24888746440410614,0.18271313607692719,0.3043823838233948,0.40688982605934143,0.23654623329639435,0.38895705342292786,0.18888677656650543,0.3043823838233948,0.43452659249305725,0.1984323114156723,0.17928871512413025,0.20928427577018738
languages,0.21771854162216187,0.47893810272216797,0.23664425313472748,0.20093423128128052,0.20391197502613068,0.2853507399559021,0.16226515173912048,0.23664425313472748,0.25516149401664734,0.15436500310897827,0.2054252326488495,0.22599908709526062
.,0.3567904531955719,0.24427732825279236,0.4645031690597534,0.4510921239852905,0.31119775772094727,0.3452940285205841,0.23676274716854095,0.4645031690597534,0.5934505462646484,0.33121398091316223,0.24234211444854736,0.4130953550338745
