,what,does,the,presiding,officer,try,to,achieve,a,balance,of,between,speakers,?
between,0.2462156116962433,0.16966454684734344,0.39067012071609497,0.15822599828243256,0.1471429467201233,0.19294294714927673,0.3639189600944519,0.21876762807369232,0.29385313391685486,0.24317757785320282,0.3737983703613281,0.9999999403953552,0.1893841028213501,0.12887074053287506
different,0.39262300729751587,0.30926814675331116,0.36412742733955383,0.14021062850952148,0.1258714646100998,0.34284159541130066,0.3617510497570038,0.2549150586128235,0.29175353050231934,0.2767830789089203,0.3747533857822418,0.3495357930660248,0.21505117416381836,0.24476227164268494
viewpoints,0.3473808467388153,0.2650004029273987,0.22105742990970612,0.28657203912734985,0.14127270877361298,0.34463950991630554,0.264134019613266,0.26794523000717163,0.20865517854690552,0.3312109112739563,0.19789879024028778,0.21711839735507965,0.26187559962272644,0.28500667214393616
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2103288769721985,0.22929392755031586,0.359083354473114,0.48971283435821533,0.23828470706939697,0.3739250600337982,0.2617957592010498,0.5116966962814331,0.40645647048950195,0.20654089748859406,0.20544172823429108
political,0.21846716105937958,0.16916483640670776,0.20477235317230225,0.3332619071006775,0.2394391894340515,0.17958921194076538,0.2065112292766571,0.1999044567346573,0.21418654918670654,0.18948082625865936,0.27319738268852234,0.20445281267166138,0.19914275407791138,0.17130474746227264
parties,0.21181418001651764,0.1956167370080948,0.2535073459148407,0.2740882337093353,0.11445479840040207,0.22245192527770996,0.22887584567070007,0.21598367393016815,0.2509554326534271,0.21264930069446564,0.2394237220287323,0.2342151701450348,0.2398579716682434,0.16949701309204102
when,0.4700249433517456,0.3380102217197418,0.5091903209686279,0.17235049605369568,0.22735248506069183,0.35868069529533386,0.5423505902290344,0.20387431979179382,0.44397395849227905,0.2931882441043854,0.3757161796092987,0.38258615136146545,0.1182396337389946,0.22841128706932068
selecting,0.32883191108703613,0.2449544072151184,0.3273649513721466,0.23369310796260834,0.08905714005231857,0.27408984303474426,0.2598782479763031,0.2575480341911316,0.28340035676956177,0.2928411364555359,0.3046526610851288,0.1576150506734848,0.19911739230155945,0.2517532408237457
members,0.16873176395893097,0.1685360074043274,0.3321719169616699,0.25589537620544434,0.24941372871398926,0.12233441323041916,0.26617446541786194,0.1300072968006134,0.1873859316110611,0.07033605873584747,0.28120753169059753,0.17868073284626007,0.29595640301704407,0.10212311148643494
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2064446657896042,0.2198503315448761,0.5391331911087036,1.0,0.3419070541858673,0.45503583550453186,0.2728893756866455,0.41548454761505127,0.3639189600944519,0.25578445196151733,0.29463258385658264
speak,0.3106061816215515,0.21760474145412445,0.2565973103046417,0.22968415915966034,0.18748311698436737,0.23144760727882385,0.2687135338783264,0.2298034429550171,0.2206171452999115,0.11440952122211456,0.2317851483821869,0.11579848825931549,0.6781623959541321,0.2619509994983673
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2744200527667999,0.20371799170970917,0.3077121675014496,0.4645031690597534,0.18454299867153168,0.50484299659729,0.24091094732284546,0.5352458953857422,0.30295518040657043,0.21558541059494019,0.4130953550338745
