,what,british,mathematician,took,pride,in,doing,work,that,he,felt,had,no,military,benefit,?
on,0.34226128458976746,0.19917237758636475,0.11889903992414474,0.22459004819393158,0.17176494002342224,0.46853652596473694,0.2873699367046356,0.26663315296173096,0.42569106817245483,0.32403138279914856,0.23175327479839325,0.36692994832992554,0.3244728446006775,0.15503616631031036,0.23415055871009827,0.2714994251728058
doing,0.5205235481262207,0.1466289907693863,0.1701413244009018,0.20038197934627533,0.24785691499710083,0.27240219712257385,0.9999999403953552,0.5019621253013611,0.50474613904953,0.3024495542049408,0.29264694452285767,0.27665045857429504,0.260454386472702,0.18893492221832275,0.40639248490333557,0.4119948446750641
work,0.3762225806713104,0.1516800969839096,0.1881026178598404,0.1589529663324356,0.14835144579410553,0.2753349542617798,0.5019621253013611,1.0,0.34257015585899353,0.3134653568267822,0.21654678881168365,0.24853645265102386,0.23225490748882294,0.15705230832099915,0.3048141896724701,0.2621155381202698
that,0.6297725439071655,0.19530552625656128,0.1979784071445465,0.2222771942615509,0.2107577919960022,0.435920387506485,0.50474613904953,0.34257015585899353,1.0,0.36068853735923767,0.4182562828063965,0.4407361149787903,0.41830796003341675,0.19748787581920624,0.3780049681663513,0.32716336846351624
had,0.23849567770957947,0.2696124017238617,0.1918962448835373,0.48230260610580444,0.17819844186306,0.385026752948761,0.27665045857429504,0.24853645265102386,0.4407361149787903,0.43657350540161133,0.4337589144706726,0.9999999403953552,0.30951127409935,0.24236898124217987,0.2275313287973404,0.20728366076946259
absolutely,0.47333741188049316,0.15365833044052124,0.1863383948802948,0.094400554895401,0.18646997213363647,0.1839962601661682,0.4351658821105957,0.2557515501976013,0.49343517422676086,0.2481337934732437,0.314298540353775,0.24917343258857727,0.45388102531433105,0.10363241285085678,0.3493820130825043,0.41582801938056946
no,0.339326947927475,0.09040936827659607,0.08263988792896271,0.1598387211561203,0.10764559358358383,0.24372287094593048,0.260454386472702,0.23225490748882294,0.41830796003341675,0.22998741269111633,0.24489963054656982,0.30951127409935,1.0,0.12474627047777176,0.2681635916233063,0.32165053486824036
military,0.18809624016284943,0.25965484976768494,0.1989731788635254,0.23175932466983795,0.22836840152740479,0.2402431070804596,0.18893492221832275,0.15705230832099915,0.19748787581920624,0.2672775089740753,0.24209854006767273,0.24236898124217987,0.12474627047777176,0.9999998807907104,0.16213947534561157,0.1890317052602768
significance,0.2994628846645355,0.10028036683797836,0.16347914934158325,0.17533497512340546,0.21732251346111298,0.3055461347103119,0.21005287766456604,0.2982768416404724,0.3551758825778961,0.16289633512496948,0.14309900999069214,0.21586601436138153,0.3000624179840088,0.17552125453948975,0.34960731863975525,0.22172628343105316
.,0.3567904531955719,0.23159366846084595,0.1478310525417328,0.2481018751859665,0.21331052482128143,0.5591574311256409,0.3253456652164459,0.33121398091316223,0.4460422694683075,0.38061028718948364,0.29384294152259827,0.37348684668540955,0.35224834084510803,0.21794499456882477,0.2692491412162781,0.4130953550338745
