,who,exclusively,broadcast,the,game,in,spanish,after,reaching,an,agreement,with,the,nfl,and,cbs,?
the,0.3733934462070465,0.3155750334262848,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.4565047025680542,0.3691650927066803,0.4207492768764496,0.2490699142217636,0.4223487675189972,1.0,0.15305201709270477,0.5171257257461548,0.2283918708562851,0.22068053483963013
exclusive,0.1796795129776001,0.8173807263374329,0.25422632694244385,0.2746652066707611,0.2556222677230835,0.22319824993610382,0.10142046213150024,0.19792428612709045,0.19731388986110687,0.23609989881515503,0.2851588726043701,0.29852166771888733,0.2746652066707611,0.17118960618972778,0.25256678462028503,0.2483365535736084,0.14308638870716095
spanish-language,0.2648773789405823,0.2019381821155548,0.18531714379787445,0.33175456523895264,0.22286508977413177,0.22875188291072845,0.7293947339057922,0.19570805132389069,0.16036675870418549,0.1867409348487854,0.19005577266216278,0.17191796004772186,0.33175456523895264,0.12628625333309174,0.284684419631958,0.09008261561393738,0.3208416700363159
broadcaster,0.26076436042785645,0.14883218705654144,0.7665559649467468,0.1970033198595047,0.2762388586997986,0.21398968994617462,0.19873589277267456,0.17765241861343384,0.08537507802248001,0.20787757635116577,0.15937787294387817,0.16102023422718048,0.1970033198595047,0.3340354263782501,0.2619543969631195,0.5402384400367737,0.13187550008296967
of,0.2827862501144409,0.21564675867557526,0.20155203342437744,0.733189046382904,0.2298848181962967,0.5696388483047485,0.1623179167509079,0.3867455720901489,0.2953004240989685,0.32280945777893066,0.21259461343288422,0.41827285289764404,0.733189046382904,0.1524115800857544,0.5116966962814331,0.16151919960975647,0.1826142966747284
the,0.3733934462070465,0.3155750334262848,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.4565047025680542,0.3691650927066803,0.4207492768764496,0.2490699142217636,0.4223487675189972,1.0,0.15305201709270477,0.5171257257461548,0.2283918708562851,0.22068053483963013
game,0.2523840069770813,0.2557990849018097,0.2862359285354614,0.285271555185318,0.9999998807907104,0.23986028134822845,0.18425396084785461,0.19855184853076935,0.15889517962932587,0.16604416072368622,0.16246125102043152,0.19394829869270325,0.285271555185318,0.3143478333950043,0.25192898511886597,0.3367152214050293,0.1829071193933487
",",0.3365725874900818,0.2359321564435959,0.24917922914028168,0.4933079481124878,0.2653886377811432,0.5201468467712402,0.2153884321451187,0.38860568404197693,0.29653310775756836,0.3581022024154663,0.23435252904891968,0.4120737314224243,0.4933079481124878,0.18939071893692017,0.6633074283599854,0.18569420278072357,0.31091248989105225
marking,0.11117054522037506,0.21272990107536316,0.17019066214561462,0.3601176142692566,0.17582377791404724,0.2537159323692322,0.13009774684906006,0.25027012825012207,0.26670902967453003,0.1444493532180786,0.2098153680562973,0.2508094310760498,0.3601176142692566,0.1745680868625641,0.2690044045448303,0.10256433486938477,0.12772339582443237
the,0.3733934462070465,0.3155750334262848,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.4565047025680542,0.3691650927066803,0.4207492768764496,0.2490699142217636,0.4223487675189972,1.0,0.15305201709270477,0.5171257257461548,0.2283918708562851,0.22068053483963013
third,0.20739443600177765,0.20715506374835968,0.10768557339906693,0.4229298532009125,0.2511694133281708,0.3309578001499176,0.1242855042219162,0.283749520778656,0.27783554792404175,0.233324334025383,0.1786120980978012,0.25535592436790466,0.4229298532009125,0.15617160499095917,0.26207348704338074,0.14095209538936615,0.15394791960716248
dedicated,0.26930490136146545,0.18093588948249817,0.18904712796211243,0.2320098578929901,0.11363385617733002,0.20924530923366547,0.11378905922174454,0.16980524361133575,0.06404078751802444,0.16339857876300812,0.11211539804935455,0.2172909677028656,0.2320098578929901,0.09295973926782608,0.24898341298103333,0.1496434509754181,0.12950462102890015
spanish-language,0.2648773789405823,0.2019381821155548,0.18531714379787445,0.33175456523895264,0.22286508977413177,0.22875188291072845,0.7293947339057922,0.19570805132389069,0.16036675870418549,0.1867409348487854,0.19005577266216278,0.17191796004772186,0.33175456523895264,0.12628625333309174,0.284684419631958,0.09008261561393738,0.3208416700363159
broadcast,0.18632595241069794,0.2077460139989853,1.0,0.2713715434074402,0.2862359285354614,0.26723843812942505,0.14674776792526245,0.18175733089447021,0.1554654836654663,0.19117678701877594,0.20970939099788666,0.1932039111852646,0.2713715434074402,0.26023104786872864,0.22526025772094727,0.5521507263183594,0.15760008990764618
of,0.2827862501144409,0.21564675867557526,0.20155203342437744,0.733189046382904,0.2298848181962967,0.5696388483047485,0.1623179167509079,0.3867455720901489,0.2953004240989685,0.32280945777893066,0.21259461343288422,0.41827285289764404,0.733189046382904,0.1524115800857544,0.5116966962814331,0.16151919960975647,0.1826142966747284
the,0.3733934462070465,0.3155750334262848,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.4565047025680542,0.3691650927066803,0.4207492768764496,0.2490699142217636,0.4223487675189972,1.0,0.15305201709270477,0.5171257257461548,0.2283918708562851,0.22068053483963013
super,0.1819351613521576,0.21948812901973724,0.1449931412935257,0.21959073841571808,0.3480181396007538,0.18576006591320038,0.14278285205364227,0.1987018883228302,0.13237449526786804,0.09755856543779373,0.0897979587316513,0.1518537551164627,0.21959073841571808,0.319060355424881,0.18368244171142578,0.23111854493618011,0.166326642036438
bowl,0.09189514070749283,0.11305789649486542,0.18237876892089844,0.21576224267482758,0.2413962334394455,0.17236235737800598,0.13489693403244019,0.21850556135177612,0.10855643451213837,0.13908697664737701,0.04541914910078049,0.18353787064552307,0.21576224267482758,0.48354101181030273,0.1698254644870758,0.2528696060180664,0.21118052303791046
.,0.3541337847709656,0.19385579228401184,0.2280997633934021,0.5934505462646484,0.2581658959388733,0.5591574311256409,0.18907511234283447,0.35870397090911865,0.2908465564250946,0.3581749200820923,0.20123955607414246,0.4446153938770294,0.5934505462646484,0.1964210718870163,0.588965117931366,0.2350580096244812,0.4130953550338745
