,how,many,cinemas,are,currently,housed,at,one,site,?
the,0.33890387415885925,0.4335206151008606,0.26714128255844116,0.40399202704429626,0.2945235073566437,0.320347398519516,0.457212895154953,0.5514441132545471,0.288954496383667,0.22068053483963013
tyneside,0.19018028676509857,0.2836144268512726,0.22825776040554047,0.27283918857574463,0.2829705476760864,0.30749884247779846,0.25717654824256897,0.24258430302143097,0.2185516059398651,0.10805024206638336
bar,0.1362878531217575,0.1360374093055725,0.12899048626422882,0.15899012982845306,0.16680914163589478,0.10707447677850723,0.22529327869415283,0.2278990000486374,0.09958305209875107,0.1802317053079605
",",0.22659391164779663,0.40610817074775696,0.199713334441185,0.4062570035457611,0.33041635155677795,0.2876562178134918,0.38314947485923767,0.3696635365486145,0.2036259025335312,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2237674742937088,0.48576638102531433,0.2922934591770172,0.28553664684295654,0.3571503460407257,0.42438167333602905,0.19108152389526367,0.20544172823429108
dedicated,0.19590720534324646,0.24030821025371552,0.23777107894420624,0.1942363679409027,0.2071056365966797,0.3080694377422333,0.25328129529953003,0.24158471822738647,0.26976293325424194,0.12950462102890015
education,0.12444977462291718,0.2013951987028122,0.21665874123573303,0.14324818551540375,0.12224594503641129,0.1850314736366272,0.22585788369178772,0.1546267718076706,0.1290512979030609,0.18067774176597595
and,0.33647966384887695,0.5296266674995422,0.2237674742937088,0.48576638102531433,0.2922934591770172,0.28553664684295654,0.3571503460407257,0.42438167333602905,0.19108152389526367,0.20544172823429108
teaching,0.26766639947891235,0.32002294063568115,0.19961974024772644,0.23373855650424957,0.18566730618476868,0.17138798534870148,0.2309790551662445,0.21283887326717377,0.18348538875579834,0.20424684882164001
suites,0.16260385513305664,0.25948086380958557,0.2677235007286072,0.23345153033733368,0.18712781369686127,0.2409321367740631,0.19224843382835388,0.20480550825595856,0.10792232304811478,0.16074472665786743
.,0.3287222981452942,0.3974229395389557,0.2128826379776001,0.3452940285205841,0.29744869470596313,0.29365837574005127,0.4549728035926819,0.4123194217681885,0.22011229395866394,0.4130953550338745
