,what,kind,of,data,did,abc,begin,using,in,the,1970s,to,better,target,ads,and,programming,for,certain,audiences,?
better,0.3551420271396637,0.2272641360759735,0.18950162827968597,0.19975344836711884,0.30515921115875244,0.06588096916675568,0.21148960292339325,0.31672927737236023,0.20443932712078094,0.2113795131444931,0.011266285553574562,0.29406851530075073,1.0000001192092896,0.2880101799964905,0.21098528802394867,0.3038354516029358,0.17383447289466858,0.3385646641254425,0.2782136797904968,0.227725550532341,0.32159438729286194
determine,0.39403316378593445,0.2262478917837143,0.3512130081653595,0.2990638017654419,0.25157493352890015,0.147568941116333,0.18975602090358734,0.2928191125392914,0.28156906366348267,0.40889066457748413,-0.014202247373759747,0.4076496958732605,0.22583723068237305,0.28532320261001587,0.07480712234973907,0.2686745524406433,0.2210564911365509,0.3571944534778595,0.4973122477531433,0.24225153028964996,0.2943372130393982
what,0.9999998807907104,0.39947736263275146,0.33290785551071167,0.23453554511070251,0.4259131848812103,0.1317344456911087,0.26893487572669983,0.27984681725502014,0.30808621644973755,0.42745697498321533,-0.020239217206835747,0.455847829580307,0.3551420271396637,0.22247901558876038,0.2199193388223648,0.31309178471565247,0.22725710272789001,0.3017193675041199,0.4561643898487091,0.3526768088340759,0.5051238536834717
types,0.25706279277801514,0.5562721490859985,0.2447618544101715,0.1934012621641159,0.17665962874889374,0.09402751177549362,0.17214526236057281,0.31658318638801575,0.18516337871551514,0.23509301245212555,0.03825973719358444,0.20054484903812408,0.169336199760437,0.18606173992156982,0.20372241735458374,0.3014242649078369,0.20134767889976501,0.29793059825897217,0.45063942670822144,0.1960791051387787,0.1285012811422348
of,0.33290785551071167,0.2285657674074173,1.0,0.20013196766376495,0.2513895630836487,0.14607268571853638,0.24830074608325958,0.24298200011253357,0.5696388483047485,0.733189046382904,0.060115184634923935,0.41548454761505127,0.18950162827968597,0.15346646308898926,0.10616565495729446,0.5116966962814331,0.14286333322525024,0.4185989499092102,0.40204232931137085,0.22345969080924988,0.1826142966747284
sponsors,0.1360575556755066,0.141252338886261,0.19546256959438324,0.12472058087587357,0.2355150729417801,0.16182537376880646,0.1320611834526062,0.17245537042617798,0.17926502227783203,0.24524325132369995,0.0397968627512455,0.21741999685764313,0.15741530060768127,0.15347692370414734,0.26380500197410583,0.16837771236896515,0.179193913936615,0.29548242688179016,0.20484142005443573,0.2350793033838272,0.11456003785133362
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.24776634573936462,0.4452643394470215,0.1762417107820511,0.33302420377731323,0.3678804934024811,0.45010748505592346,0.535392165184021,0.06756533682346344,1.0,0.29406851530075073,0.275001585483551,0.18482619524002075,0.48971283435821533,0.1961597204208374,0.4451248347759247,0.4444960355758667,0.34542354941368103,0.29463258385658264
sell,0.24112503230571747,0.20143616199493408,0.16354906558990479,0.15686370432376862,0.35637909173965454,0.10742729157209396,0.19772101938724518,0.213758647441864,0.23190630972385406,0.19874759018421173,-0.041541483253240585,0.35664159059524536,0.2204979807138443,0.16762863099575043,0.36205628514289856,0.2874627709388733,0.12307583540678024,0.2719201445579529,0.24839141964912415,0.22740237414836884,0.1556897759437561
advertising,0.2192491590976715,0.1836773157119751,0.1315132975578308,0.18883346021175385,0.21803075075149536,0.1800631880760193,0.10605031251907349,0.22735127806663513,0.1743171364068985,0.2048189342021942,-0.021109487861394882,0.23670101165771484,0.19109272956848145,0.24001164734363556,0.5581185221672058,0.19678813219070435,0.16422207653522491,0.25178438425064087,0.27794137597084045,0.2901836931705475,0.23602379858493805
slots,0.21699729561805725,0.20359577238559723,0.18757161498069763,0.2075132131576538,0.16473160684108734,0.2382258176803589,0.1974652260541916,0.27728453278541565,0.16207639873027802,0.27753010392189026,-0.00519034918397665,0.25568887591362,0.2527276873588562,0.20237813889980316,0.2790389955043793,0.27719786763191223,0.31335675716400146,0.3217795491218567,0.30809614062309265,0.22560416162014008,0.21024464070796967
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.24776634573936462,0.4452643394470215,0.1762417107820511,0.33302420377731323,0.3678804934024811,0.45010748505592346,0.535392165184021,0.06756533682346344,1.0,0.29406851530075073,0.275001585483551,0.18482619524002075,0.48971283435821533,0.1961597204208374,0.4451248347759247,0.4444960355758667,0.34542354941368103,0.29463258385658264
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.23368559777736664,0.34479495882987976,0.16453155875205994,0.2599445581436157,0.33157408237457275,0.4954058527946472,0.5171257257461548,0.10044565051794052,0.48971283435821533,0.3038354516029358,0.2067750096321106,0.20379316806793213,1.0,0.23146864771842957,0.5064792633056641,0.36360108852386475,0.2827101945877075,0.20544172823429108
provide,0.27049049735069275,0.3260391354560852,0.27198103070259094,0.2534535229206085,0.2528877258300781,0.14011767506599426,0.268078476190567,0.3822464644908905,0.1910654902458191,0.26373472809791565,0.026816781610250473,0.3479624092578888,0.3476299047470093,0.29126647114753723,0.24877583980560303,0.32960009574890137,0.21879656612873077,0.42299434542655945,0.3870922327041626,0.1887189894914627,0.22704634070396423
programming,0.22725710272789001,0.1924772411584854,0.14286333322525024,0.2627969980239868,0.13710743188858032,0.3165910840034485,0.07639122754335403,0.26705455780029297,0.17145347595214844,0.17869283258914948,-0.00911074411123991,0.1961597204208374,0.17383447289466858,0.22880499064922333,0.21508589386940002,0.23146864771842957,0.9999999403953552,0.24722188711166382,0.23164892196655273,0.2330041229724884,0.22249025106430054
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.2643236517906189,0.47518548369407654,0.17440107464790344,0.27644142508506775,0.4372335970401764,0.435920387506485,0.5473989248275757,0.051623061299324036,0.5436353087425232,0.3591441810131073,0.21144841611385345,0.2523993253707886,0.4731321930885315,0.2970433831214905,0.4137635827064514,0.5381532907485962,0.3122849464416504,0.32716336846351624
would,0.45766422152519226,0.2506279945373535,0.3353942930698395,0.20872925221920013,0.6268245577812195,0.13780725002288818,0.34733062982559204,0.3468724191188812,0.30461156368255615,0.4133751392364502,0.036981213837862015,0.5965728163719177,0.3996680676937103,0.28235548734664917,0.2619149684906006,0.34921059012413025,0.2216154783964157,0.39877474308013916,0.39805346727371216,0.34268718957901,0.37178951501846313
appeal,0.2697356641292572,0.15453720092773438,0.21036796271800995,0.15415485203266144,0.1984085738658905,0.220634326338768,0.1585625410079956,0.16494114696979523,0.19585271179676056,0.23910744488239288,0.06537796556949615,0.3087916374206543,0.04412461817264557,0.15883497893810272,0.24818947911262512,0.19482845067977905,0.1594289094209671,0.26520511507987976,0.23864157497882843,0.3433266878128052,0.18189522624015808
towards,0.281793475151062,0.21419928967952728,0.26409703493118286,0.05763615667819977,0.162775456905365,0.07383555173873901,0.3095608055591583,0.17863790690898895,0.23474496603012085,0.31815874576568604,0.07708261162042618,0.3675195574760437,0.23034508526325226,0.2523212730884552,0.09689381718635559,0.32443711161613464,0.07762613892555237,0.24786117672920227,0.20899946987628937,0.2807900309562683,0.13023285567760468
certain,0.4561643898487091,0.399588018655777,0.40204232931137085,0.24444012343883514,0.3046872019767761,0.13027134537696838,0.271410197019577,0.38784536719322205,0.2942397892475128,0.392071396112442,0.04306304082274437,0.4444960355758667,0.2782136797904968,0.24546360969543457,0.20997725427150726,0.36360108852386475,0.23164892196655273,0.3654305636882782,1.0,0.2656608819961548,0.2516106069087982
audiences,0.3526768088340759,0.1810344010591507,0.22345969080924988,0.138327494263649,0.31417515873908997,0.141880065202713,0.18885928392410278,0.20765572786331177,0.28830450773239136,0.30428367853164673,0.05709277465939522,0.34542354941368103,0.227725550532341,0.32818230986595154,0.277608722448349,0.2827101945877075,0.2330041229724884,0.2876400947570801,0.2656608819961548,1.0,0.2457132339477539
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.24345596134662628,0.35288307070732117,0.2567209303379059,0.24827922880649567,0.3629456162452698,0.5591574311256409,0.5934505462646484,0.06712812185287476,0.4645031690597534,0.2761487066745758,0.24514639377593994,0.23121747374534607,0.588965117931366,0.1874377578496933,0.4726039469242096,0.2603873014450073,0.29915523529052734,0.4130953550338745
