,if,1,were,to,be,considered,as,prime,what,would,the,sieve,of,eratosthenes,yield,for,all,other,numbers,?
prime,0.09983985871076584,-0.17159132659435272,0.11367364972829819,0.2015804797410965,0.14576895534992218,0.1126614436507225,0.17482610046863556,1.0,0.15586113929748535,0.16885465383529663,0.19960100948810577,0.18466857075691223,0.23935265839099884,0.3198402225971222,0.13849377632141113,0.17833133041858673,0.13890503346920013,0.12105745822191238,0.26943376660346985,0.11276303976774216
:,-0.07505649328231812,-0.04604250565171242,-0.04773278534412384,-0.09243495017290115,-0.09417453408241272,0.0004551890306174755,-0.11037297546863556,0.07601520419120789,-0.12022944539785385,-0.09726555645465851,-0.03403344005346298,-0.01992236264050007,-0.08807745575904846,-0.03374362736940384,-0.02841264195740223,-0.02522280067205429,0.012728127650916576,-0.0941355749964714,-0.06123719364404678,-0.07156077772378922
a,0.41272827982902527,-0.20817746222019196,0.17203083634376526,0.45503583550453186,0.39883795380592346,0.36109375953674316,0.39550232887268066,0.17998681962490082,0.3320399522781372,0.398599237203598,0.5829201340675354,0.211503267288208,0.5052502155303955,0.25966212153434753,0.21735574305057526,0.44038116931915283,0.2696802616119385,0.2806335389614105,0.24434582889080048,0.23916715383529663
modified,0.28032955527305603,-0.21439063549041748,0.24391725659370422,0.23477645218372345,0.3497602045536041,0.2686554789543152,0.25051790475845337,0.0856790617108345,0.1667574942111969,0.2878114879131317,0.25787946581840515,0.1728801131248474,0.19437947869300842,0.2012438327074051,0.25702396035194397,0.19713161885738373,0.2599133253097534,0.2526673376560211,0.25173765420913696,0.2008686512708664
version,0.20411959290504456,-0.2816954553127289,0.19237180054187775,0.24018406867980957,0.2937901020050049,0.17836789786815643,0.26424798369407654,0.16110645234584808,0.20755547285079956,0.21388502418994904,0.27268242835998535,0.14226177334785461,0.14166875183582306,0.15020929276943207,0.04307517036795616,0.19780562818050385,0.20939607918262482,0.16394324600696564,0.17900057137012482,0.2573966085910797
of,0.2557544410228729,-0.09473495930433273,0.34038281440734863,0.41548454761505127,0.33904364705085754,0.4190242290496826,0.3886612355709076,0.23935265839099884,0.33290785551071167,0.3353942930698395,0.733189046382904,0.2222577929496765,1.0,0.3415881097316742,0.22534652054309845,0.4185989499092102,0.42798417806625366,0.38583824038505554,0.228018656373024,0.1826142966747284
the,0.33724796772003174,-0.1554475575685501,0.3906462490558624,0.535392165184021,0.4248143136501312,0.4028765559196472,0.48381632566452026,0.19960100948810577,0.42745697498321533,0.4133751392364502,1.0,0.236739844083786,0.733189046382904,0.3054516315460205,0.18954695761203766,0.4739971458911896,0.4860881567001343,0.44152235984802246,0.293011337518692,0.22068053483963013
sieve,0.31722551584243774,-0.06526822596788406,0.16171522438526154,0.301832914352417,0.3427027463912964,0.1263202577829361,0.22090579569339752,0.18466857075691223,0.2748502194881439,0.2133198231458664,0.236739844083786,1.0,0.2222577929496765,0.38099363446235657,0.27341294288635254,0.18081754446029663,0.19435793161392212,0.2752222716808319,0.24343030154705048,0.14764533936977386
that,0.5634250640869141,-0.3131840229034424,0.35517072677612305,0.5436353087425232,0.6036020517349243,0.37593913078308105,0.4735107421875,0.18163643777370453,0.6297725439071655,0.5895259380340576,0.5473989248275757,0.297914981842041,0.41498205065727234,0.2961008548736572,0.3366136848926544,0.4137635827064514,0.53305584192276,0.5570666193962097,0.342125803232193,0.32716336846351624
considers,0.32630735635757446,-0.3123968839645386,0.2479366958141327,0.34938570857048035,0.38631290197372437,0.6878488063812256,0.33436354994773865,0.13178658485412598,0.3797418773174286,0.4321870803833008,0.3659789562225342,0.1177670806646347,0.38215962052345276,0.2644929885864258,0.23368532955646515,0.38131991028785706,0.3359452486038208,0.3070887625217438,0.30430424213409424,0.28599849343299866
1,-0.3333838880062103,1.0,-0.20452795922756195,-0.2769182622432709,-0.2923636734485626,-0.19963058829307556,-0.2728762626647949,-0.17159132659435272,-0.21266892552375793,-0.33511853218078613,-0.1554475575685501,-0.06526822596788406,-0.09473495930433273,-0.1943940818309784,-0.12213139981031418,-0.31088897585868835,-0.24701951444149017,-0.25242504477500916,-0.23353983461856842,-0.249979168176651
as,0.3354816734790802,-0.2728762626647949,0.3025437891483307,0.42092081904411316,0.5230465531349182,0.4031961262226105,1.0,0.17482610046863556,0.31749409437179565,0.3824005722999573,0.48381632566452026,0.22090579569339752,0.3886612355709076,0.21704526245594025,0.22646936774253845,0.44774648547172546,0.33195313811302185,0.42805421352386475,0.2396276444196701,0.27043893933296204
prime,0.09983985871076584,-0.17159132659435272,0.11367364972829819,0.2015804797410965,0.14576895534992218,0.1126614436507225,0.17482610046863556,1.0,0.15586113929748535,0.16885465383529663,0.19960100948810577,0.18466857075691223,0.23935265839099884,0.3198402225971222,0.13849377632141113,0.17833133041858673,0.13890503346920013,0.12105745822191238,0.26943376660346985,0.11276303976774216
would,0.5543612837791443,-0.33511853218078613,0.37426912784576416,0.5965728163719177,0.5202695727348328,0.37682145833969116,0.3824005722999573,0.16885465383529663,0.45766422152519226,1.0000001192092896,0.4133751392364502,0.2133198231458664,0.3353942930698395,0.223709836602211,0.28086674213409424,0.39877474308013916,0.41205164790153503,0.37565508484840393,0.27861475944519043,0.37178951501846313
eliminate,0.2709791958332062,-0.25127217173576355,0.1933041214942932,0.29878073930740356,0.27988362312316895,0.12951244413852692,0.21920877695083618,0.11126596480607986,0.2681068480014801,0.30951881408691406,0.21384422481060028,0.1185138002038002,0.19337162375450134,0.06580789387226105,0.24153779447078705,0.14061427116394043,0.30628538131713867,0.24296118319034576,0.22200533747673035,0.15439270436763763
all,0.40880489349365234,-0.24701951444149017,0.4387909770011902,0.42520734667778015,0.42151448130607605,0.317488431930542,0.33195313811302185,0.13890503346920013,0.41981086134910583,0.41205164790153503,0.4860881567001343,0.19435793161392212,0.42798417806625366,0.19524769484996796,0.296292245388031,0.41144001483917236,1.0000001192092896,0.5273400545120239,0.35674673318862915,0.29575422406196594
multiples,0.33742621541023254,-0.24652308225631714,0.23757725954055786,0.2809889614582062,0.30630093812942505,0.19178727269172668,0.25791501998901367,0.176504984498024,0.21492676436901093,0.24850957095623016,0.21459829807281494,0.28972768783569336,0.23970060050487518,0.3585277497768402,0.3384012281894684,0.24854451417922974,0.33085936307907104,0.3527759313583374,0.4385484457015991,0.16143013536930084
of,0.2557544410228729,-0.09473495930433273,0.34038281440734863,0.41548454761505127,0.33904364705085754,0.4190242290496826,0.3886612355709076,0.23935265839099884,0.33290785551071167,0.3353942930698395,0.733189046382904,0.2222577929496765,1.0,0.3415881097316742,0.22534652054309845,0.4185989499092102,0.42798417806625366,0.38583824038505554,0.228018656373024,0.1826142966747284
1,-0.3333838880062103,1.0,-0.20452795922756195,-0.2769182622432709,-0.2923636734485626,-0.19963058829307556,-0.2728762626647949,-0.17159132659435272,-0.21266892552375793,-0.33511853218078613,-0.1554475575685501,-0.06526822596788406,-0.09473495930433273,-0.1943940818309784,-0.12213139981031418,-0.31088897585868835,-0.24701951444149017,-0.25242504477500916,-0.23353983461856842,-0.249979168176651
(,0.26899856328964233,-0.15974698960781097,0.14743882417678833,0.30882009863853455,0.2349044382572174,0.22818490862846375,0.32029855251312256,0.21646767854690552,0.2411840260028839,0.21630488336086273,0.33289089798927307,0.1722661554813385,0.35032153129577637,0.21416212618350983,0.11885000765323639,0.3357032239437103,0.28167209029197693,0.25035592913627625,0.16701039671897888,0.40561532974243164
that,0.5634250640869141,-0.3131840229034424,0.35517072677612305,0.5436353087425232,0.6036020517349243,0.37593913078308105,0.4735107421875,0.18163643777370453,0.6297725439071655,0.5895259380340576,0.5473989248275757,0.297914981842041,0.41498205065727234,0.2961008548736572,0.3366136848926544,0.4137635827064514,0.53305584192276,0.5570666193962097,0.342125803232193,0.32716336846351624
is,0.30927813053131104,-0.12491171807050705,0.29386836290359497,0.42745086550712585,0.4819129705429077,0.4096149802207947,0.43216490745544434,0.16680827736854553,0.28837618231773376,0.33626067638397217,0.5823672413825989,0.23733966052532196,0.4854315221309662,0.23531992733478546,0.23498860001564026,0.43268078565597534,0.2553904056549072,0.25895947217941284,0.19465886056423187,0.22961433231830597
",",0.257730096578598,-0.15742997825145721,0.36755475401878357,0.44245919585227966,0.39254459738731384,0.32932984828948975,0.48816442489624023,0.2565026581287384,0.3087472915649414,0.32586824893951416,0.4933079481124878,0.17480798065662384,0.4946078956127167,0.26014038920402527,0.2071995884180069,0.4464869201183319,0.425624817609787,0.4446498453617096,0.26479464769363403,0.31091248989105225
all,0.40880489349365234,-0.24701951444149017,0.4387909770011902,0.42520734667778015,0.42151448130607605,0.317488431930542,0.33195313811302185,0.13890503346920013,0.41981086134910583,0.41205164790153503,0.4860881567001343,0.19435793161392212,0.42798417806625366,0.19524769484996796,0.296292245388031,0.41144001483917236,1.0000001192092896,0.5273400545120239,0.35674673318862915,0.29575422406196594
other,0.3864276111125946,-0.25242504477500916,0.4041554927825928,0.4193183183670044,0.4629868268966675,0.2968703508377075,0.42805421352386475,0.12105745822191238,0.341873437166214,0.37565508484840393,0.44152235984802246,0.2752222716808319,0.38583824038505554,0.15703073143959045,0.2203088104724884,0.3273986279964447,0.5273400545120239,0.9999999403953552,0.32691287994384766,0.24682199954986572
numbers,0.300189733505249,-0.23353983461856842,0.31236323714256287,0.29515770077705383,0.2776923179626465,0.22274668514728546,0.2396276444196701,0.26943376660346985,0.24586999416351318,0.27861475944519043,0.293011337518692,0.24343030154705048,0.228018656373024,0.3694375157356262,0.27548810839653015,0.2885598838329315,0.35674673318862915,0.32691287994384766,1.0,0.19297972321510315
),0.2878422141075134,-0.14927540719509125,0.1566188633441925,0.31236231327056885,0.24578070640563965,0.2430245578289032,0.32161882519721985,0.20705947279930115,0.26259949803352356,0.2093871831893921,0.3456730246543884,0.19999520480632782,0.3680361211299896,0.2283525913953781,0.14124077558517456,0.3639558255672455,0.283302903175354,0.26200005412101746,0.18779772520065308,0.42300865054130554
and,0.3498523235321045,-0.20516018569469452,0.42175528407096863,0.48971283435821533,0.41766801476478577,0.3359341621398926,0.49487000703811646,0.21528048813343048,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.25018563866615295,0.5116966962814331,0.2626268267631531,0.24791991710662842,0.5064792633056641,0.4542157053947449,0.5504306554794312,0.24053069949150085,0.20544172823429108
produce,0.32501018047332764,-0.2397017776966095,0.18991003930568695,0.30018290877342224,0.35276663303375244,0.2027067244052887,0.26654115319252014,0.11302568018436432,0.1685742735862732,0.2754070460796356,0.23457570374011993,0.3205587863922119,0.19541172683238983,0.21910324692726135,0.4460137188434601,0.24403390288352966,0.23287713527679443,0.2801341712474823,0.18555675446987152,0.19229066371917725
as,0.3354816734790802,-0.2728762626647949,0.3025437891483307,0.42092081904411316,0.5230465531349182,0.4031961262226105,1.0,0.17482610046863556,0.31749409437179565,0.3824005722999573,0.48381632566452026,0.22090579569339752,0.3886612355709076,0.21704526245594025,0.22646936774253845,0.44774648547172546,0.33195313811302185,0.42805421352386475,0.2396276444196701,0.27043893933296204
output,0.3689444363117218,-0.23261694610118866,0.16904710233211517,0.24095958471298218,0.3304102122783661,0.19433477520942688,0.20003122091293335,0.16899965703487396,0.25545787811279297,0.2591855525970459,0.22049929201602936,0.23909728229045868,0.15243679285049438,0.3036709129810333,0.32939833402633667,0.23403237760066986,0.20592671632766724,0.23862144351005554,0.33678287267684937,0.16760045289993286
only,0.5164433121681213,-0.28475064039230347,0.34466472268104553,0.5096819996833801,0.46042704582214355,0.3756130337715149,0.41781148314476013,0.19375240802764893,0.41415658593177795,0.4579673111438751,0.5497692227363586,0.2209482043981552,0.49632513523101807,0.24790635704994202,0.2660236656665802,0.49157920479774475,0.509675920009613,0.43831267952919006,0.3235982358455658,0.2767370045185089
the,0.33724796772003174,-0.1554475575685501,0.3906462490558624,0.535392165184021,0.4248143136501312,0.4028765559196472,0.48381632566452026,0.19960100948810577,0.42745697498321533,0.4133751392364502,1.0,0.236739844083786,0.733189046382904,0.3054516315460205,0.18954695761203766,0.4739971458911896,0.4860881567001343,0.44152235984802246,0.293011337518692,0.22068053483963013
single,0.28687816858291626,-0.19279026985168457,0.16140905022621155,0.2593121826648712,0.2603433430194855,0.2057463526725769,0.21386434137821198,0.1343601495027542,0.24458327889442444,0.2524743378162384,0.29338565468788147,0.21720938384532928,0.22455744445323944,0.11425221711397171,0.19933371245861053,0.247688427567482,0.32714274525642395,0.26250794529914856,0.20958420634269714,0.2151121199131012
number,0.3394574522972107,-0.20963284373283386,0.2910310626029968,0.2706126868724823,0.28840136528015137,0.2176661193370819,0.26786008477211,0.2556258738040924,0.23046229779720306,0.22908863425254822,0.35145696997642517,0.2482733130455017,0.2778518795967102,0.30996546149253845,0.27287670969963074,0.2861633002758026,0.3830430209636688,0.3754757344722748,0.7132124304771423,0.19256845116615295
1,-0.3333838880062103,1.0,-0.20452795922756195,-0.2769182622432709,-0.2923636734485626,-0.19963058829307556,-0.2728762626647949,-0.17159132659435272,-0.21266892552375793,-0.33511853218078613,-0.1554475575685501,-0.06526822596788406,-0.09473495930433273,-0.1943940818309784,-0.12213139981031418,-0.31088897585868835,-0.24701951444149017,-0.25242504477500916,-0.23353983461856842,-0.249979168176651
.,0.421799898147583,-0.15870751440525055,0.3378238379955292,0.4645031690597534,0.4383580684661865,0.29356086254119873,0.515582263469696,0.17658381164073944,0.3567904531955719,0.35067233443260193,0.5934505462646484,0.19560560584068298,0.5352458953857422,0.2864864468574524,0.22818529605865479,0.4726039469242096,0.43406882882118225,0.41511186957359314,0.2591777741909027,0.4130953550338745
