,what,does,a,receiver,have,to,be,equipped,with,to,view,encrypted,content,?
can,0.34502777457237244,0.5156301856040955,0.3915780484676361,0.2418433278799057,0.5489245653152466,0.4979398250579834,0.5791122913360596,0.29547926783561707,0.3572797477245331,0.4979398250579834,0.2083529680967331,0.2794369161128998,0.3574576675891876,0.3226337134838104
not,0.5449194312095642,0.6355478763580322,0.3791346549987793,0.20114701986312866,0.5619372129440308,0.5149973034858704,0.5788898468017578,0.3041594922542572,0.3409014642238617,0.5149973034858704,0.18787901103496552,0.21239812672138214,0.3864686191082001,0.41942933201789856
be,0.3929833769798279,0.28696945309638977,0.39883795380592346,0.17867110669612885,0.5760743618011475,0.4972836375236511,1.0,0.2872281074523926,0.36101722717285156,0.4972836375236511,0.23513229191303253,0.2826683521270752,0.4012247323989868,0.3324260413646698
used,0.27546408772468567,0.3498048484325409,0.3864384889602661,0.2092866599559784,0.3086531162261963,0.40058770775794983,0.3731876611709595,0.3652392625808716,0.3047430217266083,0.40058770775794983,0.1109624132514,0.3269991874694824,0.23952919244766235,0.22430120408535004
to,0.455847829580307,0.4391997456550598,0.45503583550453186,0.25238820910453796,0.4544740617275238,1.0,0.4972836375236511,0.24626833200454712,0.4239959120750427,1.0,0.229315847158432,0.2361755073070526,0.2765587866306305,0.29463258385658264
decrypt,0.2697395384311676,0.23437891900539398,0.19868706166744232,0.33462750911712646,0.17586566507816315,0.26750844717025757,0.3013535439968109,0.26992931962013245,0.13088546693325043,0.26750844717025757,0.20886626839637756,0.8449041247367859,0.23007717728614807,0.22821155190467834
other,0.341873437166214,0.2947014272212982,0.2806335389614105,0.1570127308368683,0.559082567691803,0.4193183183670044,0.4629868268966675,0.22856682538986206,0.44086363911628723,0.4193183183670044,0.1913118213415146,0.22460387647151947,0.3263806998729706,0.24682199954986572
services,0.16048473119735718,0.21305601298809052,0.24030502140522003,0.21620041131973267,0.20395144820213318,0.27867045998573303,0.25824883580207825,0.28963032364845276,0.20939528942108154,0.27867045998573303,0.12551674246788025,0.2953999638557434,0.23771239817142487,0.1328447163105011
),0.26259949803352356,0.2575884759426117,0.3640355169773102,0.26491695642471313,0.22866283357143402,0.31236231327056885,0.24578070640563965,0.1246291995048523,0.3069596290588379,0.31236231327056885,0.17802001535892487,0.15720009803771973,0.2546895742416382,0.42300865054130554
needs,0.3272848129272461,0.4619314670562744,0.34144335985183716,0.23570215702056885,0.42735254764556885,0.3999912142753601,0.5167654156684875,0.3589204251766205,0.32937565445899963,0.3999912142753601,0.15898680686950684,0.25790515542030334,0.4199681282043457,0.34586572647094727
to,0.455847829580307,0.4391997456550598,0.45503583550453186,0.25238820910453796,0.4544740617275238,1.0,0.4972836375236511,0.24626833200454712,0.4239959120750427,1.0,0.229315847158432,0.2361755073070526,0.2765587866306305,0.29463258385658264
be,0.3929833769798279,0.28696945309638977,0.39883795380592346,0.17867110669612885,0.5760743618011475,0.4972836375236511,1.0,0.2872281074523926,0.36101722717285156,0.4972836375236511,0.23513229191303253,0.2826683521270752,0.4012247323989868,0.3324260413646698
used,0.27546408772468567,0.3498048484325409,0.3864384889602661,0.2092866599559784,0.3086531162261963,0.40058770775794983,0.3731876611709595,0.3652392625808716,0.3047430217266083,0.40058770775794983,0.1109624132514,0.3269991874694824,0.23952919244766235,0.22430120408535004
.,0.3567904531955719,0.3022993505001068,0.50484299659729,0.23982074856758118,0.41614407300949097,0.4645031690597534,0.4383580684661865,0.17890878021717072,0.4446153938770294,0.4645031690597534,0.23733025789260864,0.1791699379682541,0.2660638689994812,0.4130953550338745
