,what,did,the,richest,400,americans,have,as,children,that,helped,them,be,successful,adults,?
60,0.07328611612319946,0.009732695296406746,0.04635925963521004,-0.0759105458855629,-0.08150212466716766,-0.0006241506198421121,0.01954333484172821,0.024229904636740685,-0.09100528806447983,0.09073277562856674,-0.02594883367419243,-0.02901831455528736,0.011945223435759544,-0.08892195671796799,-0.03843593969941139,0.06999651342630386
percent,0.2506202459335327,0.19101352989673615,0.277066707611084,0.2750873863697052,0.09053029119968414,0.27703842520713806,0.28501299023628235,0.17814046144485474,0.27773454785346985,0.2902362644672394,0.13032251596450806,0.23809972405433655,0.2193341702222824,0.09530285000801086,0.3771064579486847,0.14671556651592255
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,0.06304971128702164,-0.025032708421349525,-0.01845560036599636,0.0312618687748909,0.006628023460507393,-0.03183069825172424,0.007880004122853279,-0.05882800370454788,-0.061781175434589386,0.08835477381944656,-0.03249521180987358,-0.016048291698098183,0.018684765323996544
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.3122171461582184,0.1451684534549713,0.22938047349452972,0.3802283704280853,0.3886612355709076,0.1978350728750229,0.41498205065727234,0.26548290252685547,0.34503093361854553,0.33904364705085754,0.2304827868938446,0.1983904391527176,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.27766263484954834,0.17705115675926208,0.3275100290775299,0.40389683842658997,0.48381632566452026,0.15654058754444122,0.5473989248275757,0.3108886480331421,0.4788833558559418,0.4248143136501312,0.31354787945747375,0.24781310558319092,0.22068053483963013
forbes,0.11085224151611328,0.1614229530096054,0.22108957171440125,0.45115312933921814,0.11917620152235031,0.18753477931022644,0.19483143091201782,0.2233051359653473,0.23763637244701385,0.19358521699905396,0.1699918955564499,0.1274903416633606,0.16394397616386414,0.19577330350875854,0.16196948289871216,0.1712266504764557
richest,0.15347081422805786,0.16222241520881653,0.27766263484954834,1.0,0.03967668116092682,0.2053712159395218,0.16106930375099182,0.23500661551952362,0.13276410102844238,0.19265452027320862,0.25551629066467285,0.2058335840702057,0.12991009652614594,0.2703215181827545,0.17597684264183044,0.15691500902175903
400,0.19401682913303375,0.09308091551065445,0.17705115675926208,0.03967668116092682,1.0,0.026167768985033035,0.06559506803750992,0.07111987471580505,0.14449715614318848,0.07261546701192856,0.04199296236038208,0.05934428796172142,0.09336007386445999,0.17667120695114136,0.11231770366430283,0.14271585643291473
americans,0.2497653216123581,0.31740209460258484,0.3275100290775299,0.2053712159395218,0.026167768985033035,1.0,0.28350692987442017,0.20505233108997345,0.24971798062324524,0.2961699664592743,0.28125879168510437,0.4017358124256134,0.2316928654909134,0.21445037424564362,0.29030391573905945,0.19417695701122284
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.030559908598661423,-0.10072708129882812,0.00415491359308362,0.1022237241268158,0.03910288214683533,-0.011867018416523933,0.05285148695111275,-0.01818331889808178,0.08904550224542618,0.07670000940561295,-0.01568824239075184,0.06536239385604858,0.0685480609536171
grew,0.11968503892421722,0.28116604685783386,0.226883202791214,0.28797242045402527,0.09777183830738068,0.2422735095024109,0.18998461961746216,0.18854139745235443,0.2287909835577011,0.1848929524421692,0.3145090639591217,0.17980939149856567,0.1120101660490036,0.13272139430046082,0.26213759183883667,0.05505307391285896
up,0.28591108322143555,0.21613863110542297,0.38423117995262146,0.21923236548900604,0.13767556846141815,0.21202625334262848,0.34569859504699707,0.22736889123916626,0.1355152726173401,0.35427621006965637,0.18799884617328644,0.424617737531662,0.27963516116142273,0.20717638731002808,0.208912655711174,0.1819818764925003
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.2720588445663452,0.1977328509092331,0.24953381717205048,0.36843645572662354,0.3887844979763031,0.2065156251192093,0.435920387506485,0.304380863904953,0.29119014739990234,0.3481820821762085,0.2864660918712616,0.2404707372188568,0.20430970191955566
substantial,0.33448854088783264,0.3070415258407593,0.32639044523239136,0.18809302151203156,0.04528072848916054,0.20359273254871368,0.3856690526008606,0.23117534816265106,0.16653211414813995,0.40020087361335754,0.15610377490520477,0.2917637228965759,0.30803969502449036,0.172618567943573,0.18193189799785614,0.25194647908210754
privilege,0.29359346628189087,0.26317331194877625,0.22783038020133972,0.1641572117805481,0.13580982387065887,0.24347588419914246,0.24522915482521057,0.25584539771080017,0.1821550875902176,0.27787095308303833,0.05417892336845398,0.2846198081970215,0.2912941575050354,0.15948009490966797,0.1457081288099289,0.2573690712451935
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,0.06304971128702164,-0.025032708421349525,-0.01845560036599636,0.0312618687748909,0.006628023460507393,-0.03183069825172424,0.007880004122853279,-0.05882800370454788,-0.061781175434589386,0.08835477381944656,-0.03249521180987358,-0.016048291698098183,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.25926893949508667,0.1989181786775589,0.2883085310459137,0.41614407300949097,0.515582263469696,0.26089367270469666,0.4460422694683075,0.25779226422309875,0.39945515990257263,0.4383580684661865,0.361310213804245,0.2783450484275818,0.4130953550338745
