,what,is,another,possible,explanation,for,the,source,of,the,signals,?
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2287878543138504,0.16231738030910492,0.4322226941585541,0.6662389636039734,0.24019475281238556,0.5696388483047485,0.6662389636039734,0.1433969885110855,0.20430970191955566
july,0.22688010334968567,0.22825419902801514,0.2157263159751892,0.14501318335533142,0.1862398087978363,0.28973108530044556,0.2371699959039688,0.06991855055093765,0.19723743200302124,0.2371699959039688,0.09024887531995773,0.2897891402244568
1899—marconi,0.16692405939102173,0.07043450325727463,0.20083999633789062,0.1905095875263214,0.1448800414800644,0.1790032535791397,0.1671377271413803,0.10953936725854874,0.1263112872838974,0.1671377271413803,0.39318281412124634,0.11034255474805832
may,0.25739946961402893,0.322792649269104,0.2963435649871826,0.37218719720840454,0.2515821158885956,0.29255861043930054,0.2694292366504669,0.1709180325269699,0.26447007060050964,0.2694292366504669,0.22409017384052277,0.2768254578113556
have,0.39808809757232666,0.3613572418689728,0.3633967638015747,0.34919747710227966,0.3198244273662567,0.41175219416618347,0.40389683842658997,0.23898272216320038,0.3802283704280853,0.40389683842658997,0.2455505132675171,0.32991164922714233
transmitted,0.1978447586297989,0.21750763058662415,0.25087830424308777,0.3338228464126587,0.27252593636512756,0.2362280935049057,0.2535918653011322,0.21585839986801147,0.22560763359069824,0.2535918653011322,0.567936897277832,0.15801244974136353
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.32701125741004944,0.261050283908844,0.4739971458911896,1.0,0.30258262157440186,0.733189046382904,1.0,0.28817644715309143,0.22068053483963013
letter,0.18726862967014313,0.20689894258975983,0.2539736330509186,0.13215215504169464,0.28960299491882324,0.22573956847190857,0.26056721806526184,0.09973028302192688,0.2327217161655426,0.26056721806526184,0.17337600886821747,0.14808706939220428
s,0.3634900748729706,0.3467119336128235,0.3777325451374054,0.22893646359443665,0.20743265748023987,0.29884564876556396,0.46610721945762634,0.13668987154960632,0.42263656854629517,0.46610721945762634,0.162665456533432,0.25130221247673035
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.20266100764274597,0.22811323404312134,0.3357032239437103,0.33289089798927307,0.21444886922836304,0.35032153129577637,0.33289089798927307,0.18984054028987885,0.40561532974243164
dot/dot/dot,0.26281219720840454,0.23985114693641663,0.23886802792549133,0.27178865671157837,0.2861384153366089,0.2972199022769928,0.23938632011413574,0.2327202707529068,0.21499861776828766,0.23938632011413574,0.28675776720046997,0.26525232195854187
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.23480179905891418,0.23738867044448853,0.3639558255672455,0.3456730246543884,0.22529833018779755,0.3680361211299896,0.3456730246543884,0.16541604697704315,0.42300865054130554
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2287878543138504,0.16231738030910492,0.4322226941585541,0.6662389636039734,0.24019475281238556,0.5696388483047485,0.6662389636039734,0.1433969885110855,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.3421713411808014,0.2705473303794861,0.44038116931915283,0.5829201340675354,0.18778453767299652,0.5052502155303955,0.5829201340675354,0.22286362946033478,0.23916715383529663
naval,0.160405233502388,0.16228631138801575,0.1357598453760147,0.1698283553123474,0.04985380545258522,0.20871767401695251,0.25506526231765747,0.13394871354103088,0.28707146644592285,0.25506526231765747,0.18458619713783264,0.12642952799797058
demonstration,0.19416043162345886,0.1602272391319275,0.2505108416080475,0.21134670078754425,0.2601318955421448,0.3196171522140503,0.2881111800670624,0.1591080129146576,0.24823273718357086,0.2881111800670624,0.20494116842746735,0.13217706978321075
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.3032452464103699,0.24644657969474792,0.4464869201183319,0.4933079481124878,0.2657822072505951,0.4946078956127167,0.4933079481124878,0.18197466433048248,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.32701125741004944,0.261050283908844,0.4739971458911896,1.0,0.30258262157440186,0.733189046382904,1.0,0.28817644715309143,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4936372637748718,0.3837863504886627,0.23174986243247986,0.31941699981689453,0.4583131968975067,0.19209185242652893,0.3808329105377197,0.4583131968975067,0.24991345405578613,0.22649677097797394
three,0.24888746440410614,0.23072560131549835,0.32033106684684753,0.19884894788265228,0.2016189843416214,0.3032672107219696,0.43452659249305725,0.10397559404373169,0.3844621181488037,0.43452659249305725,0.14592471718788147,0.20928427577018738
impulses,0.30569177865982056,0.1984683871269226,0.2434624433517456,0.2330474555492401,0.3361857235431671,0.19587302207946777,0.22660264372825623,0.2118203192949295,0.1914280503988266,0.22660264372825623,0.529559314250946,0.18965747952461243
that,0.6297725439071655,0.3995479643344879,0.5273378491401672,0.42499589920043945,0.4266470670700073,0.4137635827064514,0.5473989248275757,0.3142060935497284,0.41498205065727234,0.5473989248275757,0.2883685231208801,0.32716336846351624
tesla,0.23221199214458466,0.14061255753040314,0.1668986827135086,0.16472671926021576,0.17222963273525238,0.13983871042728424,0.1324402391910553,0.07079506665468216,0.18837453424930573,0.1324402391910553,0.2646845281124115,0.10250775516033173
hinted,0.2922843396663666,0.21135172247886658,0.24068959057331085,0.2571030855178833,0.3256758451461792,0.30086615681648254,0.26711905002593994,0.11837762594223022,0.24640794098377228,0.26711905002593994,0.13196037709712982,0.23961445689201355
at,0.2838611304759979,0.25906258821487427,0.26329556107521057,0.27175527811050415,0.12447387725114822,0.34237727522850037,0.457212895154953,0.20762331783771515,0.42558613419532776,0.457212895154953,0.17530982196331024,0.21978627145290375
hearing,0.34058091044425964,0.14262065291404724,0.2489802986383438,0.23078852891921997,0.2703056037425995,0.24957765638828278,0.22072359919548035,0.14894665777683258,0.23290106654167175,0.22072359919548035,0.4094926118850708,0.19994913041591644
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2287878543138504,0.16231738030910492,0.4322226941585541,0.6662389636039734,0.24019475281238556,0.5696388483047485,0.6662389636039734,0.1433969885110855,0.20430970191955566
colorado—or,0.17915895581245422,0.1741066575050354,0.20185919106006622,0.231855571269989,0.14104096591472626,0.2349964678287506,0.26132112741470337,0.1708684116601944,0.19553592801094055,0.26132112741470337,0.21359680593013763,0.17570358514785767
signals,0.2608519196510315,0.18334968388080597,0.2159576267004013,0.2990387976169586,0.25906699895858765,0.20635418593883514,0.28817644715309143,0.15282273292541504,0.20960435271263123,0.28817644715309143,0.9999999403953552,0.09948804974555969
from,0.2737620174884796,0.27355384826660156,0.31349602341651917,0.2377557009458542,0.14565518498420715,0.314039945602417,0.40150508284568787,0.22562673687934875,0.4249346852302551,0.40150508284568787,0.19812537729740143,0.19969791173934937
another,0.4190070629119873,0.41278526186943054,1.0000001192092896,0.3259243071079254,0.28934967517852783,0.36770403385162354,0.5019711852073669,0.24147553741931915,0.38147079944610596,0.5019711852073669,0.2159576267004013,0.295511931180954
experimenter,0.2885882258415222,0.1820477694272995,0.2501358687877655,0.28041306138038635,0.3690769076347351,0.24253897368907928,0.18919293582439423,0.21687360107898712,0.1491243988275528,0.18919293582439423,0.24949654936790466,0.14729253947734833
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2287878543138504,0.16231738030910492,0.4322226941585541,0.6662389636039734,0.24019475281238556,0.5696388483047485,0.6662389636039734,0.1433969885110855,0.20430970191955566
wireless,0.18138271570205688,0.1756247580051422,0.19122742116451263,0.23369570076465607,0.127907395362854,0.2096686065196991,0.2474355399608612,0.17386074364185333,0.16934619843959808,0.2474355399608612,0.4398275911808014,0.08461163192987442
transmission,0.21502315998077393,0.1878647357225418,0.2281014621257782,0.2808874547481537,0.24466437101364136,0.20906944572925568,0.26124435663223267,0.23406091332435608,0.2246399074792862,0.26124435663223267,0.5222151875495911,0.16372337937355042
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.2935521602630615,0.2683122158050537,0.4726039469242096,0.5934505462646484,0.2883438467979431,0.5352458953857422,0.5934505462646484,0.1770751029253006,0.4130953550338745
