,in,the,most,basic,sense,what,did,a,turing,machine,emulate,?
alan,0.20067796111106873,0.20789864659309387,0.13079926371574402,0.22087179124355316,0.12498603761196136,0.134607195854187,0.16134965419769287,0.19186390936374664,0.32425519824028015,0.24984478950500488,0.08631954342126846,0.12765617668628693
turing,0.26572495698928833,0.2644472122192383,0.23340554535388947,0.2720482647418976,0.18152780830860138,0.2806522250175476,0.16969428956508636,0.25234705209732056,1.0000001192092896,0.4048772156238556,0.31369930505752563,0.1460462063550949
in,1.0,0.6662389636039734,0.41416558623313904,0.2729884386062622,0.19032785296440125,0.30808621644973755,0.2593238651752472,0.539380669593811,0.26572495698928833,0.16716814041137695,0.14366042613983154,0.20430970191955566
1936,-0.05725208669900894,0.05235753208398819,0.05021841451525688,-0.13208988308906555,-0.1026926338672638,-0.015802407637238503,-0.058230482041835785,-0.04250103235244751,-0.10597650706768036,-0.1597709357738495,-0.019435636699199677,-0.17954853177070618
",",0.5201468467712402,0.4933079481124878,0.3636029064655304,0.2850632071495056,0.27551719546318054,0.3087472915649414,0.3015086054801941,0.427140474319458,0.2807261645793915,0.21841607987880707,0.19625793397426605,0.31091248989105225
which,0.4840516746044159,0.6521818041801453,0.4637843072414398,0.39763036370277405,0.329536497592926,0.5261979103088379,0.2750149369239807,0.56894451379776,0.2775655686855316,0.27888262271881104,0.34919828176498413,0.25814583897590637
turned,0.2571444809436798,0.3414173722267151,0.21709087491035461,0.15241897106170654,0.08973556011915207,0.22427117824554443,0.3006841838359833,0.32632166147232056,0.22391480207443237,0.1885358840227127,0.1618785858154297,0.130948007106781
out,0.3576207756996155,0.39404502511024475,0.2959814965724945,0.24854803085327148,0.2487524151802063,0.3633197546005249,0.28413498401641846,0.34264278411865234,0.21538808941841125,0.21156452596187592,0.2907450497150421,0.22020699083805084
to,0.45010748505592346,0.535392165184021,0.321603000164032,0.28033503890037537,0.29030367732048035,0.455847829580307,0.4452643394470215,0.45503583550453186,0.22095461189746857,0.1634126603603363,0.3206123113632202,0.29463258385658264
be,0.3481820821762085,0.4248143136501312,0.3381733000278473,0.3317239582538605,0.2750726640224457,0.3929833769798279,0.22657383978366852,0.39883795380592346,0.2587292492389679,0.24763767421245575,0.3408367335796356,0.3324260413646698
a,0.539380669593811,0.5829201340675354,0.3508910834789276,0.2517271041870117,0.27587276697158813,0.3320399522781372,0.2552328109741211,1.0,0.25234705209732056,0.24983544647693634,0.2435103952884674,0.23916715383529663
very,0.3209688663482666,0.34171217679977417,0.5814827680587769,0.2744559049606323,0.33862078189849854,0.37053924798965454,0.3388260006904602,0.45312565565109253,0.1702156364917755,0.17335142195224762,0.19565582275390625,0.20864155888557434
robust,0.196912944316864,0.2403082698583603,0.2677297592163086,0.2689625024795532,0.29476305842399597,0.22174480557441711,0.18279816210269928,0.27495938539505005,0.12825068831443787,0.19282695651054382,0.323260635137558,0.19756269454956055
and,0.4954058527946472,0.5171257257461548,0.4309377074241638,0.3108116090297699,0.2834228277206421,0.31309178471565247,0.34479495882987976,0.3739250600337982,0.22459711134433746,0.20538194477558136,0.18549221754074097,0.20544172823429108
flexible,0.11449030786752701,0.20443111658096313,0.2076619565486908,0.35191020369529724,0.34814271330833435,0.24864599108695984,0.18882715702056885,0.2273435890674591,0.1898101568222046,0.2644440531730652,0.26725274324417114,0.1746470034122467
simplification,0.20585939288139343,0.2703942358493805,0.2382846623659134,0.42320141196250916,0.3792566657066345,0.4277611970901489,0.26198604702949524,0.31023913621902466,0.2963087856769562,0.26019540429115295,0.32337674498558044,0.4743119776248932
of,0.5696388483047485,0.733189046382904,0.4178851246833801,0.2817785441875458,0.19666431844234467,0.33290785551071167,0.2513895630836487,0.5052502155303955,0.2670239806175232,0.15468473732471466,0.16933369636535645,0.1826142966747284
a,0.539380669593811,0.5829201340675354,0.3508910834789276,0.2517271041870117,0.27587276697158813,0.3320399522781372,0.2552328109741211,1.0,0.25234705209732056,0.24983544647693634,0.2435103952884674,0.23916715383529663
computer,0.18321871757507324,0.19781450927257538,0.18052847683429718,0.30282703042030334,0.1842295378446579,0.26911869645118713,0.1818549484014511,0.2548043727874756,0.48150622844696045,0.4027235507965088,0.39808034896850586,0.20203553140163422
.,0.5591574311256409,0.5934505462646484,0.35404038429260254,0.2838435769081116,0.23940077424049377,0.3567904531955719,0.35288307070732117,0.50484299659729,0.19254323840141296,0.20798662304878235,0.20068317651748657,0.4130953550338745
