,the,umc,stands,in,oppopsition,to,the,creation,of,embroys,for,the,sake,of,what,?
human,0.3103327453136444,0.14736421406269073,0.1648617833852768,0.23986108601093292,0.29221805930137634,0.25612473487854004,0.3103327453136444,0.23584836721420288,0.3083189129829407,0.16221243143081665,0.2089424729347229,0.3103327453136444,0.16149336099624634,0.3083189129829407,0.24243313074111938,0.19748784601688385
embryo,0.21441292762756348,0.19726906716823578,0.0966479629278183,0.15854328870773315,0.3021223545074463,0.21302910149097443,0.21441292762756348,0.20953747630119324,0.20010679960250854,0.4301450848579407,0.1552754044532776,0.21441292762756348,0.13764746487140656,0.20010679960250854,0.2054355889558792,0.1736738383769989
",",0.4933079481124878,0.1953766793012619,0.30854517221450806,0.5201468467712402,0.2725513279438019,0.44245919585227966,0.4933079481124878,0.24387513101100922,0.4946078956127167,0.28597939014434814,0.4464869201183319,0.4933079481124878,0.23588281869888306,0.4946078956127167,0.3087472915649414,0.31091248989105225
even,0.37996912002563477,0.19780851900577545,0.25340041518211365,0.29146435856819153,0.3672320544719696,0.46467068791389465,0.37996912002563477,0.25941503047943115,0.34735506772994995,0.2039487361907959,0.39184510707855225,0.37996912002563477,0.24501661956310272,0.34735506772994995,0.40872135758399963,0.30082517862319946
at,0.457212895154953,0.1896803230047226,0.2232893705368042,0.4374977946281433,0.2364097386598587,0.36524343490600586,0.457212895154953,0.1533563882112503,0.42558613419532776,0.21926794946193695,0.34237727522850037,0.457212895154953,0.18650954961776733,0.42558613419532776,0.2838611304759979,0.21978627145290375
its,0.559237003326416,0.13618949055671692,0.266133576631546,0.3793783485889435,0.34501326084136963,0.3691340684890747,0.559237003326416,0.29184386134147644,0.48690423369407654,0.14852944016456604,0.2992613911628723,0.559237003326416,0.1549263894557953,0.48690423369407654,0.30393704771995544,0.15103481709957123
earliest,0.32825469970703125,0.1252283751964569,0.1800960898399353,0.3064194619655609,0.2621394097805023,0.20613901317119598,0.32825469970703125,0.20119541883468628,0.33267632126808167,0.16867350041866302,0.237797811627388,0.32825469970703125,0.13191284239292145,0.33267632126808167,0.23163363337516785,0.139415442943573
stages,0.29316213726997375,0.11975111067295074,0.14243854582309723,0.25691351294517517,0.3071485757827759,0.1880870908498764,0.29316213726997375,0.17874638736248016,0.27978867292404175,0.18985676765441895,0.2248757928609848,0.29316213726997375,0.06277298182249069,0.27978867292404175,0.18274828791618347,0.12672165036201477
",",0.4933079481124878,0.1953766793012619,0.30854517221450806,0.5201468467712402,0.2725513279438019,0.44245919585227966,0.4933079481124878,0.24387513101100922,0.4946078956127167,0.28597939014434814,0.4464869201183319,0.4933079481124878,0.23588281869888306,0.4946078956127167,0.3087472915649414,0.31091248989105225
commands,0.2872570753097534,0.16971595585346222,0.30734166502952576,0.15596610307693481,0.26457324624061584,0.2949768900871277,0.2872570753097534,0.24036812782287598,0.2571102976799011,0.17564046382904053,0.19173957407474518,0.2872570753097534,0.19130311906337738,0.2571102976799011,0.24865472316741943,0.1516381800174713
our,0.34956011176109314,0.172886461019516,0.22942791879177094,0.17172041535377502,0.20567528903484344,0.2916623651981354,0.34956011176109314,0.22635066509246826,0.28844836354255676,0.19114667177200317,0.26028966903686523,0.34956011176109314,0.2914601266384125,0.28844836354255676,0.3871900141239166,0.2894428074359894
reverence,0.2574782371520996,0.2506536543369293,0.2575820982456207,0.21968074142932892,0.28557896614074707,0.22675441205501556,0.2574782371520996,0.21680045127868652,0.26623451709747314,0.21867716312408447,0.20824289321899414,0.2574782371520996,0.2083589881658554,0.26623451709747314,0.2686215043067932,0.21802489459514618
.,0.5934505462646484,0.23154163360595703,0.2680073380470276,0.5591574311256409,0.2770237326622009,0.4645031690597534,0.5934505462646484,0.27493008971214294,0.5352458953857422,0.27707892656326294,0.4726039469242096,0.5934505462646484,0.21384285390377045,0.5352458953857422,0.3567904531955719,0.4130953550338745
'',0.041273195296525955,0.10930682718753815,-0.042804233729839325,0.07432962208986282,-0.007719604764133692,-0.009905828163027763,0.041273195296525955,-0.06385795772075653,0.13035868108272552,0.010312066413462162,-0.04479556903243065,0.041273195296525955,-0.02302226610481739,0.13035868108272552,0.08143015950918198,0.018684765323996544
