,when,did,the,partnership,between,tesla,",",lane,and,vail,form,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.2509162724018097,0.41100412607192993,0.17097744345664978,0.5201468467712402,0.16843415796756744,0.4954058527946472,0.2166866809129715,0.2815987169742584,0.20430970191955566
1886,0.08764851093292236,0.1467389464378357,0.16194075345993042,0.13749819993972778,0.10515320301055908,0.22070029377937317,0.1628250777721405,-0.015801459550857544,0.0749865472316742,0.01923927664756775,0.169015571475029,0.15507127344608307
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23560190200805664,0.27714940905570984,0.20599327981472015,1.0000001192092896,0.22369475662708282,0.6633074283599854,0.23077400028705597,0.21805599331855774,0.31091248989105225
robert,0.21609240770339966,0.16245460510253906,0.2257954627275467,0.20812714099884033,0.1353893131017685,0.13741932809352875,0.22878289222717285,0.17730827629566193,0.21826715767383575,0.27595680952072144,0.0729825496673584,0.11293095350265503
lane,0.17291775345802307,0.14061620831489563,0.17604383826255798,0.16961392760276794,0.1911134421825409,0.16600798070430756,0.22369475662708282,1.0,0.28166595101356506,0.23979733884334564,0.09501401335000992,0.12951500713825226
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.3011729121208191,0.40645647048950195,0.19560420513153076,0.6633074283599854,0.28166595101356506,1.0,0.24136267602443695,0.30469027161598206,0.20544172823429108
benjamin,0.20060622692108154,0.1405869424343109,0.2507040798664093,0.1487402319908142,0.142458975315094,0.13292011618614197,0.23367361724376678,0.24054008722305298,0.2318885326385498,0.2813383638858795,0.08170222491025925,0.20336422324180603
vail,0.20683616399765015,0.1433091163635254,0.21898703277111053,0.12538912892341614,0.14153364300727844,0.22038593888282776,0.23077400028705597,0.23979733884334564,0.24136267602443695,1.0,0.08846217393875122,0.08528917282819748
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23560190200805664,0.27714940905570984,0.20599327981472015,1.0000001192092896,0.22369475662708282,0.6633074283599854,0.23077400028705597,0.21805599331855774,0.31091248989105225
who,0.48282691836357117,0.34038686752319336,0.3733934462070465,0.15967722237110138,0.20718061923980713,0.1520961970090866,0.3365725874900818,0.16658775508403778,0.41279885172843933,0.22504176199436188,0.137381911277771,0.26220351457595825
agreed,0.26048845052719116,0.47254884243011475,0.24722334742546082,0.22551533579826355,0.22704288363456726,0.12057691067457199,0.27350708842277527,0.18007081747055054,0.2597125470638275,0.08640611916780472,0.16737566888332367,0.21258382499217987
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.15781809389591217,0.3639189600944519,0.17548894882202148,0.44245919585227966,0.20980419218540192,0.48971283435821533,0.22075794637203217,0.2772196829319,0.29463258385658264
finance,0.15752920508384705,0.17958222329616547,0.26623332500457764,0.398357629776001,0.21149307489395142,0.18976029753684998,0.26938337087631226,0.13618983328342438,0.26582831144332886,0.22396792471408844,0.1869993805885315,0.1273542046546936
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.11573025584220886,0.18003802001476288,0.13714656233787537,0.3581022024154663,0.18853969871997833,0.2838519215583801,0.13515342772006989,0.1558980643749237,0.19793890416622162
electric,0.25490424036979675,0.12459144741296768,0.21345196664333344,0.21262384951114655,0.20817521214485168,0.3824412524700165,0.22981849312782288,0.15933482348918915,0.212884783744812,0.2582438290119171,0.10393563657999039,0.15674720704555511
lighting,0.2340172380208969,0.19960185885429382,0.2831954061985016,0.17258134484291077,0.13574914634227753,0.23439070582389832,0.2333216369152069,0.25212952494621277,0.2494337558746338,0.2492300271987915,0.15769831836223602,0.13502714037895203
company,0.2219121903181076,0.16800642013549805,0.26591673493385315,0.38883084058761597,0.10894446820020676,0.23045730590820312,0.2697763442993164,0.1588728427886963,0.23788511753082275,0.13931463658809662,0.1307341456413269,0.12195809185504913
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.2509162724018097,0.41100412607192993,0.17097744345664978,0.5201468467712402,0.16843415796756744,0.4954058527946472,0.2166866809129715,0.2815987169742584,0.20430970191955566
tesla,0.1504557579755783,0.09757418930530548,0.1324402391910553,0.199456125497818,0.13727053999900818,0.9999999403953552,0.20599327981472015,0.16600798070430756,0.19560420513153076,0.22038593888282776,0.0745844766497612,0.10250775516033173
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,-0.05171302706003189,0.006096371449530125,0.06449045985937119,-0.0016132977325469255,0.097136490046978,0.06895173341035843,0.03949283808469772,0.07059726119041443,-0.023395681753754616
name,0.24618172645568848,0.17557460069656372,0.3171212375164032,0.23159140348434448,0.09606724977493286,0.15570181608200073,0.28145334124565125,0.15029336512088776,0.21235932409763336,0.09137997031211853,0.2751023769378662,0.15381577610969543
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23560190200805664,0.27714940905570984,0.20599327981472015,1.0000001192092896,0.22369475662708282,0.6633074283599854,0.23077400028705597,0.21805599331855774,0.31091248989105225
tesla,0.1504557579755783,0.09757418930530548,0.1324402391910553,0.199456125497818,0.13727053999900818,0.9999999403953552,0.20599327981472015,0.16600798070430756,0.19560420513153076,0.22038593888282776,0.0745844766497612,0.10250775516033173
electric,0.25490424036979675,0.12459144741296768,0.21345196664333344,0.21262384951114655,0.20817521214485168,0.3824412524700165,0.22981849312782288,0.15933482348918915,0.212884783744812,0.2582438290119171,0.10393563657999039,0.15674720704555511
light,0.24681223928928375,0.18105649948120117,0.2649136185646057,0.06943784654140472,0.16172510385513306,0.15772268176078796,0.22209852933883667,0.19460947811603546,0.20458035171031952,0.16788411140441895,0.13355152308940887,0.17429810762405396
&,0.050614893436431885,0.160298690199852,0.14992168545722961,0.1898244023323059,0.14426420629024506,0.12341691553592682,0.2516871392726898,0.21265295147895813,0.34093084931373596,0.12503387033939362,0.08970388770103455,0.12596383690834045
manufacturing,0.20517916977405548,0.16252703964710236,0.25165510177612305,0.35844388604164124,0.17057229578495026,0.350337952375412,0.24209043383598328,0.107968270778656,0.26176297664642334,0.21174515783786774,0.12254150211811066,0.11596895009279251
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.21834100782871246,0.30295518040657043,0.17949827015399933,0.6812511086463928,0.23857764899730682,0.588965117931366,0.24517664313316345,0.28317511081695557,0.4130953550338745
