,when,did,disney-abc,television,group,implement,restrictions,on,hulu,and,watch,abc,to,encourage,live,viewing,?
2014,0.1509266346693039,-0.002547524170950055,-0.025891147553920746,0.0922166258096695,0.0359211266040802,-0.06728018075227737,-0.1399511843919754,0.06381042301654816,-0.0006651822477579117,0.14333748817443848,-0.004932202398777008,0.0407651923596859,0.016496146097779274,-0.1069423034787178,0.02668393962085247,-0.06768900901079178,0.058127544820308685
restrict,0.2627977430820465,0.2259368598461151,0.20056822896003723,0.15555861592292786,0.15092188119888306,0.4411797523498535,0.8169949650764465,0.2083411067724228,0.2581331133842468,0.2548961639404297,0.18525680899620056,0.1870693862438202,0.3377874493598938,0.43313634395599365,0.14046064019203186,0.2954460084438324,0.2305895984172821
streaming,0.1775771677494049,0.09285816550254822,0.3587164878845215,0.2962280809879303,0.20230808854103088,0.22872324287891388,0.23382727801799774,0.320134699344635,0.4082038104534149,0.2620075047016144,0.268684446811676,0.3399188816547394,0.27191177010536194,0.19943241775035858,0.3215104639530182,0.34207814931869507,0.19690081477165222
of,0.3757161796092987,0.2513895630836487,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.1979142129421234,0.23272474110126495,0.3966929316520691,0.20946349203586578,0.5116966962814331,0.19463703036308289,0.14607268571853638,0.41548454761505127,0.2560228705406189,0.27734068036079407,0.22714020311832428,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.3181883692741394,0.24569597840309143,0.30795547366142273,0.2174527645111084,0.2840818166732788,0.5107308030128479,0.24576015770435333,0.5171257257461548,0.24077482521533966,0.2068762183189392,0.535392165184021,0.25321751832962036,0.2995128035545349,0.309763640165329,0.22068053483963013
most,0.299309104681015,0.2822507321834564,0.19954745471477509,0.15985378623008728,0.28064751625061035,0.1944044530391693,0.23416154086589813,0.28303956985473633,0.19202926754951477,0.4309377074241638,0.22568315267562866,0.12975531816482544,0.321603000164032,0.28188079595565796,0.25704798102378845,0.22727350890636444,0.2107497900724411
recent,0.2353774756193161,0.28459128737449646,0.2612285614013672,0.19961436092853546,0.18942813575267792,0.2660048305988312,0.34133628010749817,0.26223310828208923,0.22233322262763977,0.2640383541584015,0.2836776375770569,0.20540374517440796,0.31205716729164124,0.22949248552322388,0.22043512761592865,0.2541835904121399,0.2544887959957123
episode,0.2618144154548645,0.14017418026924133,0.3516908884048462,0.4547867774963379,0.1575394570827484,0.1138845905661583,0.18762502074241638,0.28993746638298035,0.33908334374427795,0.2091434895992279,0.22992858290672302,0.31522491574287415,0.25052839517593384,0.1412077099084854,0.1677837073802948,0.21901141107082367,0.23978739976882935
of,0.3757161796092987,0.2513895630836487,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.1979142129421234,0.23272474110126495,0.3966929316520691,0.20946349203586578,0.5116966962814331,0.19463703036308289,0.14607268571853638,0.41548454761505127,0.2560228705406189,0.27734068036079407,0.22714020311832428,0.1826142966747284
any,0.4210505485534668,0.37563082575798035,0.17275691032409668,0.16722649335861206,0.2265162616968155,0.3529601991176605,0.49688446521759033,0.2894362509250641,0.19140571355819702,0.3363793194293976,0.24803270399570465,0.15249831974506378,0.46410247683525085,0.3568740487098694,0.1661825329065323,0.3185005187988281,0.4113408327102661
abc,0.13294127583503723,0.13353709876537323,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.1734527051448822,0.21731826663017273,0.2862928807735443,0.31298986077308655,0.16453155875205994,0.20378684997558594,1.0000001192092896,0.1762417107820511,0.1599040925502777,0.20379731059074402,0.23849520087242126,0.19065172970294952
program,0.2301054745912552,0.18915289640426636,0.22974690794944763,0.36510443687438965,0.22232387959957123,0.3461320698261261,0.27490460872650146,0.23327119648456573,0.33614644408226013,0.24895258247852325,0.18062449991703033,0.28949791193008423,0.23681028187274933,0.24979139864444733,0.23195531964302063,0.2922267019748688,0.1440187245607376
on,0.37706470489501953,0.2670976221561432,0.2713024616241455,0.2825660705566406,0.22796137630939484,0.25766968727111816,0.3151613473892212,0.9999999403953552,0.24615328013896942,0.4077630043029785,0.26631927490234375,0.2862928807735443,0.41031414270401,0.19917254149913788,0.24591919779777527,0.3150721490383148,0.2714994251728058
hulu,0.12304632365703583,0.1325419396162033,0.43011903762817383,0.3873722553253174,0.18565963208675385,0.2621023952960968,0.2418903410434723,0.24615328013896942,1.0,0.17982950806617737,0.23867909610271454,0.31298986077308655,0.19057926535606384,0.15298870205879211,0.2237423211336136,0.2885769009590149,0.2140095978975296
and,0.4716290831565857,0.34479495882987976,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.2264379858970642,0.2769484221935272,0.4077630043029785,0.17982950806617737,1.0,0.28016096353530884,0.16453155875205994,0.48971283435821533,0.3351057767868042,0.29040172696113586,0.2780212461948395,0.20544172823429108
watch,0.2518085837364197,0.25620150566101074,0.27385056018829346,0.27474769949913025,0.19515079259872437,0.17370955646038055,0.18999379873275757,0.26631927490234375,0.23867909610271454,0.28016096353530884,1.0,0.20378684997558594,0.2955072224140167,0.2435513585805893,0.2838585376739502,0.32467371225357056,0.2568144202232361
abc,0.13294127583503723,0.13353709876537323,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.1734527051448822,0.21731826663017273,0.2862928807735443,0.31298986077308655,0.16453155875205994,0.20378684997558594,1.0000001192092896,0.1762417107820511,0.1599040925502777,0.20379731059074402,0.23849520087242126,0.19065172970294952
until,0.494509756565094,0.33905428647994995,0.2037099003791809,0.23805125057697296,0.1112019345164299,0.12853117287158966,0.24126631021499634,0.3038109838962555,0.1521160751581192,0.3372601866722107,0.17139782011508942,0.175827294588089,0.354556679725647,0.18321581184864044,0.15783876180648804,0.13124892115592957,0.20304496586322784
eight,0.29030564427375793,0.19307805597782135,0.18603192269802094,0.2096962034702301,0.26007139682769775,0.10199888795614243,0.19457481801509857,0.3176155984401703,0.14649884402751923,0.33608970046043396,0.1608455777168274,0.2205275595188141,0.22227223217487335,0.13107627630233765,0.1983012855052948,0.23177669942378998,0.11634626984596252
days,0.3205467760562897,0.2182302623987198,0.1860002726316452,0.1740061640739441,0.10802968591451645,0.1717076152563095,0.2901079058647156,0.3459240794181824,0.18592895567417145,0.2561761140823364,0.22288276255130768,0.174025297164917,0.2942236363887787,0.185223788022995,0.1628461629152298,0.20419812202453613,0.2198754847049713
after,0.5331412553787231,0.30330467224121094,0.20505203306674957,0.19225278496742249,0.21563246846199036,0.1310734748840332,0.2078155279159546,0.39330315589904785,0.1425095647573471,0.3765919506549835,0.18605050444602966,0.20314010977745056,0.37890323996543884,0.18570560216903687,0.1781926453113556,0.1757691651582718,0.16608688235282898
their,0.3682888448238373,0.38078752160072327,0.23332880437374115,0.1628105640411377,0.31846651434898376,0.16924266517162323,0.35207709670066833,0.3598666191101074,0.1857367604970932,0.45114588737487793,0.24225130677223206,0.17463743686676025,0.44619059562683105,0.353626012802124,0.28444966673851013,0.23776037991046906,0.1898253709077835
initial,0.2781846523284912,0.2502395808696747,0.20753325521945953,0.1804770529270172,0.20023269951343536,0.33709049224853516,0.32618939876556396,0.25930091738700867,0.2497650682926178,0.2253544181585312,0.13665412366390228,0.1499335765838623,0.2564111649990082,0.18667428195476532,0.023015156388282776,0.22238528728485107,0.16868601739406586
broadcast,0.2190258502960205,0.17054221034049988,0.41096290946006775,0.6160560846328735,0.15232448279857635,0.1788652390241623,0.21426740288734436,0.2845228910446167,0.4123867154121399,0.22526025772094727,0.19838447868824005,0.4876510202884674,0.2326623648405075,0.15030886232852936,0.2711573839187622,0.2971852719783783,0.15760008990764618
",",0.36674630641937256,0.3015086054801941,0.24468442797660828,0.27995240688323975,0.2809832692146301,0.22027646005153656,0.2838693857192993,0.49057599902153015,0.19695565104484558,0.6633074283599854,0.19597528874874115,0.2097204476594925,0.44245919585227966,0.24523833394050598,0.29754534363746643,0.20034630596637726,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.24368822574615479,0.2689782977104187,0.2304753065109253,0.19847343862056732,0.21957461535930634,0.46853652596473694,0.2071504443883896,0.4954058527946472,0.18451254069805145,0.1697147786617279,0.45010748505592346,0.2503052353858948,0.3068392276763916,0.212466761469841,0.20430970191955566
order,0.2338472604751587,0.22891858220100403,0.12175096571445465,0.1255527287721634,0.2930731177330017,0.2426774501800537,0.2668074369430542,0.17813007533550262,0.07965447008609772,0.2671266496181488,0.08378216624259949,0.1358007788658142,0.35544881224632263,0.28248360753059387,0.10892532765865326,0.19327998161315918,0.13725648820400238
to,0.5423505902290344,0.4452643394470215,0.2945807874202728,0.1933557242155075,0.2672896385192871,0.31282472610473633,0.36881786584854126,0.41031414270401,0.19057926535606384,0.48971283435821533,0.2955072224140167,0.1762417107820511,1.0,0.4254889488220215,0.298321396112442,0.2883199453353882,0.29463258385658264
encourage,0.25388312339782715,0.33932557702064514,0.2548833191394806,0.1346421241760254,0.2122023105621338,0.3013354539871216,0.4126933515071869,0.19917254149913788,0.15298870205879211,0.3351057767868042,0.2435513585805893,0.1599040925502777,0.4254889488220215,0.9999999403953552,0.15933743119239807,0.28104907274246216,0.3081754148006439
live,0.16599178314208984,0.2321666032075882,0.22525228559970856,0.21072427928447723,0.23973140120506287,0.09226582199335098,0.08657438308000565,0.24591919779777527,0.2237423211336136,0.29040172696113586,0.2838585376739502,0.20379731059074402,0.298321396112442,0.15933743119239807,1.0,0.22983768582344055,0.19481121003627777
or,0.417120099067688,0.28211739659309387,0.22740007936954498,0.15854187309741974,0.30503612756729126,0.273641973733902,0.3247548043727875,0.2897229492664337,0.1756708323955536,0.4713204801082611,0.2669213116168976,0.10767780989408493,0.38921234011650085,0.33787357807159424,0.16903264820575714,0.2857939898967743,0.32389625906944275
same-week,0.25137948989868164,0.2596246302127838,0.3451046347618103,0.30799171328544617,0.2785571813583374,0.28835201263427734,0.31798475980758667,0.396871954202652,0.4059912860393524,0.32775482535362244,0.32500675320625305,0.3924438953399658,0.2933761179447174,0.23852461576461792,0.26047423481941223,0.27540212869644165,0.33170610666275024
(,0.2459595799446106,0.18979617953300476,0.1676187962293625,0.27449095249176025,0.21665191650390625,0.1512216329574585,0.17578034102916718,0.28656116127967834,0.19816717505455017,0.4862271547317505,0.14697280526161194,0.183883935213089,0.30882009863853455,0.14042653143405914,0.20015591382980347,0.17313365638256073,0.40561532974243164
via,0.24114570021629333,0.04282603785395622,0.23251663148403168,0.12059302628040314,0.13470643758773804,0.18835483491420746,0.2694860100746155,0.29968157410621643,0.18502531945705414,0.20018906891345978,0.19676101207733154,0.1487276554107666,0.27847176790237427,0.17365358769893646,0.2395089864730835,0.21701759099960327,0.19443516433238983
both,0.435994029045105,0.34255191683769226,0.24302981793880463,0.16104763746261597,0.2148570716381073,0.21625356376171112,0.31959038972854614,0.3685423731803894,0.18864233791828156,0.5503310561180115,0.1441933661699295,0.1231609657406807,0.3897709250450134,0.30147653818130493,0.24294893443584442,0.2511571943759918,0.19455738365650177
dvr,0.14656038582324982,0.12190113216638565,0.3206183910369873,0.3888486325740814,0.18857114017009735,0.3376663029193878,0.2519143223762512,0.26755639910697937,0.4042072892189026,0.2754385769367218,0.29746147990226746,0.229448601603508,0.22607193887233734,0.14366281032562256,0.2555745542049408,0.28084713220596313,0.22872337698936462
and,0.4716290831565857,0.34479495882987976,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.2264379858970642,0.2769484221935272,0.4077630043029785,0.17982950806617737,1.0,0.28016096353530884,0.16453155875205994,0.48971283435821533,0.3351057767868042,0.29040172696113586,0.2780212461948395,0.20544172823429108
cable,0.1965358704328537,0.11801295727491379,0.3548349440097809,0.4649411141872406,0.11497881263494492,0.19653162360191345,0.24186883866786957,0.28757408261299133,0.3478277623653412,0.26685893535614014,0.29831787943840027,0.3252342939376831,0.1879989206790924,0.11783412843942642,0.22472317516803741,0.23641668260097504,0.13993921875953674
on,0.37706470489501953,0.2670976221561432,0.2713024616241455,0.2825660705566406,0.22796137630939484,0.25766968727111816,0.3151613473892212,0.9999999403953552,0.24615328013896942,0.4077630043029785,0.26631927490234375,0.2862928807735443,0.41031414270401,0.19917254149913788,0.24591919779777527,0.3150721490383148,0.2714994251728058
demand,0.2882395088672638,0.26737719774246216,0.2529892921447754,0.2164037823677063,0.11303381621837616,0.3255581557750702,0.36033135652542114,0.2564358413219452,0.18870794773101807,0.3240898847579956,0.27352362871170044,0.12548789381980896,0.33607128262519836,0.3235462009906769,0.20410920679569244,0.25455570220947266,0.13359291851520538
),0.2538422644138336,0.18584993481636047,0.17409473657608032,0.27724143862724304,0.23240500688552856,0.16339021921157837,0.17041562497615814,0.29937487840652466,0.19404123723506927,0.4961937665939331,0.17728851735591888,0.18381085991859436,0.31236231327056885,0.14801566302776337,0.20233401656150818,0.1859131008386612,0.42300865054130554
viewing,0.2838296592235565,0.15396523475646973,0.3401868939399719,0.283049076795578,0.08276215195655823,0.27002930641174316,0.30953583121299744,0.3150721490383148,0.2885769009590149,0.2780212461948395,0.32467371225357056,0.23849520087242126,0.2883199453353882,0.28104907274246216,0.22983768582344055,1.0,0.2183355838060379
",",0.36674630641937256,0.3015086054801941,0.24468442797660828,0.27995240688323975,0.2809832692146301,0.22027646005153656,0.2838693857192993,0.49057599902153015,0.19695565104484558,0.6633074283599854,0.19597528874874115,0.2097204476594925,0.44245919585227966,0.24523833394050598,0.29754534363746643,0.20034630596637726,0.31091248989105225
with,0.5075214505195618,0.25472134351730347,0.24007122218608856,0.17469868063926697,0.23998425900936127,0.23021697998046875,0.2706458270549774,0.40749499201774597,0.15298989415168762,0.5477725267410278,0.20803764462471008,0.17432008683681488,0.4239959120750427,0.27083301544189453,0.19521716237068176,0.24247823655605316,0.2433311939239502
day-after-air,0.4017711877822876,0.24536332488059998,0.3535046875476837,0.3275642991065979,0.2513377070426941,0.21076683700084686,0.26723718643188477,0.42393389344215393,0.2813684046268463,0.36381205916404724,0.2725703716278076,0.31027865409851074,0.2940705418586731,0.16559822857379913,0.21032337844371796,0.2706824839115143,0.24952122569084167
streaming,0.1775771677494049,0.09285816550254822,0.3587164878845215,0.2962280809879303,0.20230808854103088,0.22872324287891388,0.23382727801799774,0.320134699344635,0.4082038104534149,0.2620075047016144,0.268684446811676,0.3399188816547394,0.27191177010536194,0.19943241775035858,0.3215104639530182,0.34207814931869507,0.19690081477165222
on,0.37706470489501953,0.2670976221561432,0.2713024616241455,0.2825660705566406,0.22796137630939484,0.25766968727111816,0.3151613473892212,0.9999999403953552,0.24615328013896942,0.4077630043029785,0.26631927490234375,0.2862928807735443,0.41031414270401,0.19917254149913788,0.24591919779777527,0.3150721490383148,0.2714994251728058
either,0.38302552700042725,0.27443668246269226,0.16648785769939423,0.1388142704963684,0.19103127717971802,0.22895915806293488,0.3137950897216797,0.3322877585887909,0.16209889948368073,0.2910216748714447,0.1311526894569397,0.13232512772083282,0.4178585708141327,0.2671487033367157,0.13899660110473633,0.25553733110427856,0.31498292088508606
service,0.23540960252285004,0.14130860567092896,0.2840878665447235,0.2054690420627594,0.1757926642894745,0.24890631437301636,0.3232142925262451,0.21384719014167786,0.2839592397212982,0.24532052874565125,0.1689300537109375,0.22076331079006195,0.24411341547966003,0.22178927063941956,0.15910929441452026,0.2636830508708954,0.1676298975944519
limited,0.19765819609165192,0.2072332352399826,0.27898675203323364,0.18828991055488586,0.15738020837306976,0.32596656680107117,0.4353315532207489,0.2447701245546341,0.3024539053440094,0.28220537304878235,0.15604056417942047,0.1643701046705246,0.2564510405063629,0.22789976000785828,0.11459679901599884,0.21835671365261078,0.09444807469844818
to,0.5423505902290344,0.4452643394470215,0.2945807874202728,0.1933557242155075,0.2672896385192871,0.31282472610473633,0.36881786584854126,0.41031414270401,0.19057926535606384,0.48971283435821533,0.2955072224140167,0.1762417107820511,1.0,0.4254889488220215,0.298321396112442,0.2883199453353882,0.29463258385658264
subscribers,0.17302244901657104,0.1859147995710373,0.2998189330101013,0.2955186367034912,0.2087431699037552,0.19689783453941345,0.2876291871070862,0.27401554584503174,0.4885294437408447,0.18498125672340393,0.3023950457572937,0.27086690068244934,0.23463064432144165,0.2082921266555786,0.24997156858444214,0.34586331248283386,0.2567959725856781
of,0.3757161796092987,0.2513895630836487,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.1979142129421234,0.23272474110126495,0.3966929316520691,0.20946349203586578,0.5116966962814331,0.19463703036308289,0.14607268571853638,0.41548454761505127,0.2560228705406189,0.27734068036079407,0.22714020311832428,0.1826142966747284
participating,0.22461047768592834,0.28366634249687195,0.2258894294500351,0.2827371656894684,0.24862292408943176,0.2836054861545563,0.32427752017974854,0.2532135844230652,0.24625848233699799,0.2815479040145874,0.26106488704681396,0.15238653123378754,0.2747798264026642,0.4464394450187683,0.15315274894237518,0.31100544333457947,0.19266076385974884
pay,0.22002696990966797,0.29416757822036743,0.25962042808532715,0.25415322184562683,0.12022366374731064,0.1542714387178421,0.26464733481407166,0.18620190024375916,0.23357976973056793,0.2487477958202362,0.3243476152420044,0.2132277935743332,0.26723966002464294,0.22333067655563354,0.22330093383789062,0.27347707748413086,0.19821009039878845
television,0.19077982008457184,0.17055591940879822,0.419070303440094,1.0000001192092896,0.14428815245628357,0.18505685031414032,0.2153932750225067,0.2825660705566406,0.3873722553253174,0.29514092206954956,0.27474769949913025,0.46871840953826904,0.1933557242155075,0.1346421241760254,0.21072427928447723,0.283049076795578,0.16825827956199646
providers,0.21246515214443207,0.2416164129972458,0.2697261869907379,0.252228319644928,0.2184898555278778,0.3480397164821625,0.4263065755367279,0.2611115276813507,0.38361668586730957,0.303297221660614,0.2621792256832123,0.21184875071048737,0.32176247239112854,0.3538709580898285,0.22947244346141815,0.3629004657268524,0.21294598281383514
(,0.2459595799446106,0.18979617953300476,0.1676187962293625,0.27449095249176025,0.21665191650390625,0.1512216329574585,0.17578034102916718,0.28656116127967834,0.19816717505455017,0.4862271547317505,0.14697280526161194,0.183883935213089,0.30882009863853455,0.14042653143405914,0.20015591382980347,0.17313365638256073,0.40561532974243164
such,0.27679547667503357,0.24497397243976593,0.22819076478481293,0.22890077531337738,0.23581965267658234,0.3099391758441925,0.34807464480400085,0.3181164264678955,0.17489057779312134,0.44540345668792725,0.2662999927997589,0.12735801935195923,0.2871878743171692,0.3121277987957001,0.1543065756559372,0.25329920649528503,0.17851735651493073
as,0.4437963366508484,0.3596470057964325,0.2814546227455139,0.25070273876190186,0.2519444227218628,0.28193968534469604,0.27719029784202576,0.36047765612602234,0.22207121551036835,0.49487000703811646,0.2385801076889038,0.2286096066236496,0.42092081904411316,0.28108420968055725,0.1558578610420227,0.2461000680923462,0.27043893933296204
comcast,0.1745900958776474,0.1922282576560974,0.43824729323387146,0.42830684781074524,0.22225043177604675,0.23198486864566803,0.21898138523101807,0.2557677924633026,0.48312297463417053,0.2155558317899704,0.2709798514842987,0.436266154050827,0.2362397462129593,0.1534881442785263,0.23662787675857544,0.27080807089805603,0.21321308612823486
",",0.36674630641937256,0.3015086054801941,0.24468442797660828,0.27995240688323975,0.2809832692146301,0.22027646005153656,0.2838693857192993,0.49057599902153015,0.19695565104484558,0.6633074283599854,0.19597528874874115,0.2097204476594925,0.44245919585227966,0.24523833394050598,0.29754534363746643,0.20034630596637726,0.31091248989105225
verizon,0.2061159461736679,0.14520104229450226,0.3458181619644165,0.31450390815734863,0.1754770576953888,0.27410221099853516,0.2618933320045471,0.27186712622642517,0.3622913658618927,0.20154522359371185,0.19742938876152039,0.3124961853027344,0.2154601663351059,0.11768710613250732,0.14161723852157593,0.269542932510376,0.17554552853107452
fios,0.1896284818649292,0.11524324119091034,0.2622404992580414,0.2604147493839264,0.12344413995742798,0.19301821291446686,0.13688482344150543,0.17796210944652557,0.25338438153266907,0.15231728553771973,0.26525405049324036,0.27884209156036377,0.16772910952568054,0.058257486671209335,0.10459666699171066,0.2135932892560959,0.18022914230823517
and,0.4716290831565857,0.34479495882987976,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.2264379858970642,0.2769484221935272,0.4077630043029785,0.17982950806617737,1.0,0.28016096353530884,0.16453155875205994,0.48971283435821533,0.3351057767868042,0.29040172696113586,0.2780212461948395,0.20544172823429108
time,0.4363728165626526,0.3567926585674286,0.2537364363670349,0.22630026936531067,0.14787660539150238,0.2743915021419525,0.3438481092453003,0.30044233798980713,0.22990143299102783,0.3025408685207367,0.1923692375421524,0.17553414404392242,0.3679993152618408,0.2179577499628067,0.20874054729938507,0.24432876706123352,0.27391523122787476
warner,0.18995201587677002,0.18217530846595764,0.440615177154541,0.29048964381217957,0.17121456563472748,0.1655655801296234,0.1475347876548767,0.17829261720180511,0.301302969455719,0.2326769232749939,0.20844115316867828,0.33640289306640625,0.2131848782300949,0.11217709630727768,0.16699886322021484,0.1571332812309265,0.21637006103992462
cable,0.1965358704328537,0.11801295727491379,0.3548349440097809,0.4649411141872406,0.11497881263494492,0.19653162360191345,0.24186883866786957,0.28757408261299133,0.3478277623653412,0.26685893535614014,0.29831787943840027,0.3252342939376831,0.1879989206790924,0.11783412843942642,0.22472317516803741,0.23641668260097504,0.13993921875953674
),0.2538422644138336,0.18584993481636047,0.17409473657608032,0.27724143862724304,0.23240500688552856,0.16339021921157837,0.17041562497615814,0.29937487840652466,0.19404123723506927,0.4961937665939331,0.17728851735591888,0.18381085991859436,0.31236231327056885,0.14801566302776337,0.20233401656150818,0.1859131008386612,0.42300865054130554
using,0.4100514352321625,0.25429773330688477,0.22157417237758636,0.20007194578647614,0.15528742969036102,0.3159143924713135,0.29990145564079285,0.29792529344558716,0.21938107907772064,0.33157408237457275,0.20409990847110748,0.1571076661348343,0.3678804934024811,0.2858222723007202,0.0891924798488617,0.31525951623916626,0.2804589569568634
an,0.33026179671287537,0.22598257660865784,0.17253631353378296,0.22427234053611755,0.1671597808599472,0.21729984879493713,0.2184322625398636,0.3192969560623169,0.20440837740898132,0.2838519215583801,0.11539831757545471,0.16561369597911835,0.3138085603713989,0.22343920171260834,0.11499752849340439,0.22485296428203583,0.19793890416622162
isp,0.1838161200284958,0.16817039251327515,0.267784982919693,0.28388768434524536,0.19105271995067596,0.306944340467453,0.32037046551704407,0.22299550473690033,0.38362088799476624,0.18901225924491882,0.2630174458026886,0.25116878747940063,0.30398496985435486,0.24486787617206573,0.12099342048168182,0.3335984945297241,0.361783891916275
account,0.24580059945583344,0.2239866405725479,0.2079394906759262,0.14359940588474274,0.18058285117149353,0.2501293122768402,0.38507184386253357,0.25223448872566223,0.2417292296886444,0.20756186544895172,0.12416816502809525,0.18934568762779236,0.2893601059913635,0.2813715636730194,0.1450342833995819,0.26498642563819885,0.34417325258255005
via,0.24114570021629333,0.04282603785395622,0.23251663148403168,0.12059302628040314,0.13470643758773804,0.18835483491420746,0.2694860100746155,0.29968157410621643,0.18502531945705414,0.20018906891345978,0.19676101207733154,0.1487276554107666,0.27847176790237427,0.17365358769893646,0.2395089864730835,0.21701759099960327,0.19443516433238983
an,0.33026179671287537,0.22598257660865784,0.17253631353378296,0.22427234053611755,0.1671597808599472,0.21729984879493713,0.2184322625398636,0.3192969560623169,0.20440837740898132,0.2838519215583801,0.11539831757545471,0.16561369597911835,0.3138085603713989,0.22343920171260834,0.11499752849340439,0.22485296428203583,0.19793890416622162
authenticated,0.21490688621997833,0.21273532509803772,0.2615297734737396,0.20180588960647583,0.1615987867116928,0.5197694897651672,0.339324027299881,0.16310563683509827,0.2972673773765564,0.231654554605484,0.16100673377513885,0.2063455581665039,0.22804956138134003,0.21869079768657684,0.13069941103458405,0.25786152482032776,0.25427237153053284
user,0.2458551973104477,0.15889939665794373,0.2295895367860794,0.18251226842403412,0.17959536612033844,0.32884225249290466,0.3473469316959381,0.23015347123146057,0.2940159738063812,0.17917828261852264,0.22224827110767365,0.19671913981437683,0.28739091753959656,0.23628267645835876,0.11029769480228424,0.2892756164073944,0.43088626861572266
login,0.19250352680683136,0.18162021040916443,0.24151070415973663,0.20950579643249512,0.08334681391716003,0.41184282302856445,0.290932834148407,0.27368223667144775,0.3012869358062744,0.14508667588233948,0.23212255537509918,0.23845835030078888,0.2348068356513977,0.22567571699619293,0.15127229690551758,0.3150559961795807,0.4084630310535431
.,0.475719153881073,0.35288307070732117,0.2878374457359314,0.2806251645088196,0.27268800139427185,0.23339562118053436,0.2609763741493225,0.49257001280784607,0.25959324836730957,0.588965117931366,0.24653306603431702,0.2567209303379059,0.4645031690597534,0.2384900003671646,0.32964062690734863,0.2927800118923187,0.4130953550338745
