,wbai,'s,broadcasting,some,of,george,carlin,'s,comedy,eventually,led,to,what,?
from,0.14419206976890564,-0.01936490088701248,0.19793446362018585,0.35210713744163513,0.4249346852302551,0.11345229297876358,0.11472513526678085,-0.01936490088701248,0.12418954819440842,0.3226223886013031,0.2455430030822754,0.4069952368736267,0.2737620174884796,0.19969791173934937
a,0.23046915233135223,0.04866964742541313,0.2170335054397583,0.34539633989334106,0.5052502155303955,0.19503153860569,0.21470794081687927,0.04866964742541313,0.2229022979736328,0.28132501244544983,0.19072435796260834,0.45503583550453186,0.3320399522781372,0.23916715383529663
george,0.18404462933540344,-0.019076833501458168,0.1768721640110016,0.14696241915225983,0.22097964584827423,1.0000001192092896,0.356364905834198,-0.019076833501458168,0.22191578149795532,0.20203781127929688,0.17422465980052948,0.17226167023181915,0.22000353038311005,0.1479024887084961
carlin,0.21173976361751556,0.016893720254302025,0.27797695994377136,0.1821918487548828,0.2175062894821167,0.356364905834198,0.9999998807907104,0.016893720254302025,0.38680052757263184,0.1707870364189148,0.11555739492177963,0.1988207995891571,0.1327032744884491,0.19604559242725372
comedy,0.2438882291316986,0.09444256871938705,0.28305402398109436,0.11862844973802567,0.16859161853790283,0.22191578149795532,0.38680052757263184,0.09444256871938705,0.9999999403953552,0.1118394285440445,0.15388673543930054,0.1824766844511032,0.1880163848400116,0.23552699387073517
album,0.17187118530273438,0.03468772768974304,0.1631775051355362,0.15930014848709106,0.1746148020029068,0.21114081144332886,0.24709010124206543,0.03468772768974304,0.283991277217865,0.1867317110300064,0.1398821473121643,0.22585031390190125,0.2035754919052124,0.22077368199825287
",",0.2070646584033966,-0.0016132977325469255,0.2411014288663864,0.42400437593460083,0.4946078956127167,0.24972979724407196,0.3019982576370239,-0.0016132977325469255,0.17748676240444183,0.262137234210968,0.22548827528953552,0.44245919585227966,0.3087472915649414,0.31091248989105225
which,0.29320189356803894,0.03856118768453598,0.29356762766838074,0.5407140851020813,0.5011631846427917,0.16627563536167145,0.1611366868019104,0.03856118768453598,0.19440831243991852,0.41025301814079285,0.21040768921375275,0.5345056653022766,0.5261979103088379,0.25814583897590637
eventually,0.2979649007320404,-0.021462872624397278,0.1839962750673294,0.31993862986564636,0.313495934009552,0.20203781127929688,0.1707870364189148,-0.021462872624397278,0.1118394285440445,1.0,0.37333232164382935,0.4528551697731018,0.28470873832702637,0.13642115890979767
led,0.19853228330612183,-0.01628696173429489,0.14844250679016113,0.2666991651058197,0.32918456196784973,0.17422465980052948,0.11555739492177963,-0.01628696173429489,0.15388673543930054,0.37333232164382935,0.9999999403953552,0.21815308928489685,0.12112844735383987,0.09273858368396759
to,0.2192527800798416,0.03782717138528824,0.23729375004768372,0.4636894166469574,0.41548454761505127,0.17226167023181915,0.1988207995891571,0.03782717138528824,0.1824766844511032,0.4528551697731018,0.21815308928489685,1.0,0.455847829580307,0.29463258385658264
the,0.22887872159481049,-0.01540423184633255,0.29916465282440186,0.4566698372364044,0.733189046382904,0.2510760426521301,0.26455092430114746,-0.01540423184633255,0.18746663630008698,0.42022404074668884,0.3267505168914795,0.535392165184021,0.42745697498321533,0.22068053483963013
1978,-0.00706143444404006,-0.03796549513936043,-0.0657653734087944,0.0270439013838768,0.13908278942108154,-0.034570153802633286,0.02076834626495838,-0.03796549513936043,-0.06625839322805405,0.07050003856420517,0.16363874077796936,0.08089005202054977,-0.04368842765688896,0.06364871561527252
supreme,0.16888192296028137,-0.08114141970872879,0.17786888778209686,0.22980043292045593,0.2847438156604767,0.16539613902568817,0.08187001943588257,-0.08114141970872879,0.11266542226076126,0.19289107620716095,0.19868148863315582,0.24017755687236786,0.25469252467155457,0.20777292549610138
court,0.1701817661523819,-0.0831713154911995,0.2128504365682602,0.1834004670381546,0.28835242986679077,0.14708150923252106,0.12683884799480438,-0.0831713154911995,0.11497996002435684,0.20347382128238678,0.1492275893688202,0.24824365973472595,0.23440583050251007,0.17100423574447632
case,0.17440177500247955,-0.1182698979973793,0.1645662635564804,0.37110674381256104,0.24743439257144928,0.16894690692424774,0.17144790291786194,-0.1182698979973793,0.11249934881925583,0.21865269541740417,0.18638001382350922,0.3172709345817566,0.30770957469940186,0.33232852816581726
of,0.17179913818836212,-0.03817026689648628,0.25924646854400635,0.4300730526447296,1.0,0.22097964584827423,0.2175062894821167,-0.03817026689648628,0.16859161853790283,0.313495934009552,0.32918456196784973,0.41548454761505127,0.33290785551071167,0.1826142966747284
fcc,0.3131290674209595,0.05599381774663925,0.46450820565223694,0.22686365246772766,0.16839106380939484,0.10961640626192093,0.14679425954818726,0.05599381774663925,0.10506376624107361,0.18112999200820923,0.1210850328207016,0.24543172121047974,0.2598995566368103,0.1708466112613678
v.,-0.051646843552589417,0.0596761517226696,0.031246421858668327,0.0397786907851696,-0.02588406391441822,-0.08051593601703644,-0.02579321898519993,0.0596761517226696,-0.004622888285666704,-0.06618846207857132,-0.011703806929290295,0.0018978832522407174,0.017213884741067886,0.13179227709770203
pacifica,0.1393098086118698,0.09226423501968384,0.15451762080192566,0.13885006308555603,0.171137273311615,0.15355899930000305,0.21732988953590393,0.09226423501968384,0.16538415849208832,0.14255616068840027,0.07608438283205032,0.21708770096302032,0.10939166694879532,0.12138555943965912
foundation,0.18330338597297668,-0.05394602566957474,0.23322619497776031,0.1718079000711441,0.26611822843551636,0.1277005523443222,0.18380030989646912,-0.05394602566957474,0.13850714266300201,0.18380573391914368,0.1493821144104004,0.20144611597061157,0.19225969910621643,0.1791457086801529
.,0.24105925858020782,-0.003708066651597619,0.20697949826717377,0.40663889050483704,0.5352458953857422,0.26540547609329224,0.3127968907356262,-0.003708066651597619,0.2036953866481781,0.3220598101615906,0.19335708022117615,0.4645031690597534,0.3567904531955719,0.4130953550338745
