,what,percentage,of,electricity,was,made,by,steam,turbine,in,the,1990s,?
(,0.2411840260028839,0.15512096881866455,0.35032153129577637,0.1889658272266388,0.2980341613292694,0.20796485245227814,0.20696312189102173,0.11881943792104721,0.1862340271472931,0.3087427020072937,0.33289089798927307,-0.01509541179984808,0.40561532974243164
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.2437814176082611,0.45514053106307983,0.25271502137184143,0.370934396982193,0.19852672517299652,0.19420358538627625,1.0,0.6662389636039734,-0.1172933429479599,0.20430970191955566
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.274786114692688,0.48711544275283813,0.3885267674922943,0.4408751428127289,0.23105813562870026,0.1799832284450531,0.6662389636039734,1.0,-0.09473290294408798,0.22068053483963013
1990s,0.05660831928253174,-0.12009412795305252,-0.1590232104063034,-0.0320553258061409,0.023869428783655167,0.022159665822982788,-0.023473674431443214,-0.1276746243238449,-0.14558303356170654,-0.1172933429479599,-0.09473290294408798,1.0000001192092896,0.11282819509506226
about,0.47976887226104736,0.1676761358976364,0.40939709544181824,0.20715945959091187,0.2577359974384308,0.28390374779701233,0.30091190338134766,0.09810283035039902,0.1484932154417038,0.39797019958496094,0.37995871901512146,-0.11214502155780792,0.302409827709198
90,-0.03224492445588112,-0.14301125705242157,-0.06715171784162521,-0.15004734694957733,0.04228345304727554,-0.06037994846701622,-0.03996444493532181,-0.12955141067504883,-0.12283822894096375,0.022158663719892502,-0.08136876672506332,0.06070329248905182,-0.0034062080085277557
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.18428125977516174,0.11743833869695663,0.1488196700811386,0.13780950009822845,0.11721061915159225,0.1579221785068512,0.19465309381484985,0.21490740776062012,-0.16311347484588623,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.22897469997406006,0.4069072902202606,0.33167365193367004,0.3646814823150635,0.20239725708961487,0.17630848288536072,0.5696388483047485,0.733189046382904,-0.1590232104063034,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.274786114692688,0.48711544275283813,0.3885267674922943,0.4408751428127289,0.23105813562870026,0.1799832284450531,0.6662389636039734,1.0,-0.09473290294408798,0.22068053483963013
world,0.21669597923755646,0.1799231916666031,0.2828933000564575,0.18562932312488556,0.3097524344921112,0.23318521678447723,0.22306372225284576,0.14963915944099426,0.18349908292293549,0.3038199245929718,0.33604270219802856,-0.011948548257350922,0.17579582333564758
's,0.02692362666130066,0.14816685020923615,-0.03817026689648628,0.04452890530228615,0.008974763564765453,0.08483956009149551,-0.010884488001465797,0.03992457315325737,0.00035266607301309705,-0.037580832839012146,-0.01540423184633255,0.02525479905307293,-0.023395681753754616
electric,0.15451551973819733,0.11226515471935272,0.17329032719135284,0.7092110514640808,0.17723047733306885,0.15518231689929962,0.19581176340579987,0.3633075952529907,0.3938206732273102,0.19779469072818756,0.21345196664333344,-0.038904283195734024,0.15674720704555511
production,0.16636081039905548,0.18092374503612518,0.1928233802318573,0.29608282446861267,0.20499728620052338,0.22877104580402374,0.24570661783218384,0.24268263578414917,0.24357450008392334,0.22079120576381683,0.2657334506511688,-0.12185993045568466,0.19318072497844696
was,0.22111038863658905,0.12115965038537979,0.4069072902202606,0.19055983424186707,1.0000001192092896,0.3433256447315216,0.4752357602119446,0.16913670301437378,0.17515672743320465,0.45514053106307983,0.48711544275283813,0.023869428783655167,0.18412111699581146
by,0.2455483376979828,0.21129482984542847,0.3646814823150635,0.2150920331478119,0.4752357602119446,0.34175434708595276,1.0000001192092896,0.18134352564811707,0.22006140649318695,0.370934396982193,0.4408751428127289,-0.023473674431443214,0.17966607213020325
use,0.3453877568244934,0.30084267258644104,0.2750902473926544,0.332009494304657,0.17744606733322144,0.2412480264902115,0.21048003435134888,0.2950085997581482,0.27970215678215027,0.2715643048286438,0.34342584013938904,-0.023696783930063248,0.32795652747154236
of,0.33290785551071167,0.24724560976028442,1.0,0.22897469997406006,0.4069072902202606,0.33167365193367004,0.3646814823150635,0.20239725708961487,0.17630848288536072,0.5696388483047485,0.733189046382904,-0.1590232104063034,0.1826142966747284
steam,0.15672586858272552,0.17587487399578094,0.20239725708961487,0.4412391483783722,0.16913670301437378,0.19250525534152985,0.18134352564811707,1.0000001192092896,0.5301763415336609,0.19852672517299652,0.23105813562870026,-0.1276746243238449,0.113324373960495
turbines,0.17412316799163818,0.23708678781986237,0.2403727024793625,0.5334959626197815,0.19179941713809967,0.17503486573696136,0.25462156534194946,0.5227647423744202,0.9344314932823181,0.23479467630386353,0.2202165722846985,-0.19117675721645355,0.18342499434947968
),0.26259949803352356,0.18347817659378052,0.3680361211299896,0.18428006768226624,0.3267642855644226,0.22539687156677246,0.2151763141155243,0.13912063837051392,0.17438945174217224,0.3326910734176636,0.3456730246543884,0.009685334749519825,0.42300865054130554
however,0.4480680823326111,0.3390488028526306,0.3800618350505829,0.28407639265060425,0.37327632308006287,0.35523027181625366,0.34889668226242065,0.24828113615512848,0.177109494805336,0.3982149362564087,0.49814513325691223,0.007649898063391447,0.2152075469493866
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.274786114692688,0.48711544275283813,0.3885267674922943,0.4408751428127289,0.23105813562870026,0.1799832284450531,0.6662389636039734,1.0,-0.09473290294408798,0.22068053483963013
recent,0.24256184697151184,0.29910579323768616,0.2896444797515869,0.2015889436006546,0.2536894679069519,0.26826968789100647,0.194663405418396,0.204116091132164,0.16795769333839417,0.2857761085033417,0.31046223640441895,-0.06405747681856155,0.2544887959957123
widespread,0.236628457903862,0.16424594819545746,0.2750900983810425,0.19851595163345337,0.16795620322227478,0.20396330952644348,0.10976933687925339,0.16036094725131989,0.1714506894350052,0.26911109685897827,0.30728161334991455,-0.0724514052271843,0.16958627104759216
application,0.2565309405326843,0.2586735188961029,0.25776514410972595,0.34122589230537415,0.2280854433774948,0.13102415204048157,0.2279409021139145,0.2864660918712616,0.2643628716468811,0.23744744062423706,0.2483029067516327,-0.005600892938673496,0.1966315507888794
of,0.33290785551071167,0.24724560976028442,1.0,0.22897469997406006,0.4069072902202606,0.33167365193367004,0.3646814823150635,0.20239725708961487,0.17630848288536072,0.5696388483047485,0.733189046382904,-0.1590232104063034,0.1826142966747284
large,0.2017821967601776,0.28984200954437256,0.3569655418395996,0.2930651307106018,0.21717436611652374,0.19187776744365692,0.2555539309978485,0.23716430366039276,0.2404574453830719,0.2841601073741913,0.3828733265399933,-0.1757691353559494,0.1355665624141693
gas,0.20887799561023712,0.24714140594005585,0.21246914565563202,0.4173171818256378,0.14390388131141663,0.18283981084823608,0.1669413298368454,0.380545049905777,0.4041033685207367,0.20770272612571716,0.2339978665113449,-0.02394684962928295,0.1582372784614563
turbine,0.1404699683189392,0.21738900244235992,0.17630848288536072,0.5109224915504456,0.17515672743320465,0.1481805294752121,0.22006140649318695,0.5301763415336609,1.0000001192092896,0.19420358538627625,0.1799832284450531,-0.14558303356170654,0.16315746307373047
units,0.1804584264755249,0.27982836961746216,0.2597769498825073,0.28186145424842834,0.20471836626529694,0.14265204966068268,0.19799064099788666,0.25767093896865845,0.2816281318664551,0.24701444804668427,0.2691343426704407,-0.08447368443012238,0.089388407766819
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.2610585391521454,0.3740963041782379,0.34954607486724854,0.4289871156215668,0.24133789539337158,0.21497632563114166,0.4954058527946472,0.5171257257461548,-0.1066596508026123,0.20544172823429108
typical,0.2897430658340454,0.22657418251037598,0.33413293957710266,0.16098299622535706,0.10615719854831696,0.19953371584415436,0.10447146743535995,0.22535595297813416,0.18471796810626984,0.2587708830833435,0.28039172291755676,-0.22333872318267822,0.15633712708950043
combined,0.21267308294773102,0.254229336977005,0.399336040019989,0.19275528192520142,0.23431967198848724,0.2836320400238037,0.28497543931007385,0.1734163612127304,0.21933099627494812,0.3370276689529419,0.3713363707065582,-0.09193328768014908,0.17985320091247559
cycle,0.17920038104057312,0.14292477071285248,0.255176842212677,0.18844786286354065,0.13855057954788208,0.11633693426847458,0.15267513692378998,0.24528048932552338,0.26501625776290894,0.20483464002609253,0.2701641917228699,-0.22511674463748932,0.07156776636838913
power,0.22216427326202393,0.19785702228546143,0.25273123383522034,0.5319902896881104,0.1794997751712799,0.15638238191604614,0.21582826972007751,0.35972869396209717,0.4459681212902069,0.16666220128536224,0.2647338807582855,-0.009002553299069405,0.15304024517536163
plants,0.25144460797309875,0.23188534379005432,0.29386165738105774,0.38993480801582336,0.14239555597305298,0.18940354883670807,0.21003800630569458,0.30078837275505066,0.3171670138835907,0.2697395086288452,0.29499560594558716,-0.31184789538383484,0.1473488062620163
has,0.20338068902492523,0.21051472425460815,0.3909035325050354,0.19522128999233246,0.40313825011253357,0.27942559123039246,0.3254803419113159,0.13945941627025604,0.15794214606285095,0.4173259735107422,0.4177538752555847,-0.07408645004034042,0.15994466841220856
resulted,0.14803820848464966,0.22635133564472198,0.3479447662830353,0.17379049956798553,0.3113420605659485,0.22007812559604645,0.23799769580364227,0.15236622095108032,0.14416013658046722,0.3197503983974457,0.2975946068763733,-0.08765926212072372,0.1391388475894928
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.2437814176082611,0.45514053106307983,0.25271502137184143,0.370934396982193,0.19852672517299652,0.19420358538627625,1.0,0.6662389636039734,-0.1172933429479599,0.20430970191955566
reduction,0.19884426891803741,0.31044578552246094,0.2803387939929962,0.3457678556442261,0.12348952889442444,0.20280437171459198,0.2320285439491272,0.2092806100845337,0.2845725119113922,0.24459965527057648,0.27052462100982666,-0.12169583141803741,0.1612403839826584
of,0.33290785551071167,0.24724560976028442,1.0,0.22897469997406006,0.4069072902202606,0.33167365193367004,0.3646814823150635,0.20239725708961487,0.17630848288536072,0.5696388483047485,0.733189046382904,-0.1590232104063034,0.1826142966747284
this,0.5489566326141357,0.3210579752922058,0.45148900151252747,0.29656633734703064,0.3638818562030792,0.43620941042900085,0.38438332080841064,0.22001534700393677,0.23904365301132202,0.45205554366111755,0.6274310946464539,-0.0138319693505764,0.3155723512172699
percentage,0.27871522307395935,1.0,0.24724560976028442,0.22841311991214752,0.12115965038537979,0.213888019323349,0.21129482984542847,0.17587487399578094,0.21738900244235992,0.18874377012252808,0.2736506462097168,-0.12009412795305252,0.16088637709617615
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.31636500358581543,0.3636345863342285,0.3377571105957031,0.33534231781959534,0.22894427180290222,0.23140856623649597,0.45010748505592346,0.535392165184021,0.0236239992082119,0.29463258385658264
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.274786114692688,0.48711544275283813,0.3885267674922943,0.4408751428127289,0.23105813562870026,0.1799832284450531,0.6662389636039734,1.0,-0.09473290294408798,0.22068053483963013
80,0.04945533350110054,0.18138648569583893,-0.048517487943172455,0.08048153668642044,-0.17281471192836761,-0.05493706464767456,-0.130837082862854,0.14289969205856323,0.11556214839220047,-0.03062376379966736,0.003630283521488309,-0.1875983029603958,0.04445207491517067
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.18428125977516174,0.11743833869695663,0.1488196700811386,0.13780950009822845,0.11721061915159225,0.1579221785068512,0.19465309381484985,0.21490740776062012,-0.16311347484588623,0.21441808342933655
regime,0.17682157456874847,0.18301524221897125,0.21391896903514862,0.20232157409191132,0.28841087222099304,0.16788651049137115,0.20985093712806702,0.12580449879169464,0.18183664977550507,0.21639317274093628,0.23305538296699524,0.07662495970726013,0.15561191737651825
for,0.3017193675041199,0.2764090597629547,0.4185989499092102,0.21306993067264557,0.3863949179649353,0.3147922456264496,0.3248702883720398,0.19393667578697205,0.16188207268714905,0.4322226941585541,0.4739971458911896,0.0328381322324276,0.264628142118454
steam,0.15672586858272552,0.17587487399578094,0.20239725708961487,0.4412391483783722,0.16913670301437378,0.19250525534152985,0.18134352564811707,1.0000001192092896,0.5301763415336609,0.19852672517299652,0.23105813562870026,-0.1276746243238449,0.113324373960495
turbines,0.17412316799163818,0.23708678781986237,0.2403727024793625,0.5334959626197815,0.19179941713809967,0.17503486573696136,0.25462156534194946,0.5227647423744202,0.9344314932823181,0.23479467630386353,0.2202165722846985,-0.19117675721645355,0.18342499434947968
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.24271675944328308,0.40146201848983765,0.4032190144062042,0.3936232924461365,0.22855372726917267,0.22899852693080902,0.5591574311256409,0.5934505462646484,-0.016673436388373375,0.4130953550338745
