,what,agency,did,the,spanish,version,of,the,super,bowl,?
they,0.4431931674480438,0.14018474519252777,0.4879390597343445,0.49925389885902405,0.20097863674163818,0.1656763106584549,0.3426007330417633,0.49925389885902405,0.1988932192325592,0.18658970296382904,0.2753053903579712
had,0.23849567770957947,0.11540624499320984,0.540525496006012,0.3875846862792969,0.15303447842597961,0.20073217153549194,0.37755560874938965,0.3875846862792969,0.17216899991035461,0.1661457121372223,0.20728366076946259
reached,0.20202487707138062,0.1313208043575287,0.24863581359386444,0.29860952496528625,0.1302991807460785,0.15573741495609283,0.18604008853435516,0.29860952496528625,0.17897918820381165,0.11242140829563141,0.1518019139766693
an,0.2821882665157318,0.18584272265434265,0.22598257660865784,0.4207492768764496,0.12465652078390121,0.24099896848201752,0.32280945777893066,0.4207492768764496,0.09755856543779373,0.13908697664737701,0.19793890416622162
agreement,0.2851087749004364,0.19995662569999695,0.2812501788139343,0.2490699142217636,0.13748082518577576,0.21758554875850677,0.21259461343288422,0.2490699142217636,0.0897979587316513,0.04541914910078049,0.15830197930335999
with,0.2464839518070221,0.1292697787284851,0.25472134351730347,0.4223487675189972,0.09756194055080414,0.2542000412940979,0.41827285289764404,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
cbs,0.1950361132621765,0.13018018007278442,0.15259867906570435,0.2283918708562851,0.1346147358417511,0.19978219270706177,0.16151919960975647,0.2283918708562851,0.23111854493618011,0.2528696060180664,0.14594407379627228
and,0.31309178471565247,0.23476453125476837,0.34479495882987976,0.5171257257461548,0.27494850754737854,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
the,0.42745697498321533,0.24253644049167633,0.34736719727516174,1.0,0.23213517665863037,0.27268242835998535,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfl,0.12579965591430664,0.11179353296756744,0.16524574160575867,0.15305201709270477,0.08393251150846481,0.08105165511369705,0.1524115800857544,0.15305201709270477,0.319060355424881,0.48354101181030273,0.10610254108905792
to,0.455847829580307,0.24151217937469482,0.4452643394470215,0.535392165184021,0.18265971541404724,0.24018406867980957,0.41548454761505127,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
be,0.3929833769798279,0.16720861196517944,0.22657383978366852,0.4248143136501312,0.14931170642375946,0.2937901020050049,0.33904364705085754,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.3324260413646698
the,0.42745697498321533,0.24253644049167633,0.34736719727516174,1.0,0.23213517665863037,0.27268242835998535,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
exclusive,0.21354709565639496,0.15470631420612335,0.20320084691047668,0.2746652066707611,0.10142046213150024,0.22173060476779938,0.22420044243335724,0.2746652066707611,0.22221724689006805,0.142356738448143,0.14308638870716095
spanish-language,0.3035939037799835,0.2792554199695587,0.21194985508918762,0.33175456523895264,0.7293947339057922,0.2679991126060486,0.25636765360832214,0.33175456523895264,0.19725488126277924,0.1616920679807663,0.3208416700363159
broadcaster,0.13187484443187714,0.17579293251037598,0.14513398706912994,0.1970033198595047,0.19873589277267456,0.19391028583049774,0.15151214599609375,0.1970033198595047,0.12302890419960022,0.20628823339939117,0.13187550008296967
of,0.33290785551071167,0.21890796720981598,0.2513895630836487,0.733189046382904,0.1623179167509079,0.14166875183582306,1.0,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.42745697498321533,0.24253644049167633,0.34736719727516174,1.0,0.23213517665863037,0.27268242835998535,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
game,0.2246788740158081,0.0862852931022644,0.19789010286331177,0.285271555185318,0.18425396084785461,0.2972014248371124,0.2298848181962967,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
",",0.3087472915649414,0.21437011659145355,0.3015086054801941,0.4933079481124878,0.2153884321451187,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
marking,0.1852564662694931,0.1007985845208168,0.18611904978752136,0.3601176142692566,0.13009774684906006,0.11183943599462509,0.2663365304470062,0.3601176142692566,0.08591137081384659,0.12765546143054962,0.12772339582443237
the,0.42745697498321533,0.24253644049167633,0.34736719727516174,1.0,0.23213517665863037,0.27268242835998535,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
third,0.2033906877040863,0.148384228348732,0.19128914177417755,0.4229298532009125,0.1242855042219162,0.1937885582447052,0.30602210760116577,0.4229298532009125,0.25203296542167664,0.16511911153793335,0.15394791960716248
dedicated,0.1580183058977127,0.1294926553964615,0.08663130551576614,0.2320098578929901,0.11378905922174454,0.18381871283054352,0.2574051022529602,0.2320098578929901,0.03693271055817604,0.08388277143239975,0.12950462102890015
spanish-language,0.3035939037799835,0.2792554199695587,0.21194985508918762,0.33175456523895264,0.7293947339057922,0.2679991126060486,0.25636765360832214,0.33175456523895264,0.19725488126277924,0.1616920679807663,0.3208416700363159
broadcast,0.17857211828231812,0.18873374164104462,0.17054221034049988,0.2713715434074402,0.14674776792526245,0.2552143931388855,0.20155203342437744,0.2713715434074402,0.1449931412935257,0.18237876892089844,0.15760008990764618
of,0.33290785551071167,0.21890796720981598,0.2513895630836487,0.733189046382904,0.1623179167509079,0.14166875183582306,1.0,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.42745697498321533,0.24253644049167633,0.34736719727516174,1.0,0.23213517665863037,0.27268242835998535,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
super,0.13651713728904724,0.1069590225815773,0.16038043797016144,0.21959073841571808,0.14278285205364227,0.18080125749111176,0.14718765020370483,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.05151677876710892,0.18569406867027283,0.21576224267482758,0.13489693403244019,0.06627137959003448,0.2243070751428604,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
.,0.3567904531955719,0.24682630598545074,0.35288307070732117,0.5934505462646484,0.18907511234283447,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
