,what,does,oxygen,therapy,promote,the,body,to,take,up,?
some,0.4491020441055298,0.39611563086509705,0.23425762355327606,0.25810667872428894,0.21815668046474457,0.4566698372364044,0.27714428305625916,0.4636894166469574,0.33165034651756287,0.336993008852005,0.2562315762042999
disorders,0.272768497467041,0.22698594629764557,0.25141847133636475,0.39773252606391907,0.16580483317375183,0.23239798843860626,0.2631624937057495,0.21753479540348053,0.1825266033411026,0.16660240292549133,0.2264077365398407
that,0.6297725439071655,0.4764937460422516,0.2717767655849457,0.22756196558475494,0.2708355188369751,0.5473989248275757,0.32291916012763977,0.5436353087425232,0.3651382029056549,0.35427621006965637,0.32716336846351624
cause,0.24883218109607697,0.342450886964798,0.27950558066368103,0.2712855339050293,0.20528918504714966,0.2551237642765045,0.2858249247074127,0.3172815442085266,0.30286723375320435,0.257290780544281,0.240532785654068
increased,0.1599731743335724,0.20158657431602478,0.2390647679567337,0.17898374795913696,0.2559865415096283,0.3188653886318207,0.20105496048927307,0.2690577805042267,0.20192988216876984,0.2201465666294098,0.09587585180997849
pulmonary,0.20700877904891968,0.17931577563285828,0.3860195279121399,0.35883715748786926,0.0505446195602417,0.23217366635799408,0.2695794701576233,0.23891212046146393,0.1328977346420288,0.19436891376972198,0.1652759462594986
artery,0.22814370691776276,0.1997898519039154,0.43395277857780457,0.3179338872432709,0.0931757390499115,0.2331663817167282,0.36816102266311646,0.21476466953754425,0.15635833144187927,0.22508524358272552,0.24453207850456238
pressure,0.2625555694103241,0.21297191083431244,0.35798126459121704,0.20970302820205688,0.1292448490858078,0.28285476565361023,0.21426922082901,0.30812981724739075,0.1797235608100891,0.2256598025560379,0.142023503780365
",",0.3087472915649414,0.28617382049560547,0.21812842786312103,0.15234890580177307,0.27121588587760925,0.4933079481124878,0.22437527775764465,0.44245919585227966,0.2881867289543152,0.34193792939186096,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.22261030972003937,0.16298642754554749,0.2518306374549866,0.5171257257461548,0.2872275710105896,0.48971283435821533,0.296702116727829,0.4032393991947174,0.20544172823429108
any,0.43670421838760376,0.5203019976615906,0.2728019952774048,0.23913666605949402,0.27740147709846497,0.4525727927684784,0.2865046262741089,0.46410247683525085,0.3211958408355713,0.2765568494796753,0.4113408327102661
disease,0.2391042411327362,0.15054139494895935,0.2213122844696045,0.3264559507369995,0.18050545454025269,0.22720423340797424,0.23205655813217163,0.261801153421402,0.1336652785539627,0.13439863920211792,0.16159942746162415
that,0.6297725439071655,0.4764937460422516,0.2717767655849457,0.22756196558475494,0.2708355188369751,0.5473989248275757,0.32291916012763977,0.5436353087425232,0.3651382029056549,0.35427621006965637,0.32716336846351624
impairs,0.28599196672439575,0.2804735004901886,0.21295513212680817,0.3107569217681885,0.24134738743305206,0.20735880732536316,0.17901121079921722,0.29835087060928345,0.27397793531417847,0.16393619775772095,0.2113865613937378
the,0.42745697498321533,0.35928019881248474,0.20428593456745148,0.1722976714372635,0.2408624291419983,1.0,0.31682634353637695,0.535392165184021,0.31620436906814575,0.38423117995262146,0.22068053483963013
body,0.2143840193748474,0.27194929122924805,0.3428889811038971,0.27014070749282837,0.1687355637550354,0.31682634353637695,1.0,0.307265043258667,0.25317806005477905,0.23066724836826324,0.20136451721191406
's,0.02692362666130066,-0.02895052544772625,-0.011648092418909073,-0.01825578883290291,-0.00029306893702596426,-0.01540423184633255,0.003652067156508565,0.03782717138528824,0.02030942589044571,-0.08862818777561188,-0.023395681753754616
ability,0.26366251707077026,0.3431616425514221,0.2858535945415497,0.21976782381534576,0.2922520637512207,0.24997951090335846,0.2828662097454071,0.401883065700531,0.2601737678050995,0.15740966796875,0.1955445408821106
to,0.455847829580307,0.4391997456550598,0.24193501472473145,0.26339656114578247,0.3513890206813812,0.535392165184021,0.307265043258667,1.0,0.4075521230697632,0.40375280380249023,0.29463258385658264
take,0.3275112509727478,0.2695361375808716,0.1692802608013153,0.20940996706485748,0.2716123163700104,0.31620436906814575,0.25317806005477905,0.4075521230697632,1.0,0.31856170296669006,0.21897350251674652
up,0.28591108322143555,0.25498253107070923,0.28784632682800293,0.13192255795001984,0.20080925524234772,0.38423117995262146,0.23066724836826324,0.40375280380249023,0.31856170296669006,1.0000001192092896,0.1819818764925003
and,0.31309178471565247,0.3461615741252899,0.22261030972003937,0.16298642754554749,0.2518306374549866,0.5171257257461548,0.2872275710105896,0.48971283435821533,0.296702116727829,0.4032393991947174,0.20544172823429108
use,0.3453877568244934,0.39963871240615845,0.2547725737094879,0.25005319714546204,0.2714589238166809,0.34342584013938904,0.22484350204467773,0.47261837124824524,0.3850615322589874,0.3084834814071655,0.32795652747154236
gaseous,0.28648024797439575,0.2663220465183258,0.5299525260925293,0.288844496011734,0.16380952298641205,0.28062355518341064,0.2837938666343689,0.25169700384140015,0.18758399784564972,0.2468186914920807,0.1947249323129654
oxygen,0.16781960427761078,0.2380215972661972,0.9999999403953552,0.297489196062088,0.16353783011436462,0.20428593456745148,0.3428889811038971,0.24193501472473145,0.1692802608013153,0.28784632682800293,0.16786395013332367
.,0.3567904531955719,0.3022993505001068,0.2554275095462799,0.21034516394138336,0.2479933649301529,0.5934505462646484,0.29751062393188477,0.4645031690597534,0.3045158088207245,0.351434588432312,0.4130953550338745
