,what,radio,network,was,rca,using,to,eliminate,competition,in,1940,?
in,0.30808621644973755,0.22625693678855896,0.19496823847293854,0.45514053106307983,0.1138772964477539,0.2717311978340149,0.45010748505592346,0.1258598268032074,0.26072463393211365,1.0,-0.2688147723674774,0.20430970191955566
the,0.42745697498321533,0.23511973023414612,0.27187061309814453,0.48711544275283813,0.12673714756965637,0.28364112973213196,0.535392165184021,0.21384422481060028,0.257230669260025,0.6662389636039734,-0.22581081092357635,0.22068053483963013
united,0.20036718249320984,0.1854962259531021,0.1803126037120819,0.31727492809295654,0.21130548417568207,0.1630413681268692,0.2715383470058441,0.09877020865678787,0.17681603133678436,0.3938477039337158,-0.1548793613910675,0.17266890406608582
states,0.21526020765304565,0.1858387142419815,0.18116310238838196,0.2847922146320343,0.1721796840429306,0.1784699261188507,0.2828785181045532,0.11911744624376297,0.16046370565891266,0.3977442979812622,-0.1794767677783966,0.16272737085819244
and,0.31309178471565247,0.2658638060092926,0.27591994404792786,0.3740963041782379,0.15499135851860046,0.33157408237457275,0.48971283435821533,0.1636992245912552,0.28522542119026184,0.4954058527946472,-0.16331827640533447,0.20544172823429108
",",0.3087472915649414,0.25251123309135437,0.1932937651872635,0.45456063747406006,0.19369250535964966,0.27050045132637024,0.44245919585227966,0.2086649388074875,0.2820526659488678,0.5201468467712402,-0.20017379522323608,0.31091248989105225
according,0.2776208221912384,0.167697474360466,0.08537793159484863,0.31116798520088196,0.15319214761257172,0.218962162733078,0.28520727157592773,0.11393936723470688,0.0908399373292923,0.29259276390075684,0.007839418016374111,0.21173474192619324
to,0.455847829580307,0.16918617486953735,0.25940340757369995,0.3636345863342285,0.1836252361536026,0.3678804934024811,1.0,0.29878073930740356,0.20617300271987915,0.45010748505592346,-0.14920617640018463,0.29463258385658264
the,0.42745697498321533,0.23511973023414612,0.27187061309814453,0.48711544275283813,0.12673714756965637,0.28364112973213196,0.535392165184021,0.21384422481060028,0.257230669260025,0.6662389636039734,-0.22581081092357635,0.22068053483963013
fcc,0.2598995566368103,0.29589203000068665,0.3675209581851959,0.15802820026874542,0.1874570995569229,0.21923337876796722,0.24543172121047974,0.1793467402458191,0.2531951665878296,0.134840726852417,-0.17846561968326569,0.1708466112613678
",",0.3087472915649414,0.25251123309135437,0.1932937651872635,0.45456063747406006,0.19369250535964966,0.27050045132637024,0.44245919585227966,0.2086649388074875,0.2820526659488678,0.5201468467712402,-0.20017379522323608,0.31091248989105225
rca,0.14200295507907867,0.2857014536857605,0.16861818730831146,0.2589319050312042,0.9999998807907104,0.0775764137506485,0.1836252361536026,0.07652328908443451,0.21417322754859924,0.1138772964477539,-0.1209762692451477,0.07305777072906494
was,0.22111038863658905,0.20381812751293182,0.1994880586862564,1.0000001192092896,0.2589319050312042,0.18766598403453827,0.3636345863342285,0.06960440427064896,0.23262746632099152,0.45514053106307983,-0.21211829781532288,0.18412111699581146
using,0.27984681725502014,0.20420408248901367,0.25959068536758423,0.18766598403453827,0.0775764137506485,1.0,0.3678804934024811,0.25476258993148804,0.0922117531299591,0.2717311978340149,-0.03454630821943283,0.2804589569568634
nbc,0.1638578325510025,0.40396854281425476,0.4656192362308502,0.251334547996521,0.28461092710494995,0.1220577284693718,0.14568616449832916,0.07899904996156693,0.21173395216464996,0.19303210079669952,-0.13842344284057617,0.1680917739868164
blue,0.17981211841106415,0.061239466071128845,0.16397789120674133,0.15539668500423431,0.20522606372833252,0.2421400398015976,0.2423304319381714,0.13381671905517578,0.1251423954963684,0.22384510934352875,-0.07433393597602844,0.15668673813343048
to,0.455847829580307,0.16918617486953735,0.25940340757369995,0.3636345863342285,0.1836252361536026,0.3678804934024811,1.0,0.29878073930740356,0.20617300271987915,0.45010748505592346,-0.14920617640018463,0.29463258385658264
eliminate,0.2681068480014801,-0.00700347637757659,0.15771682560443878,0.06960440427064896,0.07652328908443451,0.25476258993148804,0.29878073930740356,1.0000001192092896,0.25693899393081665,0.1258598268032074,-0.06697066128253937,0.15439270436763763
any,0.43670421838760376,0.16432298719882965,0.20257605612277985,0.22746296226978302,0.07326823472976685,0.34784263372421265,0.46410247683525085,0.2799975872039795,0.2591920495033264,0.3135753571987152,-0.1424351930618286,0.4113408327102661
hint,0.33269575238227844,0.11286871135234833,0.11839250475168228,0.11112525314092636,0.015708955004811287,0.28186744451522827,0.26689741015434265,0.18205168843269348,0.10754507035017014,0.18678472936153412,-0.05148262158036232,0.31868985295295715
of,0.33290785551071167,0.16079017519950867,0.21800683438777924,0.4069072902202606,0.09828570485115051,0.24298200011253357,0.41548454761505127,0.19337162375450134,0.2000187635421753,0.5696388483047485,-0.15520741045475006,0.1826142966747284
competition,0.18313148617744446,0.1624859869480133,0.27755141258239746,0.23262746632099152,0.21417322754859924,0.0922117531299591,0.20617300271987915,0.25693899393081665,1.0000001192092896,0.26072463393211365,-0.21830016374588013,0.1394461691379547
.,0.3567904531955719,0.20650681853294373,0.23909442126750946,0.40146201848983765,0.11357055604457855,0.3629456162452698,0.4645031690597534,0.13334840536117554,0.2138785570859909,0.5591574311256409,-0.23981401324272156,0.4130953550338745
