,what,interpretation,of,islam,is,",",for,many,of,the,adherents,",",the,``,gold,standard,'',of,their,religion,?
or,0.33867141604423523,0.25949349999427795,0.3792596757411957,0.19456106424331665,0.41870999336242676,0.3769497275352478,0.4111599624156952,0.36905089020729065,0.3792596757411957,0.4174870550632477,0.33738720417022705,0.3769497275352478,0.4174870550632477,0.1197475790977478,0.18691161274909973,0.33366408944129944,0.04548122361302376,0.3792596757411957,0.42146000266075134,0.24533288180828094,0.32389625906944275
even,0.40872135758399963,0.3182455599308014,0.34735506772994995,0.23733359575271606,0.28202980756759644,0.34610581398010254,0.39184510707855225,0.4771876931190491,0.34735506772994995,0.37996912002563477,0.33562928438186646,0.34610581398010254,0.37996912002563477,0.11795219779014587,0.13034483790397644,0.2834198474884033,-0.015414192341268063,0.34735506772994995,0.4034571647644043,0.2542765438556671,0.30082517862319946
most,0.3219912350177765,0.2853959798812866,0.4178851246833801,0.2224293351173401,0.41165053844451904,0.3636029064655304,0.3906237483024597,0.6236066222190857,0.4178851246833801,0.47635307908058167,0.2796640992164612,0.3636029064655304,0.47635307908058167,0.08567854017019272,0.17100892961025238,0.2708315849304199,0.01990530639886856,0.4178851246833801,0.3699820935726166,0.14083731174468994,0.2107497900724411
muslims,0.26523277163505554,0.2683798670768738,0.22355489432811737,0.6962552666664124,0.2225831001996994,0.19662503898143768,0.2375299036502838,0.25543496012687683,0.22355489432811737,0.2657718360424042,0.4529644250869751,0.19662503898143768,0.2657718360424042,0.14383342862129211,0.09711991995573044,0.15160927176475525,-0.018748775124549866,0.22355489432811737,0.23667196929454803,0.4279930293560028,0.18742211163043976
to,0.455847829580307,0.2720033824443817,0.41548454761505127,0.2398901730775833,0.42745086550712585,0.44245919585227966,0.4451248347759247,0.40243685245513916,0.41548454761505127,0.535392165184021,0.2881752848625183,0.44245919585227966,0.535392165184021,0.06720756739377975,0.19999347627162933,0.1969985067844391,-0.009905828163027763,0.41548454761505127,0.44619059562683105,0.272845596075058,0.29463258385658264
the,0.42745697498321533,0.2766321003437042,0.733189046382904,0.2207694798707962,0.5823672413825989,0.4933079481124878,0.4739971458911896,0.4335206151008606,0.733189046382904,1.0,0.1907312124967575,0.4933079481124878,1.0,0.029072100296616554,0.27136439085006714,0.29008856415748596,0.041273195296525955,0.733189046382904,0.516537070274353,0.2757669985294342,0.22068053483963013
wahhabist,0.2705206274986267,0.324747234582901,0.30335596203804016,0.5531242489814758,0.24519750475883484,0.3251998722553253,0.20088763535022736,0.28578925132751465,0.30335596203804016,0.2868821620941162,0.37527212500572205,0.3251998722553253,0.2868821620941162,0.19182156026363373,0.12997563183307648,0.24695348739624023,0.04002862423658371,0.30335596203804016,0.22372406721115112,0.44930270314216614,0.19553150236606598
interpretation,0.37054285407066345,1.0,0.25918829441070557,0.33689969778060913,0.2543133795261383,0.2270279824733734,0.2635619342327118,0.30483680963516235,0.25918829441070557,0.2766321003437042,0.416736364364624,0.2270279824733734,0.2766321003437042,0.04340466484427452,0.06859247386455536,0.30150890350341797,0.07718859612941742,0.25918829441070557,0.221946582198143,0.3464738428592682,0.2162649929523468
of,0.33290785551071167,0.25918829441070557,1.0,0.21728332340717316,0.4854315221309662,0.4946078956127167,0.4185989499092102,0.37253960967063904,1.0,0.733189046382904,0.28977349400520325,0.4946078956127167,0.733189046382904,0.06780257821083069,0.2101457566022873,0.2296806275844574,0.13035868108272552,1.0,0.4329940676689148,0.30360451340675354,0.1826142966747284
islam,0.23237212002277374,0.33689969778060913,0.21728332340717316,1.0000001192092896,0.17952334880828857,0.23459285497665405,0.1461709886789322,0.21607667207717896,0.21728332340717316,0.2207694798707962,0.4409104287624359,0.23459285497665405,0.2207694798707962,0.1292753964662552,0.06178965047001839,0.20116418600082397,0.020673450082540512,0.21728332340717316,0.19335943460464478,0.5826637744903564,0.18358638882637024
",",0.3087472915649414,0.2270279824733734,0.4946078956127167,0.23459285497665405,0.4691906273365021,1.0000001192092896,0.4464869201183319,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.25550103187561035,1.0000001192092896,0.4933079481124878,0.09681109338998795,0.28787803649902344,0.2593318521976471,-0.037358131259679794,0.4946078956127167,0.3045167922973633,0.2679629921913147,0.31091248989105225
it,0.45803478360176086,0.2610585391521454,0.38761502504348755,0.19719752669334412,0.6328473687171936,0.48329564929008484,0.32171204686164856,0.39615920186042786,0.38761502504348755,0.6251175999641418,0.18850339949131012,0.48329564929008484,0.6251175999641418,0.035206809639930725,0.226699560880661,0.2476482391357422,-0.016964951530098915,0.38761502504348755,0.3067983090877533,0.24294573068618774,0.25732165575027466
has,0.20338068902492523,0.1979069709777832,0.3909035325050354,0.1560615450143814,0.5668748617172241,0.3734780251979828,0.450642853975296,0.4266262650489807,0.3909035325050354,0.4177538752555847,0.13379773497581482,0.3734780251979828,0.4177538752555847,0.06254398077726364,0.180973082780838,0.12612733244895935,0.004576915875077248,0.3909035325050354,0.2814009487628937,0.20484566688537598,0.15994466841220856
done,0.40743619203567505,0.23017357289791107,0.23300732672214508,0.18908318877220154,0.2536029815673828,0.32079052925109863,0.3495391309261322,0.3115405738353729,0.23300732672214508,0.26575928926467896,0.20290067791938782,0.32079052925109863,0.26575928926467896,0.045302920043468475,0.14699670672416687,0.24090489745140076,0.006338078062981367,0.23300732672214508,0.2862852215766907,0.17292119562625885,0.36153489351272583
much,0.45316147804260254,0.26982027292251587,0.2671096920967102,0.19611676037311554,0.3156087100505829,0.36182254552841187,0.2994346022605896,0.4752063453197479,0.2671096920967102,0.35023224353790283,0.26542624831199646,0.36182254552841187,0.35023224353790283,0.02682921104133129,0.13233064115047455,0.26177510619163513,-0.014185515232384205,0.2671096920967102,0.280311644077301,0.20341448485851288,0.23442231118679047
to,0.455847829580307,0.2720033824443817,0.41548454761505127,0.2398901730775833,0.42745086550712585,0.44245919585227966,0.4451248347759247,0.40243685245513916,0.41548454761505127,0.535392165184021,0.2881752848625183,0.44245919585227966,0.535392165184021,0.06720756739377975,0.19999347627162933,0.1969985067844391,-0.009905828163027763,0.41548454761505127,0.44619059562683105,0.272845596075058,0.29463258385658264
overwhelm,0.31828904151916504,0.23222637176513672,0.28044381737709045,0.23104968667030334,0.22204013168811798,0.28762608766555786,0.2578577995300293,0.3736267387866974,0.28044381737709045,0.317511647939682,0.29992738366127014,0.28762608766555786,0.317511647939682,0.07686078548431396,0.188608318567276,0.18316680192947388,-0.07269942760467529,0.28044381737709045,0.26015257835388184,0.194946750998497,0.25012433528900146
more,0.3484537899494171,0.2520100772380829,0.30478984117507935,0.20096534490585327,0.2946030795574188,0.3696524500846863,0.3891189992427826,0.48608261346817017,0.30478984117507935,0.39758381247520447,0.2769826054573059,0.3696524500846863,0.39758381247520447,0.08673381805419922,0.1436937004327774,0.24836495518684387,0.006126302294433117,0.30478984117507935,0.36147117614746094,0.2271861881017685,0.27894994616508484
moderate,0.21703524887561798,0.2333345115184784,0.22534674406051636,0.22572116553783417,0.22282376885414124,0.19914491474628448,0.16200630366802216,0.2365969866514206,0.22534674406051636,0.20949949324131012,0.28884157538414,0.19914491474628448,0.20949949324131012,0.047607697546482086,0.07691232860088348,0.15761132538318634,-0.03386310115456581,0.22534674406051636,0.16400857269763947,0.18089070916175842,0.14408792555332184
local,0.18981902301311493,0.14848434925079346,0.20668989419937134,0.14369173347949982,0.13173899054527283,0.20673875510692596,0.23619583249092102,0.24487940967082977,0.20668989419937134,0.2130540907382965,0.09935556352138519,0.20673875510692596,0.2130540907382965,0.0925687924027443,0.09028632193803787,0.18134117126464844,0.04436459019780159,0.20668989419937134,0.22085392475128174,0.13747547566890717,0.15022775530815125
interpretations,0.3449173867702484,0.9610074758529663,0.2615371644496918,0.34803134202957153,0.22926311194896698,0.24762676656246185,0.264859139919281,0.37630414962768555,0.2615371644496918,0.271894246339798,0.45662519335746765,0.24762676656246185,0.271894246339798,0.05095066502690315,0.08845636993646622,0.3141707479953766,0.07527220249176025,0.2615371644496918,0.25033822655677795,0.3512466251850128,0.2144118994474411
",",0.3087472915649414,0.2270279824733734,0.4946078956127167,0.23459285497665405,0.4691906273365021,1.0000001192092896,0.4464869201183319,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.25550103187561035,1.0000001192092896,0.4933079481124878,0.09681109338998795,0.28787803649902344,0.2593318521976471,-0.037358131259679794,0.4946078956127167,0.3045167922973633,0.2679629921913147,0.31091248989105225
and,0.31309178471565247,0.2272503823041916,0.5116966962814331,0.25070106983184814,0.3859752118587494,0.6633074283599854,0.5064792633056641,0.5296266674995422,0.5116966962814331,0.5171257257461548,0.255790650844574,0.6633074283599854,0.5171257257461548,0.036644238978624344,0.26129499077796936,0.24117660522460938,0.021612688899040222,0.5116966962814331,0.45114588737487793,0.2620435655117035,0.20544172823429108
has,0.20338068902492523,0.1979069709777832,0.3909035325050354,0.1560615450143814,0.5668748617172241,0.3734780251979828,0.450642853975296,0.4266262650489807,0.3909035325050354,0.4177538752555847,0.13379773497581482,0.3734780251979828,0.4177538752555847,0.06254398077726364,0.180973082780838,0.12612733244895935,0.004576915875077248,0.3909035325050354,0.2814009487628937,0.20484566688537598,0.15994466841220856
set,0.28954121470451355,0.21819059550762177,0.20671486854553223,0.10119760036468506,0.21148966252803802,0.24912182986736298,0.30194196105003357,0.23547255992889404,0.20671486854553223,0.2927955985069275,0.1440914422273636,0.24912182986736298,0.2927955985069275,0.0015182674396783113,0.18594776093959808,0.17638246715068817,0.052956949919462204,0.20671486854553223,0.21568769216537476,0.10861891508102417,0.1698019951581955
the,0.42745697498321533,0.2766321003437042,0.733189046382904,0.2207694798707962,0.5823672413825989,0.4933079481124878,0.4739971458911896,0.4335206151008606,0.733189046382904,1.0,0.1907312124967575,0.4933079481124878,1.0,0.029072100296616554,0.27136439085006714,0.29008856415748596,0.041273195296525955,0.733189046382904,0.516537070274353,0.2757669985294342,0.22068053483963013
saudi-interpretation,0.3924521207809448,0.9507160782814026,0.3069128096103668,0.41996899247169495,0.28798040747642517,0.30092042684555054,0.2829222083091736,0.32642409205436707,0.3069128096103668,0.31853529810905457,0.4457035958766937,0.30092042684555054,0.31853529810905457,0.0691847875714302,0.12107697129249573,0.3153221905231476,0.07293306291103363,0.3069128096103668,0.26302334666252136,0.36657899618148804,0.23845845460891724
of,0.33290785551071167,0.25918829441070557,1.0,0.21728332340717316,0.4854315221309662,0.4946078956127167,0.4185989499092102,0.37253960967063904,1.0,0.733189046382904,0.28977349400520325,0.4946078956127167,0.733189046382904,0.06780257821083069,0.2101457566022873,0.2296806275844574,0.13035868108272552,1.0,0.4329940676689148,0.30360451340675354,0.1826142966747284
islam,0.23237212002277374,0.33689969778060913,0.21728332340717316,1.0000001192092896,0.17952334880828857,0.23459285497665405,0.1461709886789322,0.21607667207717896,0.21728332340717316,0.2207694798707962,0.4409104287624359,0.23459285497665405,0.2207694798707962,0.1292753964662552,0.06178965047001839,0.20116418600082397,0.020673450082540512,0.21728332340717316,0.19335943460464478,0.5826637744903564,0.18358638882637024
as,0.31749409437179565,0.25395819544792175,0.3886612355709076,0.2478460818529129,0.43216490745544434,0.48816442489624023,0.44774648547172546,0.4070141911506653,0.3886612355709076,0.48381632566452026,0.23102210462093353,0.48816442489624023,0.48381632566452026,0.03910288214683533,0.14158271253108978,0.22084009647369385,0.006628023460507393,0.3886612355709076,0.29218852519989014,0.19954398274421692,0.27043893933296204
the,0.42745697498321533,0.2766321003437042,0.733189046382904,0.2207694798707962,0.5823672413825989,0.4933079481124878,0.4739971458911896,0.4335206151008606,0.733189046382904,1.0,0.1907312124967575,0.4933079481124878,1.0,0.029072100296616554,0.27136439085006714,0.29008856415748596,0.041273195296525955,0.733189046382904,0.516537070274353,0.2757669985294342,0.22068053483963013
``,0.008517155423760414,0.04340466484427452,0.06780257821083069,0.1292753964662552,0.058766357600688934,0.09681109338998795,0.01270448137074709,0.012824942357838154,0.06780257821083069,0.029072100296616554,0.12182295322418213,0.09681109338998795,0.029072100296616554,1.0,-0.11425485461950302,0.09574088454246521,-0.09173435717821121,0.06780257821083069,0.05465886741876602,0.05966637283563614,0.0685480609536171
gold,0.15779642760753632,0.06859247386455536,0.2101457566022873,0.06178965047001839,0.16155372560024261,0.28787803649902344,0.2409525066614151,0.19098812341690063,0.2101457566022873,0.27136439085006714,0.11671468615531921,0.28787803649902344,0.27136439085006714,-0.11425485461950302,0.9999999403953552,0.20399287343025208,-7.126860873540863e-05,0.2101457566022873,0.14826741814613342,0.09387300908565521,0.11542754620313644
standard,0.22809998691082,0.30150890350341797,0.2296806275844574,0.20116418600082397,0.23514990508556366,0.2593318521976471,0.3173719346523285,0.23088975250720978,0.2296806275844574,0.29008856415748596,0.2503909468650818,0.2593318521976471,0.29008856415748596,0.09574088454246521,0.20399287343025208,1.0,0.07890738546848297,0.2296806275844574,0.16943970322608948,0.12021899968385696,0.17029257118701935
'',0.08143015950918198,0.07718859612941742,0.13035868108272552,0.020673450082540512,0.0793738141655922,-0.037358131259679794,-0.04479556903243065,-0.016843097284436226,0.13035868108272552,0.041273195296525955,-0.011831936426460743,-0.037358131259679794,0.041273195296525955,-0.09173435717821121,-7.126860873540863e-05,0.07890738546848297,1.0,0.13035868108272552,0.011550518684089184,0.03540439531207085,0.018684765323996544
of,0.33290785551071167,0.25918829441070557,1.0,0.21728332340717316,0.4854315221309662,0.4946078956127167,0.4185989499092102,0.37253960967063904,1.0,0.733189046382904,0.28977349400520325,0.4946078956127167,0.733189046382904,0.06780257821083069,0.2101457566022873,0.2296806275844574,0.13035868108272552,1.0,0.4329940676689148,0.30360451340675354,0.1826142966747284
religion,0.3103729486465454,0.3464738428592682,0.30360451340675354,0.5826637744903564,0.2032168060541153,0.2679629921913147,0.19249005615711212,0.24069900810718536,0.30360451340675354,0.2757669985294342,0.48254621028900146,0.2679629921913147,0.2757669985294342,0.05966637283563614,0.09387300908565521,0.12021899968385696,0.03540439531207085,0.30360451340675354,0.2649308145046234,0.9999999403953552,0.2503177225589752
in,0.30808621644973755,0.1910129338502884,0.5696388483047485,0.16687287390232086,0.5394441485404968,0.5201468467712402,0.4322226941585541,0.41474202275276184,0.5696388483047485,0.6662389636039734,0.18152517080307007,0.5201468467712402,0.6662389636039734,0.04765888676047325,0.21206732094287872,0.24721406400203705,0.07432962208986282,0.5696388483047485,0.34976133704185486,0.2462482750415802,0.20430970191955566
minds,0.32983797788619995,0.32470443844795227,0.2424815595149994,0.231620192527771,0.15395233035087585,0.28222042322158813,0.20044590532779694,0.3294800817966461,0.2424815595149994,0.24481073021888733,0.23943789303302765,0.28222042322158813,0.24481073021888733,-0.13638871908187866,0.1412132978439331,0.1230975091457367,0.04204077646136284,0.2424815595149994,0.35167840123176575,0.27924028038978577,0.2624666690826416
of,0.33290785551071167,0.25918829441070557,1.0,0.21728332340717316,0.4854315221309662,0.4946078956127167,0.4185989499092102,0.37253960967063904,1.0,0.733189046382904,0.28977349400520325,0.4946078956127167,0.733189046382904,0.06780257821083069,0.2101457566022873,0.2296806275844574,0.13035868108272552,1.0,0.4329940676689148,0.30360451340675354,0.1826142966747284
some,0.4491020441055298,0.35343408584594727,0.4300730526447296,0.18991950154304504,0.3038453459739685,0.42400437593460083,0.4257155656814575,0.7976660132408142,0.4300730526447296,0.4566698372364044,0.35683637857437134,0.42400437593460083,0.4566698372364044,0.06408426910638809,0.1448380947113037,0.2818346619606018,0.04253336414694786,0.4300730526447296,0.5109887719154358,0.2302020937204361,0.2562315762042999
or,0.33867141604423523,0.25949349999427795,0.3792596757411957,0.19456106424331665,0.41870999336242676,0.3769497275352478,0.4111599624156952,0.36905089020729065,0.3792596757411957,0.4174870550632477,0.33738720417022705,0.3769497275352478,0.4174870550632477,0.1197475790977478,0.18691161274909973,0.33366408944129944,0.04548122361302376,0.3792596757411957,0.42146000266075134,0.24533288180828094,0.32389625906944275
many,0.36131182312965393,0.30483680963516235,0.37253960967063904,0.21607667207717896,0.2649032473564148,0.40610817074775696,0.40972793102264404,0.9999999403953552,0.37253960967063904,0.4335206151008606,0.33263903856277466,0.40610817074775696,0.4335206151008606,0.012824942357838154,0.19098812341690063,0.23088975250720978,-0.016843097284436226,0.37253960967063904,0.4574248492717743,0.24069900810718536,0.2124512493610382
muslims,0.26523277163505554,0.2683798670768738,0.22355489432811737,0.6962552666664124,0.2225831001996994,0.19662503898143768,0.2375299036502838,0.25543496012687683,0.22355489432811737,0.2657718360424042,0.4529644250869751,0.19662503898143768,0.2657718360424042,0.14383342862129211,0.09711991995573044,0.15160927176475525,-0.018748775124549866,0.22355489432811737,0.23667196929454803,0.4279930293560028,0.18742211163043976
.,0.3567904531955719,0.16179122030735016,0.5352458953857422,0.2825687527656555,0.4569662809371948,0.6812511086463928,0.4726039469242096,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.19782021641731262,0.6812511086463928,0.5934505462646484,0.05720457062125206,0.22364865243434906,0.2521037757396698,-0.07181349396705627,0.5352458953857422,0.34427863359451294,0.28897368907928467,0.4130953550338745
