,what,house,was,the,site,of,a,weaving,school,in,canterbury,?
of,0.33290785551071167,0.285114049911499,0.4069072902202606,0.733189046382904,0.24291633069515228,1.0,0.5052502155303955,0.2751266658306122,0.2391800880432129,0.5696388483047485,0.26625144481658936,0.1826142966747284
houses,0.1434021294116974,0.637040376663208,0.23840434849262238,0.2692612111568451,0.20630501210689545,0.2718559205532074,0.2718978226184845,0.29690155386924744,0.2251560091972351,0.2622964382171631,0.17041125893592834,0.10120081901550293
in,0.30808621644973755,0.20026938617229462,0.45514053106307983,0.6662389636039734,0.20704983174800873,0.5696388483047485,0.539380669593811,0.21844281256198883,0.26157811284065247,1.0,0.21091140806674957,0.20430970191955566
turnagain,0.40422523021698,0.253293514251709,0.3556813597679138,0.4186009168624878,0.2764213979244232,0.31854742765426636,0.34141093492507935,0.2268892526626587,0.2901652157306671,0.33385568857192993,0.34618520736694336,0.2318880558013916
lane,0.1767110675573349,0.26206666231155396,0.23533447086811066,0.17604383826255798,0.11343482881784439,0.15131840109825134,0.23015283048152924,0.22736629843711853,0.1826481968164444,0.16843415796756744,0.2592419683933258,0.12951500713825226
",",0.3087472915649414,0.28236111998558044,0.45456063747406006,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.427140474319458,0.24460436403751373,0.27141863107681274,0.5201468467712402,0.2004024237394333,0.31091248989105225
where,0.4457937180995941,0.20542475581169128,0.20731619000434875,0.5003893971443176,0.24231134355068207,0.38066378235816956,0.40997210144996643,0.21496088802814484,0.23611775040626526,0.5344807505607605,0.19627965986728668,0.24793872237205505
weavers,0.1609029322862625,0.2169649302959442,0.2497510313987732,0.24210487306118011,0.17608700692653656,0.25395718216896057,0.192864790558815,0.6223326325416565,0.16272805631160736,0.18974058330059052,0.25586217641830444,0.206721231341362
',0.3245812654495239,0.16357392072677612,0.33675912022590637,0.474788099527359,0.2368120700120926,0.39136970043182373,0.48837921023368835,0.15670044720172882,0.21672244369983673,0.4158826768398285,0.1331522911787033,0.330942302942276
windows,0.18406382203102112,0.23987431824207306,0.19288912415504456,0.23561708629131317,0.1852724254131317,0.1744781881570816,0.2394280582666397,0.2410634309053421,0.0884331688284874,0.17973342537879944,0.17220115661621094,0.17412035167217255
survive,0.21734777092933655,0.12121536582708359,0.14027971029281616,0.25732097029685974,0.13083690404891968,0.25531935691833496,0.21787875890731812,0.1710847169160843,0.10604091733694077,0.22333702445030212,0.17419752478599548,0.15179267525672913
on,0.34226128458976746,0.19286204874515533,0.3909217119216919,0.5107308030128479,0.24843932688236237,0.3966929316520691,0.3848365545272827,0.2021823674440384,0.2388053983449936,0.46853652596473694,0.21493341028690338,0.2714994251728058
the,0.42745697498321533,0.2847244441509247,0.48711544275283813,1.0,0.288954496383667,0.733189046382904,0.5829201340675354,0.27241092920303345,0.22953221201896667,0.6662389636039734,0.25006434321403503,0.22068053483963013
top,0.21232028305530548,0.12211103737354279,0.1381647288799286,0.31754136085510254,0.14821277558803558,0.20362378656864166,0.2422690987586975,0.16898398101329803,0.10516029596328735,0.2235720455646515,0.12113520503044128,0.17265194654464722
floor,0.1553560197353363,0.2888942360877991,0.10213398188352585,0.25987908244132996,0.12878556549549103,0.19539874792099,0.1808571219444275,0.23830915987491608,0.13727745413780212,0.21428263187408447,0.13227778673171997,0.20457154512405396
",",0.3087472915649414,0.28236111998558044,0.45456063747406006,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.427140474319458,0.24460436403751373,0.27141863107681274,0.5201468467712402,0.2004024237394333,0.31091248989105225
as,0.31749409437179565,0.18534636497497559,0.3677520453929901,0.48381632566452026,0.21358512341976166,0.3886612355709076,0.39550232887268066,0.26023587584495544,0.2065676748752594,0.3887844979763031,0.18539419770240784,0.27043893933296204
many,0.36131182312965393,0.1727023720741272,0.260356068611145,0.4335206151008606,0.2359645813703537,0.37253960967063904,0.2872205972671509,0.2646803557872772,0.20931920409202576,0.41474202275276184,0.10769814997911453,0.2124512493610382
huguenots,0.22128188610076904,0.24425119161605835,0.20650696754455566,0.30745792388916016,0.09494082629680634,0.27577435970306396,0.20410758256912231,0.16578271985054016,0.15859773755073547,0.25916293263435364,0.3704512417316437,0.16010338068008423
worked,0.168898344039917,0.1697586178779602,0.38922780752182007,0.22615844011306763,0.15538762509822845,0.2398757040500641,0.23579153418540955,0.27959802746772766,0.2404126524925232,0.28707414865493774,0.12955662608146667,0.0901828184723854
as,0.31749409437179565,0.18534636497497559,0.3677520453929901,0.48381632566452026,0.21358512341976166,0.3886612355709076,0.39550232887268066,0.26023587584495544,0.2065676748752594,0.3887844979763031,0.18539419770240784,0.27043893933296204
weavers,0.1609029322862625,0.2169649302959442,0.2497510313987732,0.24210487306118011,0.17608700692653656,0.25395718216896057,0.192864790558815,0.6223326325416565,0.16272805631160736,0.18974058330059052,0.25586217641830444,0.206721231341362
.,0.3567904531955719,0.2607949376106262,0.40146201848983765,0.5934505462646484,0.22011229395866394,0.5352458953857422,0.50484299659729,0.2503241002559662,0.24214158952236176,0.5591574311256409,0.19745132327079773,0.4130953550338745
