,how,many,years,could,separate,outbreaks,of,the,black,death,?
northern,0.08842652291059494,0.18460913002490997,0.21984659135341644,0.15382590889930725,0.20132669806480408,0.210309699177742,0.32586339116096497,0.3422943353652954,0.20432204008102417,0.1187727153301239,0.13149388134479523
europe,0.1606675088405609,0.3837028741836548,0.26117831468582153,0.2242080122232437,0.16071774065494537,0.3065851330757141,0.29299741983413696,0.34463706612586975,0.21574854850769043,0.13585270941257477,0.18278923630714417
for,0.3308170735836029,0.40972793102264404,0.2878222167491913,0.3405117690563202,0.2631097137928009,0.199078768491745,0.4185989499092102,0.4739971458911896,0.2090286761522293,0.19869662821292877,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35393214225769043,0.3612915575504303,0.294321209192276,0.733189046382904,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
survival,0.2607271671295166,0.21606622636318207,0.20225219428539276,0.23296576738357544,0.16510996222496033,0.29293200373649597,0.25278621912002563,0.2485254555940628,0.13262201845645905,0.26910221576690674,0.21398140490055084
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.29043012857437134,0.33388569951057434,0.23829330503940582,1.0,0.733189046382904,0.23966942727565765,0.23778599500656128,0.1826142966747284
fleas,0.29172441363334656,0.3491641879081726,0.2181788980960846,0.27942556142807007,0.13442009687423706,0.41634103655815125,0.19070258736610413,0.25670117139816284,0.2548484802246094,0.16260693967342377,0.25398749113082886
;,0.07230665534734726,0.11763367056846619,0.0329226478934288,0.04205314815044403,0.16729925572872162,-0.007604438345879316,0.054534342139959335,0.09152708947658539,0.09983379393815994,0.036338236182928085,0.10349778085947037
that,0.557814359664917,0.5391656160354614,0.27599525451660156,0.5584503412246704,0.4230244755744934,0.2441757321357727,0.41498205065727234,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.32716336846351624
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.27399855852127075,0.2999747693538666,0.252066433429718,0.4946078956127167,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.31091248989105225
despite,0.180110901594162,0.29778826236724854,0.22797849774360657,0.269008606672287,0.21061530709266663,0.1660955548286438,0.33505672216415405,0.3172689974308014,0.10401138663291931,0.16131100058555603,0.14350546896457672
primitive,0.1786770075559616,0.25931021571159363,0.2184922695159912,0.2471260130405426,0.2370922565460205,0.12295140326023102,0.2775842249393463,0.2213110327720642,0.16525158286094666,0.08795661479234695,0.11466220766305923
transport,0.19902965426445007,0.2036595493555069,0.10997569561004639,0.20857998728752136,0.1812502145767212,0.22065266966819763,0.2811439633369446,0.2433847039937973,0.1281086951494217,0.09932348877191544,0.16607823967933655
systems,0.27218514680862427,0.3149912655353546,0.17654170095920563,0.2533627450466156,0.2543081045150757,0.1917579174041748,0.277031809091568,0.28089964389801025,0.1583739072084427,0.0863250344991684,0.1575973927974701
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.27399855852127075,0.2999747693538666,0.252066433429718,0.4946078956127167,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35393214225769043,0.3612915575504303,0.294321209192276,0.733189046382904,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
spread,0.22865283489227295,0.34427881240844727,0.16203303635120392,0.24648718535900116,0.1661638766527176,0.4286803901195526,0.2895529866218567,0.28994160890579224,0.16142360866069794,0.14307217299938202,0.16482828557491302
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.29043012857437134,0.33388569951057434,0.23829330503940582,1.0,0.733189046382904,0.23966942727565765,0.23778599500656128,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35393214225769043,0.3612915575504303,0.294321209192276,0.733189046382904,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
black,0.2023327350616455,0.2140243798494339,0.14420558512210846,0.1656898707151413,0.17320208251476288,0.18002165853977203,0.23966942727565765,0.28466513752937317,1.0,0.1932034194469452,0.15159966051578522
death,0.19782234728336334,0.16836200654506683,0.3068992495536804,0.20658746361732483,0.17941901087760925,0.24343107640743256,0.23778599500656128,0.21438048779964447,0.1932034194469452,0.9999998807907104,0.21149799227714539
was,0.16678167879581451,0.260356068611145,0.35855233669281006,0.39896807074546814,0.1980229765176773,0.23416206240653992,0.4069072902202606,0.48711544275283813,0.1419273465871811,0.28516459465026855,0.18412111699581146
much,0.46556615829467773,0.4752063453197479,0.2631898522377014,0.39719825983047485,0.21307967603206635,0.20187906920909882,0.2671096920967102,0.35023224353790283,0.1629277616739273,0.1532273292541504,0.23442231118679047
faster,0.38175448775291443,0.2823008894920349,0.1620723307132721,0.361458420753479,0.1645820587873459,0.16415177285671234,0.1398756504058838,0.25383174419403076,0.14251390099525452,0.13481789827346802,0.2566389739513397
than,0.29763275384902954,0.39069414138793945,0.2976750135421753,0.3653954267501831,0.27558332681655884,0.11919901520013809,0.33036211133003235,0.3227543234825134,0.21293208003044128,0.08458006381988525,0.24917294085025787
that,0.557814359664917,0.5391656160354614,0.27599525451660156,0.5584503412246704,0.4230244755744934,0.2441757321357727,0.41498205065727234,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.32716336846351624
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.29043012857437134,0.33388569951057434,0.23829330503940582,1.0,0.733189046382904,0.23966942727565765,0.23778599500656128,0.1826142966747284
modern,0.15316444635391235,0.32647043466567993,0.18850623071193695,0.18540097773075104,0.2609563171863556,0.15085022151470184,0.3482828736305237,0.3283970355987549,0.14159975945949554,0.04700516536831856,0.12475407868623734
bubonic,0.1958223283290863,0.32312214374542236,0.2496287226676941,0.278394490480423,0.19173049926757812,0.6043199896812439,0.30323511362075806,0.3366847634315491,0.3373948037624359,0.34941592812538147,0.21706949174404144
plague,0.16610242426395416,0.2661729156970978,0.22512836754322052,0.18571250140666962,0.06749128550291061,0.5223511457443237,0.27455615997314453,0.2537761330604553,0.2843790054321289,0.2767121493816376,0.11872942000627518
;,0.07230665534734726,0.11763367056846619,0.0329226478934288,0.04205314815044403,0.16729925572872162,-0.007604438345879316,0.054534342139959335,0.09152708947658539,0.09983379393815994,0.036338236182928085,0.10349778085947037
that,0.557814359664917,0.5391656160354614,0.27599525451660156,0.5584503412246704,0.4230244755744934,0.2441757321357727,0.41498205065727234,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.32716336846351624
mortality,0.269733190536499,0.23933038115501404,0.246412456035614,0.25892916321754456,0.18046316504478455,0.3231254816055298,0.2717146873474121,0.267873615026474,0.17215877771377563,0.3485337495803833,0.18695609271526337
rates,0.28929662704467773,0.30444467067718506,0.22288425266742706,0.22695647180080414,0.18160602450370789,0.2963477075099945,0.2585311233997345,0.25867342948913574,0.15786392986774445,0.23745499551296234,0.13808594644069672
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.29043012857437134,0.33388569951057434,0.23829330503940582,1.0,0.733189046382904,0.23966942727565765,0.23778599500656128,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35393214225769043,0.3612915575504303,0.294321209192276,0.733189046382904,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
black,0.2023327350616455,0.2140243798494339,0.14420558512210846,0.1656898707151413,0.17320208251476288,0.18002165853977203,0.23966942727565765,0.28466513752937317,1.0,0.1932034194469452,0.15159966051578522
death,0.19782234728336334,0.16836200654506683,0.3068992495536804,0.20658746361732483,0.17941901087760925,0.24343107640743256,0.23778599500656128,0.21438048779964447,0.1932034194469452,0.9999998807907104,0.21149799227714539
appear,0.2682136297225952,0.30559736490249634,0.1961488127708435,0.24460482597351074,0.28613144159317017,0.19935688376426697,0.2246912121772766,0.3581200838088989,0.17652736604213715,0.12388469278812408,0.22635367512702942
to,0.44169697165489197,0.40243685245513916,0.23891852796077728,0.5461788773536682,0.3234710395336151,0.15566755831241608,0.41548454761505127,0.535392165184021,0.23292754590511322,0.19568277895450592,0.29463258385658264
be,0.4158933162689209,0.3961109519004822,0.2547864317893982,0.4791525900363922,0.3587956726551056,0.18335139751434326,0.33904364705085754,0.4248143136501312,0.19408825039863586,0.18895679712295532,0.3324260413646698
very,0.4865594804286957,0.519965410232544,0.21580195426940918,0.38314151763916016,0.22172152996063232,0.2242201715707779,0.34437474608421326,0.34171217679977417,0.16410169005393982,0.15984497964382172,0.20864155888557434
high,0.16700881719589233,0.27441489696502686,0.19826285541057587,0.19430626928806305,0.1589648276567459,0.1685662567615509,0.2803038954734802,0.28034812211990356,0.16126516461372375,0.16574876010417938,0.11137914657592773
;,0.07230665534734726,0.11763367056846619,0.0329226478934288,0.04205314815044403,0.16729925572872162,-0.007604438345879316,0.054534342139959335,0.09152708947658539,0.09983379393815994,0.036338236182928085,0.10349778085947037
that,0.557814359664917,0.5391656160354614,0.27599525451660156,0.5584503412246704,0.4230244755744934,0.2441757321357727,0.41498205065727234,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.32716336846351624
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.27399855852127075,0.2999747693538666,0.252066433429718,0.4946078956127167,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.2688569128513336,0.30216607451438904,0.27904269099235535,0.11819300800561905,0.3366928696632385,0.39804592728614807,0.13104480504989624,0.15220364928245544,0.21076419949531555
modern,0.15316444635391235,0.32647043466567993,0.18850623071193695,0.18540097773075104,0.2609563171863556,0.15085022151470184,0.3482828736305237,0.3283970355987549,0.14159975945949554,0.04700516536831856,0.12475407868623734
bubonic,0.1958223283290863,0.32312214374542236,0.2496287226676941,0.278394490480423,0.19173049926757812,0.6043199896812439,0.30323511362075806,0.3366847634315491,0.3373948037624359,0.34941592812538147,0.21706949174404144
plague,0.16610242426395416,0.2661729156970978,0.22512836754322052,0.18571250140666962,0.06749128550291061,0.5223511457443237,0.27455615997314453,0.2537761330604553,0.2843790054321289,0.2767121493816376,0.11872942000627518
is,0.22544461488723755,0.2649032473564148,0.19551363587379456,0.2763098180294037,0.2548423409461975,0.2226419746875763,0.4854315221309662,0.5823672413825989,0.20887219905853271,0.17991963028907776,0.22961433231830597
largely,0.1737520396709442,0.3716188371181488,0.18214669823646545,0.1984729915857315,0.2522003650665283,0.25527340173721313,0.3087159991264343,0.34641584753990173,0.16218462586402893,0.1455533653497696,0.08185246586799622
endemic,0.08730071038007736,0.23726888000965118,0.19591766595840454,0.09049662947654724,0.17914192378520966,0.4372614920139313,0.26174184679985046,0.21873489022254944,0.18087372183799744,0.17248235642910004,0.12765537202358246
as,0.33782753348350525,0.4070141911506653,0.234328031539917,0.32771480083465576,0.28611117601394653,0.2124888151884079,0.3886612355709076,0.48381632566452026,0.19815593957901,0.19013920426368713,0.27043893933296204
a,0.29312583804130554,0.2872205972671509,0.23773819208145142,0.3736826181411743,0.3137926161289215,0.2466225028038025,0.5052502155303955,0.5829201340675354,0.23173153400421143,0.16249743103981018,0.23916715383529663
rural,0.14898420870304108,0.150049090385437,0.22094334661960602,0.10816662013530731,0.19412536919116974,0.14652729034423828,0.23932546377182007,0.18905460834503174,0.12683409452438354,0.10069458931684494,0.11320571601390839
disease,0.23399882018566132,0.20536157488822937,0.21145527064800262,0.17922773957252502,0.12072426825761795,0.38863706588745117,0.22984620928764343,0.22720423340797424,0.1354558765888214,0.32730063796043396,0.16159942746162415
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.27399855852127075,0.2999747693538666,0.252066433429718,0.4946078956127167,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35393214225769043,0.3612915575504303,0.294321209192276,0.733189046382904,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
black,0.2023327350616455,0.2140243798494339,0.14420558512210846,0.1656898707151413,0.17320208251476288,0.18002165853977203,0.23966942727565765,0.28466513752937317,1.0,0.1932034194469452,0.15159966051578522
death,0.19782234728336334,0.16836200654506683,0.3068992495536804,0.20658746361732483,0.17941901087760925,0.24343107640743256,0.23778599500656128,0.21438048779964447,0.1932034194469452,0.9999998807907104,0.21149799227714539
indiscriminately,0.2710975110530853,0.31639495491981506,0.16640786826610565,0.38038238883018494,0.2744320034980774,0.23025822639465332,0.2035638839006424,0.22187381982803345,0.2798883616924286,0.14626142382621765,0.25143080949783325
struck,0.16494561731815338,0.16519121825695038,0.12931610643863678,0.24383166432380676,0.11713898181915283,0.3036642074584961,0.19604799151420593,0.2575269043445587,0.13624653220176697,0.11545182764530182,0.16401498019695282
urban,0.17792615294456482,0.16275019943714142,0.153839111328125,0.11851920187473297,0.1334594339132309,0.18092934787273407,0.26017457246780396,0.1482323557138443,0.15556477010250092,0.06772197037935257,0.13119809329509735
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.3385082483291626,0.334524005651474,0.22070027887821198,0.5116966962814331,0.5171257257461548,0.24407927691936493,0.1816639006137848,0.20544172823429108
rural,0.14898420870304108,0.150049090385437,0.22094334661960602,0.10816662013530731,0.19412536919116974,0.14652729034423828,0.23932546377182007,0.18905460834503174,0.12683409452438354,0.10069458931684494,0.11320571601390839
areas,0.2255835086107254,0.38976719975471497,0.17982381582260132,0.23733754456043243,0.2865685224533081,0.278537392616272,0.2803763747215271,0.3311663568019867,0.12656402587890625,0.11153493076562881,0.1273590475320816
;,0.07230665534734726,0.11763367056846619,0.0329226478934288,0.04205314815044403,0.16729925572872162,-0.007604438345879316,0.054534342139959335,0.09152708947658539,0.09983379393815994,0.036338236182928085,0.10349778085947037
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.3385082483291626,0.334524005651474,0.22070027887821198,0.5116966962814331,0.5171257257461548,0.24407927691936493,0.1816639006137848,0.20544172823429108
that,0.557814359664917,0.5391656160354614,0.27599525451660156,0.5584503412246704,0.4230244755744934,0.2441757321357727,0.41498205065727234,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.32716336846351624
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35393214225769043,0.3612915575504303,0.294321209192276,0.733189046382904,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
pattern,0.23439081013202667,0.2025880664587021,0.18885298073291779,0.18321894109249115,0.2386917918920517,0.17671898007392883,0.16445347666740417,0.2485450804233551,0.21885527670383453,0.06610172241926193,0.20064511895179749
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.29043012857437134,0.33388569951057434,0.23829330503940582,1.0,0.733189046382904,0.23966942727565765,0.23778599500656128,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35393214225769043,0.3612915575504303,0.294321209192276,0.733189046382904,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
black,0.2023327350616455,0.2140243798494339,0.14420558512210846,0.1656898707151413,0.17320208251476288,0.18002165853977203,0.23966942727565765,0.28466513752937317,1.0,0.1932034194469452,0.15159966051578522
death,0.19782234728336334,0.16836200654506683,0.3068992495536804,0.20658746361732483,0.17941901087760925,0.24343107640743256,0.23778599500656128,0.21438048779964447,0.1932034194469452,0.9999998807907104,0.21149799227714539
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.27399855852127075,0.2999747693538666,0.252066433429718,0.4946078956127167,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.21224987506866455,0.32055896520614624,0.29082512855529785,0.1518753170967102,0.41827285289764404,0.4223487675189972,0.27117499709129333,0.171040341258049,0.2433311939239502
major,0.12500809133052826,0.2907782793045044,0.18502649664878845,0.15189780294895172,0.18825465440750122,0.22589823603630066,0.2641255557537079,0.31775903701782227,0.10245266556739807,0.10888776183128357,0.19788557291030884
outbreaks,0.1572246551513672,0.29108569025993347,0.23434294760227203,0.18136313557624817,0.1023741140961647,1.0,0.23829330503940582,0.294321209192276,0.18002165853977203,0.24343107640743256,0.18502937257289886
in,0.2601168751716614,0.41474202275276184,0.33554986119270325,0.29357993602752686,0.3099668025970459,0.2859959602355957,0.5696388483047485,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.35393214225769043,0.3612915575504303,0.294321209192276,0.733189046382904,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
same,0.28913575410842896,0.3821374177932739,0.21465080976486206,0.27003270387649536,0.40307512879371643,0.10755196958780289,0.3808329105377197,0.4583131968975067,0.13664647936820984,0.13629184663295746,0.22649677097797394
areas,0.2255835086107254,0.38976719975471497,0.17982381582260132,0.23733754456043243,0.2865685224533081,0.278537392616272,0.2803763747215271,0.3311663568019867,0.12656402587890625,0.11153493076562881,0.1273590475320816
separated,0.11440233141183853,0.20090055465698242,0.16141104698181152,0.19849112629890442,0.7307974696159363,0.12728196382522583,0.27533861994743347,0.27899038791656494,0.11337517201900482,0.25558480620384216,0.0923643484711647
by,0.34370526671409607,0.3409687578678131,0.19883383810520172,0.26333630084991455,0.20910128951072693,0.2464190423488617,0.3646814823150635,0.4408751428127289,0.1966358721256256,0.23285827040672302,0.17966607213020325
5,0.03444203734397888,0.006714559160172939,-0.035731349140405655,0.031155522912740707,0.10444032400846481,0.05636292323470116,0.1043979674577713,0.09255307912826538,0.06429415196180344,0.0595959909260273,0.06222071498632431
to,0.44169697165489197,0.40243685245513916,0.23891852796077728,0.5461788773536682,0.3234710395336151,0.15566755831241608,0.41548454761505127,0.535392165184021,0.23292754590511322,0.19568277895450592,0.29463258385658264
15,-0.005761355627328157,-0.02712528221309185,0.0007163169793784618,-0.028651591390371323,-0.07368110120296478,-0.06915684789419174,-0.02319195494055748,-0.011810222640633583,0.048354703933000565,-0.020140469074249268,-0.010706285014748573
years,0.21949264407157898,0.2731519937515259,1.0,0.2500765919685364,0.14118289947509766,0.23434294760227203,0.2904134690761566,0.2912273406982422,0.14420558512210846,0.3068992495536804,0.1914375126361847
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.27399855852127075,0.2999747693538666,0.252066433429718,0.4946078956127167,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.31091248989105225
differs,0.2360643893480301,0.29706257581710815,0.1437779664993286,0.18691247701644897,0.38112178444862366,0.17868982255458832,0.35657602548599243,0.34397226572036743,0.10190574079751968,0.07509102672338486,0.1135924756526947
from,0.22939439117908478,0.33099696040153503,0.31063511967658997,0.25045305490493774,0.2964138686656952,0.21183301508426666,0.4249346852302551,0.40150508284568787,0.1814838945865631,0.22335824370384216,0.19969791173934937
modern,0.15316444635391235,0.32647043466567993,0.18850623071193695,0.18540097773075104,0.2609563171863556,0.15085022151470184,0.3482828736305237,0.3283970355987549,0.14159975945949554,0.04700516536831856,0.12475407868623734
bubonic,0.1958223283290863,0.32312214374542236,0.2496287226676941,0.278394490480423,0.19173049926757812,0.6043199896812439,0.30323511362075806,0.3366847634315491,0.3373948037624359,0.34941592812538147,0.21706949174404144
plague—which,0.2406678944826126,0.34722137451171875,0.2928043603897095,0.24415841698646545,0.19278551638126373,0.550891101360321,0.382996529340744,0.4096061885356903,0.3492588400840759,0.3007962107658386,0.19593451917171478
often,0.41107481718063354,0.5640480518341064,0.16248072683811188,0.38389429450035095,0.35098469257354736,0.2260552942752838,0.3351972997188568,0.38004449009895325,0.2382093071937561,0.13508106768131256,0.23748154938220978
becomes,0.11954227089881897,0.057560503482818604,0.17786335945129395,0.11028316617012024,0.10876691341400146,0.25109630823135376,0.29713478684425354,0.2601490020751953,0.10006117075681686,0.21430528163909912,0.1751440465450287
endemic,0.08730071038007736,0.23726888000965118,0.19591766595840454,0.09049662947654724,0.17914192378520966,0.4372614920139313,0.26174184679985046,0.21873489022254944,0.18087372183799744,0.17248235642910004,0.12765537202358246
for,0.3308170735836029,0.40972793102264404,0.2878222167491913,0.3405117690563202,0.2631097137928009,0.199078768491745,0.4185989499092102,0.4739971458911896,0.2090286761522293,0.19869662821292877,0.264628142118454
decades,0.17778529226779938,0.39075711369514465,0.5188751220703125,0.19365209341049194,0.19277068972587585,0.3387940227985382,0.22400543093681335,0.3027496635913849,0.16539748013019562,0.27801939845085144,0.06808225065469742
with,0.3525622487068176,0.35744401812553406,0.21224987506866455,0.32055896520614624,0.29082512855529785,0.1518753170967102,0.41827285289764404,0.4223487675189972,0.27117499709129333,0.171040341258049,0.2433311939239502
annual,0.1884455680847168,0.1643238514661789,0.18306349217891693,0.16816112399101257,0.13208270072937012,0.1323460042476654,0.29535046219825745,0.2958983778953552,0.1748918741941452,0.15589530766010284,0.1083487942814827
flare-ups,0.26044052839279175,0.2973182201385498,0.2449653595685959,0.28732603788375854,0.20113445818424225,0.3001168668270111,0.18983329832553864,0.24282707273960114,0.26967331767082214,0.1664849817752838,0.1954091638326645
.,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.3200591504573822,0.2875625789165497,0.23385362327098846,0.5352458953857422,0.5934505462646484,0.24577875435352325,0.24631039798259735,0.4130953550338745
