,what,was,the,norman,religion,?
language,0.28220435976982117,0.20423492789268494,0.30198320746421814,0.18140524625778198,0.41145044565200806,0.25349316000938416
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.18110549449920654,0.15827436745166779,0.2433311939239502
catholicism,0.23693913221359253,0.22288526594638824,0.2436220645904541,0.1670088917016983,0.6328781247138977,0.2233523428440094
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15467549860477448,0.1475829780101776,0.40561532974243164
christianity,0.27987581491470337,0.21862764656543732,0.2489117980003357,0.1563645303249359,0.6534748077392578,0.22408421337604523
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.15243752300739288,0.1908823698759079,0.42300865054130554
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21611377596855164,0.2620435655117035,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.23459704220294952,0.2757669985294342,0.22068053483963013
gallo-romance,0.19834239780902863,0.18417732417583466,0.2631092369556427,0.28331226110458374,0.1985306292772293,0.20267540216445923
language,0.28220435976982117,0.20423492789268494,0.30198320746421814,0.18140524625778198,0.41145044565200806,0.25349316000938416
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.15827171504497528,0.30360451340675354,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.23459704220294952,0.2757669985294342,0.22068053483963013
local,0.18981902301311493,0.11715790629386902,0.2130540907382965,0.18254807591438293,0.13747547566890717,0.15022775530815125
people,0.32444337010383606,0.2518421411514282,0.36838498711586,0.12352137267589569,0.2839297950267792,0.23739641904830933
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20281735062599182,0.2679629921913147,0.31091248989105225
blending,0.24293240904808044,0.14456215500831604,0.3358987271785736,0.19897539913654327,0.2192956507205963,0.0956295058131218
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.15736374258995056,0.2649308145046234,0.1898253709077835
maternal,0.1216677874326706,0.2469339817762375,0.2437814176082611,0.11277484893798828,0.1611543446779251,0.0987817645072937
frankish,0.1821095049381256,0.25347912311553955,0.3168545961380005,0.32561779022216797,0.25014030933380127,0.152495339512825
heritage,0.1899084597826004,0.2243773341178894,0.25149020552635193,0.1933571845293045,0.2604130804538727,0.17516329884529114
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.18110549449920654,0.15827436745166779,0.2433311939239502
old,0.22117848694324493,0.2867572605609894,0.31849798560142517,0.2051687240600586,0.15463827550411224,0.20577076077461243
norse,0.1926952451467514,0.20671024918556213,0.23731711506843567,0.33077749609947205,0.26667898893356323,0.14860166609287262
traditions,0.253129243850708,0.18152238428592682,0.26193809509277344,0.17038165032863617,0.45230406522750854,0.18007412552833557
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21611377596855164,0.2620435655117035,0.20544172823429108
customs,0.2684868574142456,0.19209906458854675,0.2428995668888092,0.25395989418029785,0.36411455273628235,0.19795118272304535
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.16204318404197693,0.272845596075058,0.29463258385658264
synthesize,0.2505638301372528,0.06485653668642044,0.14968471229076385,0.13050369918346405,0.15819112956523895,0.20040832459926605
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.16633400321006775,0.2381647378206253,0.23916715383529663
unique,0.2536143958568573,0.1490018218755722,0.26165643334388733,0.18025889992713928,0.15700940787792206,0.17680858075618744
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.014049350284039974,0.05966637283563614,0.0685480609536171
norman,0.12319435924291611,0.21643765270709991,0.23459704220294952,1.0000001192092896,0.10567178577184677,0.12243545055389404
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.028494004160165787,0.03540439531207085,0.018684765323996544
culture,0.22475376725196838,0.23239882290363312,0.27157285809516907,0.19457077980041504,0.40477120876312256,0.13093146681785583
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.17613162100315094,0.2462482750415802,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.23459704220294952,0.2757669985294342,0.22068053483963013
north,0.18673177063465118,0.29020047187805176,0.36298373341560364,0.1623515635728836,0.13420963287353516,0.11829731613397598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.15827171504497528,0.30360451340675354,0.1826142966747284
france,0.17793065309524536,0.2715669870376587,0.35517507791519165,0.26324939727783203,0.24310240149497986,0.15069349110126495
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24800069630146027,0.28897368907928467,0.4130953550338745
