,how,many,volumes,are,contained,in,the,library,?
which,0.4852597713470459,0.5168171525001526,0.25050485134124756,0.42922598123550415,0.4173591434955597,0.4840516746044159,0.6521818041801453,0.1813201606273651,0.25814583897590637
is,0.22544461488723755,0.2649032473564148,0.12830698490142822,0.5330929756164551,0.3143906593322754,0.5394441485404968,0.5823672413825989,0.16916222870349884,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.21537050604820251,0.40399202704429626,0.31440216302871704,0.6662389636039734,1.0,0.19920319318771362,0.22068053483963013
world,0.25969967246055603,0.3418862819671631,0.15975286066532135,0.22463127970695496,0.1963633894920349,0.3038199245929718,0.33604270219802856,0.18265527486801147,0.17579582333564758
's,-0.026164190843701363,0.01698932610452175,-0.03430408984422684,-0.008927806280553341,-0.09433905780315399,-0.037580832839012146,-0.01540423184633255,-0.09959429502487183,-0.023395681753754616
largest,0.08743762224912643,0.23644231259822845,0.1694580614566803,0.23992078006267548,0.20275358855724335,0.3017216920852661,0.3757036626338959,0.21099962294101715,0.12401245534420013
academic,0.144212007522583,0.2163168489933014,0.20899778604507446,0.13471660017967224,0.10039697587490082,0.1914365142583847,0.15387672185897827,0.2728489935398102,0.11011603474617004
and,0.33647966384887695,0.5296266674995422,0.2858909070491791,0.48576638102531433,0.3102993071079254,0.4954058527946472,0.5171257257461548,0.18451033532619476,0.20544172823429108
private,0.08935344964265823,0.2148355096578598,0.08012586832046509,0.1694057136774063,0.1289527863264084,0.21135757863521576,0.18291357159614563,0.20243872702121735,0.14389030635356903
library,0.09932420402765274,0.1814885139465332,0.29893770813941956,0.13147571682929993,0.19002459943294525,0.2101847380399704,0.19920319318771362,0.9999999403953552,0.18938742578029633
system,0.282820463180542,0.2631138563156128,0.13934233784675598,0.21917270123958588,0.19316336512565613,0.21978288888931274,0.3233085572719574,0.19369082152843475,0.15556083619594574
",",0.22659391164779663,0.40610817074775696,0.27979719638824463,0.4062570035457611,0.2537172734737396,0.5201468467712402,0.4933079481124878,0.16805633902549744,0.31091248989105225
comprising,0.12358041852712631,0.260195255279541,0.3040156960487366,0.3715503513813019,0.46236053109169006,0.2988578975200653,0.3166780471801758,0.16138026118278503,0.043617378920316696
79,0.09637238085269928,0.02933395840227604,-0.009516884572803974,0.08883261680603027,-0.011227828450500965,0.11563541740179062,0.10815461724996567,0.04726657271385193,0.07359330356121063
individual,0.38188791275024414,0.3489879369735718,0.14899849891662598,0.334160178899765,0.29089465737342834,0.27755051851272583,0.3706541955471039,0.0871775820851326,0.2058374285697937
libraries,0.13814528286457062,0.3066696524620056,0.34301313757896423,0.2889662981033325,0.21178053319454193,0.2760562300682068,0.2134861946105957,0.7666171193122864,0.20525334775447845
with,0.3525622487068176,0.35744401812553406,0.22249650955200195,0.38996943831443787,0.33570194244384766,0.4080928862094879,0.4223487675189972,0.1252506524324417,0.2433311939239502
over,0.31446483731269836,0.47131630778312683,0.21985457837581635,0.2778770923614502,0.2736928462982178,0.3605569899082184,0.39856547117233276,0.15256260335445404,0.25742942094802856
18,-0.03501921147108078,-0.0017783388029783964,0.0012966798385605216,-0.09796016663312912,0.011053652502596378,-0.061147160828113556,-0.07796193659305573,-0.02788235992193222,-0.04919438064098358
million,0.21114659309387207,0.3520967364311218,0.15186111629009247,0.21881309151649475,0.24055349826812744,0.2596224844455719,0.277012437582016,0.11873524636030197,0.23092924058437347
volumes,0.20560778677463531,0.14458376169204712,1.0000001192092896,0.17695239186286926,0.38246992230415344,0.23068252205848694,0.21537050604820251,0.29893770813941956,0.11960393190383911
.,0.3287222981452942,0.3974229395389557,0.26743245124816895,0.3452940285205841,0.27544063329696655,0.5591574311256409,0.5934505462646484,0.23675528168678284,0.4130953550338745
