,who,is,considered,the,leading,figure,in,the,arts,and,crafts,movement,?
",",0.3365725874900818,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.25808972120285034,0.2352312207221985,0.5201468467712402,0.4933079481124878,0.2528577744960785,0.6633074283599854,0.20387282967567444,0.1862073689699173,0.31091248989105225
led,0.2450801581144333,0.14361225068569183,0.21631577610969543,0.3267505168914795,0.4335382878780365,0.11807184666395187,0.2990247309207916,0.3267505168914795,0.03772025555372238,0.2780643701553345,0.053336068987846375,0.2405056655406952,0.09273858368396759
by,0.39727845788002014,0.3899846076965332,0.23957760632038116,0.4408751428127289,0.2575812041759491,0.1390787959098816,0.370934396982193,0.4408751428127289,0.17224909365177155,0.4289871156215668,0.11517158150672913,0.20122553408145905,0.17966607213020325
john,0.30388808250427246,0.16449548304080963,0.15343953669071198,0.2230520099401474,0.19958710670471191,0.09526319801807404,0.22177861630916595,0.2230520099401474,0.2227790653705597,0.21634717285633087,0.09462206065654755,0.11585292965173721,0.13162356615066528
ruskin,0.2631106376647949,0.2117679864168167,0.12259051948785782,0.23497673869132996,0.22243934869766235,0.1987592577934265,0.2662942111492157,0.23497673869132996,0.24108269810676575,0.29279962182044983,0.16486769914627075,0.17902782559394836,0.12447936832904816
",",0.3365725874900818,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.25808972120285034,0.2352312207221985,0.5201468467712402,0.4933079481124878,0.2528577744960785,0.6633074283599854,0.20387282967567444,0.1862073689699173,0.31091248989105225
contributed,0.24363453686237335,0.19456906616687775,0.3900958299636841,0.2633678913116455,0.28186464309692383,0.21416889131069183,0.2594258189201355,0.2633678913116455,0.21094109117984772,0.2908022403717041,0.2101554125547409,0.2889734208583832,0.21200142800807953
to,0.42656609416007996,0.42745086550712585,0.2954166829586029,0.535392165184021,0.260200560092926,0.24264496564865112,0.45010748505592346,0.535392165184021,0.2388276606798172,0.48971283435821533,0.1796586960554123,0.2780168950557709,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,0.4028765559196472,1.0,0.3809107840061188,0.24786046147346497,0.6662389636039734,1.0,0.23374557495117188,0.5171257257461548,0.16155757009983063,0.339571475982666,0.22068053483963013
arts,0.16167671978473663,0.1983575075864792,0.16892893612384796,0.23374557495117188,0.14320652186870575,0.14480575919151306,0.2445804625749588,0.23374557495117188,1.0000001192092896,0.3013502061367035,0.5030044317245483,0.22100506722927094,0.09471383690834045
and,0.41279885172843933,0.3859752118587494,0.3359341621398926,0.5171257257461548,0.34015700221061707,0.2347109168767929,0.4954058527946472,0.5171257257461548,0.3013502061367035,1.0,0.31009551882743835,0.2837696671485901,0.20544172823429108
crafts,0.17239148914813995,0.13890624046325684,0.1635521799325943,0.16155757009983063,0.07227078825235367,0.17107445001602173,0.17885714769363403,0.16155757009983063,0.5030044317245483,0.31009551882743835,1.0000001192092896,0.22937361896038055,0.10530875623226166
movement,0.1981392204761505,0.20353496074676514,0.20493803918361664,0.339571475982666,0.30531349778175354,0.273977130651474,0.26725053787231445,0.339571475982666,0.22100506722927094,0.2837696671485901,0.22937361896038055,1.0,0.1423349231481552
.,0.3541337847709656,0.4569662809371948,0.29356086254119873,0.5934505462646484,0.2186424434185028,0.24939633905887604,0.5591574311256409,0.5934505462646484,0.2217400074005127,0.588965117931366,0.20697078108787537,0.22796523571014404,0.4130953550338745
