,which,late,night,comedy,host,show,played,immediately,after,super,bowl,50,ended,?
special,0.3709421753883362,0.10394775867462158,0.18552255630493164,0.20138753950595856,0.1924252212047577,0.2602277398109436,0.1065249815583229,0.13171973824501038,0.16394950449466705,0.2675681412220001,0.188632994890213,0.010398488491773605,0.13777250051498413,0.29623302817344666
episode,0.23802484571933746,0.22552569210529327,0.3045370876789093,0.3357682228088379,0.18997138738632202,0.49653249979019165,0.21416600048542023,0.16199742257595062,0.2562639117240906,0.20732815563678741,0.15485282242298126,0.06819570809602737,0.2920199930667877,0.23978739976882935
of,0.5011631846427917,0.21690747141838074,0.19958451390266418,0.16859161853790283,0.1709926575422287,0.21383242309093475,0.21120788156986237,0.27121785283088684,0.3867455720901489,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.27636510133743286,0.1826142966747284
the,0.6521818041801453,0.31481194496154785,0.2817382514476776,0.18746663630008698,0.26909032464027405,0.319829523563385,0.2603478729724884,0.39876270294189453,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3356485068798065,0.22068053483963013
late,0.2546604573726654,1.0,0.3757637143135071,0.27465590834617615,0.28515103459358215,0.296935498714447,0.15429921448230743,0.20083104074001312,0.32546740770339966,0.12748323380947113,0.11694638431072235,-0.038068849593400955,0.39961302280426025,0.11339222639799118
show,0.32096749544143677,0.296935498714447,0.24048173427581787,0.36042535305023193,0.4566369354724884,0.9999999403953552,0.21609683334827423,0.17295338213443756,0.21172942221164703,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.2532934844493866,0.2520138621330261
with,0.46403205394744873,0.2326577752828598,0.20756502449512482,0.24219387769699097,0.14191342890262604,0.3004990220069885,0.24504201114177704,0.3362759053707123,0.33843478560447693,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.3083439767360687,0.2433311939239502
stephen,0.1385796219110489,0.14242064952850342,0.15853600203990936,0.20856763422489166,0.16021208465099335,0.13536235690116882,0.19666948914527893,0.13137806951999664,0.08890415728092194,0.09012158215045929,0.09341801702976227,-0.0769861564040184,0.15076905488967896,0.13611415028572083
colbert,0.17948755621910095,0.28246989846229553,0.27919816970825195,0.36369001865386963,0.3079993724822998,0.32718732953071594,0.17607802152633667,0.14405116438865662,0.18615220487117767,0.13184314966201782,0.245666041970253,-0.029044240713119507,0.1848217099905014,0.2273050993680954
following,0.342348575592041,0.2062212973833084,0.15512539446353912,0.13074500858783722,0.06816726922988892,0.16061565279960632,0.11323175579309464,0.33009546995162964,0.39623188972473145,0.12383386492729187,0.14499105513095856,0.025637440383434296,0.2544550895690918,0.1555173695087433
the,0.6521818041801453,0.31481194496154785,0.2817382514476776,0.18746663630008698,0.26909032464027405,0.319829523563385,0.2603478729724884,0.39876270294189453,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3356485068798065,0.22068053483963013
game,0.23652023077011108,0.19355888664722443,0.23222734034061432,0.1911972016096115,0.26605361700057983,0.2874241769313812,0.3575804531574249,0.1739095151424408,0.19855184853076935,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.2175201028585434,0.1829071193933487
.,0.45942068099975586,0.3287466764450073,0.24810922145843506,0.2036953866481781,0.20596550405025482,0.3016606271266937,0.2876244783401489,0.2825857996940613,0.35870397090911865,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.23468057811260223,0.4130953550338745
