,what,was,the,soviet,union,trying,to,suppress,with,its,army,?
against,0.24561616778373718,0.22972732782363892,0.3090755045413971,0.11852100491523743,0.1828596144914627,0.2671031951904297,0.310872346162796,0.3321082592010498,0.317049115896225,0.16972889006137848,0.29090023040771484,0.18095137178897858
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.1334078162908554,0.15291360020637512,0.19979310035705566,0.3138085603713989,0.25565969944000244,0.2730048894882202,0.28139030933380127,0.10463648289442062,0.19793890416622162
allied,0.15757989883422852,0.28482547402381897,0.3092154562473297,0.3564664125442505,0.3403540551662445,0.2530859410762787,0.24804295599460602,0.22554650902748108,0.21994063258171082,0.21255798637866974,0.493033230304718,0.1341097056865692
marxist,0.22175849974155426,0.2351287603378296,0.19608210027217865,0.4081667959690094,0.29040050506591797,0.20804251730442047,0.14712785184383392,0.28234198689460754,0.13081297278404236,0.22073616087436676,0.23178979754447937,0.2011929601430893
regime,0.17682157456874847,0.28841087222099304,0.23305538296699524,0.36749255657196045,0.2602670192718506,0.27995240688323975,0.25591278076171875,0.31553298234939575,0.15110966563224792,0.22444140911102295,0.3979089856147766,0.15561191737651825
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.22826138138771057,0.22726479172706604,0.24387381970882416,0.45010748505592346,0.20716464519500732,0.4080928862094879,0.3793783485889435,0.25258398056030273,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.2312941700220108,0.24421639740467072,0.2930695712566376,0.535392165184021,0.3051512837409973,0.4223487675189972,0.559237003326416,0.31011611223220825,0.22068053483963013
afghan,0.18861521780490875,0.19587235152721405,0.24034889042377472,0.38052812218666077,0.23776252567768097,0.1892671287059784,0.18846796452999115,0.10479092597961426,0.1336192786693573,0.097398541867733,0.2840283513069153,0.10384320467710495
civil,0.15091551840305328,0.24303317070007324,0.2477465271949768,0.21523307263851166,0.32730230689048767,0.1802179217338562,0.2019355595111847,0.17919114232063293,0.13053880631923676,0.15427452325820923,0.3755683898925781,0.1494513899087906
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.3796025812625885,0.31622445583343506,0.24037453532218933,0.2610234022140503,0.19652080535888672,0.20580904185771942,0.23775866627693176,0.5000815987586975,0.15510529279708862
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.22642354667186737,0.23708370327949524,0.3029857277870178,0.4645031690597534,0.21219253540039062,0.4446153938770294,0.3566088080406189,0.28860729932785034,0.4130953550338745
