,where,in,central,asia,did,the,han,chinese,move,?
using,0.32120537757873535,0.2717311978340149,0.1271054893732071,0.1096237450838089,0.25429773330688477,0.28364112973213196,0.1633317768573761,0.25928258895874023,0.2704390287399292,0.2804589569568634
foreigners,0.23776350915431976,0.23164647817611694,0.1412333995103836,0.3021449148654938,0.2157651036977768,0.26492583751678467,0.3566891551017761,0.4134315848350525,0.15656207501888275,0.21385401487350464
to,0.47735077142715454,0.45010748505592346,0.21511952579021454,0.22411112487316132,0.4452643394470215,0.535392165184021,0.14111210405826569,0.17416036128997803,0.37858664989471436,0.29463258385658264
curtail,0.15910643339157104,0.18961362540721893,0.15392819046974182,0.12722019851207733,0.17084519565105438,0.26653674244880676,0.1923603117465973,0.1300867348909378,0.1991683840751648,0.23139739036560059
the,0.5003893971443176,0.6662389636039734,0.3417201042175293,0.2838890850543976,0.34736719727516174,1.0,0.253618985414505,0.2785343527793884,0.29817628860473633,0.22068053483963013
power,0.1914481520652771,0.16666220128536224,0.14480137825012207,0.17221075296401978,0.2120266556739807,0.2647338807582855,0.13608625531196594,0.11903925240039825,0.1516095995903015,0.15304024517536163
of,0.38066378235816956,0.5696388483047485,0.3415789008140564,0.2372564673423767,0.2513895630836487,0.733189046382904,0.24127668142318726,0.24275560677051544,0.19058799743652344,0.1826142966747284
the,0.5003893971443176,0.6662389636039734,0.3417201042175293,0.2838890850543976,0.34736719727516174,1.0,0.253618985414505,0.2785343527793884,0.29817628860473633,0.22068053483963013
local,0.2570968568325043,0.2223825752735138,0.267577201128006,0.11366725713014603,0.1319427639245987,0.2130540907382965,0.07022829353809357,0.15725935995578766,0.09170925617218018,0.15022775530815125
peoples,0.1842561960220337,0.2226382941007614,0.27294278144836426,0.3371782898902893,0.20245550572872162,0.3388310670852661,0.3140091300010681,0.2512439787387848,0.18309226632118225,0.2085462063550949
of,0.38066378235816956,0.5696388483047485,0.3415789008140564,0.2372564673423767,0.2513895630836487,0.733189046382904,0.24127668142318726,0.24275560677051544,0.19058799743652344,0.1826142966747284
both,0.3814130425453186,0.3960166871547699,0.14112693071365356,0.2067968249320984,0.34255191683769226,0.4931981563568115,0.14354602992534637,0.12139339745044708,0.28121060132980347,0.19455738365650177
lands,0.26576197147369385,0.22373557090759277,0.18260538578033447,0.19235080480575562,0.16305740177631378,0.3190511167049408,0.11285290122032166,0.12499509006738663,0.25791946053504944,0.10082722455263138
.,0.41390106081962585,0.5591574311256409,0.3193301260471344,0.25331494212150574,0.35288307070732117,0.5934505462646484,0.22765392065048218,0.25441038608551025,0.31650546193122864,0.4130953550338745
