,how,long,ago,did,oxygen,reach,10,%,of,its,present,level,?
to,0.44169697165489197,0.30218687653541565,0.2610180675983429,0.4452643394470215,0.24193501472473145,0.37959611415863037,0.18753696978092194,0.18513022363185883,0.41548454761505127,0.3691340684890747,0.2453051209449768,0.2976585030555725,0.29463258385658264
outgas,0.2918766438961029,0.1864800602197647,0.18915943801403046,0.24532099068164825,0.33528903126716614,0.23735274374485016,0.06783054769039154,0.2273160219192505,0.2825738489627838,0.3141183853149414,0.23899564146995544,0.21271950006484985,0.2819617688655853
from,0.22939439117908478,0.3109167516231537,0.27087220549583435,0.20248863101005554,0.23457925021648407,0.19722355902194977,0.16251149773597717,0.21054168045520782,0.4249346852302551,0.32706040143966675,0.20334279537200928,0.20225347578525543,0.19969791173934937
the,0.33890387415885925,0.3075225353240967,0.23063679039478302,0.34736719727516174,0.20428593456745148,0.31808504462242126,0.2880653440952301,0.21490740776062012,0.733189046382904,0.559237003326416,0.2829846143722534,0.31442487239837646,0.22068053483963013
oceans,0.24182511866092682,0.21545721590518951,0.2878154516220093,0.13096754252910614,0.39005953073501587,0.25127601623535156,0.09654050320386887,0.19724971055984497,0.24379432201385498,0.2218756079673767,0.17045260965824127,0.2418324500322342,0.16026286780834198
3–2.7,0.08741313964128494,0.04779217764735222,0.1742139607667923,0.13680274784564972,0.003078505164012313,0.1531943380832672,0.2823762595653534,0.09158997982740402,0.21190707385540009,0.10437722504138947,0.13041970133781433,0.024521030485630035,0.047128040343523026
billion,0.2582297921180725,0.21594516932964325,0.4122296869754791,0.1482735127210617,0.2597910165786743,0.24402178823947906,0.03482527285814285,0.34403541684150696,0.19335569441318512,0.24233859777450562,0.20793625712394714,0.192155122756958,0.25791820883750916
years,0.21949264407157898,0.34739476442337036,0.5710245370864868,0.2695724070072174,0.19261223077774048,0.23334191739559174,0.05437286198139191,0.22270488739013672,0.2904134690761566,0.17322497069835663,0.2789352238178253,0.1529536247253418,0.1914375126361847
ago,0.3028433620929718,0.3393833637237549,1.0000001192092896,0.19972491264343262,0.2424188107252121,0.19298437237739563,0.09430879354476929,0.22639180719852448,0.20083805918693542,0.18940109014511108,0.2065763771533966,0.17056135833263397,0.2202194780111313
",",0.22659391164779663,0.3431144952774048,0.26431804895401,0.3015086054801941,0.21812842786312103,0.2441277652978897,0.1734008640050888,0.22757403552532196,0.4946078956127167,0.33157986402511597,0.267320841550827,0.23317520320415497,0.31091248989105225
reaching,0.17848993837833405,0.3037317097187042,0.20052339136600494,0.2354024350643158,0.21299006044864655,0.7410047650337219,0.12286000698804855,0.19476018846035004,0.2953004240989685,0.32451438903808594,0.17360031604766846,0.2970564365386963,0.13075216114521027
10,0.09177426248788834,0.027470748871564865,0.09430879354476929,0.1914099007844925,-0.010551653802394867,0.1020406186580658,1.0,0.20183104276657104,0.2777891755104065,0.15699118375778198,0.0696553960442543,0.10327932983636856,0.022911956533789635
%,0.1237400695681572,0.16221000254154205,0.22639180719852448,0.1450016051530838,0.25139331817626953,0.18271619081497192,0.20183104276657104,1.0,0.19953428208827972,0.19480687379837036,0.1496763378381729,0.18605053424835205,0.21441808342933655
of,0.2480744868516922,0.2567519545555115,0.20083805918693542,0.2513895630836487,0.16848602890968323,0.20552729070186615,0.2777891755104065,0.19953428208827972,1.0,0.48690423369407654,0.3116828501224518,0.23504668474197388,0.1826142966747284
its,0.22449488937854767,0.29187172651290894,0.18940109014511108,0.19922670722007751,0.23293741047382355,0.2553219795227051,0.15699118375778198,0.19480687379837036,0.48690423369407654,1.0,0.20400136709213257,0.23149365186691284,0.15103481709957123
present,0.17780441045761108,0.15362703800201416,0.2065763771533966,0.1261267513036728,0.1954377293586731,0.15526965260505676,0.0696553960442543,0.1496763378381729,0.3116828501224518,0.20400136709213257,1.0000001192092896,0.19957208633422852,0.21759982407093048
level,0.27169108390808105,0.1350817233324051,0.17056135833263397,0.1976850926876068,0.2173268347978592,0.2851293981075287,0.10327932983636856,0.18605053424835205,0.23504668474197388,0.23149365186691284,0.19957208633422852,0.9999998807907104,0.20528386533260345
around,0.3297552764415741,0.30095621943473816,0.3867620825767517,0.1658935695886612,0.237879678606987,0.27066704630851746,0.18374240398406982,0.23253312706947327,0.3296394646167755,0.3336932361125946,0.16269013285636902,0.189846009016037,0.14729668200016022
1.7,0.0628296360373497,0.030362103134393692,0.01943398453295231,0.14247378706932068,0.1334911733865738,0.02478424645960331,-0.19160351157188416,0.11864406615495682,0.07915820926427841,0.02395537495613098,0.13278387486934662,-0.018986880779266357,0.13580046594142914
billion,0.2582297921180725,0.21594516932964325,0.4122296869754791,0.1482735127210617,0.2597910165786743,0.24402178823947906,0.03482527285814285,0.34403541684150696,0.19335569441318512,0.24233859777450562,0.20793625712394714,0.192155122756958,0.25791820883750916
years,0.21949264407157898,0.34739476442337036,0.5710245370864868,0.2695724070072174,0.19261223077774048,0.23334191739559174,0.05437286198139191,0.22270488739013672,0.2904134690761566,0.17322497069835663,0.2789352238178253,0.1529536247253418,0.1914375126361847
ago,0.3028433620929718,0.3393833637237549,1.0000001192092896,0.19972491264343262,0.2424188107252121,0.19298437237739563,0.09430879354476929,0.22639180719852448,0.20083805918693542,0.18940109014511108,0.2065763771533966,0.17056135833263397,0.2202194780111313
.,0.3287222981452942,0.3247973620891571,0.2834824323654175,0.35288307070732117,0.2554275095462799,0.2684406638145447,0.15478138625621796,0.29872366786003113,0.5352458953857422,0.3566088080406189,0.23765113949775696,0.26056769490242004,0.4130953550338745
