,what,important,legislation,was,passed,by,congress,for,the,television,industry,in,1961,?
",",0.3087472915649414,0.3452564477920532,0.221862331032753,0.45456063747406006,0.23382075130939484,0.3680937886238098,0.1747896373271942,0.4464869201183319,0.4933079481124878,0.27995240688323975,0.24502649903297424,0.5201468467712402,0.04366050660610199,0.31091248989105225
most,0.3219912350177765,0.5079463124275208,0.1796819567680359,0.29933857917785645,0.1619291454553604,0.270847886800766,0.14134030044078827,0.3906237483024597,0.47635307908058167,0.15985378623008728,0.2997194826602936,0.41416558623313904,0.0342598594725132,0.2107497900724411
viewers,0.29856956005096436,0.11006087064743042,0.0903533473610878,0.1538165658712387,0.08640468865633011,0.1945452094078064,0.19174446165561676,0.18976131081581116,0.24207380414009094,0.43163415789604187,0.1719968169927597,0.15653292834758759,-0.0752180814743042,0.2274174839258194
needed,0.3631289601325989,0.35497337579727173,0.21510152518749237,0.227164626121521,0.2887159585952759,0.24527448415756226,0.20199862122535706,0.38127243518829346,0.3064746856689453,0.19014132022857666,0.19439385831356049,0.21117523312568665,0.01098296046257019,0.2863257825374603
to,0.455847829580307,0.30913278460502625,0.25758448243141174,0.3636345863342285,0.26747700572013855,0.33534231781959534,0.2541917860507965,0.4451248347759247,0.535392165184021,0.1933557242155075,0.24876736104488373,0.45010748505592346,0.07620730251073837,0.29463258385658264
purchase,0.1781352013349533,0.11921544373035431,0.30345556139945984,0.20900961756706238,0.18254470825195312,0.20879317820072174,0.2688348889350891,0.2267349809408188,0.242343470454216,0.1497635841369629,0.2160535454750061,0.18969708681106567,-0.02014370635151863,0.07106894254684448
a,0.3320399522781372,0.2963852882385254,0.23395681381225586,0.4508470594882965,0.24766449630260468,0.32094135880470276,0.1857503354549408,0.44038116931915283,0.5829201340675354,0.22552843391895294,0.27788880467414856,0.539380669593811,0.003652953775599599,0.23916715383529663
converter,0.18491211533546448,0.16528142988681793,0.16917684674263,0.1579003781080246,0.17357183992862701,0.22365137934684753,0.15102867782115936,0.20222097635269165,0.24055613577365875,0.2221599519252777,0.23128025233745575,0.17354467511177063,0.055465955287218094,0.23779894411563873
to,0.455847829580307,0.30913278460502625,0.25758448243141174,0.3636345863342285,0.26747700572013855,0.33534231781959534,0.2541917860507965,0.4451248347759247,0.535392165184021,0.1933557242155075,0.24876736104488373,0.45010748505592346,0.07620730251073837,0.29463258385658264
be,0.3929833769798279,0.2492702454328537,0.2503572702407837,0.42228707671165466,0.23445354402065277,0.43158695101737976,0.19276513159275055,0.3801851272583008,0.4248143136501312,0.21234801411628723,0.18855157494544983,0.3481820821762085,0.014064370654523373,0.3324260413646698
able,0.3404487371444702,0.2946852743625641,0.16558320820331573,0.19031302630901337,0.2879035770893097,0.24084776639938354,0.18903851509094238,0.2947812080383301,0.3435857892036438,0.17299580574035645,0.09002511948347092,0.23456627130508423,-0.01914316788315773,0.260649710893631
to,0.455847829580307,0.30913278460502625,0.25758448243141174,0.3636345863342285,0.26747700572013855,0.33534231781959534,0.2541917860507965,0.4451248347759247,0.535392165184021,0.1933557242155075,0.24876736104488373,0.45010748505592346,0.07620730251073837,0.29463258385658264
watch,0.2853691279888153,0.19343091547489166,0.16624516248703003,0.17132973670959473,0.15518516302108765,0.19258670508861542,0.190064936876297,0.2322233021259308,0.24077482521533966,0.27474769949913025,0.1208491176366806,0.18451254069805145,-0.06003205105662346,0.2568144202232361
uhf,0.2442881017923355,0.14176282286643982,0.20884056389331818,0.17608720064163208,0.1184728816151619,0.20764535665512085,0.1810930371284485,0.21080468595027924,0.22236087918281555,0.47103428840637207,0.23705564439296722,0.20175614953041077,0.032557666301727295,0.18061190843582153
stations,0.1621520221233368,0.17708738148212433,0.2052236646413803,0.15012863278388977,0.185695081949234,0.20435920357704163,0.16153037548065186,0.236822247505188,0.24762700498104095,0.3494590222835541,0.23707206547260284,0.25864288210868835,0.034124843776226044,0.13192185759544373
",",0.3087472915649414,0.3452564477920532,0.221862331032753,0.45456063747406006,0.23382075130939484,0.3680937886238098,0.1747896373271942,0.4464869201183319,0.4933079481124878,0.27995240688323975,0.24502649903297424,0.5201468467712402,0.04366050660610199,0.31091248989105225
and,0.31309178471565247,0.37549954652786255,0.2457927167415619,0.3740963041782379,0.2603820264339447,0.4289871156215668,0.19613592326641083,0.5064792633056641,0.5171257257461548,0.29514092206954956,0.2615980803966522,0.4954058527946472,0.07862084358930588,0.20544172823429108
the,0.42745697498321533,0.39348116517066956,0.2839483618736267,0.48711544275283813,0.3173406720161438,0.4408751428127289,0.27082565426826477,0.4739971458911896,1.0,0.24569597840309143,0.26942890882492065,0.6662389636039734,0.0738944262266159,0.22068053483963013
signal,0.22636008262634277,0.22318631410598755,0.1664770543575287,0.11543482542037964,0.17921182513237,0.1618734449148178,0.17171721160411835,0.204616978764534,0.25718533992767334,0.24046027660369873,0.12917590141296387,0.1609458029270172,0.025322025641798973,0.1212705597281456
quality,0.28952741622924805,0.33198976516723633,0.21766479313373566,0.1855650544166565,0.14303264021873474,0.18296083807945251,0.17212286591529846,0.3288601338863373,0.21949779987335205,0.20677264034748077,0.3729945421218872,0.18835508823394775,-0.07680375128984451,0.23524069786071777
was,0.22111038863658905,0.24924467504024506,0.1853298842906952,1.0000001192092896,0.2673497200012207,0.4752357602119446,0.23910820484161377,0.3863949179649353,0.48711544275283813,0.2516675293445587,0.28708288073539734,0.45514053106307983,0.09389110654592514,0.18412111699581146
marginal,0.2536638677120209,0.1749671846628189,0.24004653096199036,0.1402420848608017,0.20397309958934784,0.17092950642108917,0.21235224604606628,0.2415442019701004,0.30781733989715576,0.09190554916858673,0.19011136889457703,0.20638422667980194,-0.08262369781732559,0.18376903235912323
at,0.2838611304759979,0.22091448307037354,0.11768783628940582,0.36707764863967896,0.2099597454071045,0.2368064820766449,0.16006936132907867,0.34237727522850037,0.457212895154953,0.14763522148132324,0.15279485285282135,0.4374977946281433,-0.029475152492523193,0.21978627145290375
best,0.3036847710609436,0.3138062059879303,0.0968996062874794,0.2817839980125427,0.10211735218763351,0.18615300953388214,0.08108912408351898,0.45128104090690613,0.3134109377861023,0.28448715806007385,0.22870539128780365,0.2813531160354614,-0.014855236746370792,0.2799045741558075
even,0.40872135758399963,0.3168213665485382,0.22332949936389923,0.27441510558128357,0.25231027603149414,0.2642922103404999,0.1777694672346115,0.39184510707855225,0.37996912002563477,0.20726223289966583,0.23596981167793274,0.29146435856819153,-0.039579953998327255,0.30082517862319946
with,0.2464839518070221,0.2211170494556427,0.1655588001012802,0.27411898970603943,0.1990165412425995,0.39731505513191223,0.15866753458976746,0.39140474796295166,0.4223487675189972,0.17469868063926697,0.1887952834367752,0.4080928862094879,0.1074872761964798,0.2433311939239502
a,0.3320399522781372,0.2963852882385254,0.23395681381225586,0.4508470594882965,0.24766449630260468,0.32094135880470276,0.1857503354549408,0.44038116931915283,0.5829201340675354,0.22552843391895294,0.27788880467414856,0.539380669593811,0.003652953775599599,0.23916715383529663
converter,0.18491211533546448,0.16528142988681793,0.16917684674263,0.1579003781080246,0.17357183992862701,0.22365137934684753,0.15102867782115936,0.20222097635269165,0.24055613577365875,0.2221599519252777,0.23128025233745575,0.17354467511177063,0.055465955287218094,0.23779894411563873
.,0.3567904531955719,0.33938494324684143,0.23787342011928558,0.40146201848983765,0.23110949993133545,0.3936232924461365,0.2424917221069336,0.4726039469242096,0.5934505462646484,0.2806251645088196,0.24857841432094574,0.5591574311256409,-0.015748420730233192,0.4130953550338745
