,how,long,will,the,event,at,santa,clara,convention,center,last,?
ancillary,0.1886512041091919,0.20136180520057678,0.21676984429359436,0.28395962715148926,0.21020860970020294,0.16735300421714783,0.22494634985923767,0.21562810242176056,0.21655374765396118,0.1456104815006256,0.15943624079227448,0.24259690940380096
events,0.23171864449977875,0.17268213629722595,0.18679384887218475,0.3102840185165405,0.6932221055030823,0.25329744815826416,0.12418388575315475,0.12535427510738373,0.2136329561471939,0.15263570845127106,0.2520541548728943,0.09835197776556015
",",0.22659391164779663,0.3431144952774048,0.29706671833992004,0.4933079481124878,0.22701776027679443,0.38314947485923767,0.25609585642814636,0.25817182660102844,0.2018413096666336,0.1905742734670639,0.29026782512664795,0.31091248989105225
including,0.20270724594593048,0.175498366355896,0.14922557771205902,0.3738902807235718,0.14670389890670776,0.2641666531562805,0.15312832593917847,0.18077988922595978,0.17630673944950104,0.15924067795276642,0.21266871690750122,0.1633303165435791
a,0.29312583804130554,0.3795371353626251,0.3401327431201935,0.5829201340675354,0.2635729908943176,0.3095070421695709,0.1996532380580902,0.1763215810060501,0.2370390146970749,0.2640431225299835,0.2864423990249634,0.23916715383529663
week-long,0.29250025749206543,0.5274717807769775,0.3474915027618408,0.38099297881126404,0.3405216932296753,0.37647518515586853,0.2073555588722229,0.13969537615776062,0.21354547142982483,0.20434007048606873,0.3610873520374298,0.32830461859703064
event,0.1736278086900711,0.21647603809833527,0.2018716037273407,0.2960145175457001,0.9999998807907104,0.3039053678512573,0.13257922232151031,0.07994075864553452,0.23282817006111145,0.2341412752866745,0.22930040955543518,0.16076280176639557
at,0.2154216170310974,0.2525537312030792,0.26192525029182434,0.457212895154953,0.3039053678512573,1.0,0.22988058626651764,0.19180597364902496,0.22405797243118286,0.29677248001098633,0.2946198880672455,0.21978627145290375
the,0.33890387415885925,0.3075225353240967,0.3635469079017639,1.0,0.2960145175457001,0.457212895154953,0.23511074483394623,0.2410326898097992,0.2588678300380707,0.29064592719078064,0.3698786795139313,0.22068053483963013
santa,0.1530441790819168,0.22460590302944183,0.12759612500667572,0.23511074483394623,0.13257922232151031,0.22988058626651764,1.0,0.5027010440826416,0.0865703597664833,0.18421897292137146,0.15110279619693756,0.17321589589118958
clara,0.1157928928732872,0.0987720713019371,0.05717363953590393,0.2410326898097992,0.07994075864553452,0.19180597364902496,0.5027010440826416,1.0,0.15663810074329376,0.08327580243349075,0.18490596115589142,0.11961202323436737
convention,0.12141910940408707,0.14852552115917206,0.1321789026260376,0.2588678300380707,0.23282817006111145,0.22405797243118286,0.0865703597664833,0.15663810074329376,1.0000001192092896,0.24391856789588928,0.10849924385547638,0.1647067815065384
center,0.12502175569534302,0.17979486286640167,0.15073174238204956,0.29064592719078064,0.2341412752866745,0.29677248001098633,0.18421897292137146,0.08327580243349075,0.24391856789588928,0.9999999403953552,0.08829092979431152,0.12538520991802216
",",0.22659391164779663,0.3431144952774048,0.29706671833992004,0.4933079481124878,0.22701776027679443,0.38314947485923767,0.25609585642814636,0.25817182660102844,0.2018413096666336,0.1905742734670639,0.29026782512664795,0.31091248989105225
a,0.29312583804130554,0.3795371353626251,0.3401327431201935,0.5829201340675354,0.2635729908943176,0.3095070421695709,0.1996532380580902,0.1763215810060501,0.2370390146970749,0.2640431225299835,0.2864423990249634,0.23916715383529663
beer,0.16117510199546814,0.15540434420108795,0.11860846728086472,0.2230251431465149,0.17094796895980835,0.18449972569942474,0.06233799457550049,0.14762970805168152,0.19789043068885803,0.1631752997636795,0.0960012823343277,0.15216413140296936
",",0.22659391164779663,0.3431144952774048,0.29706671833992004,0.4933079481124878,0.22701776027679443,0.38314947485923767,0.25609585642814636,0.25817182660102844,0.2018413096666336,0.1905742734670639,0.29026782512664795,0.31091248989105225
wine,0.14533600211143494,0.15545037388801575,0.14131249487400055,0.2768833041191101,0.10353028029203415,0.16963565349578857,0.19684018194675446,0.14324890077114105,0.04777751863002777,0.11440850049257278,0.15960575640201569,0.12747588753700256
and,0.33647966384887695,0.3395216166973114,0.35983073711395264,0.5171257257461548,0.17869816720485687,0.3571503460407257,0.1827874481678009,0.19340574741363525,0.225796639919281,0.28670641779899597,0.25967320799827576,0.20544172823429108
food,0.22970743477344513,0.250161349773407,0.21456539630889893,0.3025728166103363,0.10873312503099442,0.13962680101394653,0.1583629846572876,0.14923195540905,0.15813599526882172,0.16246728599071503,0.09884064644575119,0.15376032888889313
festival,0.14565487205982208,0.10955046117305756,0.15640363097190857,0.20982226729393005,0.3299560546875,0.26036307215690613,0.08622674643993378,0.12853772938251495,0.2390211969614029,0.11430242657661438,0.1570253074169159,0.17767390608787537
at,0.2154216170310974,0.2525537312030792,0.26192525029182434,0.457212895154953,0.3039053678512573,1.0,0.22988058626651764,0.19180597364902496,0.22405797243118286,0.29677248001098633,0.2946198880672455,0.21978627145290375
bellomy,0.21562924981117249,0.24337109923362732,0.11756379902362823,0.2966298758983612,0.09248451143503189,0.17330215871334076,0.32707440853118896,0.3233257234096527,0.24265408515930176,0.07784438878297806,0.14427797496318817,0.2137424647808075
field,0.19519785046577454,0.11835867166519165,0.2514615058898926,0.2105809599161148,0.20368607342243195,0.190035879611969,0.1355486661195755,0.15268851816654205,0.15778978168964386,0.21246980130672455,0.13154970109462738,0.11279727518558502
at,0.2154216170310974,0.2525537312030792,0.26192525029182434,0.457212895154953,0.3039053678512573,1.0,0.22988058626651764,0.19180597364902496,0.22405797243118286,0.29677248001098633,0.2946198880672455,0.21978627145290375
santa,0.1530441790819168,0.22460590302944183,0.12759612500667572,0.23511074483394623,0.13257922232151031,0.22988058626651764,1.0,0.5027010440826416,0.0865703597664833,0.18421897292137146,0.15110279619693756,0.17321589589118958
clara,0.1157928928732872,0.0987720713019371,0.05717363953590393,0.2410326898097992,0.07994075864553452,0.19180597364902496,0.5027010440826416,1.0,0.15663810074329376,0.08327580243349075,0.18490596115589142,0.11961202323436737
university,0.12992997467517853,0.11100612580776215,0.0881248340010643,0.263973206281662,0.18936015665531158,0.30386853218078613,0.176166832447052,0.2139827162027359,0.24788247048854828,0.2763576805591583,0.11406542360782623,0.11887256056070328
",",0.22659391164779663,0.3431144952774048,0.29706671833992004,0.4933079481124878,0.22701776027679443,0.38314947485923767,0.25609585642814636,0.25817182660102844,0.2018413096666336,0.1905742734670639,0.29026782512664795,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.35983073711395264,0.5171257257461548,0.17869816720485687,0.3571503460407257,0.1827874481678009,0.19340574741363525,0.225796639919281,0.28670641779899597,0.25967320799827576,0.20544172823429108
a,0.29312583804130554,0.3795371353626251,0.3401327431201935,0.5829201340675354,0.2635729908943176,0.3095070421695709,0.1996532380580902,0.1763215810060501,0.2370390146970749,0.2640431225299835,0.2864423990249634,0.23916715383529663
pep,0.11363960057497025,0.10994450002908707,0.08306284993886948,0.1661938577890396,0.12241601943969727,0.16012533009052277,0.1828433722257614,0.16322144865989685,0.16481423377990723,0.09424956887960434,0.1295263171195984,0.10961396992206573
rally,0.09248580783605576,0.10232234746217728,0.14096146821975708,0.2156708985567093,0.2854289710521698,0.17603710293769836,0.005172354634851217,0.050950974225997925,0.2889370322227478,0.19000089168548584,0.11310688406229019,0.14344990253448486
.,0.3287222981452942,0.3247973620891571,0.33682769536972046,0.5934505462646484,0.2068977802991867,0.4549728035926819,0.22195746004581451,0.21668554842472076,0.2022661417722702,0.29649654030799866,0.3548945486545563,0.4130953550338745
