,what,happens,to,the,norm,when,a,number,is,multiplied,by,p,?
sharp,0.17051073908805847,0.09653331339359283,0.21776749193668365,0.20238399505615234,0.1675732135772705,0.21219460666179657,0.2714505195617676,0.1630672663450241,0.18698756396770477,0.21900922060012817,0.14750729501247406,0.1400371491909027,0.10235925018787384
contrast,0.2773490250110626,0.29425275325775146,0.23685190081596375,0.25799670815467834,0.19793511927127838,0.20013564825057983,0.29432156682014465,0.1969023048877716,0.2659924328327179,0.28285157680511475,0.20209164917469025,0.16001169383525848,0.15469981729984283
to,0.455847829580307,0.25381678342819214,1.0,0.535392165184021,0.21037925779819489,0.5423505902290344,0.45503583550453186,0.2706126868724823,0.42745086550712585,0.2589922845363617,0.33534231781959534,0.14269764721393585,0.29463258385658264
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.12613478302955627,0.5091903209686279,0.5829201340675354,0.35145696997642517,0.5823672413825989,0.22792427241802216,0.4408751428127289,0.16481639444828033,0.22068053483963013
usual,0.2923804521560669,0.3967357575893402,0.2885439693927765,0.3319869339466095,0.2516895532608032,0.29116564989089966,0.34219858050346375,0.26679807901382446,0.3031772971153259,0.26634982228279114,0.16895191371440887,0.1123337671160698,0.19873492419719696
absolute,0.3186502158641815,0.242357537150383,0.26245933771133423,0.26488861441612244,0.2714799642562866,0.26889339089393616,0.23519659042358398,0.2630133330821991,0.2352413386106491,0.3529268205165863,0.1531522125005722,0.10576534271240234,0.22724391520023346
value,0.24056871235370636,0.17158003151416779,0.23921877145767212,0.16908381879329681,0.2533275783061981,0.18766924738883972,0.2328912615776062,0.3341948091983795,0.22550974786281586,0.3946240246295929,0.09974394738674164,0.1914234757423401,0.23920650780200958
(,0.2411840260028839,0.22396224737167358,0.30882009863853455,0.33289089798927307,0.2794380486011505,0.2459595799446106,0.3206180930137634,0.16158060729503632,0.35393038392066956,0.21037866175174713,0.20696312189102173,0.28021711111068726,0.40561532974243164
also,0.42747777700424194,0.2579604387283325,0.5348826050758362,0.6021018624305725,0.13045278191566467,0.5475645065307617,0.5149940252304077,0.36623433232307434,0.5012649297714233,0.22987347841262817,0.3824189305305481,0.13961121439933777,0.21848613023757935
referred,0.16724665462970734,0.17827872931957245,0.22845174372196198,0.3088674545288086,0.07212737202644348,0.15028969943523407,0.2686276137828827,0.12364552170038223,0.3144040107727051,0.2392449826002121,0.232919380068779,0.10704231262207031,0.06677805632352829
to,0.455847829580307,0.25381678342819214,1.0,0.535392165184021,0.21037925779819489,0.5423505902290344,0.45503583550453186,0.2706126868724823,0.42745086550712585,0.2589922845363617,0.33534231781959534,0.14269764721393585,0.29463258385658264
as,0.31749409437179565,0.1480354368686676,0.42092081904411316,0.48381632566452026,0.24783313274383545,0.4437963366508484,0.39550232887268066,0.26786008477211,0.43216490745544434,0.2358383685350418,0.3815547823905945,0.1706937700510025,0.27043893933296204
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.12613478302955627,0.5091903209686279,0.5829201340675354,0.35145696997642517,0.5823672413825989,0.22792427241802216,0.4408751428127289,0.16481639444828033,0.22068053483963013
infinite,0.22463853657245636,0.18305370211601257,0.18449778854846954,0.17816448211669922,0.27576518058776855,0.1718968152999878,0.233000710606575,0.3786713480949402,0.179602712392807,0.45901232957839966,0.11735948175191879,0.13427136838436127,0.21672561764717102
prime,0.15586113929748535,0.08882440626621246,0.2015804797410965,0.19960100948810577,0.1673753708600998,0.1445009857416153,0.17998681962490082,0.2556258738040924,0.16680827736854553,0.22041301429271698,0.1702890843153,0.17530764639377594,0.11276303976774216
),0.26259949803352356,0.21613579988479614,0.31236231327056885,0.3456730246543884,0.2760436534881592,0.2538422644138336,0.3640355169773102,0.19318018853664398,0.37732169032096863,0.2092004418373108,0.2151763141155243,0.26532381772994995,0.42300865054130554
.,0.3567904531955719,0.24076157808303833,0.4645031690597534,0.5934505462646484,0.23357605934143066,0.475719153881073,0.50484299659729,0.3256329298019409,0.4569662809371948,0.2464103400707245,0.3936232924461365,0.2982616722583771,0.4130953550338745
