,what,country,showed,all,three,episodes,of,silver,nemesis,before,the,bbc,did,?
back,0.2965294420719147,0.10829301178455353,0.17950646579265594,0.29740938544273376,0.2568799555301666,0.15636256337165833,0.23051875829696655,0.1475774347782135,0.18151447176933289,0.3646722137928009,0.3612101674079895,0.17370885610580444,0.2601068317890167,0.2397768795490265
to,0.455847829580307,0.31281599402427673,0.2083204984664917,0.42520734667778015,0.3043823838233948,0.21516069769859314,0.41548454761505127,0.18664632737636566,0.23923109471797943,0.4190867841243744,0.535392165184021,0.19421324133872986,0.4452643394470215,0.29463258385658264
back,0.2965294420719147,0.10829301178455353,0.17950646579265594,0.29740938544273376,0.2568799555301666,0.15636256337165833,0.23051875829696655,0.1475774347782135,0.18151447176933289,0.3646722137928009,0.3612101674079895,0.17370885610580444,0.2601068317890167,0.2397768795490265
on,0.34226128458976746,0.21584933996200562,0.30369096994400024,0.3832052946090698,0.2742598354816437,0.25720518827438354,0.3966929316520691,0.15867497026920319,0.14433646202087402,0.3903424143791199,0.5107308030128479,0.2646632492542267,0.2670976221561432,0.2714994251728058
tvnz,0.18751178681850433,0.19081124663352966,0.11846888810396194,0.1690157651901245,0.168608158826828,0.2530900239944458,0.1576373279094696,0.16876713931560516,0.1717488318681717,0.11222591251134872,0.20556089282035828,0.3186970353126526,0.09221381694078445,0.2040419578552246
in,0.30808621644973755,0.3040012717247009,0.3178827166557312,0.3335905969142914,0.34828072786331177,0.17357411980628967,0.5696388483047485,0.2021934986114502,0.14360834658145905,0.4155850410461426,0.6662389636039734,0.22430340945720673,0.2593238651752472,0.20430970191955566
new,0.2130378633737564,0.17981185019016266,0.18217921257019043,0.29927533864974976,0.22607795894145966,0.1505003273487091,0.343457967042923,0.144237220287323,0.10020162910223007,0.3233793377876282,0.3845241069793701,0.17134205996990204,0.227974995970726,0.14782847464084625
zealand,0.09457359462976456,0.2248333841562271,0.17583037912845612,0.17657220363616943,0.1426115185022354,0.13603201508522034,0.1794917732477188,0.1294277012348175,0.07211615890264511,0.16038082540035248,0.18368712067604065,0.2236793041229248,0.13052263855934143,0.07086749374866486
in,0.30808621644973755,0.3040012717247009,0.3178827166557312,0.3335905969142914,0.34828072786331177,0.17357411980628967,0.5696388483047485,0.2021934986114502,0.14360834658145905,0.4155850410461426,0.6662389636039734,0.22430340945720673,0.2593238651752472,0.20430970191955566
november,0.23963461816310883,0.17964929342269897,0.12146827578544617,0.16598819196224213,0.15708214044570923,0.215395987033844,0.19941139221191406,0.06762334704399109,0.11868489533662796,0.31125110387802124,0.25734350085258484,0.21225117146968842,0.27178457379341125,0.3159552216529846
",",0.3087472915649414,0.27878350019454956,0.2312069833278656,0.425624817609787,0.3347506821155548,0.2131132036447525,0.4946078956127167,0.2779683470726013,0.15254327654838562,0.3156566619873047,0.4933079481124878,0.14724469184875488,0.3015086054801941,0.31091248989105225
after,0.21973377466201782,0.20467059314250946,0.2768227458000183,0.284124493598938,0.2759888768196106,0.20068928599357605,0.3867455720901489,0.13997186720371246,0.17115099728107452,0.6937490701675415,0.4565047025680542,0.167979434132576,0.30330467224121094,0.16608688235282898
the,0.42745697498321533,0.30432501435279846,0.3101346790790558,0.4860881567001343,0.43452659249305725,0.1889590173959732,0.733189046382904,0.2600913643836975,0.2027079313993454,0.45900648832321167,1.0,0.2735401690006256,0.34736719727516174,0.22068053483963013
first,0.28086137771606445,0.25299665331840515,0.2166997343301773,0.34243571758270264,0.35148099064826965,0.21580514311790466,0.3536086082458496,0.2128940373659134,0.20364080369472504,0.46023231744766235,0.49448907375335693,0.25469130277633667,0.33691170811653137,0.18701928853988647
episode,0.1919318586587906,0.12084735929965973,0.22368377447128296,0.1808832883834839,0.197140634059906,0.8163357973098755,0.17369085550308228,0.123857781291008,0.31619006395339966,0.2131020575761795,0.25342556834220886,0.3176216185092926,0.14017418026924133,0.23978739976882935
had,0.23849567770957947,0.2020130157470703,0.4408852159976959,0.37521764636039734,0.33429715037345886,0.22934706509113312,0.37755560874938965,0.15709537267684937,0.18415915966033936,0.3737051784992218,0.3875846862792969,0.2117813676595688,0.540525496006012,0.20728366076946259
been,0.2567804455757141,0.22071953117847443,0.2521662712097168,0.38339102268218994,0.32707178592681885,0.23627032339572906,0.31685134768486023,0.14757506549358368,0.1555679738521576,0.3641592264175415,0.3563927710056305,0.2207382470369339,0.2835664749145508,0.24354910850524902
shown,0.2601207196712494,0.08196486532688141,0.5084123611450195,0.2639480531215668,0.26574668288230896,0.37032949924468994,0.24332952499389648,0.1787029653787613,0.2259254902601242,0.2295444905757904,0.3387985825538635,0.27733859419822693,0.192234605550766,0.2433658242225647
in,0.30808621644973755,0.3040012717247009,0.3178827166557312,0.3335905969142914,0.34828072786331177,0.17357411980628967,0.5696388483047485,0.2021934986114502,0.14360834658145905,0.4155850410461426,0.6662389636039734,0.22430340945720673,0.2593238651752472,0.20430970191955566
the,0.42745697498321533,0.30432501435279846,0.3101346790790558,0.4860881567001343,0.43452659249305725,0.1889590173959732,0.733189046382904,0.2600913643836975,0.2027079313993454,0.45900648832321167,1.0,0.2735401690006256,0.34736719727516174,0.22068053483963013
uk,0.17163191735744476,0.19472895562648773,0.16088072955608368,0.20459604263305664,0.16148315370082855,0.1657407283782959,0.21513383090496063,0.1546243131160736,0.12043838948011398,0.14239805936813354,0.2143084555864334,0.414021760225296,0.128135547041893,0.20222434401512146
but,0.5029441118240356,0.23934052884578705,0.2717169523239136,0.4908081889152527,0.3208388388156891,0.22110150754451752,0.39942997694015503,0.20199939608573914,0.2259337455034256,0.413316935300827,0.4859698414802551,0.1432250440120697,0.49033689498901367,0.27921953797340393
before,0.3801657259464264,0.15698480606079102,0.2756161689758301,0.3065541982650757,0.2563847005367279,0.19195671379566193,0.3282964527606964,0.17502649128437042,0.16244594752788544,1.0,0.45900648832321167,0.193171888589859,0.33642593026161194,0.2507109045982361
the,0.42745697498321533,0.30432501435279846,0.3101346790790558,0.4860881567001343,0.43452659249305725,0.1889590173959732,0.733189046382904,0.2600913643836975,0.2027079313993454,0.45900648832321167,1.0,0.2735401690006256,0.34736719727516174,0.22068053483963013
final,0.20972409844398499,0.12494485080242157,0.20534895360469818,0.222634419798851,0.26128560304641724,0.2147200107574463,0.24563951790332794,0.14306391775608063,0.2211589366197586,0.3350951671600342,0.3543182611465454,0.2203674167394638,0.24226084351539612,0.17315025627613068
two,0.23363454639911652,0.16295059025287628,0.21265804767608643,0.4553687274456024,0.8359169363975525,0.2568005919456482,0.37726253271102905,0.21017907559871674,0.17865146696567535,0.3067365288734436,0.43858039379119873,0.21134033799171448,0.2755576968193054,0.19645625352859497
instalments,0.3229868710041046,0.2625444829463959,0.17023247480392456,0.3547852337360382,0.26147153973579407,0.3397328853607178,0.2981434762477875,0.15164269506931305,0.23537974059581757,0.3034801483154297,0.3647617697715759,0.21051320433616638,0.27319949865341187,0.2969202697277069
had,0.23849567770957947,0.2020130157470703,0.4408852159976959,0.37521764636039734,0.33429715037345886,0.22934706509113312,0.37755560874938965,0.15709537267684937,0.18415915966033936,0.3737051784992218,0.3875846862792969,0.2117813676595688,0.540525496006012,0.20728366076946259
aired,0.1692323386669159,0.17536285519599915,0.2731165289878845,0.1613706648349762,0.17604348063468933,0.6296877264976501,0.15519371628761292,0.13506141304969788,0.21354813873767853,0.19302743673324585,0.2525516450405121,0.40065211057662964,0.1378907710313797,0.22283338010311127
there,0.35085538029670715,0.24909386038780212,0.25529760122299194,0.38885584473609924,0.3531675636768341,0.19971157610416412,0.44397735595703125,0.12468180060386658,0.09047667682170868,0.29779794812202454,0.47025805711746216,0.20237454771995544,0.29736605286598206,0.29405656456947327
.,0.3567904531955719,0.26130348443984985,0.28805166482925415,0.43406882882118225,0.34968629479408264,0.22130145132541656,0.5352458953857422,0.24648764729499817,0.14656738936901093,0.36693984270095825,0.5934505462646484,0.20265105366706848,0.35288307070732117,0.4130953550338745
