,what,kind,of,membrane,came,from,the,host,?
not,0.5449194312095642,0.3335936963558197,0.3307090103626251,0.24928121268749237,0.2165926843881607,0.2567668557167053,0.4310511648654938,0.19458435475826263,0.41942933201789856
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21814598143100739,0.39390382170677185,0.40150508284568787,1.0,0.26909032464027405,0.22068053483963013
phagosomal,0.24508218467235565,0.26666197180747986,0.2593662738800049,0.5740059018135071,0.14511944353580475,0.19945167005062103,0.25749364495277405,0.22065629065036774,0.2133897840976715
membrane,0.1647152304649353,0.22168909013271332,0.22049079835414886,0.9999999403953552,0.08404757082462311,0.18636633455753326,0.21814598143100739,0.2399737536907196,0.18908235430717468
from,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.18636633455753326,0.3432687819004059,1.0,0.40150508284568787,0.14785946905612946,0.19969791173934937
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21814598143100739,0.39390382170677185,0.40150508284568787,1.0,0.26909032464027405,0.22068053483963013
host,0.12779991328716278,0.11237586289644241,0.1709926575422287,0.2399737536907196,0.11734043806791306,0.14785946905612946,0.26909032464027405,1.0000001192092896,0.1021634042263031
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.18095634877681732,0.3049119710922241,0.39760664105415344,0.4933079481124878,0.26840344071388245,0.31091248989105225
which,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.3332558274269104,0.23567067086696625,0.38755592703819275,0.6521818041801453,0.27663925290107727,0.25814583897590637
was,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.09411358833312988,0.4994563162326813,0.31171464920043945,0.48711544275283813,0.16720354557037354,0.18412111699581146
probably,0.476871132850647,0.2939537465572357,0.29024845361709595,0.1378840059041977,0.29402947425842285,0.2804875671863556,0.3722526729106903,0.190059632062912,0.3524723947048187
lost,0.198215052485466,0.12737126648426056,0.2878951132297516,0.07115631550550461,0.27017948031425476,0.257583886384964,0.3376973867416382,0.14300090074539185,0.15261413156986237
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.20517759025096893,0.26265060901641846,0.41536515951156616,0.5934505462646484,0.20596550405025482,0.4130953550338745
