,what,other,cbs,talk,show,played,",",after,the,main,one,that,began,immediately,after,super,bowl,50,?
aired,0.1692323386669159,0.11370419710874557,0.48803529143333435,0.284320205450058,0.5127021670341492,0.28670474886894226,0.2195960283279419,0.24781332910060883,0.2525516450405121,0.1593828797340393,0.15822851657867432,0.22264628112316132,0.2689856290817261,0.12367378175258636,0.24781332910060883,0.22168377041816711,0.1768631637096405,0.025258932262659073,0.22283338010311127
a,0.3320399522781372,0.2806335389614105,0.16314536333084106,0.23299653828144073,0.24886544048786163,0.2472371906042099,0.427140474319458,0.3831600844860077,0.5829201340675354,0.27217230200767517,0.4910551905632019,0.47537946701049805,0.21651826798915863,0.2712491750717163,0.3831600844860077,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
special,0.24134232103824615,0.31906658411026,0.161833718419075,0.22448782622814178,0.2602277398109436,0.1065249815583229,0.23880577087402344,0.16394950449466705,0.3027077615261078,0.21329903602600098,0.214766263961792,0.27173271775245667,0.16239775717258453,0.13171973824501038,0.16394950449466705,0.2675681412220001,0.188632994890213,0.010398488491773605,0.29623302817344666
episode,0.1919318586587906,0.1582825481891632,0.326662540435791,0.25457763671875,0.49653249979019165,0.21416600048542023,0.18198037147521973,0.2562639117240906,0.25342556834220886,0.15031282603740692,0.20317377150058746,0.27973806858062744,0.15425243973731995,0.16199742257595062,0.2562639117240906,0.20732815563678741,0.15485282242298126,0.06819570809602737,0.23978739976882935
of,0.33290785551071167,0.38583824038505554,0.16151919960975647,0.15524029731750488,0.21383242309093475,0.21120788156986237,0.4946078956127167,0.3867455720901489,0.733189046382904,0.3177044689655304,0.4999135136604309,0.41498205065727234,0.2330763041973114,0.27121785283088684,0.3867455720901489,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
the,0.42745697498321533,0.44152235984802246,0.2283918708562851,0.2565208673477173,0.319829523563385,0.2603478729724884,0.4933079481124878,0.4565047025680542,1.0,0.38631999492645264,0.5514441132545471,0.5473989248275757,0.3059147596359253,0.39876270294189453,0.4565047025680542,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
late,0.1576872020959854,0.21737968921661377,0.2876780033111572,0.16403940320014954,0.296935498714447,0.15429921448230743,0.3051932752132416,0.32546740770339966,0.31481194496154785,0.20941102504730225,0.2240377962589264,0.2700948715209961,0.4824041724205017,0.20083104074001312,0.32546740770339966,0.12748323380947113,0.11694638431072235,-0.038068849593400955,0.11339222639799118
late,0.1576872020959854,0.21737968921661377,0.2876780033111572,0.16403940320014954,0.296935498714447,0.15429921448230743,0.3051932752132416,0.32546740770339966,0.31481194496154785,0.20941102504730225,0.2240377962589264,0.2700948715209961,0.4824041724205017,0.20083104074001312,0.32546740770339966,0.12748323380947113,0.11694638431072235,-0.038068849593400955,0.11339222639799118
show,0.29653704166412354,0.2846641540527344,0.4361982047557831,0.32384613156318665,0.9999999403953552,0.21609683334827423,0.31928569078445435,0.21172942221164703,0.319829523563385,0.2130698561668396,0.25759679079055786,0.3486354649066925,0.2328038513660431,0.17295338213443756,0.21172942221164703,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.2520138621330261
with,0.2464839518070221,0.44086363911628723,0.20131054520606995,0.25709018111228943,0.3004990220069885,0.24504201114177704,0.4120737314224243,0.33843478560447693,0.4223487675189972,0.1962798684835434,0.3855307400226593,0.4154358208179474,0.23196780681610107,0.3362759053707123,0.33843478560447693,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
james,0.20536290109157562,0.10373334586620331,0.1633354276418686,0.11648017913103104,0.16689370572566986,0.2019966095685959,0.25490787625312805,0.21556003391742706,0.22481533885002136,0.15690402686595917,0.15985621511936188,0.16290196776390076,0.16523858904838562,0.23022060096263885,0.21556003391742706,0.1383729726076126,0.09522265940904617,-0.06515784561634064,0.12139993160963058
corden,0.09480065107345581,0.09884116053581238,0.3014756739139557,0.16780893504619598,0.21721796691417694,0.3047211170196533,0.3141571581363678,0.1688326895236969,0.19905635714530945,0.10614099353551865,0.12232579290866852,0.14380720257759094,0.1842532902956009,0.09512432664632797,0.1688326895236969,0.06388650834560394,0.09176411479711533,0.027535103261470795,0.150565043091774
.,0.3567904531955719,0.41511186957359314,0.2350580096244812,0.2742018699645996,0.3016606271266937,0.2876244783401489,0.6812511086463928,0.35870397090911865,0.5934505462646484,0.31122034788131714,0.4123194217681885,0.4460422694683075,0.19236212968826294,0.2825857996940613,0.35870397090911865,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
