,what,does,the,pleurobrachia,have,on,opposite,sides,of,its,body,?
each,0.3353266417980194,0.31699198484420776,0.470844566822052,0.21557289361953735,0.4084063768386841,0.30782750248908997,0.279981404542923,0.3862873613834381,0.38460010290145874,0.37826475501060486,0.23990710079669952,0.21173812448978424
housed,0.14229431748390198,0.14261136949062347,0.320347398519516,0.2352491319179535,0.2030373066663742,0.2332901805639267,0.1599598526954651,0.16329818964004517,0.3577675223350525,0.22718077898025513,0.18210317194461823,0.08815091848373413
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.25890040397644043,0.36843645572662354,0.46853652596473694,0.2634362578392029,0.2717741131782532,0.5696388483047485,0.3793783485889435,0.2549867033958435,0.20430970191955566
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2922356128692627,0.338716596364975,0.3848365545272827,0.22833546996116638,0.22939197719097137,0.5052502155303955,0.4424409866333008,0.26263290643692017,0.23916715383529663
sheath,0.11468970775604248,0.23549017310142517,0.2418411374092102,0.3989737033843994,0.251107782125473,0.22935138642787933,0.29833024740219116,0.31987884640693665,0.19511839747428894,0.1852383315563202,0.3059427738189697,0.06032225862145424
into,0.2180619090795517,0.22312942147254944,0.39493247866630554,0.26456013321876526,0.3038242757320404,0.30585673451423645,0.17759819328784943,0.23304522037506104,0.32255905866622925,0.2562001943588257,0.2668304443359375,0.15662476420402527
which,0.5261979103088379,0.39111801981925964,0.6521818041801453,0.37621375918388367,0.49652695655822754,0.4245251417160034,0.3087747395038605,0.3597096800804138,0.5011631846427917,0.5154205560684204,0.3445165753364563,0.25814583897590637
it,0.45803478360176086,0.34188351035118103,0.6251175999641418,0.29701271653175354,0.40974161028862,0.4529881477355957,0.22980999946594238,0.2888599932193756,0.38761502504348755,0.5786119699478149,0.281975656747818,0.25732165575027466
can,0.34502777457237244,0.5156301856040955,0.312528520822525,0.2850811779499054,0.5489245653152466,0.2772369682788849,0.2887783944606781,0.2547297775745392,0.2603091299533844,0.2625933587551117,0.2680990397930145,0.3226337134838104
be,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.2256666123867035,0.5760743618011475,0.37900757789611816,0.2742009162902832,0.25530731678009033,0.33904364705085754,0.2731834948062897,0.28826382756233215,0.3324260413646698
withdrawn,0.2311757653951645,0.20070233941078186,0.24609965085983276,0.2156858891248703,0.2714195251464844,0.21659183502197266,0.05698066204786301,0.11940614134073257,0.15694871544837952,0.21203146874904633,0.0739990845322609,0.2240304797887802
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.33727210760116577,0.41614407300949097,0.49257001280784607,0.21231721341609955,0.2609530985355377,0.5352458953857422,0.3566088080406189,0.29751062393188477,0.4130953550338745
