,which,team,in,super,bowl,50,had,a,15-1,record,?
loss,0.29022935032844543,0.15923915803432465,0.21028298139572144,0.1820397824048996,0.19360493123531342,0.09759803861379623,0.21993182599544525,0.20714472234249115,0.08469710499048233,0.27488893270492554,0.1312553584575653
",",0.3658004403114319,0.21287471055984497,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.35487717390060425,0.427140474319458,0.20214328169822693,0.28093910217285156,0.31091248989105225
and,0.506277859210968,0.22394508123397827,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.3872550129890442,0.3739250600337982,0.17380689084529877,0.23470573127269745,0.20544172823429108
one,0.510688066482544,0.2511517107486725,0.4129433035850525,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.3595404326915741,0.4910551905632019,0.12775918841362,0.26469558477401733,0.2673267424106598
of,0.5011631846427917,0.20352502167224884,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.37755560874938965,0.5052502155303955,0.19267389178276062,0.19289259612560272,0.1826142966747284
only,0.5654799342155457,0.14910441637039185,0.42992329597473145,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.3839550316333771,0.47549712657928467,0.11193782836198807,0.2610468566417694,0.2767370045185089
six,0.35139694809913635,0.17665691673755646,0.3013422191143036,0.18434253334999084,0.22396348416805267,0.06237699091434479,0.3450642228126526,0.26189830899238586,0.13461832702159882,0.18451093137264252,0.15298804640769958
teams,0.22479400038719177,0.673422634601593,0.2639528214931488,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.19225463271141052,0.21163642406463623,0.18377935886383057,0.1979433000087738,0.11150168627500534
to,0.5345056653022766,0.23889471590518951,0.45010748505592346,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.37984350323677063,0.45503583550453186,0.11846543103456497,0.22007153928279877,0.29463258385658264
have,0.49652695655822754,0.16041462123394012,0.36843645572662354,0.19903038442134857,0.19536113739013672,0.10407739877700806,0.6263401508331299,0.338716596364975,0.1540241539478302,0.23839209973812103,0.32991164922714233
acquired,0.24178527295589447,0.12634320557117462,0.20108897984027863,0.15271182358264923,0.1029040664434433,-0.08052553236484528,0.23384134471416473,0.16495825350284576,0.11218341439962387,0.15199795365333557,0.09366346150636673
a,0.56894451379776,0.19125498831272125,0.539380669593811,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.34897568821907043,1.0,0.19046682119369507,0.2588478624820709,0.23916715383529663
15–1,-0.2142414003610611,-0.050959035754203796,-0.21467117965221405,0.02869866043329239,0.074991874396801,-0.025917677208781242,-0.26437968015670776,-0.1303160935640335,0.04597029834985733,-0.11008412390947342,0.04290514066815376
record,0.2531338036060333,0.19106104969978333,0.23162534832954407,0.2505435347557068,0.24389338493347168,0.06952042132616043,0.24777771532535553,0.2588478624820709,0.049468670040369034,1.0,0.14407116174697876
",",0.3658004403114319,0.21287471055984497,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.35487717390060425,0.427140474319458,0.20214328169822693,0.28093910217285156,0.31091248989105225
while,0.38669952750205994,0.1699109524488449,0.3399278521537781,0.20227555930614471,0.15627816319465637,0.046641163527965546,0.3406333029270172,0.3733035624027252,0.07787933200597763,0.19198688864707947,0.21076419949531555
the,0.6521818041801453,0.22564226388931274,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3875846862792969,0.5829201340675354,0.18179646134376526,0.23569516837596893,0.22068053483963013
denver,0.12987183034420013,0.18347741663455963,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.22139029204845428,0.179859921336174,0.1551414132118225,0.19634279608726501,0.1520889848470688
broncos,0.22873279452323914,0.32797038555145264,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.19590453803539276,0.19771797955036163,0.22020475566387177,0.18765106797218323,0.18377114832401276
became,0.17613163590431213,0.13592995703220367,0.31047213077545166,0.15664279460906982,0.1635434478521347,0.026260828599333763,0.4615839719772339,0.28774285316467285,0.14768581092357635,0.20369283854961395,0.11374033987522125
one,0.510688066482544,0.2511517107486725,0.4129433035850525,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.3595404326915741,0.4910551905632019,0.12775918841362,0.26469558477401733,0.2673267424106598
of,0.5011631846427917,0.20352502167224884,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.37755560874938965,0.5052502155303955,0.19267389178276062,0.19289259612560272,0.1826142966747284
four,0.37497180700302124,0.2001880258321762,0.3085027039051056,0.17333437502384186,0.18062108755111694,0.02793193608522415,0.3644758462905884,0.28236961364746094,0.11538591980934143,0.2105606347322464,0.14532537758350372
teams,0.22479400038719177,0.673422634601593,0.2639528214931488,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.19225463271141052,0.21163642406463623,0.18377935886383057,0.1979433000087738,0.11150168627500534
to,0.5345056653022766,0.23889471590518951,0.45010748505592346,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.37984350323677063,0.45503583550453186,0.11846543103456497,0.22007153928279877,0.29463258385658264
have,0.49652695655822754,0.16041462123394012,0.36843645572662354,0.19903038442134857,0.19536113739013672,0.10407739877700806,0.6263401508331299,0.338716596364975,0.1540241539478302,0.23839209973812103,0.32991164922714233
made,0.3407467305660248,0.09530799090862274,0.25271502137184143,0.14032290875911713,0.206265389919281,0.04318181425333023,0.3391602039337158,0.3180864453315735,0.20384801924228668,0.19051337242126465,0.17218779027462006
eight,0.35704001784324646,0.17908287048339844,0.3002670109272003,0.20521503686904907,0.17254112660884857,0.04304129257798195,0.33163201808929443,0.3028070032596588,0.1772778034210205,0.21167628467082977,0.11634626984596252
appearances,0.24502603709697723,0.23883047699928284,0.2627871632575989,0.2672627866268158,0.23921391367912292,0.10673414915800095,0.20281913876533508,0.2695651054382324,0.08837995678186417,0.3090127110481262,0.18098464608192444
in,0.4840516746044159,0.18841172754764557,1.0,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.385026752948761,0.539380669593811,0.25555047392845154,0.23162534832954407,0.20430970191955566
the,0.6521818041801453,0.22564226388931274,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3875846862792969,0.5829201340675354,0.18179646134376526,0.23569516837596893,0.22068053483963013
super,0.25759580731391907,0.23339706659317017,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.17216899991035461,0.26005712151527405,0.20944155752658844,0.2505435347557068,0.166326642036438
bowl,0.23468568921089172,0.20460736751556396,0.17236235737800598,0.4848237931728363,1.0,0.005446359980851412,0.1661457121372223,0.19533146917819977,0.2030279040336609,0.24389338493347168,0.21118052303791046
.,0.45942068099975586,0.26467522978782654,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.37348684668540955,0.50484299659729,0.24461010098457336,0.2186054140329361,0.4130953550338745
,which,team,in,super,bowl,50,had,a,15-1,record,?
for,0.44095608592033386,0.25615394115448,0.4322226941585541,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.3270139992237091,0.44038116931915283,0.11882016807794571,0.24185582995414734,0.264628142118454
the,0.6521818041801453,0.22564226388931274,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3875846862792969,0.5829201340675354,0.18179646134376526,0.23569516837596893,0.22068053483963013
third,0.29048746824264526,0.2141726166009903,0.3309578001499176,0.25203296542167664,0.16511911153793335,0.09091969579458237,0.22559253871440887,0.35260438919067383,0.08506862074136734,0.21880760788917542,0.15394791960716248
straight,0.2734912633895874,0.1819048821926117,0.19551518559455872,0.12330641597509384,0.1648334413766861,-0.0001405855582561344,0.18218164145946503,0.26987409591674805,0.09074848890304565,0.19758693873882294,0.1838495284318924
season,0.20103639364242554,0.3451383709907532,0.2184021919965744,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.1978970468044281,0.1855505406856537,0.11033152788877487,0.2865971624851227,0.16793298721313477
",",0.3658004403114319,0.21287471055984497,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.35487717390060425,0.427140474319458,0.20214328169822693,0.28093910217285156,0.31091248989105225
the,0.6521818041801453,0.22564226388931274,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3875846862792969,0.5829201340675354,0.18179646134376526,0.23569516837596893,0.22068053483963013
number,0.3661547005176544,0.17221297323703766,0.3024539053440094,0.19262047111988068,0.14966735243797302,0.011617548763751984,0.2758786678314209,0.2992287278175354,0.0900648757815361,0.19180263578891754,0.19256845116615295
one,0.510688066482544,0.2511517107486725,0.4129433035850525,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.3595404326915741,0.4910551905632019,0.12775918841362,0.26469558477401733,0.2673267424106598
seeds,0.1692897528409958,0.2683575451374054,0.13014967739582062,0.07818060368299484,0.2128075808286667,-0.0021106272470206022,0.12262418121099472,0.09715095907449722,0.13258306682109833,0.16736868023872375,0.11108525842428207
from,0.38755592703819275,0.21108146011829376,0.4274188280105591,0.15985457599163055,0.09946706146001816,0.014360516332089901,0.3075238764286041,0.322764128446579,0.17275230586528778,0.21346263587474823,0.19969791173934937
both,0.5140923857688904,0.17795604467391968,0.3960166871547699,0.20366154611110687,0.15468505024909973,0.016993142664432526,0.3298463821411133,0.3171786069869995,0.09283120930194855,0.09309417754411697,0.19455738365650177
conferences,0.23433993756771088,0.25291332602500916,0.23602792620658875,0.22333692014217377,0.2718738317489624,0.08134633302688599,0.13343946635723114,0.15729105472564697,0.1960233598947525,0.1516011506319046,0.14015959203243256
met,0.12985657155513763,0.1403738409280777,0.23768870532512665,0.07765068858861923,0.08076568692922592,0.010055718943476677,0.38380876183509827,0.15796485543251038,-0.010127614252269268,0.2120780646800995,0.13848096132278442
in,0.4840516746044159,0.18841172754764557,1.0,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.385026752948761,0.539380669593811,0.25555047392845154,0.23162534832954407,0.20430970191955566
the,0.6521818041801453,0.22564226388931274,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3875846862792969,0.5829201340675354,0.18179646134376526,0.23569516837596893,0.22068053483963013
super,0.25759580731391907,0.23339706659317017,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.17216899991035461,0.26005712151527405,0.20944155752658844,0.2505435347557068,0.166326642036438
bowl,0.23468568921089172,0.20460736751556396,0.17236235737800598,0.4848237931728363,1.0,0.005446359980851412,0.1661457121372223,0.19533146917819977,0.2030279040336609,0.24389338493347168,0.21118052303791046
.,0.45942068099975586,0.26467522978782654,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.37348684668540955,0.50484299659729,0.24461010098457336,0.2186054140329361,0.4130953550338745
