,what,medical,treatment,is,used,to,increase,oxygen,uptake,in,a,patient,?
effect,0.2546532452106476,0.15749987959861755,0.3288293182849884,0.17614969611167908,0.24049019813537598,0.2521958649158478,0.39632299542427063,0.18079808354377747,0.3713415563106537,0.25150683522224426,0.24771364033222198,0.22689774632453918,0.1783771812915802
of,0.33290785551071167,0.2826511859893799,0.2632577419281006,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.3156060576438904,0.16848602890968323,0.3265533149242401,0.5696388483047485,0.5052502155303955,0.1500403732061386,0.1826142966747284
decreasing,0.21141842007637024,0.20388883352279663,0.3104221224784851,0.22444209456443787,0.29016900062561035,0.308460533618927,0.6993275880813599,0.305576354265213,0.46275031566619873,0.24433369934558868,0.2270156741142273,0.28566572070121765,0.06217806041240692
resistance,0.1382468044757843,0.16180679202079773,0.3156087100505829,0.1813587248325348,0.21622373163700104,0.2280048280954361,0.35980919003486633,0.21854396164417267,0.357706218957901,0.19045913219451904,0.272881418466568,0.20178624987602234,0.026361597701907158
to,0.455847829580307,0.2909846603870392,0.28204283118247986,0.42745086550712585,0.40058770775794983,1.0,0.3378143310546875,0.24193501472473145,0.32772573828697205,0.45010748505592346,0.45503583550453186,0.2912805676460266,0.29463258385658264
blood,0.15800324082374573,0.2740160822868347,0.3243677616119385,0.18016870319843292,0.1565084457397461,0.226680189371109,0.2679637670516968,0.5080283284187317,0.4326379895210266,0.12106697261333466,0.23023681342601776,0.38893669843673706,0.156274676322937
flow,0.1798735409975052,0.1520168036222458,0.20645105838775635,0.26788079738616943,0.17952577769756317,0.27439337968826294,0.3119742274284363,0.33763962984085083,0.4173774719238281,0.22435857355594635,0.21422207355499268,0.19940444827079773,0.10458291321992874
in,0.30808621644973755,0.25996583700180054,0.21588237583637238,0.5394441485404968,0.3090210556983948,0.45010748505592346,0.25893163681030273,0.1672476977109909,0.2259342074394226,1.0,0.539380669593811,0.18493591248989105,0.20430970191955566
many,0.36131182312965393,0.2577574551105499,0.24864692986011505,0.2649032473564148,0.38759201765060425,0.40243685245513916,0.3285260796546936,0.21045979857444763,0.30815964937210083,0.41474202275276184,0.2872205972671509,0.1967238187789917,0.2124512493610382
types,0.25706279277801514,0.11913280934095383,0.2521668076515198,0.21496213972568512,0.386074036359787,0.20054484903812408,0.32801124453544617,0.183553546667099,0.3568088412284851,0.18516337871551514,0.27099108695983887,0.18878020346164703,0.1285012811422348
of,0.33290785551071167,0.2826511859893799,0.2632577419281006,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.3156060576438904,0.16848602890968323,0.3265533149242401,0.5696388483047485,0.5052502155303955,0.1500403732061386,0.1826142966747284
diseased,0.24916353821754456,0.3994976282119751,0.4341447055339813,0.15158332884311676,0.2269052416086197,0.23912346363067627,0.2316024899482727,0.22091242671012878,0.35352224111557007,0.23045048117637634,0.13800886273384094,0.4146045744419098,0.19291293621063232
lungs,0.2058555632829666,0.2683960795402527,0.33246591687202454,0.18900567293167114,0.19439275562763214,0.2864147424697876,0.266019344329834,0.6122196912765503,0.4428766667842865,0.18644560873508453,0.19488710165023804,0.46167850494384766,0.19047874212265015
",",0.3087472915649414,0.2597777843475342,0.2413949966430664,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.20005576312541962,0.21812842786312103,0.25578540563583374,0.5201468467712402,0.427140474319458,0.1891828030347824,0.31091248989105225
easing,0.24304309487342834,0.15251977741718292,0.2222064882516861,0.2331189066171646,0.3238919973373413,0.37021926045417786,0.3624800443649292,0.19067929685115814,0.3105577528476715,0.1914089471101761,0.2435571551322937,0.18023955821990967,0.14375267922878265
work,0.3762225806713104,0.27635759115219116,0.35153862833976746,0.22475390136241913,0.2676831781864166,0.3482864499092102,0.2759476900100708,0.20575018227100372,0.3287220001220703,0.2753349542617798,0.266241192817688,0.34961822628974915,0.2621155381202698
load,0.15150345861911774,0.08572623878717422,0.19421932101249695,0.1579819917678833,0.23147663474082947,0.21808886528015137,0.2881958484649658,0.2498488426208496,0.3287750482559204,0.1384027600288391,0.2152426838874817,0.11898335814476013,0.25886332988739014
on,0.34226128458976746,0.2253650575876236,0.21504230797290802,0.3635730445384979,0.24785758554935455,0.41031414270401,0.20996718108654022,0.2008662223815918,0.20999029278755188,0.46853652596473694,0.3848365545272827,0.2075355350971222,0.2714994251728058
the,0.42745697498321533,0.2398311346769333,0.2350214421749115,0.5823672413825989,0.3718377649784088,0.535392165184021,0.32049667835235596,0.20428593456745148,0.3149206340312958,0.6662389636039734,0.5829201340675354,0.2195289433002472,0.22068053483963013
heart,0.18515849113464355,0.27526071667671204,0.20775531232357025,0.21632468700408936,0.042282357811927795,0.2012307196855545,0.20287634432315826,0.3104756772518158,0.2554188072681427,0.2078341841697693,0.2465386986732483,0.32378682494163513,0.11825142055749893
.,0.3567904531955719,0.21294285356998444,0.27064111828804016,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.24619564414024353,0.2554275095462799,0.2771942615509033,0.5591574311256409,0.50484299659729,0.22164101898670197,0.4130953550338745
