,what,dual,titles,did,frederick,william,hold,?
granted,0.2214755117893219,0.20256944000720978,0.26153072714805603,0.23486477136611938,0.2523534893989563,0.2006247490644455,0.22216196358203888,0.22870221734046936
special,0.24134232103824615,0.18704472482204437,0.14560382068157196,0.20785176753997803,0.09667616337537766,0.11618389934301376,0.27582472562789917,0.29623302817344666
privileges,0.2580983340740204,0.195569708943367,0.2788124084472656,0.24406343698501587,0.1715700775384903,0.142366424202919,0.26062509417533875,0.25979867577552795
(,0.2411840260028839,0.08217255026102066,0.20473593473434448,0.18979617953300476,0.1961842179298401,0.190822571516037,0.14320339262485504,0.40561532974243164
edict,0.16707053780555725,0.16275158524513245,0.07788706570863724,0.16355286538600922,0.24978259205818176,0.18920190632343292,0.19403435289859772,0.16218337416648865
of,0.33290785551071167,0.19118990004062653,0.24191442131996155,0.2513895630836487,0.25539323687553406,0.20272590219974518,0.2465030699968338,0.1826142966747284
potsdam,0.18008926510810852,0.12927360832691193,0.1328744739294052,0.1808691769838333,0.34634941816329956,0.22517091035842896,0.1840989887714386,0.16019567847251892
),0.26259949803352356,0.0962943583726883,0.21338167786598206,0.18584993481636047,0.20403073728084564,0.20569993555545807,0.16549283266067505,0.42300865054130554
and,0.31309178471565247,0.2248772829771042,0.2998592257499695,0.34479495882987976,0.24556243419647217,0.2535148561000824,0.30117684602737427,0.20544172823429108
churches,0.17877253890037537,0.09822465479373932,0.23780779540538788,0.21651899814605713,0.21417050063610077,0.16104750335216522,0.20231851935386658,0.19824735820293427
in,0.30808621644973755,0.1443561315536499,0.21707631647586823,0.2593238651752472,0.24440830945968628,0.21605195105075836,0.2667064666748047,0.20430970191955566
which,0.5261979103088379,0.257220983505249,0.24330049753189087,0.2750149369239807,0.14918957650661469,0.13988013565540314,0.32377585768699646,0.25814583897590637
to,0.455847829580307,0.15537963807582855,0.24865800142288208,0.4452643394470215,0.1936277449131012,0.19802416861057281,0.3469145894050598,0.29463258385658264
worship,0.2504543364048004,0.19183605909347534,0.21045491099357605,0.2547917664051056,0.18893468379974365,0.11310624331235886,0.23307088017463684,0.17813213169574738
(,0.2411840260028839,0.08217255026102066,0.20473593473434448,0.18979617953300476,0.1961842179298401,0.190822571516037,0.14320339262485504,0.40561532974243164
such,0.23989605903625488,0.19917818903923035,0.24853724241256714,0.24497397243976593,0.06531298160552979,0.10043726116418839,0.24492886662483215,0.17851735651493073
as,0.31749409437179565,0.20445969700813293,0.26533395051956177,0.3596470057964325,0.22272776067256927,0.21397505700588226,0.2402239739894867,0.27043893933296204
the,0.42745697498321533,0.18420051038265228,0.28764477372169495,0.34736719727516174,0.24321560561656952,0.21537061035633087,0.3067915439605713,0.22068053483963013
church,0.1944202184677124,0.07136506587266922,0.12290813028812408,0.16781097650527954,0.22110307216644287,0.17914579808712006,0.1500740498304367,0.18081501126289368
of,0.33290785551071167,0.19118990004062653,0.24191442131996155,0.2513895630836487,0.25539323687553406,0.20272590219974518,0.2465030699968338,0.1826142966747284
st.,0.10219959169626236,0.11127498000860214,0.0627710223197937,0.11965964734554291,0.22292153537273407,0.19653193652629852,0.28612568974494934,0.13592876493930817
peter,0.15377900004386902,0.1331479549407959,0.07989896833896637,0.1588931679725647,0.25279611349105835,0.2561006546020508,0.14048179984092712,0.11650477349758148
and,0.31309178471565247,0.2248772829771042,0.2998592257499695,0.34479495882987976,0.24556243419647217,0.2535148561000824,0.30117684602737427,0.20544172823429108
st.,0.10219959169626236,0.11127498000860214,0.0627710223197937,0.11965964734554291,0.22292153537273407,0.19653193652629852,0.28612568974494934,0.13592876493930817
paul,0.11217030137777328,0.08978430926799774,0.1088045984506607,0.16905230283737183,0.3128041625022888,0.2580941617488861,0.17946435511112213,0.16611461341381073
",",0.3087472915649414,0.17898842692375183,0.28934726119041443,0.3015086054801941,0.29222559928894043,0.23339112102985382,0.2803111970424652,0.31091248989105225
angermünde,0.20606358349323273,0.16092120110988617,0.11623954027891159,0.25943902134895325,0.20902304351329803,0.15333983302116394,0.19960346817970276,0.21657869219779968
),0.26259949803352356,0.0962943583726883,0.21338167786598206,0.18584993481636047,0.20403073728084564,0.20569993555545807,0.16549283266067505,0.42300865054130554
by,0.2455483376979828,0.13629047572612762,0.18104544281959534,0.18574509024620056,0.23044298589229584,0.2472190260887146,0.1619003266096115,0.17966607213020325
frederick,0.21608632802963257,0.2342304140329361,0.14064233005046844,0.17179691791534424,1.0,0.5549144744873047,0.16560861468315125,0.16359178721904755
william,0.24990826845169067,0.0857745110988617,0.08667247742414474,0.24349860846996307,0.5549144744873047,1.0,0.11560650914907455,0.14462219178676605
",",0.3087472915649414,0.17898842692375183,0.28934726119041443,0.3015086054801941,0.29222559928894043,0.23339112102985382,0.2803111970424652,0.31091248989105225
elector,0.2378963828086853,0.20135585963726044,0.19451235234737396,0.23126348853111267,0.42400485277175903,0.3078577220439911,0.1713571399450302,0.18877160549163818
of,0.33290785551071167,0.19118990004062653,0.24191442131996155,0.2513895630836487,0.25539323687553406,0.20272590219974518,0.2465030699968338,0.1826142966747284
brandenburg,0.1906360536813736,0.18189699947834015,0.17696261405944824,0.1754067838191986,0.35306277871131897,0.19126294553279877,0.15683145821094513,0.1353527009487152
and,0.31309178471565247,0.2248772829771042,0.2998592257499695,0.34479495882987976,0.24556243419647217,0.2535148561000824,0.30117684602737427,0.20544172823429108
duke,0.0933435782790184,0.20566527545452118,0.2520047426223755,0.18803031742572784,0.3866768777370453,0.3362674117088318,0.17151044309139252,0.13699419796466827
of,0.33290785551071167,0.19118990004062653,0.24191442131996155,0.2513895630836487,0.25539323687553406,0.20272590219974518,0.2465030699968338,0.1826142966747284
prussia,0.19015008211135864,0.16617150604724884,0.1723765730857849,0.1611667275428772,0.4442579746246338,0.24599483609199524,0.141105517745018,0.09988865256309509
.,0.3567904531955719,0.17115114629268646,0.26940423250198364,0.35288307070732117,0.2665131986141205,0.2768123149871826,0.30296799540519714,0.4130953550338745
