,who,started,at,tight,end,for,the,panthers,?
wide,0.12099401652812958,0.16018612682819366,0.1889733225107193,0.345808744430542,0.2341083139181137,0.26162320375442505,0.28078147768974304,0.21128936111927032,0.12719376385211945
receiver,0.1811998039484024,0.05659089609980583,0.20387621223926544,0.3348616659641266,0.16447921097278595,0.2781907320022583,0.21850530803203583,0.3002510964870453,0.11587938666343689
ted,0.22989284992218018,0.18363863229751587,0.175826758146286,0.17032507061958313,0.15127992630004883,0.15057414770126343,0.17969244718551636,0.19445806741714478,0.19378185272216797
ginn,0.2595711648464203,0.22704637050628662,0.14057280123233795,0.18618540465831757,0.26327958703041077,0.16196216642856598,0.20374815165996552,0.22442124783992767,0.1626676321029663
",",0.3365725874900818,0.32632124423980713,0.38314947485923767,0.23308761417865753,0.25448864698410034,0.4464869201183319,0.4933079481124878,0.2494642585515976,0.31091248989105225
jr.,0.30755749344825745,0.1723131537437439,0.16665394604206085,0.21397392451763153,0.21369828283786774,0.20422925055027008,0.14970926940441132,0.1884697526693344,0.3112807273864746
",",0.3365725874900818,0.32632124423980713,0.38314947485923767,0.23308761417865753,0.25448864698410034,0.4464869201183319,0.4933079481124878,0.2494642585515976,0.31091248989105225
who,0.9999998807907104,0.2424432635307312,0.22096660733222961,0.11932153254747391,0.15423893928527832,0.37110671401023865,0.3733934462070465,0.2132880985736847,0.26220351457595825
caught,0.26796260476112366,0.15108835697174072,0.2008395791053772,0.22880762815475464,0.17099519073963165,0.19414915144443512,0.2087310254573822,0.20935580134391785,0.20266211032867432
44,0.27583813667297363,0.19408877193927765,0.09638665616512299,0.0672890767455101,0.1923878937959671,0.17092502117156982,0.28236207365989685,0.12639954686164856,0.03696782514452934
passes,0.08672328293323517,0.12327159196138382,0.22510795295238495,0.19537347555160522,0.2534821629524231,0.2133815735578537,0.3752402365207672,0.1794930249452591,0.09716983139514923
for,0.37110671401023865,0.297429621219635,0.34237727522850037,0.281777024269104,0.22042374312877655,0.9999999403953552,0.4739971458911896,0.25358447432518005,0.264628142118454
739,0.2236286699771881,0.13940894603729248,0.061799149960279465,0.0846845805644989,0.04164603725075722,0.16916896402835846,0.09152466803789139,0.09746936708688736,0.08962814509868622
yards,0.13584628701210022,0.133887380361557,0.1900969296693802,0.29764363169670105,0.24791282415390015,0.21746347844600677,0.16070343554019928,0.33815330266952515,0.12453813850879669
and,0.41279885172843933,0.2649672031402588,0.3571503460407257,0.27864760160446167,0.24708716571331024,0.5064792633056641,0.5171257257461548,0.2230100929737091,0.20544172823429108
10,0.2045697718858719,0.15303517878055573,0.09675513952970505,-0.034526217728853226,0.0587826631963253,0.07862305641174316,0.2880653440952301,0.09121593832969666,0.022911956533789635
touchdowns,0.18127667903900146,0.12408019602298737,0.22556564211845398,0.31525468826293945,0.3135312497615814,0.2948407232761383,0.20508192479610443,0.4128744304180145,0.1509619653224945
;,0.007937713526189327,-0.013513889163732529,0.00622112350538373,-0.060075365006923676,0.060104385018348694,0.0293948445469141,0.09152708947658539,0.05178333818912506,0.10349778085947037
ginn,0.2595711648464203,0.22704637050628662,0.14057280123233795,0.18618540465831757,0.26327958703041077,0.16196216642856598,0.20374815165996552,0.22442124783992767,0.1626676321029663
also,0.47919341921806335,0.309529185295105,0.36980849504470825,0.21678926050662994,0.25329577922821045,0.5373267531394958,0.6021018624305725,0.2513844072818756,0.21848613023757935
rushed,0.22218874096870422,0.24583159387111664,0.24583953619003296,0.23505836725234985,0.2593748867511749,0.22967296838760376,0.25936806201934814,0.20744307339191437,0.10077773034572601
for,0.37110671401023865,0.297429621219635,0.34237727522850037,0.281777024269104,0.22042374312877655,0.9999999403953552,0.4739971458911896,0.25358447432518005,0.264628142118454
60,0.041363123804330826,-0.06918296217918396,-0.018395232036709785,0.02366962470114231,-0.07246465235948563,0.033401429653167725,0.04635925963521004,-0.057738371193408966,0.06999651342630386
yards,0.13584628701210022,0.133887380361557,0.1900969296693802,0.29764363169670105,0.24791282415390015,0.21746347844600677,0.16070343554019928,0.33815330266952515,0.12453813850879669
and,0.41279885172843933,0.2649672031402588,0.3571503460407257,0.27864760160446167,0.24708716571331024,0.5064792633056641,0.5171257257461548,0.2230100929737091,0.20544172823429108
returned,0.23187772929668427,0.3511570394039154,0.2879260778427124,0.12968569993972778,0.25369012355804443,0.2675482928752899,0.32857778668403625,0.2503633499145508,0.07695316523313522
27,-0.03443349897861481,-0.008692844770848751,0.015171380713582039,0.10447356104850769,0.15988343954086304,0.07060686498880386,0.02698022499680519,0.08452355116605759,0.036716945469379425
punts,0.20536455512046814,0.18350116908550262,0.2484780102968216,0.3269095718860626,0.29800668358802795,0.2937716543674469,0.21641352772712708,0.3164474368095398,0.19397130608558655
for,0.37110671401023865,0.297429621219635,0.34237727522850037,0.281777024269104,0.22042374312877655,0.9999999403953552,0.4739971458911896,0.25358447432518005,0.264628142118454
277,-0.005603759549558163,-0.0215623639523983,0.03374716266989708,0.018182579427957535,0.032908521592617035,0.0004416573792695999,0.0799759179353714,-0.024890048429369926,-0.05163668841123581
yards,0.13584628701210022,0.133887380361557,0.1900969296693802,0.29764363169670105,0.24791282415390015,0.21746347844600677,0.16070343554019928,0.33815330266952515,0.12453813850879669
.,0.3541337847709656,0.3230702877044678,0.4549728035926819,0.21186979115009308,0.26526886224746704,0.4726039469242096,0.5934505462646484,0.23446570336818695,0.4130953550338745
