,what,do,the,devonshire,hunting,tapestries,depict,?
tapestries,0.16565795242786407,0.20862354338169098,0.2850809097290039,0.1812037080526352,0.3281814754009247,0.9999999403953552,0.4338085651397705,0.1611575335264206
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.22726620733737946,0.2791766822338104,0.2338220626115799,0.13495954871177673,0.31091248989105225
woven,0.19571152329444885,0.19478654861450195,0.2016974836587906,0.16926410794258118,0.29593074321746826,0.5171258449554443,0.3031606078147888,0.14438338577747345
in,0.30808621644973755,0.23402775824069977,0.6662389636039734,0.20138908922672272,0.21091331541538239,0.23872441053390503,0.19531284272670746,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,1.0,0.16706396639347076,0.2975936233997345,0.2850809097290039,0.20201213657855988,0.22068053483963013
netherlands,0.14059674739837646,0.1096673235297203,0.2279868870973587,0.22792205214500427,0.1704232394695282,0.2415500283241272,0.17031079530715942,0.09310898929834366
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.22726620733737946,0.2791766822338104,0.2338220626115799,0.13495954871177673,0.31091248989105225
depicting,0.16780970990657806,0.12893816828727722,0.29021337628364563,0.18015141785144806,0.27423208951950073,0.42935696244239807,0.8457685112953186,0.09648919850587845
the,0.42745697498321533,0.30239659547805786,1.0,0.16706396639347076,0.2975936233997345,0.2850809097290039,0.20201213657855988,0.22068053483963013
hunting,0.21647632122039795,0.20304757356643677,0.2975936233997345,0.20835080742835999,0.9999998807907104,0.3281814754009247,0.2286323606967926,0.1138605922460556
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.18575336039066315,0.23968064785003662,0.2834693491458893,0.2532079219818115,0.1826142966747284
various,0.26045072078704834,0.22750963270664215,0.3235042691230774,0.17262370884418488,0.26843687891960144,0.2906154692173004,0.28632912039756775,0.12823495268821716
animals,0.26212990283966064,0.28798356652259827,0.2939487397670746,0.19099117815494537,0.44804510474205017,0.3350594639778137,0.27647846937179565,0.16430135071277618
;,0.10986888408660889,0.06261929124593735,0.09152708947658539,0.08790859580039978,0.02452435903251171,0.02955389767885208,0.05095076188445091,0.10349778085947037
not,0.5449194312095642,0.6619802713394165,0.4310511648654938,0.1313306987285614,0.2406625747680664,0.26449793577194214,0.20910392701625824,0.41942933201789856
just,0.5854880809783936,0.42837050557136536,0.40061673521995544,0.20440514385700226,0.15856504440307617,0.20647497475147247,0.16628223657608032,0.4144178032875061
their,0.35142919421195984,0.35424983501434326,0.516537070274353,0.14500080049037933,0.3161989748477936,0.3536095917224884,0.260226845741272,0.1898253709077835
age,0.1895245760679245,0.14775970578193665,0.24711290001869202,0.21727782487869263,0.21099768579006195,0.1346752792596817,0.1380515992641449,0.16859300434589386
but,0.5029441118240356,0.4077886939048767,0.4859698414802551,0.22149352729320526,0.2544337511062622,0.27878692746162415,0.1750408560037613,0.27921953797340393
their,0.35142919421195984,0.35424983501434326,0.516537070274353,0.14500080049037933,0.3161989748477936,0.3536095917224884,0.260226845741272,0.1898253709077835
size,0.2566739320755005,0.15155157446861267,0.2946445941925049,0.20890343189239502,0.22807037830352783,0.18524911999702454,0.19937394559383392,0.13693112134933472
make,0.3792211413383484,0.41790449619293213,0.3146495521068573,0.08025295287370682,0.22742313146591187,0.3224842846393585,0.2136339247226715,0.28314751386642456
these,0.4164220690727234,0.4402875602245331,0.49086877703666687,0.12856298685073853,0.2506411373615265,0.31406909227371216,0.29996824264526367,0.2571668326854706
unique,0.2536143958568573,0.2049904614686966,0.26165643334388733,0.14483261108398438,0.16504088044166565,0.3001187741756439,0.2696676552295685,0.17680858075618744
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.2164583057165146,0.24856072664260864,0.27647626399993896,0.1515297293663025,0.4130953550338745
