,why,was,he,unable,to,enroll,at,the,university,?
and,0.27806392312049866,0.3740963041782379,0.45427167415618896,0.2742411196231842,0.48971283435821533,0.22802554070949554,0.3571503460407257,0.5171257257461548,0.2665814459323883,0.20544172823429108
he,0.26086166501045227,0.5410010814666748,1.0000001192092896,0.29292115569114685,0.385390967130661,0.26385632157325745,0.3280475437641144,0.4571082592010498,0.31377843022346497,0.2089974731206894
was,0.23341619968414307,1.0000001192092896,0.5410010814666748,0.1734246462583542,0.3636345863342285,0.21303975582122803,0.36707764863967896,0.48711544275283813,0.290752112865448,0.18412111699581146
illiterate,0.23796379566192627,0.1949472278356552,0.24456866085529327,0.2763403356075287,0.30521833896636963,0.28324705362319946,0.14034503698349,0.23474641144275665,0.16698241233825684,0.2594151794910431
in,0.23227278888225555,0.45514053106307983,0.41690486669540405,0.21687452495098114,0.45010748505592346,0.23368561267852783,0.4374977946281433,0.6662389636039734,0.3201795518398285,0.20430970191955566
czech,0.1728159636259079,0.17902952432632446,0.23347175121307373,0.14970269799232483,0.13359123468399048,0.1409209817647934,0.14898249506950378,0.2179722785949707,0.19188673794269562,0.2060156762599945
",",0.2827242314815521,0.45456063747406006,0.40251094102859497,0.20128878951072693,0.44245919585227966,0.2468680739402771,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
another,0.40003886818885803,0.34961897134780884,0.34215036034584045,0.24969251453876495,0.48769932985305786,0.11115919053554535,0.26329556107521057,0.5019711852073669,0.20031465590000153,0.295511931180954
required,0.28945571184158325,0.14378079771995544,0.15180060267448425,0.3294147551059723,0.3613971471786499,0.23560132086277008,0.21554028987884521,0.27848219871520996,0.10331649333238602,0.24962718784809113
subject,0.374086856842041,0.19509273767471313,0.26557421684265137,0.21250416338443756,0.3198980987071991,0.17272526025772095,0.20078150928020477,0.2387523651123047,0.22598880529403687,0.33952999114990234
.,0.32909876108169556,0.40146201848983765,0.38061028718948364,0.25733235478401184,0.4645031690597534,0.22353823482990265,0.4549728035926819,0.5934505462646484,0.290679007768631,0.4130953550338745
