,compared,to,other,causes,",",the,effect,of,trade,on,inequality,in,america,is,what,?
inequality,0.25484463572502136,0.24361056089401245,0.23700791597366333,0.21419426798820496,0.21822890639305115,0.23508106172084808,0.3300517201423645,0.27910974621772766,0.25770148634910583,0.16136983036994934,1.0000001192092896,0.19402410089969635,0.22285982966423035,0.1953488290309906,0.30072227120399475,0.23619021475315094
in,0.2479310929775238,0.45010748505592346,0.39989137649536133,0.2674790024757385,0.5201468467712402,0.6662389636039734,0.25150683522224426,0.5696388483047485,0.23862801492214203,0.46853652596473694,0.19402410089969635,1.0,0.3098583221435547,0.5394441485404968,0.30808621644973755,0.20430970191955566
america,0.19656763970851898,0.2636699676513672,0.2595730721950531,0.0923096165060997,0.253568559885025,0.37090015411376953,0.18705596029758453,0.28803038597106934,0.23988279700279236,0.24962958693504333,0.22285982966423035,0.3098583221435547,0.9999998807907104,0.1998184472322464,0.2517423629760742,0.19333907961845398
is,0.2816821038722992,0.42745086550712585,0.25895947217941284,0.3009743392467499,0.4691906273365021,0.5823672413825989,0.17614969611167908,0.4854315221309662,0.17870411276817322,0.3635730445384979,0.1953488290309906,0.5394441485404968,0.1998184472322464,1.0,0.28837618231773376,0.22961433231830597
minor,0.16516390442848206,0.16949769854545593,0.2612108886241913,0.11392810940742493,0.2553727328777313,0.2544519603252411,0.10605976730585098,0.2443368136882782,0.16994118690490723,0.20898085832595825,0.1474389135837555,0.2571607828140259,0.14176620543003082,0.171074777841568,0.1758119910955429,0.21100293099880219
when,0.20585691928863525,0.5423505902290344,0.34102705121040344,0.29580047726631165,0.36674630641937256,0.5091903209686279,0.2713961899280548,0.3757161796092987,0.1979909986257553,0.37706470489501953,0.18042483925819397,0.4431333839893341,0.21924224495887756,0.3471449911594391,0.4700249433517456,0.22841128706932068
compared,1.0000001192092896,0.2345995306968689,0.32621124386787415,0.18665745854377747,0.25363782048225403,0.28685078024864197,0.25126656889915466,0.3360389769077301,0.1385338306427002,0.27818986773490906,0.25484463572502136,0.2479310929775238,0.19656763970851898,0.2816821038722992,0.241532102227211,0.21399109065532684
to,0.2345995306968689,1.0,0.4193183183670044,0.2537674903869629,0.44245919585227966,0.535392165184021,0.2521958649158478,0.41548454761505127,0.2781698405742645,0.41031414270401,0.24361056089401245,0.45010748505592346,0.2636699676513672,0.42745086550712585,0.455847829580307,0.29463258385658264
other,0.32621124386787415,0.4193183183670044,0.9999999403953552,0.20599205791950226,0.4446498453617096,0.44152235984802246,0.24136263132095337,0.38583824038505554,0.2614614963531494,0.3410046398639679,0.23700791597366333,0.39989137649536133,0.2595730721950531,0.25895947217941284,0.341873437166214,0.24682199954986572
causes,0.18665745854377747,0.2537674903869629,0.20599205791950226,0.9999998807907104,0.3057606518268585,0.2518732249736786,0.363545686006546,0.2544642984867096,0.13605940341949463,0.24110297858715057,0.21419426798820496,0.2674790024757385,0.0923096165060997,0.3009743392467499,0.1426164209842682,0.19991323351860046
",",0.25363782048225403,0.44245919585227966,0.4446498453617096,0.3057606518268585,1.0000001192092896,0.4933079481124878,0.2150653600692749,0.4946078956127167,0.1945054978132248,0.49057599902153015,0.21822890639305115,0.5201468467712402,0.253568559885025,0.4691906273365021,0.3087472915649414,0.31091248989105225
such,0.3262868821620941,0.2871878743171692,0.6041211485862732,0.20364326238632202,0.39626169204711914,0.3575236201286316,0.2521497309207916,0.3209529519081116,0.18749694526195526,0.3181164264678955,0.21102488040924072,0.2704046070575714,0.1928504854440689,0.23545363545417786,0.23989605903625488,0.17851735651493073
as,0.2889116704463959,0.42092081904411316,0.42805421352386475,0.17395921051502228,0.48816442489624023,0.48381632566452026,0.23823627829551697,0.3886612355709076,0.21768774092197418,0.36047765612602234,0.1947982758283615,0.3887844979763031,0.22265762090682983,0.43216490745544434,0.31749409437179565,0.27043893933296204
technological,0.2211526781320572,0.2818835973739624,0.26188069581985474,0.23491491377353668,0.27014395594596863,0.27225103974342346,0.23994238674640656,0.32200396060943604,0.2592175006866455,0.20753009617328644,0.3341132700443268,0.26757490634918213,0.1930832713842392,0.2530370056629181,0.22749881446361542,0.1312418282032013
innovation,0.2312220335006714,0.19758492708206177,0.2135094702243805,0.17255359888076782,0.2138882577419281,0.3283994793891907,0.24213291704654694,0.3399965465068817,0.29456016421318054,0.16280904412269592,0.33914467692375183,0.24531784653663635,0.23719246685504913,0.2347158044576645,0.15711469948291779,0.17877207696437836
",",0.25363782048225403,0.44245919585227966,0.4446498453617096,0.3057606518268585,1.0000001192092896,0.4933079481124878,0.2150653600692749,0.4946078956127167,0.1945054978132248,0.49057599902153015,0.21822890639305115,0.5201468467712402,0.253568559885025,0.4691906273365021,0.3087472915649414,0.31091248989105225
a,0.2797974646091461,0.45503583550453186,0.2806335389614105,0.27698835730552673,0.427140474319458,0.5829201340675354,0.24771364033222198,0.5052502155303955,0.2032492309808731,0.3848365545272827,0.1783585250377655,0.539380669593811,0.22012436389923096,0.658733606338501,0.3320399522781372,0.23916715383529663
view,0.16735351085662842,0.229315847158432,0.1913118213415146,0.13783711194992065,0.216712087392807,0.25610461831092834,0.11611835658550262,0.21446028351783752,0.05800469219684601,0.2377469688653946,0.2067902833223343,0.17477142810821533,0.0596630685031414,0.2251286506652832,0.2818201184272766,0.17672975361347198
shared,0.24648328125476837,0.14570777118206024,0.28009897470474243,0.09946407377719879,0.2729959785938263,0.21652492880821228,0.11127582937479019,0.2307819277048111,0.1377718299627304,0.21788671612739563,0.15775790810585022,0.24815475940704346,0.12449433654546738,0.15255604684352875,0.18776313960552216,0.18310070037841797
by,0.2387654036283493,0.33534231781959534,0.3321913778781891,0.12588612735271454,0.3680937886238098,0.4408751428127289,0.21400253474712372,0.3646814823150635,0.13884904980659485,0.33887791633605957,0.17648567259311676,0.370934396982193,0.20156630873680115,0.3899846076965332,0.2455483376979828,0.17966607213020325
other,0.32621124386787415,0.4193183183670044,0.9999999403953552,0.20599205791950226,0.4446498453617096,0.44152235984802246,0.24136263132095337,0.38583824038505554,0.2614614963531494,0.3410046398639679,0.23700791597366333,0.39989137649536133,0.2595730721950531,0.25895947217941284,0.341873437166214,0.24682199954986572
experts,0.25733107328414917,0.3223261833190918,0.302192747592926,0.1457015872001648,0.23949719965457916,0.29114848375320435,0.2443632334470749,0.2703074812889099,0.11350779980421066,0.2377667874097824,0.27932220697402954,0.19673816859722137,0.210990309715271,0.24315038323402405,0.3351825177669525,0.19090798497200012
.,0.27071613073349,0.4645031690597534,0.41511186957359314,0.26090872287750244,0.6812511086463928,0.5934505462646484,0.2277858853340149,0.5352458953857422,0.20157761871814728,0.49257001280784607,0.22563500702381134,0.5591574311256409,0.29180291295051575,0.4569662809371948,0.3567904531955719,0.4130953550338745
