,how,many,children,did,luther,and,his,wife,have,?
january,0.11096196621656418,0.11292167752981186,0.18715709447860718,0.23508968949317932,0.15876203775405884,0.24588775634765625,0.2724393606185913,0.25279781222343445,0.15265308320522308,0.28608936071395874
1533,-0.004275328479707241,0.07489727437496185,0.20282097160816193,0.02841658517718315,0.17843973636627197,0.1586313545703888,0.16666823625564575,0.22720031440258026,-0.003161777975037694,0.03920060396194458
;,0.07230665534734726,0.11763367056846619,-0.00616856524720788,0.10727239400148392,0.022799020633101463,0.08403264731168747,0.07100893557071686,0.005610997322946787,0.10650043189525604,0.10349778085947037
and,0.33647966384887695,0.5296266674995422,0.2624970078468323,0.34479495882987976,0.20796556770801544,1.0,0.4234102666378021,0.284628689289093,0.4711785912513733,0.20544172823429108
margaret,0.13076543807983398,0.12431853264570236,0.3153933882713318,0.19085189700126648,0.2727218270301819,0.25282537937164307,0.23965783417224884,0.4175048768520355,0.14810295403003693,0.13320839405059814
–,0.13681066036224365,0.12880176305770874,0.17244239151477814,0.2259434312582016,0.21198253333568573,0.3279274106025696,0.23510338366031647,0.2576306164264679,0.1137581542134285,0.2714554965496063
1534,-0.03385969251394272,-0.06673220545053482,-0.05997573211789131,-0.09212081134319305,0.014198633842170238,-0.029868794605135918,0.00575421703979373,-0.007922276854515076,-0.09594946354627609,-0.06046363338828087
;,0.07230665534734726,0.11763367056846619,-0.00616856524720788,0.10727239400148392,0.022799020633101463,0.08403264731168747,0.07100893557071686,0.005610997322946787,0.10650043189525604,0.10349778085947037
katharina,0.10002371668815613,0.11491186916828156,0.31046780943870544,0.20237471163272858,0.34570983052253723,0.2138078659772873,0.17619097232818604,0.38675597310066223,0.1075332835316658,0.13054367899894714
helped,0.31218069791793823,0.3159182071685791,0.15174031257629395,0.48476338386535645,0.18291553854942322,0.318156898021698,0.3259269595146179,0.2144402712583542,0.21140676736831665,0.16572049260139465
the,0.33890387415885925,0.4335206151008606,0.15654058754444122,0.34736719727516174,0.1759674996137619,0.5171257257461548,0.4394008219242096,0.18555577099323273,0.40389683842658997,0.22068053483963013
couple,0.26511064171791077,0.29624679684638977,0.3985157608985901,0.22444240748882294,0.12875892221927643,0.292665034532547,0.28066161274909973,0.4037831127643585,0.34260353446006775,0.27183201909065247
earn,0.22245225310325623,0.19745416939258575,0.12907378375530243,0.2935096025466919,0.17252761125564575,0.24028709530830383,0.3196015954017639,0.19088208675384521,0.2978813350200653,0.20429526269435883
a,0.29312583804130554,0.2872205972671509,0.12013130635023117,0.2552328109741211,0.17967689037322998,0.3739250600337982,0.3497250974178314,0.15953688323497772,0.338716596364975,0.23916715383529663
living,0.16140781342983246,0.3044293522834778,0.20734187960624695,0.16898059844970703,0.11346376687288284,0.27568840980529785,0.1494385153055191,0.15296053886413574,0.2538067102432251,0.18362653255462646
by,0.34370526671409607,0.3409687578678131,0.20646940171718597,0.18574509024620056,0.15382802486419678,0.4289871156215668,0.3107621967792511,0.20560935139656067,0.3359639644622803,0.17966607213020325
farming,0.1947069615125656,0.27167215943336487,0.243324413895607,0.17360500991344452,0.12162519991397858,0.2895333170890808,0.17074990272521973,0.1877671182155609,0.17527686059474945,0.17990408837795258
the,0.33890387415885925,0.4335206151008606,0.15654058754444122,0.34736719727516174,0.1759674996137619,0.5171257257461548,0.4394008219242096,0.18555577099323273,0.40389683842658997,0.22068053483963013
land,0.1918935328722,0.19642266631126404,0.15404675900936127,0.19881628453731537,0.12075499445199966,0.2874513864517212,0.1675759106874466,0.1939292997121811,0.24725517630577087,0.1432059109210968
and,0.33647966384887695,0.5296266674995422,0.2624970078468323,0.34479495882987976,0.20796556770801544,1.0,0.4234102666378021,0.284628689289093,0.4711785912513733,0.20544172823429108
taking,0.23024597764015198,0.24438248574733734,0.14201362431049347,0.22738158702850342,0.16701334714889526,0.3120560646057129,0.3116321265697479,0.14315225183963776,0.2869926393032074,0.19960761070251465
in,0.2601168751716614,0.41474202275276184,0.2065156251192093,0.2593238651752472,0.20523880422115326,0.4954058527946472,0.3598145842552185,0.19467613101005554,0.36843645572662354,0.20430970191955566
boarders,0.174736887216568,0.20677271485328674,0.32152289152145386,0.22515764832496643,0.13321338593959808,0.3167741894721985,0.22446615993976593,0.18561486899852753,0.2172500044107437,0.21690775454044342
.,0.3287222981452942,0.3974229395389557,0.26089367270469666,0.35288307070732117,0.24907569587230682,0.588965117931366,0.3119256794452667,0.24426577985286713,0.41614407300949097,0.4130953550338745
