,what,has,lately,been,being,viewed,as,a,fundamental,status,of,member,state,nationals,by,the,court,of,justice,?
member,0.09932345896959305,0.2241092026233673,0.19350455701351166,0.23737095296382904,0.24352066218852997,0.1555808037519455,0.2264706939458847,0.24081070721149445,0.1664750576019287,0.15695522725582123,0.2701796889305115,0.9999998807907104,0.15961596369743347,0.19854958355426788,0.14692413806915283,0.2806392312049866,0.21980570256710052,0.2701796889305115,0.26324737071990967,0.06826172769069672
state,0.24273863434791565,0.1870960146188736,0.1173023134469986,0.18701127171516418,0.2262357622385025,0.15468718111515045,0.26851922273635864,0.25097307562828064,0.27123555541038513,0.20192699134349823,0.34253445267677307,0.15961596369743347,1.0,0.3460819721221924,0.2263980358839035,0.3097178041934967,0.24923300743103027,0.34253445267677307,0.20289134979248047,0.1160883978009224
nationals,0.20886707305908203,0.19882585108280182,0.21395747363567352,0.24013221263885498,0.23728320002555847,0.20907330513000488,0.18972304463386536,0.17393745481967926,0.17586533725261688,0.13873562216758728,0.24342390894889832,0.19854958355426788,0.3460819721221924,1.0,0.22541232407093048,0.3011862337589264,0.2391384094953537,0.24342390894889832,0.21849150955677032,0.20699146389961243
by,0.2455483376979828,0.3254803419113159,0.31874722242355347,0.39107078313827515,0.4690866470336914,0.2073718160390854,0.3815547823905945,0.32094135880470276,0.18510517477989197,0.13759160041809082,0.3646814823150635,0.14692413806915283,0.2263980358839035,0.22541232407093048,1.0000001192092896,0.4408751428127289,0.21938012540340424,0.3646814823150635,0.13238877058029175,0.17966607213020325
the,0.42745697498321533,0.4177538752555847,0.24224260449409485,0.3563927710056305,0.419739305973053,0.34172287583351135,0.48381632566452026,0.5829201340675354,0.3078918755054474,0.23601171374320984,0.733189046382904,0.2806392312049866,0.3097178041934967,0.3011862337589264,0.4408751428127289,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.22068053483963013
court,0.23440583050251007,0.18286947906017303,0.12512095272541046,0.18017660081386566,0.2116917073726654,0.17674005031585693,0.17202796041965485,0.23624834418296814,0.2298780083656311,0.16724416613578796,0.28835242986679077,0.21980570256710052,0.24923300743103027,0.2391384094953537,0.21938012540340424,0.2812081575393677,1.0,0.28835242986679077,0.5483176112174988,0.17100423574447632
of,0.33290785551071167,0.3909035325050354,0.13889256119728088,0.31685134768486023,0.34885138273239136,0.27454227209091187,0.3886612355709076,0.5052502155303955,0.35164782404899597,0.20139996707439423,1.0,0.2701796889305115,0.34253445267677307,0.24342390894889832,0.3646814823150635,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.1826142966747284
justice,0.21462921798229218,0.09370297193527222,0.11733779311180115,0.10145774483680725,0.18030878901481628,0.18309210240840912,0.17992214858531952,0.20230674743652344,0.2509665787220001,0.17852358520030975,0.2658293545246124,0.26324737071990967,0.20289134979248047,0.21849150955677032,0.13238877058029175,0.23470892012119293,0.5483176112174988,0.2658293545246124,1.0,0.19269752502441406
",",0.3087472915649414,0.3734780251979828,0.325923889875412,0.34873589873313904,0.34499165415763855,0.2206074744462967,0.48816442489624023,0.427140474319458,0.26685047149658203,0.2404196411371231,0.4946078956127167,0.25757819414138794,0.29481780529022217,0.26526501774787903,0.3680937886238098,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.31091248989105225
and,0.31309178471565247,0.43716782331466675,0.365398108959198,0.3424558639526367,0.4286794066429138,0.19539690017700195,0.49487000703811646,0.3739250600337982,0.27082425355911255,0.24375928938388824,0.5116966962814331,0.28606608510017395,0.2653750479221344,0.28519606590270996,0.4289871156215668,0.5171257257461548,0.22896502912044525,0.5116966962814331,0.22812503576278687,0.20544172823429108
has,0.20338068902492523,1.0,0.3415859043598175,0.6162750124931335,0.41100069880485535,0.20122046768665314,0.351646363735199,0.4670248031616211,0.21495762467384338,0.2253449559211731,0.3909035325050354,0.2241092026233673,0.1870960146188736,0.19882585108280182,0.3254803419113159,0.4177538752555847,0.18286947906017303,0.3909035325050354,0.09370297193527222,0.15994466841220856
accordingly,0.39776521921157837,0.2636595368385315,0.38738662004470825,0.35272908210754395,0.3331754803657532,0.2799511253833771,0.3656027913093567,0.26570287346839905,0.26081886887550354,0.3147544860839844,0.22633248567581177,0.09295830875635147,0.16902601718902588,0.15957126021385193,0.3096548914909363,0.31703200936317444,0.1384076327085495,0.22633248567581177,0.1326378583908081,0.3418521285057068
increased,0.1599731743335724,0.2821793556213379,0.27477920055389404,0.3297082185745239,0.2295062243938446,0.24511006474494934,0.21772481501102448,0.22370080649852753,0.25229254364967346,0.22719846665859222,0.3371390700340271,0.13320977985858917,0.1721794158220291,0.24205809831619263,0.23756875097751617,0.3188653886318207,0.12193354964256287,0.3371390700340271,0.1034298688173294,0.09587585180997849
the,0.42745697498321533,0.4177538752555847,0.24224260449409485,0.3563927710056305,0.419739305973053,0.34172287583351135,0.48381632566452026,0.5829201340675354,0.3078918755054474,0.23601171374320984,0.733189046382904,0.2806392312049866,0.3097178041934967,0.3011862337589264,0.4408751428127289,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.22068053483963013
number,0.23046229779720306,0.31251442432403564,0.20669426023960114,0.28169363737106323,0.26345863938331604,0.191331684589386,0.26786008477211,0.2992287278175354,0.28797411918640137,0.22436687350273132,0.2778518795967102,0.20533400774002075,0.20709048211574554,0.2604268193244934,0.2551532983779907,0.35145696997642517,0.20226632058620453,0.2778518795967102,0.13449110090732574,0.19256845116615295
of,0.33290785551071167,0.3909035325050354,0.13889256119728088,0.31685134768486023,0.34885138273239136,0.27454227209091187,0.3886612355709076,0.5052502155303955,0.35164782404899597,0.20139996707439423,1.0,0.2701796889305115,0.34253445267677307,0.24342390894889832,0.3646814823150635,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.1826142966747284
social,0.22217629849910736,0.13508737087249756,0.20999254286289215,0.1701458990573883,0.23748290538787842,0.2716452479362488,0.22664308547973633,0.2286769598722458,0.32112541794776917,0.24450013041496277,0.2605111300945282,0.22893384099006653,0.20731864869594574,0.2672680616378784,0.17605063319206238,0.21797899901866913,0.2178223729133606,0.2605111300945282,0.38316935300827026,0.1615191102027893
services,0.16048473119735718,0.1396055817604065,0.22558285295963287,0.21164533495903015,0.23460045456886292,0.2131575644016266,0.2673030495643616,0.24030502140522003,0.16460253298282623,0.20910651981830597,0.23787347972393036,0.17985451221466064,0.1839056760072708,0.32660871744155884,0.2132156491279602,0.2381475418806076,0.16314688324928284,0.23787347972393036,0.2537834942340851,0.1328447163105011
that,0.6297725439071655,0.41272613406181335,0.412704199552536,0.4152003228664398,0.46201252937316895,0.3415454924106598,0.4735107421875,0.47537946701049805,0.39114704728126526,0.2510426938533783,0.41498205065727234,0.17725452780723572,0.24252457916736603,0.2101285606622696,0.37496164441108704,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.32716336846351624
people,0.32444337010383606,0.2147672474384308,0.18284142017364502,0.23209184408187866,0.28552132844924927,0.2203490436077118,0.15704652667045593,0.3483705520629883,0.17083203792572021,0.20316095650196075,0.3251037895679474,0.13712216913700104,0.3051503598690033,0.3757939338684082,0.20350977778434753,0.36838498711586,0.1785433143377304,0.3251037895679474,0.14160655438899994,0.23739641904830933
can,0.34502777457237244,0.4103628396987915,0.31645825505256653,0.3498430848121643,0.433290958404541,0.22937734425067902,0.3245031237602234,0.3915780484676361,0.21930468082427979,0.21189309656620026,0.2603091299533844,0.09298814088106155,0.13665424287319183,0.20644761621952057,0.29642900824546814,0.312528520822525,0.14211946725845337,0.2603091299533844,0.08705738186836243,0.3226337134838104
access,0.2685140371322632,0.20782889425754547,0.24874970316886902,0.25904378294944763,0.2293267846107483,0.3500412404537201,0.18291348218917847,0.21509003639221191,0.21517930924892426,0.23458370566368103,0.22348599135875702,0.0493522584438324,0.21780596673488617,0.26734378933906555,0.1865270435810089,0.22827552258968353,0.14864562451839447,0.22348599135875702,0.10880295187234879,0.2482174038887024
wherever,0.37877869606018066,0.14354318380355835,0.25249946117401123,0.1810895949602127,0.2656496465206146,0.15282006561756134,0.3196691572666168,0.23332972824573517,0.2621864378452301,0.12739045917987823,0.23932719230651855,0.12851135432720184,0.17696712911128998,0.199271097779274,0.22300970554351807,0.2987499535083771,0.15398721396923065,0.23932719230651855,0.11943702399730682,0.3023678958415985
they,0.4431931674480438,0.3512192368507385,0.36881908774375916,0.410590261220932,0.41845834255218506,0.18669317662715912,0.3294360637664795,0.3528250455856323,0.23488619923591614,0.18679437041282654,0.3426007330417633,0.18650034070014954,0.22322121262550354,0.34725379943847656,0.3391372263431549,0.49925389885902405,0.20706503093242645,0.3426007330417633,0.15341687202453613,0.2753053903579712
move,0.30861297249794006,0.21533089876174927,0.30393606424331665,0.20088808238506317,0.25123608112335205,0.14987289905548096,0.2628210484981537,0.2925316393375397,0.18872231245040894,0.15423813462257385,0.19058799743652344,0.06690946221351624,0.11802942305803299,0.160503089427948,0.18146000802516937,0.29817628860473633,0.10727454721927643,0.19058799743652344,0.023906325921416283,0.24440962076187134
.,0.3567904531955719,0.4105546176433563,0.3016514480113983,0.33645182847976685,0.35574623942375183,0.27454590797424316,0.515582263469696,0.50484299659729,0.2681550085544586,0.21120375394821167,0.5352458953857422,0.19907453656196594,0.31380724906921387,0.2798430025577545,0.3936232924461365,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.4130953550338745
