,who,discovered,that,magnetic,and,electric,could,self-generate,?
of,0.2827862501144409,0.22074753046035767,0.41498205065727234,0.16237565875053406,0.5116966962814331,0.17329032719135284,0.29043012857437134,0.3042002022266388,0.1826142966747284
electric,0.19416284561157227,0.09000664204359055,0.19867946207523346,0.4703453481197357,0.212884783744812,1.0000001192092896,0.17374145984649658,0.2982829809188843,0.15674720704555511
and,0.41279885172843933,0.21031536161899567,0.4731321930885315,0.1990627944469452,1.0,0.212884783744812,0.3385082483291626,0.282051146030426,0.20544172823429108
magnetic,0.0936945229768753,0.26216939091682434,0.27342489361763,1.0,0.1990627944469452,0.4703453481197357,0.2069147229194641,0.4059189558029175,0.10858146101236343
fields,0.16465042531490326,0.1302061527967453,0.20579737424850464,0.3865538239479065,0.3074205219745636,0.2666083574295044,0.19049072265625,0.3106822967529297,0.1411406248807907
would,0.3632977604866028,0.203351691365242,0.5895259380340576,0.20847190916538239,0.34921059012413025,0.18745185434818268,0.8068214654922485,0.30819809436798096,0.37178951501846313
not,0.369414746761322,0.22524185478687286,0.6600887179374695,0.20763549208641052,0.39099299907684326,0.15085411071777344,0.5930190086364746,0.3677279055118561,0.41942933201789856
be,0.3371641933917999,0.17532077431678772,0.6036020517349243,0.2283020317554474,0.41766801476478577,0.2143908590078354,0.4791525900363922,0.41983482241630554,0.3324260413646698
fully,0.2663757801055908,0.15238402783870697,0.425624281167984,0.1379435658454895,0.23881065845489502,0.14952421188354492,0.3623211681842804,0.24720889329910278,0.2089291661977768
explained,0.23929327726364136,0.3103334903717041,0.4389038383960724,0.2422599345445633,0.2517392039299011,0.1346714049577713,0.33481457829475403,0.30115535855293274,0.31240519881248474
until,0.2530071437358856,0.21107669174671173,0.324736088514328,0.13995230197906494,0.3372601866722107,0.14820946753025055,0.27545997500419617,0.11479867994785309,0.20304496586322784
1864,0.052526604384183884,0.0018650292186066508,0.12101929634809494,0.1012376919388771,0.03566472604870796,0.13782638311386108,0.10884583741426468,0.15676572918891907,0.1412568986415863
when,0.48282691836357117,0.2527843117713928,0.5860282182693481,0.1933620721101761,0.4716290831565857,0.25490424036979675,0.42036551237106323,0.2899557650089264,0.22841128706932068
james,0.2562035918235779,0.2206125557422638,0.16290196776390076,0.2097909152507782,0.21273121237754822,0.21320907771587372,0.1770651489496231,0.19765987992286682,0.12139993160963058
clerk,0.28553780913352966,0.23207347095012665,0.19822600483894348,0.177001953125,0.24555973708629608,0.21263624727725983,0.16383004188537598,0.26535260677337646,0.13886231184005737
maxwell,0.18373645842075348,0.18902213871479034,0.2083471566438675,0.3904406428337097,0.21700043976306915,0.31220003962516785,0.14128358662128448,0.2647370994091034,0.14406277239322662
unified,0.141309916973114,0.10955076664686203,0.25204333662986755,0.14561428129673004,0.23243655264377594,0.11056619137525558,0.1965608149766922,0.2063087373971939,0.21746130287647247
a,0.36608949303627014,0.20319467782974243,0.47537946701049805,0.19198331236839294,0.3739250600337982,0.24061402678489685,0.3736826181411743,0.2968752384185791,0.23916715383529663
number,0.21304799616336823,0.16768693923950195,0.32951247692108154,0.17269423604011536,0.28545793890953064,0.14498087763786316,0.24592691659927368,0.25994542241096497,0.19256845116615295
of,0.2827862501144409,0.22074753046035767,0.41498205065727234,0.16237565875053406,0.5116966962814331,0.17329032719135284,0.29043012857437134,0.3042002022266388,0.1826142966747284
earlier,0.23053643107414246,0.23862801492214203,0.39515221118927,0.14456994831562042,0.18838374316692352,0.1317100077867508,0.2613203823566437,0.12601177394390106,0.13306351006031036
theories,0.22866421937942505,0.27643468976020813,0.39760348200798035,0.2563415467739105,0.2395821362733841,0.13035881519317627,0.28475090861320496,0.31632760167121887,0.21320602297782898
into,0.16956904530525208,0.16960807144641876,0.3239944875240326,0.13648121058940887,0.36597734689712524,0.13592304289340973,0.2989432215690613,0.2476598024368286,0.15662476420402527
a,0.36608949303627014,0.20319467782974243,0.47537946701049805,0.19198331236839294,0.3739250600337982,0.24061402678489685,0.3736826181411743,0.2968752384185791,0.23916715383529663
set,0.19352185726165771,0.15296699106693268,0.2916346788406372,0.12827131152153015,0.27649927139282227,0.15309464931488037,0.2284008264541626,0.23134870827198029,0.1698019951581955
of,0.2827862501144409,0.22074753046035767,0.41498205065727234,0.16237565875053406,0.5116966962814331,0.17329032719135284,0.29043012857437134,0.3042002022266388,0.1826142966747284
20,0.01726163923740387,0.07857208698987961,-0.040625885128974915,-0.046237580478191376,0.04124240204691887,-0.07156123220920563,-0.03593119606375694,0.0007804983761161566,0.11360422521829605
scalar,0.08497204631567001,0.15633532404899597,0.28849896788597107,0.44990038871765137,0.19899652898311615,0.3254009187221527,0.2583286464214325,0.39174798130989075,0.2135646492242813
equations,0.1802440732717514,0.262870728969574,0.3369891047477722,0.42013853788375854,0.1906200498342514,0.3011855483055115,0.2519263029098511,0.3763999938964844,0.2186179906129837
",",0.3365725874900818,0.26185235381126404,0.4137537479400635,0.15619294345378876,0.6633074283599854,0.22981849312782288,0.27399855852127075,0.22943411767482758,0.31091248989105225
which,0.3688730001449585,0.2420753687620163,0.6894589066505432,0.2323703169822693,0.506277859210968,0.272510290145874,0.3928161859512329,0.40027591586112976,0.25814583897590637
were,0.3188014328479767,0.29743650555610657,0.35517072677612305,0.1386260688304901,0.42175528407096863,0.18160271644592285,0.40738195180892944,0.19818684458732605,0.17890112102031708
later,0.35185644030570984,0.23841983079910278,0.42443475127220154,0.134582057595253,0.4216292202472687,0.16718456149101257,0.3826576769351959,0.17066040635108948,0.1417175978422165
reformulated,0.22494164109230042,0.20962582528591156,0.3012517988681793,0.14972816407680511,0.2540411949157715,0.11580972373485565,0.24753423035144806,0.2830086350440979,0.15781787037849426
into,0.16956904530525208,0.16960807144641876,0.3239944875240326,0.13648121058940887,0.36597734689712524,0.13592304289340973,0.2989432215690613,0.2476598024368286,0.15662476420402527
4,0.09137360751628876,0.048586465418338776,-0.04881570115685463,0.0140956686809659,0.11143114417791367,0.04218825697898865,0.038434479385614395,-0.026280149817466736,0.010515431873500347
vector,0.13336564600467682,0.1671961545944214,0.2892550826072693,0.3739117681980133,0.20854924619197845,0.23574602603912354,0.2470777928829193,0.34558936953544617,0.26140129566192627
equations,0.1802440732717514,0.262870728969574,0.3369891047477722,0.42013853788375854,0.1906200498342514,0.3011855483055115,0.2519263029098511,0.3763999938964844,0.2186179906129837
by,0.39727845788002014,0.2291465401649475,0.37496164441108704,0.16522380709648132,0.4289871156215668,0.19581176340579987,0.26333630084991455,0.29585152864456177,0.17966607213020325
oliver,0.2527284026145935,0.12144705653190613,0.18735674023628235,0.12192575633525848,0.22139447927474976,0.15666833519935608,0.11197995394468307,0.06681457161903381,0.20260699093341827
heaviside,0.2567344009876251,0.2649453282356262,0.2977527379989624,0.3594045639038086,0.3358288109302521,0.3129546344280243,0.2667461335659027,0.3906828463077545,0.1551138013601303
and,0.41279885172843933,0.21031536161899567,0.4731321930885315,0.1990627944469452,1.0,0.212884783744812,0.3385082483291626,0.282051146030426,0.20544172823429108
josiah,0.2883211374282837,0.177290678024292,0.25847628712654114,0.20195075869560242,0.17651227116584778,0.2305830717086792,0.21438591182231903,0.17760077118873596,0.11097413301467896
willard,0.22746172547340393,0.20763354003429413,0.16693034768104553,0.22220824658870697,0.2522672116756439,0.21813872456550598,0.18192674219608307,0.16295556724071503,0.1463320255279541
gibbs,0.1685199737548828,0.1551661491394043,0.1416800320148468,0.21417784690856934,0.22526833415031433,0.2644685208797455,0.08967649936676025,0.239818274974823,0.11323598772287369
.,0.3541337847709656,0.23523737490177155,0.4460422694683075,0.1884709596633911,0.588965117931366,0.23612159490585327,0.3200591504573822,0.3358660340309143,0.4130953550338745
