,how,many,combinatory,and,graph,theoretical,problems,",",formerly,believed,to,be,plagued,by,intractability,",",did,karp,'s,paper,address,?
forward,0.17714905738830566,0.15609867870807648,0.17391593754291534,0.22262142598628998,0.1883600801229477,0.20058542490005493,0.12405053526163101,0.244806170463562,0.06015095114707947,0.16050994396209717,0.2912633717060089,0.21821242570877075,0.08703690022230148,0.17068231105804443,0.26378923654556274,0.244806170463562,0.11627615243196487,0.17445003986358643,-0.04863479360938072,0.22593778371810913,0.16369031369686127,0.19862937927246094
with,0.3525622487068176,0.35744401812553406,0.3137744963169098,0.5477725267410278,0.2714080810546875,0.15722839534282684,0.3139011859893799,0.4120737314224243,0.20120948553085327,0.23733526468276978,0.4239959120750427,0.36101722717285156,0.23766206204891205,0.39731505513191223,0.3003274202346802,0.4120737314224243,0.25472134351730347,0.1583150327205658,-0.04624466598033905,0.2179279774427414,0.16250135004520416,0.2433311939239502
his,0.24614305794239044,0.3188176155090332,0.15287744998931885,0.4234102666378021,0.07883239537477493,0.22920332849025726,0.26380395889282227,0.3378419280052185,0.10751081258058548,0.27965763211250305,0.3715193271636963,0.21738691627979279,0.303128719329834,0.3107621967792511,0.21441708505153656,0.3378419280052185,0.3546801507472992,0.1681908816099167,0.047556519508361816,0.2224591225385666,0.17665787041187286,0.18075084686279297
landmark,0.1578993797302246,0.19332797825336456,0.1253085881471634,0.1993752121925354,0.13324320316314697,0.1492866724729538,0.12316720932722092,0.19639146327972412,0.16794748604297638,0.09624242782592773,0.17377693951129913,0.17929492890834808,0.10718310624361038,0.19093501567840576,0.2040483057498932,0.19639146327972412,0.06664790213108063,0.19099906086921692,-0.06558618694543839,0.14644090831279755,0.18054169416427612,0.18481020629405975
paper,0.21651439368724823,0.25048384070396423,0.20966137945652008,0.21158236265182495,0.30146703124046326,0.3281320035457611,0.18486927449703217,0.2304661124944687,0.0792248398065567,0.11950807273387909,0.22220565378665924,0.29429325461387634,0.18854928016662598,0.20666080713272095,0.26095280051231384,0.2304661124944687,0.2034338414669037,0.14044715464115143,0.09519387036561966,0.9999998807907104,0.15204350650310516,0.12693770229816437
",",0.22659391164779663,0.40610817074775696,0.3177691698074341,0.6633074283599854,0.21839329600334167,0.2542550563812256,0.2596952021121979,1.0000001192092896,0.2646653354167938,0.2386300414800644,0.44245919585227966,0.39254459738731384,0.2421235293149948,0.3680937886238098,0.22138279676437378,1.0000001192092896,0.3015086054801941,0.29179710149765015,-0.0016132977325469255,0.2304661124944687,0.20406076312065125,0.31091248989105225
``,-0.01591024175286293,0.012824942357838154,0.20548921823501587,0.036644238978624344,0.05664617568254471,0.09214363247156143,0.07921574264764786,0.09681109338998795,-0.007761274464428425,-0.039557237178087234,0.06720756739377975,0.07670000940561295,0.028715884312987328,-0.030704375356435776,0.10790351033210754,0.09681109338998795,-0.029888948425650597,-0.0017210040241479874,-0.03416389226913452,-0.00819169171154499,0.12483949214220047,0.0685480609536171
reducibility,0.3227406144142151,0.2800435423851013,0.4123222827911377,0.27568164467811584,0.3531903326511383,0.39006802439689636,0.4389668107032776,0.23051023483276367,0.0952472910284996,0.17449352145195007,0.3037337362766266,0.37969785928726196,0.23251354694366455,0.20582535862922668,0.6451315879821777,0.23051023483276367,0.19250717759132385,0.1607396900653839,-0.008057615719735622,0.24492354691028595,0.27421361207962036,0.22341600060462952
among,0.24921207129955292,0.4631800651550293,0.20190532505512238,0.39211368560791016,0.14397236704826355,0.16682958602905273,0.2574266791343689,0.2640531659126282,0.20134450495243073,0.4046666920185089,0.26594701409339905,0.21499858796596527,0.24994435906410217,0.3222726583480835,0.23706966638565063,0.2640531659126282,0.2415449470281601,0.14877231419086456,0.01186611782759428,0.1180102750658989,0.16371548175811768,0.14343059062957764
combinatorial,0.25358137488365173,0.2696301341056824,0.8536502718925476,0.2796764671802521,0.4517779052257538,0.3939202129840851,0.305390864610672,0.30703550577163696,0.15605579316616058,0.13212727010250092,0.19784165918827057,0.27262675762176514,0.2124767005443573,0.18607638776302338,0.3520074486732483,0.30703550577163696,0.1042337566614151,0.11292771995067596,0.02776345983147621,0.31561169028282166,0.22496633231639862,0.1546696126461029
problems,0.37939780950546265,0.33828115463256836,0.3058489263057709,0.285793662071228,0.22764582931995392,0.23852582275867462,1.0,0.2596952021121979,0.10233260691165924,0.20281507074832916,0.28989166021347046,0.2817195653915405,0.32062992453575134,0.20223401486873627,0.4162988066673279,0.2596952021121979,0.2553269863128662,0.17343546450138092,-0.0541396401822567,0.18486927449703217,0.25934290885925293,0.2638136148452759
'',-0.0029843549709767103,-0.016843097284436226,0.14525821805000305,0.021612688899040222,0.09174125641584396,0.07829511165618896,0.003717846004292369,-0.037358131259679794,-0.02405461110174656,0.0020648620557039976,-0.009905828163027763,0.08835477381944656,0.05665435642004013,-0.010275691747665405,0.034703295677900314,-0.037358131259679794,0.01978493109345436,0.004648273345082998,-0.04859459400177002,0.048351090401411057,-0.005596829112619162,0.018684765323996544
",",0.22659391164779663,0.40610817074775696,0.3177691698074341,0.6633074283599854,0.21839329600334167,0.2542550563812256,0.2596952021121979,1.0000001192092896,0.2646653354167938,0.2386300414800644,0.44245919585227966,0.39254459738731384,0.2421235293149948,0.3680937886238098,0.22138279676437378,1.0000001192092896,0.3015086054801941,0.29179710149765015,-0.0016132977325469255,0.2304661124944687,0.20406076312065125,0.31091248989105225
in,0.2601168751716614,0.41474202275276184,0.25214889645576477,0.4954058527946472,0.19268742203712463,0.20558910071849823,0.21061907708644867,0.5201468467712402,0.25645580887794495,0.2605416774749756,0.45010748505592346,0.3481820821762085,0.22948788106441498,0.370934396982193,0.25368472933769226,0.5201468467712402,0.2593238651752472,0.20719370245933533,-0.037580832839012146,0.18605142831802368,0.14338107407093048,0.20430970191955566
which,0.4852597713470459,0.5168171525001526,0.3621314764022827,0.506277859210968,0.28537800908088684,0.23816339671611786,0.3054017126560211,0.3658004403114319,0.31071120500564575,0.3179844319820404,0.5345056653022766,0.476310670375824,0.252768874168396,0.40543368458747864,0.4321044683456421,0.3658004403114319,0.2750149369239807,0.15213008224964142,0.03856118768453598,0.2540629804134369,0.2550186514854431,0.25814583897590637
he,0.2594625651836395,0.3483840227127075,0.20720674097537994,0.45427167415618896,0.11025457829236984,0.21984410285949707,0.22260990738868713,0.40251094102859497,0.17076779901981354,0.2578808665275574,0.385390967130661,0.3325980603694916,0.2471645474433899,0.2485479861497879,0.19454169273376465,0.40251094102859497,0.3292143940925598,0.1898868829011917,0.024063590914011,0.19870227575302124,0.1874573975801468,0.2089974731206894
showed,0.27119192481040955,0.3015930652618408,0.2134859561920166,0.2900308668613434,0.31996193528175354,0.29871195554733276,0.1402590572834015,0.2312069833278656,0.11951584368944168,0.3779063820838928,0.2083204984664917,0.2570553123950958,0.3342571258544922,0.281570702791214,0.20938026905059814,0.2312069833278656,0.36768215894699097,0.1429625153541565,0.01130695454776287,0.24002034962177277,0.10842717438936234,0.17389845848083496
that,0.557814359664917,0.5391656160354614,0.32683950662612915,0.4731321930885315,0.31616726517677307,0.3066844344139099,0.3758413791656494,0.4137537479400635,0.14918382465839386,0.4644409120082855,0.5436353087425232,0.6036020517349243,0.287421852350235,0.37496164441108704,0.3769989609718323,0.4137537479400635,0.47518548369407654,0.15616340935230255,0.04397977516055107,0.3100363612174988,0.27949783205986023,0.32716336846351624
21,-0.15702658891677856,-0.08078290522098541,-0.050467777997255325,-0.05957098677754402,-0.036226674914360046,0.04972624033689499,-0.08509480953216553,0.08448485285043716,0.06201736256480217,-0.1246400848031044,-0.14846622943878174,-0.1995278000831604,-0.025904890149831772,-0.09075417369604111,-0.08131806552410126,0.08448485285043716,-0.051883723586797714,0.20831964910030365,0.07130758464336395,-0.08320444822311401,-0.07370661199092865,-0.01186173316091299
diverse,0.2053692787885666,0.3945798873901367,0.2153438776731491,0.27046138048171997,0.21578045189380646,0.2892201542854309,0.14943259954452515,0.21496160328388214,0.08335962146520615,0.21764187514781952,0.22006158530712128,0.2016422301530838,0.188248410820961,0.16935090720653534,0.22321121394634247,0.21496160328388214,0.1190442442893982,0.1773739904165268,0.027039075270295143,0.09575332701206207,0.09912629425525665,0.07389035075902939
combinatorial,0.25358137488365173,0.2696301341056824,0.8536502718925476,0.2796764671802521,0.4517779052257538,0.3939202129840851,0.305390864610672,0.30703550577163696,0.15605579316616058,0.13212727010250092,0.19784165918827057,0.27262675762176514,0.2124767005443573,0.18607638776302338,0.3520074486732483,0.30703550577163696,0.1042337566614151,0.11292771995067596,0.02776345983147621,0.31561169028282166,0.22496633231639862,0.1546696126461029
and,0.33647966384887695,0.5296266674995422,0.2856716215610504,1.0,0.15086640417575836,0.18770602345466614,0.285793662071228,0.6633074283599854,0.22724537551403046,0.280531644821167,0.48971283435821533,0.41766801476478577,0.23838524520397186,0.4289871156215668,0.24807147681713104,0.6633074283599854,0.34479495882987976,0.1801057755947113,0.06895173341035843,0.21158236265182495,0.190906822681427,0.20544172823429108
graph,0.3352709412574768,0.20187994837760925,0.41425442695617676,0.15086640417575836,0.9999999403953552,0.37314581871032715,0.22764582931995392,0.21839329600334167,0.02738124690949917,0.1839148849248886,0.19438183307647705,0.29921749234199524,0.18331845104694366,0.18581947684288025,0.3602888286113739,0.21839329600334167,0.13874512910842896,0.20105551183223724,-0.03194202110171318,0.30146703124046326,0.26484057307243347,0.20263607800006866
theoretical,0.2689230442047119,0.22007080912590027,0.3605065941810608,0.18770602345466614,0.37314581871032715,1.0000001192092896,0.23852582275867462,0.2542550563812256,0.12077192962169647,0.23159660398960114,0.20695699751377106,0.21655568480491638,0.14866508543491364,0.1470205932855606,0.3226170241832733,0.2542550563812256,0.16705869138240814,0.2802187502384186,0.03192378208041191,0.3281320035457611,0.195792093873024,0.14929188787937164
problems,0.37939780950546265,0.33828115463256836,0.3058489263057709,0.285793662071228,0.22764582931995392,0.23852582275867462,1.0,0.2596952021121979,0.10233260691165924,0.20281507074832916,0.28989166021347046,0.2817195653915405,0.32062992453575134,0.20223401486873627,0.4162988066673279,0.2596952021121979,0.2553269863128662,0.17343546450138092,-0.0541396401822567,0.18486927449703217,0.25934290885925293,0.2638136148452759
",",0.22659391164779663,0.40610817074775696,0.3177691698074341,0.6633074283599854,0.21839329600334167,0.2542550563812256,0.2596952021121979,1.0000001192092896,0.2646653354167938,0.2386300414800644,0.44245919585227966,0.39254459738731384,0.2421235293149948,0.3680937886238098,0.22138279676437378,1.0000001192092896,0.3015086054801941,0.29179710149765015,-0.0016132977325469255,0.2304661124944687,0.20406076312065125,0.31091248989105225
each,0.4183253347873688,0.35348209738731384,0.2644020915031433,0.2984027564525604,0.3024289309978485,0.18638135492801666,0.1765049546957016,0.207483172416687,0.06945013999938965,0.13903816044330597,0.3941934108734131,0.3907950520515442,0.10082735121250153,0.29190269112586975,0.3305208683013916,0.207483172416687,0.20516681671142578,0.13349880278110504,0.021750088781118393,0.21401257812976837,0.2448296695947647,0.21173812448978424
infamous,0.18230393528938293,0.27926477789878845,0.17015865445137024,0.22361387312412262,0.16789190471172333,0.1720350831747055,0.17801667749881744,0.19367913901805878,0.19936580955982208,0.32112258672714233,0.20437684655189514,0.15483085811138153,0.35095810890197754,0.2945704758167267,0.19598285853862762,0.19367913901805878,0.2021239846944809,0.12194470316171646,0.0002490085898898542,0.08890262991189957,0.13102400302886963,0.14350996911525726
for,0.3308170735836029,0.40972793102264404,0.2706497311592102,0.5064792633056641,0.16102299094200134,0.23397420346736908,0.27039530873298645,0.4464869201183319,0.26421916484832764,0.212932750582695,0.4451248347759247,0.3801851272583008,0.18640144169330597,0.3248702883720398,0.3662826418876648,0.4464869201183319,0.318512886762619,0.1591213047504425,-0.07241261005401611,0.22010697424411774,0.22765100002288818,0.264628142118454
its,0.22449488937854767,0.3319723308086395,0.1873655766248703,0.3841775357723236,0.19506748020648956,0.1898518055677414,0.21335220336914062,0.33157986402511597,0.20364582538604736,0.21652862429618835,0.3691340684890747,0.2731834948062897,0.2074432373046875,0.24398943781852722,0.2749989330768585,0.33157986402511597,0.19922670722007751,0.13215407729148865,0.03202139586210251,0.18298761546611786,0.1790943294763565,0.15103481709957123
computational,0.3542470932006836,0.2698468267917633,0.49230724573135376,0.28914058208465576,0.4143465757369995,0.5886620283126831,0.3718613386154175,0.28742313385009766,0.09843112528324127,0.19143624603748322,0.246933713555336,0.2993409335613251,0.22033105790615082,0.2209896296262741,0.4679899513721466,0.28742313385009766,0.182235985994339,0.18822556734085083,-0.04980248585343361,0.22667337954044342,0.29496023058891296,0.21617397665977478
intractability,0.3360641300678253,0.2657937705516815,0.3634772002696991,0.24807147681713104,0.3602888286113739,0.3226170241832733,0.4162988066673279,0.22138279676437378,0.1746581792831421,0.08696919679641724,0.3185548484325409,0.3484964370727539,0.27182331681251526,0.2021770477294922,1.0,0.22138279676437378,0.16828732192516327,0.20429852604866028,-0.08279743790626526,0.26095280051231384,0.24383977055549622,0.22662174701690674
",",0.22659391164779663,0.40610817074775696,0.3177691698074341,0.6633074283599854,0.21839329600334167,0.2542550563812256,0.2596952021121979,1.0000001192092896,0.2646653354167938,0.2386300414800644,0.44245919585227966,0.39254459738731384,0.2421235293149948,0.3680937886238098,0.22138279676437378,1.0000001192092896,0.3015086054801941,0.29179710149765015,-0.0016132977325469255,0.2304661124944687,0.20406076312065125,0.31091248989105225
are,0.311818927526474,0.5655534863471985,0.3987882137298584,0.48576638102531433,0.21210063993930817,0.19839611649513245,0.2565869987010956,0.4062570035457611,0.18924593925476074,0.2577219605445862,0.3504326641559601,0.5556803941726685,0.16026602685451508,0.37842893600463867,0.25679513812065125,0.4062570035457611,0.2159031480550766,0.13098903000354767,-0.008927806280553341,0.20139499008655548,0.19665944576263428,0.24591213464736938
np-complete,0.25348520278930664,0.14334391057491302,0.20453889667987823,0.1983288824558258,0.2744949162006378,0.2760235369205475,0.21938736736774445,0.21401260793209076,0.08567234128713608,0.16754333674907684,0.24762758612632751,0.2608036994934082,0.2234727144241333,0.1839500069618225,0.3177739381790161,0.21401260793209076,0.2242211401462555,0.18610158562660217,0.07407322525978088,0.10500486195087433,0.16489046812057495,0.16391170024871826
.,0.3287222981452942,0.3974229395389557,0.2194594293832779,0.588965117931366,0.2842925190925598,0.19316019117832184,0.2602308988571167,0.6812511086463928,0.16428235173225403,0.26106974482536316,0.4645031690597534,0.4383580684661865,0.2291213572025299,0.3936232924461365,0.23943141102790833,0.6812511086463928,0.35288307070732117,0.24913643300533295,-0.003708066651597619,0.2429187148809433,0.2468368262052536,0.4130953550338745
