,how,long,would,the,astronauts,be,project,to,be,able,to,stay,on,the,moon,for,in,the,latter,missions,?
for,0.3308170735836029,0.2547193765640259,0.39877474308013916,0.4739971458911896,0.2060912698507309,0.3801851272583008,0.2228124439716339,0.4451248347759247,0.3801851272583008,0.2947812080383301,0.4451248347759247,0.28911006450653076,0.36199691891670227,0.4739971458911896,0.2043032944202423,0.9999999403953552,0.4322226941585541,0.4739971458911896,0.22359251976013184,0.24688635766506195,0.264628142118454
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
last,0.24577783048152924,0.25578317046165466,0.2556133568286896,0.3698786795139313,0.13547419011592865,0.26127123832702637,0.170369490981102,0.30156898498535156,0.26127123832702637,0.27108269929885864,0.30156898498535156,0.24844218790531158,0.2517152428627014,0.3698786795139313,0.2400616854429245,0.3043119013309479,0.30714505910873413,0.3698786795139313,0.25635161995887756,0.18065673112869263,0.22371746599674225
five,0.20553050935268402,0.2357739955186844,0.23033055663108826,0.41977158188819885,0.1878390908241272,0.2581751346588135,0.1192212626338005,0.29041585326194763,0.2581751346588135,0.21070615947246552,0.29041585326194763,0.23354396224021912,0.2724660038948059,0.41977158188819885,0.1463347226381302,0.30701300501823425,0.3634254038333893,0.41977158188819885,0.1746496707201004,0.23859652876853943,0.18342848122119904
missions,0.20489740371704102,0.19066615402698517,0.24290740489959717,0.26288601756095886,0.43658554553985596,0.16492660343647003,0.3073377013206482,0.29123765230178833,0.16492660343647003,0.2558344900608063,0.29123765230178833,0.17320698499679565,0.2538504898548126,0.26288601756095886,0.30764681100845337,0.24688635766506195,0.2733149528503418,0.26288601756095886,0.1701948493719101,1.0,0.21422071754932404
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.4933079481124878,0.23683924973011017,0.39254459738731384,0.24875426292419434,0.44245919585227966,0.39254459738731384,0.28725793957710266,0.44245919585227966,0.2502226233482361,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.4464869201183319,0.5201468467712402,0.4933079481124878,0.2972133159637451,0.2626538574695587,0.31091248989105225
along,0.2501010298728943,0.3176414370536804,0.26956912875175476,0.39495137333869934,0.18708011507987976,0.21169698238372803,0.14343269169330597,0.2976071536540985,0.21169698238372803,0.16749930381774902,0.2976071536540985,0.17612959444522858,0.41361382603645325,0.39495137333869934,0.1544431447982788,0.249526709318161,0.3603311777114868,0.39495137333869934,0.20907481014728546,0.21036021411418915,0.17134909331798553
with,0.3525622487068176,0.289187490940094,0.38372042775154114,0.4223487675189972,0.18919897079467773,0.36101722717285156,0.19682161509990692,0.4239959120750427,0.36101722717285156,0.3051167130470276,0.4239959120750427,0.23592089116573334,0.40749499201774597,0.4223487675189972,0.20192916691303253,0.39140474796295166,0.4080928862094879,0.4223487675189972,0.2930402457714081,0.21365633606910706,0.2433311939239502
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
payload,0.21773599088191986,0.23113706707954407,0.13916237652301788,0.16401338577270508,0.3818477988243103,0.19714118540287018,0.24168787896633148,0.20078565180301666,0.19714118540287018,0.2169950157403946,0.20078565180301666,0.07986538112163544,0.20492906868457794,0.16401338577270508,0.2508235573768616,0.22720588743686676,0.11804072558879852,0.16401338577270508,0.05661683902144432,0.37204816937446594,0.2877492606639862
capacity,0.24620088934898376,0.1609128713607788,0.21672497689723969,0.1849547177553177,0.12840941548347473,0.22681169211864471,0.18296974897384644,0.24764131009578705,0.22681169211864471,0.24027156829833984,0.24764131009578705,0.15839746594429016,0.12863174080848694,0.1849547177553177,0.12593428790569305,0.2676246166229248,0.18522892892360687,0.1849547177553177,0.18428686261177063,0.19864580035209656,0.17383241653442383
of,0.2480744868516922,0.2567519545555115,0.3353942930698395,0.733189046382904,0.16999632120132446,0.33904364705085754,0.17578177154064178,0.41548454761505127,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.20201723277568817,0.3966929316520691,0.733189046382904,0.18815091252326965,0.4185989499092102,0.5696388483047485,0.733189046382904,0.34553682804107666,0.2598918080329895,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
saturn,0.1258738934993744,0.1336430311203003,0.21835042536258698,0.24189656972885132,0.3465205430984497,0.18043144047260284,0.12074430286884308,0.18787172436714172,0.18043144047260284,0.13780732452869415,0.18787172436714172,0.10997092723846436,0.18330253660678864,0.24189656972885132,0.5790216326713562,0.30204665660858154,0.16002382338047028,0.24189656972885132,0.12989723682403564,0.17527790367603302,0.1619711071252823
v.,0.07870125025510788,0.02388150431215763,0.03628528490662575,-0.028345759958028793,-0.05081215873360634,0.012143939733505249,0.034558672457933426,0.0018978832522407174,0.012143939733505249,0.04363647475838661,0.0018978832522407174,0.04451202601194382,-0.038737017661333084,-0.028345759958028793,-0.036050111055374146,0.00569364707916975,-0.03806581720709801,-0.028345759958028793,-0.061890508979558945,0.01206954475492239,0.13179227709770203
these,0.41104358434677124,0.2911933362483978,0.3925110399723053,0.49086877703666687,0.200467050075531,0.4507283866405487,0.17580462992191315,0.46852558851242065,0.4507283866405487,0.3568717837333679,0.46852558851242065,0.25740736722946167,0.32800400257110596,0.49086877703666687,0.19515039026737213,0.41566818952560425,0.3791837692260742,0.49086877703666687,0.28378671407699585,0.33472466468811035,0.2571668326854706
final,0.2052120715379715,0.1455066055059433,0.25731417536735535,0.3543182611465454,0.07582959532737732,0.16302402317523956,0.11068663746118546,0.26099109649658203,0.16302402317523956,0.2057538479566574,0.26099109649658203,0.17657172679901123,0.20678670704364777,0.3543182611465454,0.1337578296661377,0.25346213579177856,0.25512343645095825,0.3543182611465454,0.2547464966773987,0.1626800149679184,0.17315025627613068
missions,0.20489740371704102,0.19066615402698517,0.24290740489959717,0.26288601756095886,0.43658554553985596,0.16492660343647003,0.3073377013206482,0.29123765230178833,0.16492660343647003,0.2558344900608063,0.29123765230178833,0.17320698499679565,0.2538504898548126,0.26288601756095886,0.30764681100845337,0.24688635766506195,0.2733149528503418,0.26288601756095886,0.1701948493719101,1.0,0.21422071754932404
would,0.43239715695381165,0.26973652839660645,1.0000001192092896,0.4133751392364502,0.23981912434101105,0.5202695727348328,0.323645681142807,0.5965728163719177,0.5202695727348328,0.5841130018234253,0.5965728163719177,0.38615211844444275,0.35589995980262756,0.4133751392364502,0.22023175656795502,0.39877474308013916,0.30461156368255615,0.4133751392364502,0.2951241731643677,0.24290740489959717,0.37178951501846313
combine,0.2811005115509033,0.12549333274364471,0.21429170668125153,0.2880306839942932,0.09217388927936554,0.35207340121269226,0.15903359651565552,0.2847091257572174,0.35207340121269226,0.22644448280334473,0.2847091257572174,0.09382164478302002,0.17504215240478516,0.2880306839942932,0.09115546941757202,0.2938137352466583,0.30072295665740967,0.2880306839942932,0.1734994798898697,0.18073590099811554,0.23649157583713531
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
i,0.3186261057853699,0.22276075184345245,0.4595685601234436,0.26687872409820557,0.18311230838298798,0.3843499720096588,0.31509703397750854,0.3140375316143036,0.3843499720096588,0.268473356962204,0.3140375316143036,0.2739013433456421,0.238076314330101,0.26687872409820557,0.20773661136627197,0.257647842168808,0.22907796502113342,0.26687872409820557,0.23725363612174988,0.16988936066627502,0.4695145785808563
and,0.33647966384887695,0.3395216166973114,0.34921059012413025,0.5171257257461548,0.20313000679016113,0.41766801476478577,0.23249590396881104,0.48971283435821533,0.41766801476478577,0.3303895890712738,0.48971283435821533,0.279899924993515,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.5064792633056641,0.4954058527946472,0.5171257257461548,0.30753543972969055,0.2856438457965851,0.20544172823429108
j,0.16426564753055573,0.14923058450222015,0.14941096305847168,0.15695494413375854,0.17169512808322906,0.10582475364208221,0.12006412446498871,0.11675981432199478,0.10582475364208221,0.13776756823062897,0.11675981432199478,0.16017621755599976,0.16926753520965576,0.15695494413375854,0.18536539375782013,0.20501819252967834,0.18840043246746063,0.15695494413375854,0.15156932175159454,0.10131992399692535,0.14581649005413055
types,0.3203487992286682,0.23782043159008026,0.16394191980361938,0.23509301245212555,0.1156659722328186,0.31168943643569946,0.11736809462308884,0.20054484903812408,0.31168943643569946,0.1885380893945694,0.20054484903812408,0.16386361420154572,0.2141326367855072,0.23509301245212555,0.1101294681429863,0.29793059825897217,0.18516337871551514,0.23509301245212555,0.10938766598701477,0.17465922236442566,0.1285012811422348
in,0.2601168751716614,0.2759332060813904,0.30461156368255615,0.6662389636039734,0.1392838954925537,0.3481820821762085,0.16277937591075897,0.45010748505592346,0.3481820821762085,0.23456627130508423,0.45010748505592346,0.23382514715194702,0.46853652596473694,0.6662389636039734,0.1284755915403366,0.4322226941585541,1.0,0.6662389636039734,0.27519580721855164,0.2733149528503418,0.20430970191955566
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
1967,-0.03056151233613491,-0.18707525730133057,-0.06800637394189835,-0.012038951739668846,-0.1830849051475525,-0.03577471524477005,0.004289371892809868,-0.0018660398200154305,-0.03577471524477005,-0.07510315626859665,-0.0018660398200154305,-0.027522465214133263,-0.11705082654953003,-0.012038951739668846,-0.14574888348579407,0.033193573355674744,0.004017085302621126,-0.012038951739668846,-0.06387009471654892,-0.1345202475786209,0.017933469265699387
list,0.1892312467098236,0.08047770708799362,0.1953110247850418,0.2863321602344513,0.07614865899085999,0.2599433958530426,0.19705384969711304,0.17417719960212708,0.2599433958530426,0.1648063361644745,0.17417719960212708,0.1179632842540741,0.18396662175655365,0.2863321602344513,0.08568307012319565,0.254395067691803,0.2799903452396393,0.2863321602344513,0.10756926983594894,0.15603533387184143,0.23630984127521515
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.4933079481124878,0.23683924973011017,0.39254459738731384,0.24875426292419434,0.44245919585227966,0.39254459738731384,0.28725793957710266,0.44245919585227966,0.2502226233482361,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.4464869201183319,0.5201468467712402,0.4933079481124878,0.2972133159637451,0.2626538574695587,0.31091248989105225
allowing,0.3304036259651184,0.17386579513549805,0.513235330581665,0.3440283536911011,0.18802985548973083,0.3555369973182678,0.18289774656295776,0.47026363015174866,0.3555369973182678,0.5181475281715393,0.47026363015174866,0.3126113712787628,0.2716836929321289,0.3440283536911011,0.12151781469583511,0.32889822125434875,0.22594089806079865,0.3440283536911011,0.2371489405632019,0.20591916143894196,0.1434045135974884
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
cmp,0.24368150532245636,0.20180881023406982,0.18313640356063843,0.2160838544368744,0.08386876434087753,0.22986403107643127,0.2277502417564392,0.2117818146944046,0.22986403107643127,0.2389313280582428,0.2117818146944046,0.16474929451942444,0.18635064363479614,0.2160838544368744,0.10580898821353912,0.2705598771572113,0.13946208357810974,0.2160838544368744,0.13290801644325256,0.20179511606693268,0.31603097915649414
to,0.44169697165489197,0.30218687653541565,0.5965728163719177,0.535392165184021,0.22723354399204254,0.4972836375236511,0.28750085830688477,1.0,0.4972836375236511,0.529755175113678,1.0,0.39492106437683105,0.41031414270401,0.535392165184021,0.17707908153533936,0.4451248347759247,0.45010748505592346,0.535392165184021,0.283441424369812,0.29123765230178833,0.29463258385658264
operate,0.24947915971279144,0.21273665130138397,0.29437458515167236,0.23581141233444214,0.12920589745044708,0.3260573744773865,0.18745914101600647,0.3261392116546631,0.3260573744773865,0.3250744938850403,0.3261392116546631,0.3185252845287323,0.2474922388792038,0.23581141233444214,0.05171601474285126,0.23467504978179932,0.24484391510486603,0.23581141233444214,0.12428256869316101,0.2561166286468506,0.16664595901966095
a,0.29312583804130554,0.3795371353626251,0.398599237203598,0.5829201340675354,0.14729517698287964,0.39883795380592346,0.2328382134437561,0.45503583550453186,0.39883795380592346,0.2874686121940613,0.45503583550453186,0.27986037731170654,0.3848365545272827,0.5829201340675354,0.23150557279586792,0.44038116931915283,0.539380669593811,0.5829201340675354,0.2740139961242676,0.2459585964679718,0.23916715383529663
package,0.24322636425495148,0.10947858542203903,0.2550957202911377,0.19628381729125977,0.1547071486711502,0.2217237800359726,0.2646484673023224,0.26714250445365906,0.2217237800359726,0.20567160844802856,0.26714250445365906,0.16659273207187653,0.21181778609752655,0.19628381729125977,0.16325604915618896,0.2392713725566864,0.18921826779842377,0.19628381729125977,0.19881369173526764,0.18557871878147125,0.17711099982261658
of,0.2480744868516922,0.2567519545555115,0.3353942930698395,0.733189046382904,0.16999632120132446,0.33904364705085754,0.17578177154064178,0.41548454761505127,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.20201723277568817,0.3966929316520691,0.733189046382904,0.18815091252326965,0.4185989499092102,0.5696388483047485,0.733189046382904,0.34553682804107666,0.2598918080329895,0.1826142966747284
lunar,0.21081319451332092,0.193118616938591,0.20055215060710907,0.23309995234012604,0.4791547656059265,0.167300745844841,0.25115966796875,0.15437743067741394,0.167300745844841,0.18650321662425995,0.15437743067741394,0.1588076651096344,0.22814977169036865,0.23309995234012604,0.6080004572868347,0.16840216517448425,0.17049738764762878,0.23309995234012604,0.16386955976486206,0.3653785288333893,0.1628302037715912
orbital,0.23096127808094025,0.1997414529323578,0.19512684643268585,0.16417881846427917,0.3032316565513611,0.1698933243751526,0.20419609546661377,0.20699875056743622,0.1698933243751526,0.15460942685604095,0.20699875056743622,0.19139133393764496,0.17191986739635468,0.16417881846427917,0.4191090166568756,0.1865740865468979,0.13474011421203613,0.16417881846427917,0.141046404838562,0.27817216515541077,0.22483505308628082
sensors,0.3323957324028015,0.22559736669063568,0.20250946283340454,0.22193503379821777,0.28779080510139465,0.2332383394241333,0.12093444913625717,0.23180149495601654,0.2332383394241333,0.2512839436531067,0.23180149495601654,0.16111621260643005,0.2424435019493103,0.22193503379821777,0.24681858718395233,0.2255508154630661,0.13525216281414032,0.22193503379821777,0.13597796857357025,0.2714128792285919,0.1501072198152542
and,0.33647966384887695,0.3395216166973114,0.34921059012413025,0.5171257257461548,0.20313000679016113,0.41766801476478577,0.23249590396881104,0.48971283435821533,0.41766801476478577,0.3303895890712738,0.48971283435821533,0.279899924993515,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.5064792633056641,0.4954058527946472,0.5171257257461548,0.30753543972969055,0.2856438457965851,0.20544172823429108
cameras,0.23248180747032166,0.14177262783050537,0.25702670216560364,0.2402329444885254,0.2767505347728729,0.24669234454631805,0.1691727489233017,0.28243497014045715,0.24669234454631805,0.31076714396476746,0.28243497014045715,0.21290573477745056,0.21046479046344757,0.2402329444885254,0.25196051597595215,0.2902202010154724,0.180817648768425,0.2402329444885254,0.19337254762649536,0.26145774126052856,0.1492827832698822
while,0.2918691337108612,0.2932010889053345,0.38103634119033813,0.39804592728614807,0.24142082035541534,0.3466706871986389,0.2383626103401184,0.43899232149124146,0.3466706871986389,0.33974480628967285,0.43899232149124146,0.3738459050655365,0.44084006547927856,0.39804592728614807,0.19663068652153015,0.4232339859008789,0.3399278521537781,0.39804592728614807,0.3141389787197113,0.2627766728401184,0.21076419949531555
his,0.24614305794239044,0.18129055202007294,0.292866975069046,0.4394008219242096,0.15584053099155426,0.21738691627979279,0.198722243309021,0.3715193271636963,0.21738691627979279,0.28651130199432373,0.3715193271636963,0.23717626929283142,0.32064297795295715,0.4394008219242096,0.20005729794502258,0.39312878251075745,0.3598145842552185,0.4394008219242096,0.2201921045780182,0.2283373922109604,0.18075084686279297
companions,0.19656947255134583,0.1269327700138092,0.2089197039604187,0.25117260217666626,0.3011041283607483,0.24003584682941437,0.08706305921077728,0.3149268925189972,0.24003584682941437,0.2317241132259369,0.3149268925189972,0.23926161229610443,0.1740266978740692,0.25117260217666626,0.24311994016170502,0.20080320537090302,0.16088806092739105,0.25117260217666626,0.16790682077407837,0.2755131125450134,0.14333169162273407
were,0.2082374095916748,0.18442559242248535,0.37426912784576416,0.3906462490558624,0.2418980598449707,0.4064064621925354,0.13263660669326782,0.31913647055625916,0.4064064621925354,0.2341073453426361,0.31913647055625916,0.26860684156417847,0.2774328887462616,0.3906462490558624,0.15599286556243896,0.33592689037323,0.3815755248069763,0.3906462490558624,0.2214890420436859,0.30557745695114136,0.17890112102031708
on,0.32655060291290283,0.3373977243900299,0.35589995980262756,0.5107308030128479,0.2219601273536682,0.37900757789611816,0.25128498673439026,0.41031414270401,0.37900757789611816,0.27045732736587524,0.41031414270401,0.23727947473526,0.9999999403953552,0.5107308030128479,0.20249907672405243,0.36199691891670227,0.46853652596473694,0.5107308030128479,0.20572464168071747,0.2538504898548126,0.2714994251728058
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
surface,0.25213223695755005,0.1922260820865631,0.2547634243965149,0.2555135488510132,0.306205689907074,0.27637481689453125,0.21804186701774597,0.23727688193321228,0.27637481689453125,0.19260291755199432,0.23727688193321228,0.2531145513057709,0.2674844264984131,0.2555135488510132,0.3550443947315216,0.17463307082653046,0.20246390998363495,0.2555135488510132,0.18865302205085754,0.2683989405632019,0.14613434672355652
