,what,area,of,brookhaven,is,still,known,for,its,high,levels,of,crime,?
west,0.1946573108434677,0.3297291398048401,0.2891985774040222,0.2879618704319,0.25201764702796936,0.17988909780979156,0.2015669196844101,0.17698325216770172,0.24631395936012268,0.18777328729629517,0.1647411435842514,0.2891985774040222,0.09778759628534317,0.12088293582201004
side,0.2532914876937866,0.24066811800003052,0.2452700436115265,0.20541541278362274,0.27624061703681946,0.2796216309070587,0.1255246251821518,0.14891928434371948,0.21358303725719452,0.1755419224500656,0.22732117772102356,0.2452700436115265,0.10939324647188187,0.07831130921840668
south,0.15388517081737518,0.3531528413295746,0.33382371068000793,0.3169766962528229,0.27680471539497375,0.23613229393959045,0.23865355551242828,0.17502866685390472,0.27340400218963623,0.1922948807477951,0.11717821657657623,0.33382371068000793,0.13405129313468933,0.12336621433496475
of,0.33290785551071167,0.3409860134124756,1.0,0.2983463704586029,0.4854315221309662,0.3288819193840027,0.35814476013183594,0.4185989499092102,0.48690423369407654,0.2803038954734802,0.23668165504932404,1.0,0.21116793155670166,0.1826142966747284
jensen,0.1088050827383995,0.11395428329706192,0.14561618864536285,0.3516082465648651,0.11870342493057251,0.124356709420681,0.1564570665359497,0.15502509474754333,0.05932938680052757,0.10708552598953247,0.092098169028759,0.14561618864536285,0.1349456012248993,0.15803006291389465
and,0.31309178471565247,0.3044000566005707,0.5116966962814331,0.2831175923347473,0.3859752118587494,0.37647393345832825,0.3468935489654541,0.5064792633056641,0.3841775357723236,0.2911888659000397,0.2956688106060028,0.5116966962814331,0.24905915558338165,0.20544172823429108
west,0.1946573108434677,0.3297291398048401,0.2891985774040222,0.2879618704319,0.25201764702796936,0.17988909780979156,0.2015669196844101,0.17698325216770172,0.24631395936012268,0.18777328729629517,0.1647411435842514,0.2891985774040222,0.09778759628534317,0.12088293582201004
of,0.33290785551071167,0.3409860134124756,1.0,0.2983463704586029,0.4854315221309662,0.3288819193840027,0.35814476013183594,0.4185989499092102,0.48690423369407654,0.2803038954734802,0.23668165504932404,1.0,0.21116793155670166,0.1826142966747284
elm,0.12623845040798187,0.17327439785003662,0.24197858572006226,0.32157793641090393,0.1976567804813385,0.15455254912376404,0.12761063873767853,0.12384282797574997,0.14378200471401215,0.2077093869447708,0.1431511491537094,0.24197858572006226,0.1867275834083557,0.1065058559179306
",",0.3087472915649414,0.2664283812046051,0.4946078956127167,0.3114986717700958,0.4691906273365021,0.35217106342315674,0.3604377806186676,0.4464869201183319,0.33157986402511597,0.27938312292099,0.2284579873085022,0.4946078956127167,0.21491537988185883,0.31091248989105225
was,0.22111038863658905,0.24981513619422913,0.4069072902202606,0.2770478427410126,0.5810302495956421,0.3328092098236084,0.35203275084495544,0.3863949179649353,0.3518870174884796,0.19978567957878113,0.10329693555831909,0.4069072902202606,0.16935916244983673,0.18412111699581146
given,0.21883496642112732,0.1887875646352768,0.39388060569763184,0.20791345834732056,0.249215230345726,0.28687143325805664,0.2580932676792145,0.44294488430023193,0.3061199486255646,0.13911858201026917,0.17026564478874207,0.39388060569763184,0.12787751853466034,0.2570464313030243
the,0.42745697498321533,0.37834644317626953,0.733189046382904,0.3249432444572449,0.5823672413825989,0.40142056345939636,0.3624623417854309,0.4739971458911896,0.559237003326416,0.28034812211990356,0.286034494638443,0.733189046382904,0.2052120864391327,0.22068053483963013
name,0.18623162806034088,0.205547034740448,0.24075818061828613,0.16054442524909973,0.3359788954257965,0.19987735152244568,0.3659360110759735,0.25737348198890686,0.317160964012146,0.1618267446756363,0.090574711561203,0.24075818061828613,0.12804707884788513,0.15381577610969543
by,0.2455483376979828,0.22557134926319122,0.3646814823150635,0.18150432407855988,0.3899846076965332,0.25492724776268005,0.24461808800697327,0.3248702883720398,0.24398943781852722,0.2159195840358734,0.20695684850215912,0.3646814823150635,0.24834075570106506,0.17966607213020325
the,0.42745697498321533,0.37834644317626953,0.733189046382904,0.3249432444572449,0.5823672413825989,0.40142056345939636,0.3624623417854309,0.4739971458911896,0.559237003326416,0.28034812211990356,0.286034494638443,0.733189046382904,0.2052120864391327,0.22068053483963013
fresno,0.159109428524971,0.21332328021526337,0.1875009983778,0.40023455023765564,0.2127077877521515,0.17643599212169647,0.18501479923725128,0.17504577338695526,0.1913203001022339,0.19340389966964722,0.1288401484489441,0.1875009983778,0.1791701465845108,0.13224096596240997
city,0.17493832111358643,0.41959723830223083,0.32503411173820496,0.40175172686576843,0.3186660706996918,0.1860724240541458,0.20357060432434082,0.18687109649181366,0.3465842306613922,0.19180640578269958,0.07961610704660416,0.32503411173820496,0.22200573980808258,0.13423943519592285
council,0.16933071613311768,0.2738358974456787,0.2972237169742584,0.26158416271209717,0.2196589708328247,0.18751633167266846,0.1099194809794426,0.1601620316505432,0.21807712316513062,0.12757444381713867,0.13434885442256927,0.2972237169742584,0.11005164682865143,0.1160062924027443
in,0.30808621644973755,0.33632898330688477,0.5696388483047485,0.37024444341659546,0.5394441485404968,0.3424699008464813,0.32641831040382385,0.4322226941585541,0.3793783485889435,0.2652597725391388,0.2418597936630249,0.5696388483047485,0.22510747611522675,0.20430970191955566
an,0.2821882665157318,0.23076042532920837,0.32280945777893066,0.2012239694595337,0.4654068350791931,0.20023715496063232,0.3156754970550537,0.3236706852912903,0.28139030933380127,0.13532011210918427,0.1761990785598755,0.32280945777893066,0.13455620408058167,0.19793890416622162
effort,0.2810528576374054,0.2238738089799881,0.21940191090106964,0.14632652699947357,0.17625613510608673,0.2865765690803528,0.12409707903862,0.2727666199207306,0.25360751152038574,0.13794279098510742,0.18111136555671692,0.21940191090106964,0.2089407742023468,0.27546563744544983
to,0.455847829580307,0.2797197997570038,0.41548454761505127,0.20442746579647064,0.42745086550712585,0.41205283999443054,0.14337651431560516,0.4451248347759247,0.3691340684890747,0.28947713971138,0.29053324460983276,0.41548454761505127,0.20496699213981628,0.29463258385658264
revitalize,0.19532962143421173,0.06319810450077057,0.2013617604970932,0.15128563344478607,0.1684475690126419,0.22172732651233673,0.2299567312002182,0.2806842625141144,0.2247970551252365,0.12872512638568878,0.10190365463495255,0.2013617604970932,0.17412707209587097,0.20856554806232452
the,0.42745697498321533,0.37834644317626953,0.733189046382904,0.3249432444572449,0.5823672413825989,0.40142056345939636,0.3624623417854309,0.4739971458911896,0.559237003326416,0.28034812211990356,0.286034494638443,0.733189046382904,0.2052120864391327,0.22068053483963013
neighborhood,0.12062139064073563,0.32673999667167664,0.15683332085609436,0.3669699728488922,0.20414865016937256,0.19037413597106934,0.12677961587905884,0.1602821797132492,0.22303783893585205,0.2249121516942978,0.13061602413654327,0.15683332085609436,0.22440063953399658,0.048473283648490906
's,0.02692362666130066,-0.002423585159704089,-0.03817026689648628,-0.06768285483121872,0.02396530658006668,0.033143531531095505,0.008368984796106815,-0.07241261005401611,0.03202139586210251,-0.04658069461584091,0.0031945309601724148,-0.03817026689648628,0.04433533549308777,-0.023395681753754616
image,0.13311375677585602,0.16611303389072418,0.21113355457782745,0.08093610405921936,0.2304195761680603,0.1945594847202301,0.10754777491092682,0.13058708608150482,0.15776106715202332,0.07667780667543411,0.07519328594207764,0.21113355457782745,0.05050959065556526,0.14968013763427734
.,0.3567904531955719,0.2760866582393646,0.5352458953857422,0.2985574007034302,0.4569662809371948,0.38162845373153687,0.283290296792984,0.4726039469242096,0.3566088080406189,0.24301011860370636,0.24042059481143951,0.5352458953857422,0.22651058435440063,0.4130953550338745
,what,area,of,brookhaven,is,still,known,for,its,high,levels,of,crime,?
the,0.42745697498321533,0.37834644317626953,0.733189046382904,0.3249432444572449,0.5823672413825989,0.40142056345939636,0.3624623417854309,0.4739971458911896,0.559237003326416,0.28034812211990356,0.286034494638443,0.733189046382904,0.2052120864391327,0.22068053483963013
isolated,0.18175481259822845,0.2955631911754608,0.233377605676651,0.252408504486084,0.20703403651714325,0.26213932037353516,0.18850451707839966,0.16175991296768188,0.20431962609291077,0.23041142523288727,0.20361994206905365,0.233377605676651,0.12419729679822922,0.06718844920396805
subdivision,0.197628453373909,0.2794150710105896,0.2518730163574219,0.15629328787326813,0.24885734915733337,0.10276487469673157,0.19218772649765015,0.1688223034143448,0.19133859872817993,0.10171011835336685,0.1680935174226761,0.2518730163574219,0.0957668349146843,0.1031249538064003
was,0.22111038863658905,0.24981513619422913,0.4069072902202606,0.2770478427410126,0.5810302495956421,0.3328092098236084,0.35203275084495544,0.3863949179649353,0.3518870174884796,0.19978567957878113,0.10329693555831909,0.4069072902202606,0.16935916244983673,0.18412111699581146
for,0.3017193675041199,0.20941852033138275,0.4185989499092102,0.1941106915473938,0.43268078565597534,0.37984156608581543,0.363901823759079,0.9999999403953552,0.2992613911628723,0.1925620585680008,0.24535854160785675,0.4185989499092102,0.226662740111351,0.264628142118454
years,0.1981470286846161,0.13933950662612915,0.2904134690761566,0.21380232274532318,0.19551363587379456,0.2875343859195709,0.2360212802886963,0.2878222167491913,0.17322497069835663,0.19826285541057587,0.21991905570030212,0.2904134690761566,0.13920028507709503,0.1914375126361847
known,0.20381177961826324,0.17146120965480804,0.35814476013183594,0.18335938453674316,0.41921812295913696,0.23467054963111877,1.0,0.363901823759079,0.31007078289985657,0.15818224847316742,0.1424403190612793,0.35814476013183594,0.12130006402730942,0.18314571678638458
as,0.31749409437179565,0.2407972663640976,0.3886612355709076,0.25238358974456787,0.43216490745544434,0.383881539106369,0.4815765619277954,0.44774648547172546,0.31874480843544006,0.23253053426742554,0.24056120216846466,0.3886612355709076,0.19112218916416168,0.27043893933296204
the,0.42745697498321533,0.37834644317626953,0.733189046382904,0.3249432444572449,0.5823672413825989,0.40142056345939636,0.3624623417854309,0.4739971458911896,0.559237003326416,0.28034812211990356,0.286034494638443,0.733189046382904,0.2052120864391327,0.22068053483963013
``,0.008517155423760414,0.1034754067659378,0.06780257821083069,-0.12519313395023346,0.058766357600688934,-0.018793758004903793,0.00922766886651516,0.01270448137074709,0.06146819889545441,-0.032595276832580566,0.0378570593893528,0.06780257821083069,-0.011080554686486721,0.0685480609536171
dogg,0.17597158253192902,0.05694807693362236,0.11778963357210159,0.1729990541934967,0.14763352274894714,0.15438899397850037,0.21030475199222565,0.18377754092216492,0.059740517288446426,0.13296250998973846,0.17699474096298218,0.11778963357210159,0.19748784601688385,0.2060738354921341
pound,0.2057340294122696,0.047357093542814255,0.17173300683498383,0.16327619552612305,0.18582355976104736,0.1898306906223297,0.1269548535346985,0.19248950481414795,0.1494668424129486,0.13184715807437897,0.12191009521484375,0.17173300683498383,0.10984650999307632,0.1784212589263916
'',0.08143015950918198,-0.02050521783530712,0.13035868108272552,0.006601483561098576,0.0793738141655922,-0.06721267104148865,0.06905213743448257,-0.04479556903243065,-0.001744768233038485,0.01435898058116436,-0.026776907965540886,0.13035868108272552,0.10682734102010727,0.018684765323996544
in,0.30808621644973755,0.33632898330688477,0.5696388483047485,0.37024444341659546,0.5394441485404968,0.3424699008464813,0.32641831040382385,0.4322226941585541,0.3793783485889435,0.2652597725391388,0.2418597936630249,0.5696388483047485,0.22510747611522675,0.20430970191955566
reference,0.27632904052734375,0.17181061208248138,0.21538788080215454,0.1420755386352539,0.2599010765552521,0.230749249458313,0.2287893295288086,0.2865558862686157,0.1936332732439041,0.16232144832611084,0.09652930498123169,0.21538788080215454,0.20200635492801666,0.2950310707092285
to,0.455847829580307,0.2797197997570038,0.41548454761505127,0.20442746579647064,0.42745086550712585,0.41205283999443054,0.14337651431560516,0.4451248347759247,0.3691340684890747,0.28947713971138,0.29053324460983276,0.41548454761505127,0.20496699213981628,0.29463258385658264
a,0.3320399522781372,0.2782127559185028,0.5052502155303955,0.3015279769897461,0.658733606338501,0.3478926122188568,0.30882248282432556,0.44038116931915283,0.4424409866333008,0.22865821421146393,0.21465790271759033,0.5052502155303955,0.22928372025489807,0.23916715383529663
local,0.18981902301311493,0.2931937277317047,0.20668989419937134,0.1469780057668686,0.13173899054527283,0.21919837594032288,0.138745978474617,0.23619583249092102,0.20301108062267303,0.1316283792257309,0.19366233050823212,0.20668989419937134,0.08526203781366348,0.15022775530815125
gang,0.138461172580719,0.1962631642818451,0.17176270484924316,0.15307626128196716,0.13091935217380524,0.15066438913345337,0.12316441535949707,0.15817980468273163,0.0935463011264801,0.14489884674549103,0.18357914686203003,0.17176270484924316,0.4268677830696106,0.19662147760391235
",",0.3087472915649414,0.2664283812046051,0.4946078956127167,0.3114986717700958,0.4691906273365021,0.35217106342315674,0.3604377806186676,0.4464869201183319,0.33157986402511597,0.27938312292099,0.2284579873085022,0.4946078956127167,0.21491537988185883,0.31091248989105225
and,0.31309178471565247,0.3044000566005707,0.5116966962814331,0.2831175923347473,0.3859752118587494,0.37647393345832825,0.3468935489654541,0.5064792633056641,0.3841775357723236,0.2911888659000397,0.2956688106060028,0.5116966962814331,0.24905915558338165,0.20544172823429108
as,0.31749409437179565,0.2407972663640976,0.3886612355709076,0.25238358974456787,0.43216490745544434,0.383881539106369,0.4815765619277954,0.44774648547172546,0.31874480843544006,0.23253053426742554,0.24056120216846466,0.3886612355709076,0.19112218916416168,0.27043893933296204
of,0.33290785551071167,0.3409860134124756,1.0,0.2983463704586029,0.4854315221309662,0.3288819193840027,0.35814476013183594,0.4185989499092102,0.48690423369407654,0.2803038954734802,0.23668165504932404,1.0,0.21116793155670166,0.1826142966747284
late,0.1576872020959854,0.1804027110338211,0.21690747141838074,0.16606958210468292,0.20186106860637665,0.3063075542449951,0.25082725286483765,0.2018979787826538,0.21946582198143005,0.14656184613704681,0.06361758708953857,0.21690747141838074,0.15650497376918793,0.11339222639799118
2008,-0.19703538715839386,-0.17872607707977295,-0.10678710788488388,0.07813173532485962,-0.10843191295862198,-0.10249364376068115,-0.019485441967844963,-0.018520493060350418,-0.20384426414966583,-0.11090363562107086,-0.12157773226499557,-0.10678710788488388,0.0075478581711649895,-0.09852470457553864
was,0.22111038863658905,0.24981513619422913,0.4069072902202606,0.2770478427410126,0.5810302495956421,0.3328092098236084,0.35203275084495544,0.3863949179649353,0.3518870174884796,0.19978567957878113,0.10329693555831909,0.4069072902202606,0.16935916244983673,0.18412111699581146
still,0.4548931419849396,0.23223043978214264,0.3288819193840027,0.17885465919971466,0.3574111759662628,1.0,0.23467054963111877,0.37984156608581543,0.3459398150444031,0.2027973234653473,0.18168355524539948,0.3288819193840027,0.1507922261953354,0.3039587736129761
known,0.20381177961826324,0.17146120965480804,0.35814476013183594,0.18335938453674316,0.41921812295913696,0.23467054963111877,1.0,0.363901823759079,0.31007078289985657,0.15818224847316742,0.1424403190612793,0.35814476013183594,0.12130006402730942,0.18314571678638458
for,0.3017193675041199,0.20941852033138275,0.4185989499092102,0.1941106915473938,0.43268078565597534,0.37984156608581543,0.363901823759079,0.9999999403953552,0.2992613911628723,0.1925620585680008,0.24535854160785675,0.4185989499092102,0.226662740111351,0.264628142118454
high,0.20466077327728271,0.15111616253852844,0.2803038954734802,0.27625134587287903,0.2383800595998764,0.2027973234653473,0.15818224847316742,0.1925620585680008,0.23626497387886047,1.0,0.37835693359375,0.2803038954734802,0.18290558457374573,0.11137914657592773
levels,0.21641245484352112,0.19112953543663025,0.23668165504932404,0.1511814445257187,0.2141042947769165,0.18168355524539948,0.1424403190612793,0.24535854160785675,0.22832393646240234,0.37835693359375,0.9999998807907104,0.23668165504932404,0.22020596265792847,0.1541307419538498
of,0.33290785551071167,0.3409860134124756,1.0,0.2983463704586029,0.4854315221309662,0.3288819193840027,0.35814476013183594,0.4185989499092102,0.48690423369407654,0.2803038954734802,0.23668165504932404,1.0,0.21116793155670166,0.1826142966747284
violent,0.20861265063285828,0.16477453708648682,0.23184357583522797,0.11099523305892944,0.201799675822258,0.17977169156074524,0.20421265065670013,0.1996546983718872,0.20272934436798096,0.2078656107187271,0.21276862919330597,0.23184357583522797,0.3760169744491577,0.1652229279279709
crime,0.24425745010375977,0.20715156197547913,0.21116793155670166,0.15536774694919586,0.23180164396762848,0.1507922261953354,0.12130006402730942,0.226662740111351,0.12649747729301453,0.18290558457374573,0.22020596265792847,0.21116793155670166,0.9999999403953552,0.2067868858575821
.,0.3567904531955719,0.2760866582393646,0.5352458953857422,0.2985574007034302,0.4569662809371948,0.38162845373153687,0.283290296792984,0.4726039469242096,0.3566088080406189,0.24301011860370636,0.24042059481143951,0.5352458953857422,0.22651058435440063,0.4130953550338745
