,the,freedom,to,provide,services,under,tfeu,article,56,applies,to,who,?
to,0.535392165184021,0.24531033635139465,1.0,0.3479624092578888,0.27867045998573303,0.27177539467811584,0.144119530916214,0.361922025680542,0.0010534265311434865,0.3004893660545349,1.0,0.42656609416007996,0.29463258385658264
people,0.36838498711586,0.28774669766426086,0.37275731563568115,0.16822171211242676,0.258486807346344,0.13689811527729034,0.20362651348114014,0.2154819220304489,-0.013747232966125011,0.18637457489967346,0.37275731563568115,0.3933800458908081,0.23739641904830933
who,0.3733934462070465,0.23220430314540863,0.42656609416007996,0.2286112904548645,0.24612601101398468,0.2962189018726349,0.15052913129329681,0.2547345757484436,0.06909765303134918,0.18239200115203857,0.42656609416007996,0.9999998807907104,0.26220351457595825
give,0.29086416959762573,0.2666551470756531,0.4396136403083801,0.5854151248931885,0.19455185532569885,0.1980205476284027,0.09615227580070496,0.3020385801792145,-0.09317170083522797,0.3815274238586426,0.4396136403083801,0.28740519285202026,0.2985610067844391
services,0.2381475418806076,0.23425203561782837,0.27867045998573303,0.41313081979751587,1.0,0.16186471283435822,0.15979686379432678,0.191398486495018,-0.09118020534515381,0.26195839047431946,0.27867045998573303,0.24612601101398468,0.1328447163105011
``,0.029072100296616554,0.06812628358602524,0.06720756739377975,0.00022361247101798654,-0.019812092185020447,-0.001388426753692329,0.18464727699756622,0.025853512808680534,0.00667616818100214,0.11053863912820816,0.06720756739377975,0.02397952415049076,0.0685480609536171
for,0.4739971458911896,0.2511097192764282,0.4451248347759247,0.42299434542655945,0.36779820919036865,0.2930702269077301,0.20382551848888397,0.31357312202453613,0.07004619389772415,0.3683663010597229,0.4451248347759247,0.37110671401023865,0.264628142118454
remuneration,0.36193954944610596,0.25522151589393616,0.32070982456207275,0.21593506634235382,0.27753353118896484,0.1708247810602188,0.31680071353912354,0.23698946833610535,0.0347440168261528,0.1764574944972992,0.32070982456207275,0.2594115734100342,0.20674778521060944
'',0.041273195296525955,-0.051051508635282516,-0.009905828163027763,0.024159517139196396,-0.08203540742397308,0.07581566274166107,0.0001324573822785169,0.08483149111270905,-0.02310291863977909,0.049931351095438004,-0.009905828163027763,0.024401003494858742,0.018684765323996544
",",0.4933079481124878,0.2331300526857376,0.44245919585227966,0.20966707170009613,0.24788528680801392,0.24875585734844208,0.2276109755039215,0.28605279326438904,0.08333944529294968,0.35769712924957275,0.44245919585227966,0.3365725874900818,0.31091248989105225
especially,0.39420849084854126,0.20680861175060272,0.37744608521461487,0.3426157236099243,0.29475343227386475,0.18604432046413422,0.19877742230892181,0.244338259100914,-0.07249494642019272,0.33299800753593445,0.37744608521461487,0.3433115482330322,0.19751401245594025
commercial,0.23051398992538452,0.13529278337955475,0.2572329044342041,0.30359044671058655,0.31307560205459595,0.0760091096162796,0.15911325812339783,0.12684383988380432,-0.03781922534108162,0.26548951864242554,0.2572329044342041,0.05230569466948509,0.04216946288943291
or,0.4174870550632477,0.1912631094455719,0.38921234011650085,0.36427032947540283,0.26756393909454346,0.24295192956924438,0.2350807785987854,0.28299111127853394,-0.07580966502428055,0.3925952911376953,0.38921234011650085,0.31144875288009644,0.32389625906944275
professional,0.1869824379682541,0.1340736448764801,0.20276802778244019,0.15593330562114716,0.1870754063129425,0.15765558183193207,0.19263269007205963,0.1976306289434433,0.22592014074325562,0.18901626765727997,0.20276802778244019,0.2792035639286041,0.13074518740177155
activity,0.28331097960472107,0.1161537691950798,0.26676592230796814,0.2629565894603729,0.24932055175304413,0.16189263761043549,0.17477352917194366,0.26474547386169434,0.001179519109427929,0.27749302983283997,0.26676592230796814,0.15222951769828796,0.19043973088264465
.,0.5934505462646484,0.20181594789028168,0.4645031690597534,0.23842981457710266,0.2179025262594223,0.2901604175567627,0.2632068693637848,0.30669885873794556,0.059828706085681915,0.29075032472610474,0.4645031690597534,0.3541337847709656,0.4130953550338745
