,what,is,another,function,that,primes,have,that,the,number,1,does,not,?
such,0.23989605903625488,0.23545363545417786,0.268036812543869,0.21612243354320526,0.4479874074459076,0.22065632045269012,0.42997312545776367,0.4479874074459076,0.3575236201286316,0.30011066794395447,-0.23054321110248566,0.2787191867828369,0.4058493673801422,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.19182996451854706,0.4735107421875,0.23833559453487396,0.37788212299346924,0.4735107421875,0.48381632566452026,0.26786008477211,-0.2728762626647949,0.31202155351638794,0.5105602741241455,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2037137746810913,0.5473989248275757,0.22359657287597656,0.40389683842658997,0.5473989248275757,1.0,0.35145696997642517,-0.1554475575685501,0.35928019881248474,0.4310511648654938,0.22068053483963013
relationship,0.24358563125133514,0.22806847095489502,0.2804746925830841,0.2522737681865692,0.33911964297294617,0.17270909249782562,0.2631465792655945,0.33911964297294617,0.21018025279045105,0.13119778037071228,-0.3211643397808075,0.22021599113941193,0.2483322024345398,0.11361731588840485
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.16667552292346954,0.41498205065727234,0.22199293971061707,0.3802283704280853,0.41498205065727234,0.733189046382904,0.2778518795967102,-0.09473495930433273,0.3119818866252899,0.3307090103626251,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2037137746810913,0.5473989248275757,0.22359657287597656,0.40389683842658997,0.5473989248275757,1.0,0.35145696997642517,-0.1554475575685501,0.35928019881248474,0.4310511648654938,0.22068053483963013
number,0.23046229779720306,0.22390379011631012,0.27583494782447815,0.2177034616470337,0.32951247692108154,0.42379385232925415,0.3633861541748047,0.32951247692108154,0.35145696997642517,1.0,-0.20963284373283386,0.1831183135509491,0.30033785104751587,0.19256845116615295
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.2079751342535019,0.5436353087425232,0.22901344299316406,0.4544740617275238,0.5436353087425232,0.535392165184021,0.2706126868724823,-0.2769182622432709,0.4391997456550598,0.5149973034858704,0.29463258385658264
its,0.30393704771995544,0.4447362422943115,0.3607913851737976,0.261614590883255,0.416561484336853,0.15179754793643951,0.3852778375148773,0.416561484336853,0.559237003326416,0.24055860936641693,-0.10031591355800629,0.33437713980674744,0.29187723994255066,0.15103481709957123
corresponding,0.2633531987667084,0.32080236077308655,0.30614417791366577,0.3451397716999054,0.3552332818508148,0.2309797704219818,0.3374364674091339,0.3552332818508148,0.3826132118701935,0.35029828548431396,-0.186485156416893,0.3151766359806061,0.3118356466293335,0.21760094165802002
value,0.24056871235370636,0.22550974786281586,0.20495513081550598,0.41267961263656616,0.2545641362667084,0.3023236095905304,0.21074353158473969,0.2545641362667084,0.16908381879329681,0.3341948091983795,-0.2211538553237915,0.24607554078102112,0.24114683270454407,0.23920650780200958
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.16667552292346954,0.41498205065727234,0.22199293971061707,0.3802283704280853,0.41498205065727234,0.733189046382904,0.2778518795967102,-0.09473495930433273,0.3119818866252899,0.3307090103626251,0.1826142966747284
euler,0.21743088960647583,0.2447567582130432,0.2623797059059143,0.34528201818466187,0.24402374029159546,0.42957666516304016,0.188357874751091,0.24402374029159546,0.21362240612506866,0.30543291568756104,-0.16304214298725128,0.13762080669403076,0.21467000246047974,0.1553041934967041
's,0.02692362666130066,0.02396530658006668,0.026405371725559235,-0.09492422640323639,0.04397977516055107,0.011744771152734756,-0.02807004563510418,0.04397977516055107,-0.01540423184633255,0.033178191632032394,0.003928052727133036,-0.02895052544772625,0.002583299996331334,-0.023395681753754616
totient,0.2698800563812256,0.32040101289749146,0.2942987084388733,0.4890572130680084,0.28996944427490234,0.4161261320114136,0.23060454428195953,0.28996944427490234,0.2484946995973587,0.35594651103019714,-0.24650771915912628,0.23042917251586914,0.2699994146823883,0.21986106038093567
function,0.22155974805355072,0.17586156725883484,0.22528734803199768,1.0,0.2751213610172272,0.2726984918117523,0.2885133922100067,0.2751213610172272,0.2037137746810913,0.2177034616470337,-0.26438140869140625,0.23271898925304413,0.2716670334339142,0.20672395825386047
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.3191862404346466,0.4729836881160736,0.18961890041828156,0.46389055252075195,0.4729836881160736,0.4174870550632477,0.28384777903556824,-0.21893133223056793,0.4248845875263214,0.5119067430496216,0.32389625906944275
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2037137746810913,0.5473989248275757,0.22359657287597656,0.40389683842658997,0.5473989248275757,1.0,0.35145696997642517,-0.1554475575685501,0.35928019881248474,0.4310511648654938,0.22068053483963013
sum,0.2714475691318512,0.22143769264221191,0.26600512862205505,0.3309484124183655,0.3294830620288849,0.3634170889854431,0.28723520040512085,0.3294830620288849,0.1759771853685379,0.36563411355018616,-0.20036165416240692,0.2171662151813507,0.23111048340797424,0.1473705917596817
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.16667552292346954,0.41498205065727234,0.22199293971061707,0.3802283704280853,0.41498205065727234,0.733189046382904,0.2778518795967102,-0.09473495930433273,0.3119818866252899,0.3307090103626251,0.1826142966747284
divisors,0.269854873418808,0.26978355646133423,0.24048595130443573,0.318714439868927,0.3084642291069031,0.5640929341316223,0.3179492652416229,0.3084642291069031,0.2761973440647125,0.47861936688423157,-0.2115272879600525,0.2543289363384247,0.34721988439559937,0.19582416117191315
function,0.22155974805355072,0.17586156725883484,0.22528734803199768,1.0,0.2751213610172272,0.2726984918117523,0.2885133922100067,0.2751213610172272,0.2037137746810913,0.2177034616470337,-0.26438140869140625,0.23271898925304413,0.2716670334339142,0.20672395825386047
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.253307044506073,0.4460422694683075,0.2564551830291748,0.41614407300949097,0.4460422694683075,0.5934505462646484,0.3256329298019409,-0.15870751440525055,0.3022993505001068,0.4824007451534271,0.4130953550338745
