,where,is,the,sculpture,gallery,now,located,?
exterior,0.2314831018447876,0.08397811651229858,0.24049440026283264,0.3246828615665436,0.24045898020267487,0.16016611456871033,0.24921128153800964,0.10013534873723984
mosaic,0.18095196783542633,0.19656898081302643,0.27219533920288086,0.39938870072364807,0.3054819405078888,0.19481633603572845,0.12818261981010437,0.12222903966903687
panels,0.2200751155614853,0.20651692152023315,0.24509690701961517,0.30947035551071167,0.30352047085762024,0.17667417228221893,0.22818982601165771,0.12462826073169708
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.23036405444145203,0.21665531396865845,0.3619694113731384,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.23690329492092133,0.19251246750354767,0.38266420364379883,0.407527357339859,0.22068053483963013
parapet,0.24229228496551514,0.19629785418510437,0.2939188480377197,0.19958896934986115,0.19096145033836365,0.17573148012161255,0.19626586139202118,0.1733206808567047
were,0.2363632768392563,0.29386836290359497,0.3906462490558624,0.20986761152744293,0.13873814046382904,0.28246065974235535,0.1394193470478058,0.17890112102031708
designed,0.1850132942199707,0.18406619131565094,0.2559613883495331,0.30310794711112976,0.2330966591835022,0.15242038667201996,0.29085591435432434,0.11213942617177963
by,0.2641284465789795,0.3899846076965332,0.4408751428127289,0.17374664545059204,0.17317011952400208,0.20949482917785645,0.18208515644073486,0.17966607213020325
reuben,0.1568271368741989,0.26737135648727417,0.2474769800901413,0.10764022171497345,0.17328329384326935,0.26524314284324646,0.14592958986759186,0.2130155861377716
townroe,0.24739894270896912,0.27012285590171814,0.29075637459754944,0.22258798778057098,0.23171761631965637,0.2602957785129547,0.2937917411327362,0.23078353703022003
who,0.41804537177085876,0.24293622374534607,0.3733934462070465,0.1971929967403412,0.16549232602119446,0.29819536209106445,0.166107639670372,0.26220351457595825
also,0.5413004159927368,0.5012649297714233,0.6021018624305725,0.23581279814243317,0.20407117903232574,0.4247341454029083,0.25066080689430237,0.21848613023757935
designed,0.1850132942199707,0.18406619131565094,0.2559613883495331,0.30310794711112976,0.2330966591835022,0.15242038667201996,0.29085591435432434,0.11213942617177963
the,0.5003893971443176,0.5823672413825989,1.0,0.23690329492092133,0.19251246750354767,0.38266420364379883,0.407527357339859,0.22068053483963013
plaster,0.28481525182724,0.23408691585063934,0.26503533124923706,0.49406111240386963,0.3455718755722046,0.2630476653575897,0.142530158162117,0.15216755867004395
work,0.2737104296684265,0.22475390136241913,0.2704800069332123,0.2988409996032715,0.18793684244155884,0.32902517914772034,0.1449102908372879,0.2621155381202698
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.23036405444145203,0.21665531396865845,0.3619694113731384,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.23690329492092133,0.19251246750354767,0.38266420364379883,0.407527357339859,0.22068053483963013
library,0.18627896904945374,0.16916222870349884,0.19920319318771362,0.22072550654411316,0.409045934677124,0.18886792659759521,0.24494381248950958,0.18938742578029633
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2533513307571411,0.21593497693538666,0.43216821551322937,0.2678719460964203,0.31091248989105225
sir,0.147901251912117,0.17222478985786438,0.20237073302268982,0.13011455535888672,0.20507320761680603,0.19779294729232788,0.16081759333610535,0.10503887385129929
john,0.12403866648674011,0.16449548304080963,0.2230520099401474,0.13732489943504333,0.12570537626743317,0.1722848117351532,0.13534100353717804,0.13162356615066528
taylor,0.20548218488693237,0.13775688409805298,0.20813849568367004,0.20604166388511658,0.13366982340812683,0.18243275582790375,0.07036373764276505,0.18786384165287018
designed,0.1850132942199707,0.18406619131565094,0.2559613883495331,0.30310794711112976,0.2330966591835022,0.15242038667201996,0.29085591435432434,0.11213942617177963
the,0.5003893971443176,0.5823672413825989,1.0,0.23690329492092133,0.19251246750354767,0.38266420364379883,0.407527357339859,0.22068053483963013
book,0.16606031358242035,0.21808475255966187,0.2652374505996704,0.22472341358661652,0.1999862939119339,0.12567423284053802,0.14144772291183472,0.20572158694267273
shelves,0.256453275680542,0.2338344305753708,0.3474000096321106,0.22130313515663147,0.19062069058418274,0.2101321816444397,0.2517995238304138,0.17415712773799896
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2538686692714691,0.20957361161708832,0.35309651494026184,0.24183952808380127,0.20544172823429108
cases,0.33507591485977173,0.2989884912967682,0.33415094017982483,0.0963614284992218,0.13046838343143463,0.15581604838371277,0.11750879883766174,0.25599566102027893
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2533513307571411,0.21593497693538666,0.43216821551322937,0.2678719460964203,0.31091248989105225
also,0.5413004159927368,0.5012649297714233,0.6021018624305725,0.23581279814243317,0.20407117903232574,0.4247341454029083,0.25066080689430237,0.21848613023757935
this,0.4012809097766876,0.480927973985672,0.6274310946464539,0.2081710249185562,0.17661002278327942,0.3934882581233978,0.25127312541007996,0.3155723512172699
was,0.20731619000434875,0.5810302495956421,0.48711544275283813,0.23845447599887848,0.1648058146238327,0.35876134037971497,0.20133289694786072,0.18412111699581146
the,0.5003893971443176,0.5823672413825989,1.0,0.23690329492092133,0.19251246750354767,0.38266420364379883,0.407527357339859,0.22068053483963013
first,0.3238157331943512,0.30889374017715454,0.49448907375335693,0.18947350978851318,0.19828085601329803,0.3032863736152649,0.17927506566047668,0.18701928853988647
part,0.3328706920146942,0.4582172930240631,0.527681291103363,0.17495131492614746,0.1516404151916504,0.3561477065086365,0.3639143705368042,0.08557961881160736
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2746802270412445,0.1971534639596939,0.29182544350624084,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.23690329492092133,0.19251246750354767,0.38266420364379883,0.407527357339859,0.22068053483963013
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.405792236328125,0.5823723077774048,0.2699044942855835,0.35259270668029785,0.14128351211547852
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.23966236412525177,0.19736915826797485,0.3925153911113739,0.20850814878940582,0.29463258385658264
have,0.412650465965271,0.3613572418689728,0.40389683842658997,0.12392383813858032,0.1528451293706894,0.3471246361732483,0.14775225520133972,0.32991164922714233
electric,0.18615438044071198,0.16143305599689484,0.21345196664333344,0.08503194153308868,0.1932915598154068,0.1675983965396881,0.13480861485004425,0.15674720704555511
lighting,0.20135456323623657,0.18348294496536255,0.2831954061985016,0.28855839371681213,0.20934610068798065,0.13790154457092285,0.15577322244644165,0.13502714037895203
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2360875904560089,0.21326512098312378,0.36271902918815613,0.28226932883262634,0.4130953550338745
