,which,region,began,to,grow,and,assert,itself,in,the,2000s,?
average,0.2536912262439728,0.23243151605129242,0.10650376975536346,0.2572915256023407,0.29315781593322754,0.2138829380273819,0.12902234494686127,0.13462010025978088,0.23465414345264435,0.27058175206184387,-0.10674354434013367,0.21764592826366425
of,0.5011631846427917,0.2852717339992523,0.2330763041973114,0.41548454761505127,0.2535724341869354,0.5116966962814331,0.2426251471042633,0.3157202899456024,0.5696388483047485,0.733189046382904,-0.2942696809768677,0.1826142966747284
10.0,0.04203057661652565,0.12490663677453995,0.14794175326824188,0.06240477040410042,0.0048697274178266525,0.05567296966910362,-0.013435783796012402,0.056097760796546936,0.18298856914043427,0.21242393553256989,-0.20853790640830994,-0.0030855503864586353
%,0.19622854888439178,0.20909957587718964,0.07210401445627213,0.18513022363185883,0.19449159502983093,0.24616369605064392,0.12879370152950287,0.18852019309997559,0.19465309381484985,0.21490740776062012,-0.102955661714077,0.21441808342933655
in,0.4840516746044159,0.3524819314479828,0.34154343605041504,0.45010748505592346,0.2526702880859375,0.4954058527946472,0.2012619823217392,0.28042417764663696,1.0,0.6662389636039734,-0.26794537901878357,0.20430970191955566
the,0.6521818041801453,0.35020557045936584,0.3059147596359253,0.535392165184021,0.2652076482772827,0.5171257257461548,0.19907058775424957,0.45971640944480896,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
2000s,-0.2186453640460968,-0.26347920298576355,-0.20683567225933075,-0.07610895484685898,-0.17936751246452332,-0.19476376473903656,0.07800694555044174,-0.06736235320568085,-0.26794537901878357,-0.21699295938014984,1.0,0.2498977780342102
as,0.41006597876548767,0.17285758256912231,0.25156188011169434,0.42092081904411316,0.22178804874420166,0.49487000703811646,0.31888991594314575,0.2946869432926178,0.3887844979763031,0.48381632566452026,-0.07504288852214813,0.27043893933296204
california,0.17128102481365204,0.1643783003091812,0.21062003076076508,0.20697450637817383,0.16782519221305847,0.2441616654396057,0.09805753082036972,0.04597806558012962,0.2772824168205261,0.2750805914402008,-0.24802160263061523,0.1409905105829239
's,0.03856118768453598,-0.058744437992572784,-0.026281554251909256,0.03782717138528824,0.00018041566363535821,0.06895173341035843,-0.032651059329509735,-0.024358876049518585,-0.037580832839012146,-0.01540423184633255,-0.03648130223155022,-0.023395681753754616
growth,0.32359230518341064,0.24799306690692902,0.1783747375011444,0.2701800763607025,0.5955879092216492,0.2731747627258301,0.14097894728183746,0.2941119074821472,0.2819603681564331,0.2912366986274719,-0.22589996457099915,0.07547862827777863
became,0.17613163590431213,0.15544679760932922,0.5061567425727844,0.20401327311992645,0.17919865250587463,0.31226563453674316,0.12895196676254272,0.13100413978099823,0.31047213077545166,0.36325156688690186,-0.2330334633588791,0.11374033987522125
concentrated,0.27207332849502563,0.19739049673080444,0.2664920389652252,0.2865214943885803,0.21828342974185944,0.337016761302948,0.10983248054981232,0.12563173472881317,0.29073235392570496,0.2688957750797272,-0.23921151459217072,0.11501483619213104
in,0.4840516746044159,0.3524819314479828,0.34154343605041504,0.45010748505592346,0.2526702880859375,0.4954058527946472,0.2012619823217392,0.28042417764663696,1.0,0.6662389636039734,-0.26794537901878357,0.20430970191955566
the,0.6521818041801453,0.35020557045936584,0.3059147596359253,0.535392165184021,0.2652076482772827,0.5171257257461548,0.19907058775424957,0.45971640944480896,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
northern,0.2470913678407669,0.4094666540622711,0.18082351982593536,0.1886475831270218,0.18168644607067108,0.2852024435997009,0.13577641546726227,0.15458150207996368,0.3545122444629669,0.3422943353652954,-0.2863480746746063,0.13149388134479523
part,0.4460882246494293,0.33727937936782837,0.22625130414962769,0.2875264883041382,0.21031711995601654,0.35301485657691956,0.15984764695167542,0.357267290353775,0.4499994218349457,0.527681291103363,-0.1986076682806015,0.08557961881160736
of,0.5011631846427917,0.2852717339992523,0.2330763041973114,0.41548454761505127,0.2535724341869354,0.5116966962814331,0.2426251471042633,0.3157202899456024,0.5696388483047485,0.733189046382904,-0.2942696809768677,0.1826142966747284
the,0.6521818041801453,0.35020557045936584,0.3059147596359253,0.535392165184021,0.2652076482772827,0.5171257257461548,0.19907058775424957,0.45971640944480896,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
state,0.27248382568359375,0.29261645674705505,0.04875394329428673,0.25557461380958557,0.16483108699321747,0.2653750479221344,0.22267819941043854,0.2505201995372772,0.33316072821617126,0.3097178041934967,-0.20244050025939941,0.1160883978009224
due,0.26323074102401733,0.14752186834812164,0.23192648589611053,0.35188060998916626,0.18284736573696136,0.3082410395145416,0.22289636731147766,0.2009330689907074,0.2516716718673706,0.22577603161334991,-0.07682276517152786,0.10954997688531876
to,0.5345056653022766,0.24118299782276154,0.2731419503688812,1.0,0.3296493887901306,0.48971283435821533,0.25770631432533264,0.340527206659317,0.45010748505592346,0.535392165184021,-0.07610895484685898,0.29463258385658264
a,0.56894451379776,0.23209655284881592,0.21651826798915863,0.45503583550453186,0.20655770599842072,0.3739250600337982,0.2325790673494339,0.4065200984477997,0.539380669593811,0.5829201340675354,-0.136931911110878,0.23916715383529663
stronger,0.33658504486083984,0.15288347005844116,0.17132723331451416,0.32863837480545044,0.3599776029586792,0.337919682264328,0.1675729751586914,0.23545950651168823,0.20021474361419678,0.24540938436985016,-0.1650097668170929,0.12132075428962708
",",0.3658004403114319,0.2119160145521164,0.2705576717853546,0.44245919585227966,0.2585790455341339,0.6633074283599854,0.26157647371292114,0.2783147692680359,0.5201468467712402,0.4933079481124878,-0.06334228068590164,0.31091248989105225
tech-oriented,0.38904228806495667,0.19254162907600403,0.2791675925254822,0.3219614028930664,0.24708682298660278,0.277887225151062,0.22975482046604156,0.26377978920936584,0.28057143092155457,0.3148881793022156,-0.15263114869594574,0.19130341708660126
economy,0.2461519092321396,0.3305652439594269,0.21122048795223236,0.2613506615161896,0.2970517575740814,0.26484790444374084,0.14979124069213867,0.22636130452156067,0.2588731348514557,0.24644890427589417,-0.21086181700229645,0.11486924439668655
in,0.4840516746044159,0.3524819314479828,0.34154343605041504,0.45010748505592346,0.2526702880859375,0.4954058527946472,0.2012619823217392,0.28042417764663696,1.0,0.6662389636039734,-0.26794537901878357,0.20430970191955566
the,0.6521818041801453,0.35020557045936584,0.3059147596359253,0.535392165184021,0.2652076482772827,0.5171257257461548,0.19907058775424957,0.45971640944480896,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
bay,0.2297135889530182,0.1653245985507965,0.12476234138011932,0.15862606465816498,0.12786468863487244,0.18794362246990204,0.08342348039150238,0.10535270720720291,0.1926257163286209,0.2441686987876892,-0.20911921560764313,0.10773546993732452
area,0.3276861011981964,0.4801144301891327,0.13999980688095093,0.2797197997570038,0.2124171108007431,0.3044000566005707,0.08381103724241257,0.25004154443740845,0.33632898330688477,0.37834644317626953,-0.2705046236515045,0.12640461325645447
and,0.506277859210968,0.2372262328863144,0.3021392226219177,0.48971283435821533,0.3117977976799011,1.0,0.14361271262168884,0.2663651406764984,0.4954058527946472,0.5171257257461548,-0.19476376473903656,0.20544172823429108
an,0.3611921966075897,0.13773460686206818,0.19044236838817596,0.3138085603713989,0.1422024965286255,0.2838519215583801,0.21282051503658295,0.3382616639137268,0.2605783939361572,0.4207492768764496,-0.06847093999385834,0.19793890416622162
emerging,0.2265535145998001,0.14261364936828613,0.23454390466213226,0.17147092521190643,0.2729271948337555,0.22120295464992523,0.14842268824577332,0.30215561389923096,0.21309521794319153,0.24733592569828033,-0.21787014603614807,0.08310811966657639
greater,0.3080105781555176,0.25975072383880615,0.09258858114480972,0.25585630536079407,0.20468579232692719,0.26711440086364746,0.15299102663993835,0.2751982510089874,0.26627716422080994,0.2814446687698364,-0.22444580495357513,0.09723397344350815
sacramento,0.2157214879989624,0.1964101344347,0.21243058145046234,0.2270950973033905,0.1491003930568695,0.2361350804567337,0.11534026265144348,0.12397278845310211,0.22403675317764282,0.28898197412490845,-0.2094317078590393,0.16130711138248444
region,0.2328231930732727,1.0,0.09923110157251358,0.24118299782276154,0.20211130380630493,0.2372262328863144,0.17213080823421478,0.2144586443901062,0.3524819314479828,0.35020557045936584,-0.26347920298576355,0.13441751897335052
.,0.45942068099975586,0.2506107687950134,0.19236212968826294,0.4645031690597534,0.30482572317123413,0.588965117931366,0.21252663433551788,0.28960058093070984,0.5591574311256409,0.5934505462646484,-0.0993952676653862,0.4130953550338745
