,can,bskyb,veto,the,presence,of,channels,on,their,epg,?
",",0.3139454126358032,0.2852807641029358,0.2485281080007553,0.4933079481124878,0.21457527577877045,0.4946078956127167,0.2199012041091919,0.49057599902153015,0.3045167922973633,0.2810800075531006,0.31091248989105225
with,0.3572797477245331,0.18421940505504608,0.15109378099441528,0.4223487675189972,0.2774095833301544,0.41827285289764404,0.1873491257429123,0.40749499201774597,0.4258328378200531,0.23827457427978516,0.2433311939239502
open,0.24541886150836945,0.1688537895679474,0.09293738752603531,0.2764171361923218,0.1893950253725052,0.17970167100429535,0.1996903419494629,0.26220741868019104,0.21160511672496796,0.2015545666217804,0.20715104043483734
access,0.3247975707054138,0.14199985563755035,0.17488081753253937,0.22827552258968353,0.27185943722724915,0.22348599135875702,0.3319946229457855,0.2696206867694855,0.2245096117258072,0.19828881323337555,0.2482174038887024
being,0.433290958404541,0.116207055747509,0.2087022364139557,0.419739305973053,0.31102660298347473,0.34885138273239136,0.17808517813682556,0.3119087219238281,0.33179932832717896,0.195463165640831,0.26743772625923157
an,0.23671309649944305,0.1599401980638504,0.15834678709506989,0.4207492768764496,0.24403609335422516,0.32280945777893066,0.1705780029296875,0.3192969560623169,0.19624626636505127,0.17216195166110992,0.19793890416622162
enforced,0.19714421033859253,0.17442534863948822,0.31804245710372925,0.23242081701755524,0.1569366306066513,0.22296646237373352,0.13943684101104736,0.17819556593894958,0.291700541973114,0.12648285925388336,0.21104566752910614
part,0.1665269285440445,0.21477334201335907,0.1693396419286728,0.527681291103363,0.26191309094429016,0.452393114566803,0.22408242523670197,0.3598494827747345,0.2496035248041153,0.2286909967660904,0.08557961881160736
of,0.2603091299533844,0.16413870453834534,0.21431931853294373,0.733189046382904,0.2917717397212982,1.0,0.17560617625713348,0.3966929316520691,0.4329940676689148,0.29333218932151794,0.1826142966747284
their,0.3564860224723816,0.12142784148454666,0.1481872946023941,0.516537070274353,0.29482147097587585,0.4329940676689148,0.26712271571159363,0.3598666191101074,1.0,0.207724928855896,0.1898253709077835
operating,0.28754398226737976,0.25496572256088257,0.18300728499889374,0.28778329491615295,0.17145416140556335,0.27346423268318176,0.31161606311798096,0.3017979860305786,0.22951191663742065,0.3046596348285675,0.15840965509414673
licence,0.20797042548656464,0.20219174027442932,0.17040103673934937,0.19777196645736694,0.15870440006256104,0.12410656362771988,0.24261313676834106,0.14547091722488403,0.18710097670555115,0.19346186518669128,0.14982500672340393
from,0.2516351342201233,0.12453003972768784,0.1785731017589569,0.40150508284568787,0.19627365469932556,0.4249346852302551,0.14713366329669952,0.36926645040512085,0.3038119673728943,0.20806407928466797,0.19969791173934937
ofcom,0.3112730383872986,0.27270790934562683,0.3169543445110321,0.34041640162467957,0.1788794994354248,0.3497515320777893,0.33185920119285583,0.2697618305683136,0.2703493535518646,0.32914984226226807,0.2874191105365753
.,0.35783761739730835,0.2844841778278351,0.21133340895175934,0.5934505462646484,0.19082973897457123,0.5352458953857422,0.24374878406524658,0.49257001280784607,0.34427863359451294,0.3395307660102844,0.4130953550338745
,can,bskyb,veto,the,presence,of,channels,on,their,epg,?
any,0.5010802745819092,0.13880807161331177,0.27116861939430237,0.4525727927684784,0.3333625793457031,0.3769088089466095,0.22094684839248657,0.2894362509250641,0.3989691734313965,0.23326259851455688,0.4113408327102661
channel,0.1607344001531601,0.17153316736221313,0.08863600343465805,0.2860044836997986,0.29151561856269836,0.1671900898218155,0.8352546095848083,0.2989991009235382,0.22335146367549896,0.1970899999141693,0.20176179707050323
which,0.41132649779319763,0.17957738041877747,0.22414401173591614,0.6521818041801453,0.4159404933452606,0.5011631846427917,0.335164338350296,0.4245251417160034,0.4582767188549042,0.31262847781181335,0.25814583897590637
can,1.0,0.1512226015329361,0.21468333899974823,0.312528520822525,0.22971411049365997,0.2603091299533844,0.2696319818496704,0.2772369682788849,0.3564860224723816,0.18690373003482819,0.3226337134838104
get,0.4816424250602722,0.09634572267532349,0.23626041412353516,0.29667025804519653,0.1265123039484024,0.26628199219703674,0.22860294580459595,0.2705233693122864,0.3513234853744507,0.18746282160282135,0.3499825894832611
carriage,0.16333109140396118,0.20719881355762482,0.23004847764968872,0.2583298683166504,0.048721395432949066,0.20538465678691864,0.11204196512699127,0.19927415251731873,0.1984826624393463,0.30244186520576477,0.08573433756828308
on,0.2772369682788849,0.13935911655426025,0.1918436735868454,0.5107308030128479,0.1940135806798935,0.3966929316520691,0.3108726739883423,0.9999999403953552,0.3598666191101074,0.22145158052444458,0.2714994251728058
a,0.3915780484676361,0.21951700747013092,0.16522058844566345,0.5829201340675354,0.2469376027584076,0.5052502155303955,0.18764011561870575,0.3848365545272827,0.29698723554611206,0.2869597375392914,0.23916715383529663
suitable,0.3681904077529907,0.09024316072463989,0.20138300955295563,0.25567856431007385,0.29457467794418335,0.24775509536266327,0.2739490866661072,0.27581357955932617,0.28358012437820435,0.15941540896892548,0.1929006725549698
beam,0.264647513628006,0.13286224007606506,0.20954100787639618,0.2124788761138916,0.2294348031282425,0.14627066254615784,0.26008445024490356,0.19885851442813873,0.12850315868854523,0.11282970756292343,0.14325125515460968
of,0.2603091299533844,0.16413870453834534,0.21431931853294373,0.733189046382904,0.2917717397212982,1.0,0.17560617625713348,0.3966929316520691,0.4329940676689148,0.29333218932151794,0.1826142966747284
a,0.3915780484676361,0.21951700747013092,0.16522058844566345,0.5829201340675354,0.2469376027584076,0.5052502155303955,0.18764011561870575,0.3848365545272827,0.29698723554611206,0.2869597375392914,0.23916715383529663
satellite,0.15769873559474945,0.26426976919174194,0.14000260829925537,0.22563834488391876,0.16815641522407532,0.1683834195137024,0.36286452412605286,0.2525777816772461,0.14263349771499634,0.17214317619800568,0.13568443059921265
at,0.16641086339950562,0.17143747210502625,0.13189096748828888,0.457212895154953,0.10484021157026291,0.42558613419532776,0.0931520164012909,0.4806317389011383,0.23641370236873627,0.21572010219097137,0.21978627145290375
28°,-0.18133024871349335,0.12644892930984497,-0.1574682891368866,-0.18610413372516632,-0.18350015580654144,-0.1512613594532013,-0.13858138024806976,-0.16494354605674744,-0.17428281903266907,-0.04705742374062538,0.026402702555060387
east,0.08273158967494965,0.22199784219264984,0.1178988590836525,0.3383176326751709,0.10325431823730469,0.314786434173584,0.18896803259849548,0.20555776357650757,0.14149846136569977,0.2103915959596634,0.10070597380399704
is,0.44256699085235596,0.20114660263061523,0.13373719155788422,0.5823672413825989,0.27154475450515747,0.4854315221309662,0.23861566185951233,0.3635730445384979,0.2101074606180191,0.2193833440542221,0.22961433231830597
entitled,0.21515269577503204,0.17112816870212555,0.22031812369823456,0.2671615183353424,0.25025445222854614,0.2524459660053253,0.1704409122467041,0.26058539748191833,0.3263395130634308,0.25783777236938477,0.2216128408908844
to,0.4979398250579834,0.16040074825286865,0.2647951543331146,0.535392165184021,0.3215413987636566,0.41548454761505127,0.21767447888851166,0.41031414270401,0.44619059562683105,0.21278905868530273,0.29463258385658264
access,0.3247975707054138,0.14199985563755035,0.17488081753253937,0.22827552258968353,0.27185943722724915,0.22348599135875702,0.3319946229457855,0.2696206867694855,0.2245096117258072,0.19828881323337555,0.2482174038887024
to,0.4979398250579834,0.16040074825286865,0.2647951543331146,0.535392165184021,0.3215413987636566,0.41548454761505127,0.21767447888851166,0.41031414270401,0.44619059562683105,0.21278905868530273,0.29463258385658264
bskyb,0.1512226015329361,1.0000001192092896,0.13764001429080963,0.20915858447551727,0.054540544748306274,0.16413870453834534,0.1449941098690033,0.13935911655426025,0.12142784148454666,0.40907707810401917,0.2979319989681244
's,-0.02075597457587719,0.046084970235824585,-0.028808996081352234,-0.01540423184633255,0.016902104020118713,-0.03817026689648628,0.09595498442649841,0.0026888418942689896,-0.005530759692192078,0.09085152298212051,-0.023395681753754616
epg,0.18690373003482819,0.40907707810401917,0.16119660437107086,0.29304635524749756,0.06729632616043091,0.29333218932151794,0.2036742866039276,0.22145158052444458,0.207724928855896,0.9999998807907104,0.23839257657527924
for,0.35690054297447205,0.16577120125293732,0.23137472569942474,0.4739971458911896,0.2598138153553009,0.4185989499092102,0.23651212453842163,0.36199691891670227,0.3406745493412018,0.1964137703180313,0.264628142118454
a,0.3915780484676361,0.21951700747013092,0.16522058844566345,0.5829201340675354,0.2469376027584076,0.5052502155303955,0.18764011561870575,0.3848365545272827,0.29698723554611206,0.2869597375392914,0.23916715383529663
fee,0.18623529374599457,0.19436532258987427,0.20531532168388367,0.17181991040706635,0.12596243619918823,0.14403757452964783,0.18692152202129364,0.19925686717033386,0.23121193051338196,0.19538035988807678,0.13206739723682404
",",0.3139454126358032,0.2852807641029358,0.2485281080007553,0.4933079481124878,0.21457527577877045,0.4946078956127167,0.2199012041091919,0.49057599902153015,0.3045167922973633,0.2810800075531006,0.31091248989105225
ranging,0.2914960980415344,0.09618047624826431,0.15120163559913635,0.23484160006046295,0.19080045819282532,0.3282402753829956,0.1862925887107849,0.20783928036689758,0.26502758264541626,0.25725746154785156,0.09338733553886414
from,0.2516351342201233,0.12453003972768784,0.1785731017589569,0.40150508284568787,0.19627365469932556,0.4249346852302551,0.14713366329669952,0.36926645040512085,0.3038119673728943,0.20806407928466797,0.19969791173934937
"£15–100,000",0.09415986388921738,0.08367934077978134,-0.021326828747987747,0.1428380310535431,0.2504575252532959,0.21675483882427216,0.014126396737992764,0.10146820545196533,0.1991078108549118,0.05809631198644638,0.11045166850090027
.,0.35783761739730835,0.2844841778278351,0.21133340895175934,0.5934505462646484,0.19082973897457123,0.5352458953857422,0.24374878406524658,0.49257001280784607,0.34427863359451294,0.3395307660102844,0.4130953550338745
