,what,are,the,independant,components,of,a,vector,sum,that,has,been,determined,by,scalar,addition,of,individual,vectors,?
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.305708110332489,0.28973057866096497,1.0,0.5052502155303955,0.20483794808387756,0.22365950047969818,0.41498205065727234,0.3909035325050354,0.31685134768486023,0.3115927577018738,0.3646814823150635,0.2585209012031555,0.27503931522369385,1.0,0.3372420072555542,0.25807127356529236,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.33178985118865967,0.30344057083129883,0.733189046382904,0.5829201340675354,0.18854442238807678,0.1759771853685379,0.5473989248275757,0.4177538752555847,0.3563927710056305,0.3632190227508545,0.4408751428127289,0.20701980590820312,0.32955414056777954,0.733189046382904,0.3706541955471039,0.22462749481201172,0.22068053483963013
vector,0.26669490337371826,0.21720997989177704,0.18854442238807678,0.16043291985988617,0.29788246750831604,0.20483794808387756,0.23196560144424438,0.9999998807907104,0.3233417570590973,0.2892550826072693,0.18942883610725403,0.21114453673362732,0.24420158565044403,0.17359676957130432,0.5599367618560791,0.25971317291259766,0.20483794808387756,0.18105222284793854,0.7924625873565674,0.26140129566192627
sum,0.2714475691318512,0.22560006380081177,0.1759771853685379,0.16710996627807617,0.29798486828804016,0.22365950047969818,0.21291501820087433,0.3233417570590973,1.0,0.3294830620288849,0.2335650771856308,0.1408274620771408,0.23977693915367126,0.1698351502418518,0.4025394022464752,0.27396222949028015,0.22365950047969818,0.3350844085216522,0.3172837495803833,0.1473705917596817
are,0.29724663496017456,1.0,0.40399202704429626,0.24036408960819244,0.3832094073295593,0.39081433415412903,0.265255331993103,0.21720997989177704,0.22560006380081177,0.45265161991119385,0.4313911199569702,0.4703826308250427,0.238899365067482,0.37842893600463867,0.23861150443553925,0.37216028571128845,0.39081433415412903,0.334160178899765,0.32868048548698425,0.24591213464736938
uniquely,0.292815625667572,0.42264240980148315,0.3524917662143707,0.2547557055950165,0.39062097668647766,0.32356327772140503,0.31840401887893677,0.2708703279495239,0.2317986786365509,0.4160720407962799,0.3700658679008484,0.3421611487865448,0.3930138945579529,0.3155171573162079,0.3975571095943451,0.3494097590446472,0.32356327772140503,0.3498907685279846,0.3140294551849365,0.18050256371498108
determined,0.2784222662448883,0.238899365067482,0.3632190227508545,0.2187281996011734,0.2965458333492279,0.3115927577018738,0.3001842796802521,0.24420158565044403,0.23977693915367126,0.3871386647224426,0.20813414454460144,0.2438964545726776,0.9999999403953552,0.30726534128189087,0.3415664732456207,0.27912217378616333,0.3115927577018738,0.3789670765399933,0.27859142422676086,0.19379007816314697
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.1794275939464569,0.19633713364601135,0.3646814823150635,0.32094135880470276,0.17359676957130432,0.1698351502418518,0.37496164441108704,0.3254803419113159,0.39107078313827515,0.30726534128189087,1.0000001192092896,0.18750306963920593,0.23403678834438324,0.3646814823150635,0.25471803545951843,0.23364897072315216,0.17966607213020325
the,0.42745697498321533,0.40399202704429626,1.0,0.33178985118865967,0.30344057083129883,0.733189046382904,0.5829201340675354,0.18854442238807678,0.1759771853685379,0.5473989248275757,0.4177538752555847,0.3563927710056305,0.3632190227508545,0.4408751428127289,0.20701980590820312,0.32955414056777954,0.733189046382904,0.3706541955471039,0.22462749481201172,0.22068053483963013
scalar,0.2519463002681732,0.23861150443553925,0.20701980590820312,0.23071058094501495,0.45893433690071106,0.2585209012031555,0.2754318416118622,0.5599367618560791,0.4025394022464752,0.28849896788597107,0.1519050896167755,0.1907760500907898,0.3415664732456207,0.18750306963920593,1.0000001192092896,0.361783504486084,0.2585209012031555,0.28751543164253235,0.5472548604011536,0.2135646492242813
addition,0.20643717050552368,0.37216028571128845,0.32955414056777954,0.1377401500940323,0.3139439821243286,0.27503931522369385,0.2617819607257843,0.25971317291259766,0.27396222949028015,0.3626989722251892,0.3335551917552948,0.357187420129776,0.27912217378616333,0.23403678834438324,0.361783504486084,1.0,0.27503931522369385,0.285528302192688,0.2609819173812866,0.19187232851982117
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.305708110332489,0.28973057866096497,1.0,0.5052502155303955,0.20483794808387756,0.22365950047969818,0.41498205065727234,0.3909035325050354,0.31685134768486023,0.3115927577018738,0.3646814823150635,0.2585209012031555,0.27503931522369385,1.0,0.3372420072555542,0.25807127356529236,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.33178985118865967,0.30344057083129883,0.733189046382904,0.5829201340675354,0.18854442238807678,0.1759771853685379,0.5473989248275757,0.4177538752555847,0.3563927710056305,0.3632190227508545,0.4408751428127289,0.20701980590820312,0.32955414056777954,0.733189046382904,0.3706541955471039,0.22462749481201172,0.22068053483963013
components,0.20314843952655792,0.3832094073295593,0.30344057083129883,0.2822103500366211,0.9999998807907104,0.28973057866096497,0.2595725357532501,0.29788246750831604,0.29798486828804016,0.2997816801071167,0.1849556714296341,0.2144749015569687,0.2965458333492279,0.19633713364601135,0.45893433690071106,0.3139439821243286,0.28973057866096497,0.37411701679229736,0.39581382274627686,0.12744711339473724
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.305708110332489,0.28973057866096497,1.0,0.5052502155303955,0.20483794808387756,0.22365950047969818,0.41498205065727234,0.3909035325050354,0.31685134768486023,0.3115927577018738,0.3646814823150635,0.2585209012031555,0.27503931522369385,1.0,0.3372420072555542,0.25807127356529236,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.33178985118865967,0.30344057083129883,0.733189046382904,0.5829201340675354,0.18854442238807678,0.1759771853685379,0.5473989248275757,0.4177538752555847,0.3563927710056305,0.3632190227508545,0.4408751428127289,0.20701980590820312,0.32955414056777954,0.733189046382904,0.3706541955471039,0.22462749481201172,0.22068053483963013
individual,0.34021541476249695,0.334160178899765,0.3706541955471039,0.3189130425453186,0.37411701679229736,0.3372420072555542,0.34062352776527405,0.18105222284793854,0.3350844085216522,0.3969862163066864,0.28043797612190247,0.31120365858078003,0.3789670765399933,0.25471803545951843,0.28751543164253235,0.285528302192688,0.3372420072555542,1.0000001192092896,0.242519348859787,0.2058374285697937
vectors,0.23836146295070648,0.32868048548698425,0.22462749481201172,0.22265179455280304,0.39581382274627686,0.25807127356529236,0.17161065340042114,0.7924625873565674,0.3172837495803833,0.29611295461654663,0.1586674004793167,0.21090544760227203,0.27859142422676086,0.23364897072315216,0.5472548604011536,0.2609819173812866,0.25807127356529236,0.242519348859787,1.0000001192092896,0.21505968272686005
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.2525375783443451,0.21835938096046448,0.5352458953857422,0.50484299659729,0.26781588792800903,0.1653650403022766,0.4460422694683075,0.4105546176433563,0.33645182847976685,0.29949477314949036,0.3936232924461365,0.18948566913604736,0.27481022477149963,0.5352458953857422,0.26377516984939575,0.2121245563030243,0.4130953550338745
