,what,was,the,technical,name,of,the,first,unmanned,saturn,v,flight,",",apollo,4,?
nasa,0.21178755164146423,0.19417528808116913,0.19786997139453888,0.20128071308135986,0.10214539617300034,0.17935146391391754,0.19786997139453888,0.20897698402404785,0.49639949202537537,0.3775089681148529,0.11336114257574081,0.33427855372428894,0.18665438890457153,0.4747956395149231,0.05470097437500954,0.1809994876384735
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2965262532234192,0.27806994318962097,0.41548454761505127,0.535392165184021,0.3792489171028137,0.22133085131645203,0.18787172436714172,0.2109750658273697,0.24953556060791016,0.44245919585227966,0.23190522193908691,0.059323787689208984,0.29463258385658264
catch,0.247139111161232,0.16668148338794708,0.22350099682807922,0.14365820586681366,0.14825734496116638,0.14268046617507935,0.22350099682807922,0.19118857383728027,0.2077503502368927,0.1447211652994156,0.11602871119976044,0.17922767996788025,0.22902092337608337,0.17196905612945557,-0.0357649065554142,0.28881779313087463
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.14410275220870972,0.1534269005060196,0.32945773005485535,0.38423117995262146,0.2506323456764221,0.13998496532440186,0.16151393949985504,0.12298794835805893,0.10883155465126038,0.34193792939186096,0.167251318693161,0.024574676528573036,0.1819818764925003
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.19776307046413422,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.3120559751987457,0.2769596576690674,0.18330253660678864,0.1826705038547516,0.23161520063877106,0.49057599902153015,0.16069947183132172,0.0647423267364502,0.2714994251728058
man-rating,0.35218575596809387,0.20095038414001465,0.37600523233413696,0.2816203534603119,0.14670082926750183,0.35751813650131226,0.37600523233413696,0.24121932685375214,0.272282212972641,0.24082858860492706,0.17365138232707977,0.2725079655647278,0.3414817452430725,0.20954129099845886,-0.03417200222611427,0.2829434871673584
the,0.42745697498321533,0.48711544275283813,1.0,0.21600495278835297,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.19982010126113892,0.24189656972885132,0.18580520153045654,0.2498224973678589,0.4933079481124878,0.2169172167778015,0.15499350428581238,0.22068053483963013
lm,0.22412168979644775,0.14216841757297516,0.25534775853157043,0.18362025916576385,0.0614863857626915,0.15462981164455414,0.25534775853157043,0.21496742963790894,0.42620033025741577,0.2892628610134125,0.20622140169143677,0.2774704098701477,0.15934062004089355,0.36199986934661865,-0.05513753369450569,0.2270602136850357
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2654872536659241,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.18569563329219818,0.18160289525985718,0.19040757417678833,0.1828005611896515,0.6633074283599854,0.15251155197620392,0.11143114417791367,0.20544172823429108
saturn,0.12153393030166626,0.24932558834552765,0.24189656972885132,0.106068916618824,0.17793601751327515,0.19011574983596802,0.24189656972885132,0.20075896382331848,0.35967326164245605,1.0,0.22139346599578857,0.20594844222068787,0.22104106843471527,0.391809344291687,-0.04465751722455025,0.1619711071252823
v.,0.017213884741067886,0.00570128345862031,-0.028345759958028793,-0.02319721318781376,0.01628463715314865,-0.02588406391441822,-0.028345759958028793,-0.01675421930849552,-0.009582798928022385,-0.003872098634019494,-0.016162624582648277,0.00559766823425889,0.011836257763206959,-0.027245862409472466,-0.0012477803975343704,0.13179227709770203
apollo,0.13561789691448212,0.2306441366672516,0.2169172167778015,0.0912487730383873,0.09833542257547379,0.1786269098520279,0.2169172167778015,0.21067003905773163,0.5029870271682739,0.391809344291687,0.21478798985481262,0.31322264671325684,0.19808128476142883,0.9999999403953552,0.03022173047065735,0.191528782248497
4,-0.04324747622013092,0.23394860327243805,0.15499350428581238,0.04376748949289322,0.0995098352432251,0.17227263748645782,0.15499350428581238,0.18687711656093597,0.07408889383077621,-0.04465751722455025,0.16376478970050812,0.08023872971534729,0.15652385354042053,0.03022173047065735,1.0000001192092896,0.010515431873500347
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.16188761591911316,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2450505793094635,0.16814661026000977,0.16996361315250397,0.2043849378824234,0.17603589594364166,0.6363511681556702,0.14281296730041504,0.1848795861005783,0.40561532974243164
as-501,0.12850536406040192,0.09117916226387024,0.15441179275512695,0.1568603813648224,0.16182436048984528,0.15896981954574585,0.15441179275512695,0.12972916662693024,0.13114285469055176,0.1582394689321518,0.1423282027244568,0.06670578569173813,0.09429826587438583,0.18857109546661377,0.00514338118955493,0.12306603789329529
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18997564911842346,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.27228695154190063,0.17797790467739105,0.18594779074192047,0.20857036113739014,0.1913425475358963,0.63033527135849,0.15640953183174133,0.18945647776126862,0.42300865054130554
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.15379370748996735,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.24815437197685242,0.24932558834552765,0.16128918528556824,0.19139665365219116,0.45456063747406006,0.2306441366672516,0.23394860327243805,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.21600495278835297,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.19982010126113892,0.24189656972885132,0.18580520153045654,0.2498224973678589,0.4933079481124878,0.2169172167778015,0.15499350428581238,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.14865076541900635,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.27046167850494385,0.20075896382331848,0.22899948060512543,0.23871742188930511,0.34503069519996643,0.21067003905773163,0.18687711656093597,0.18701928853988647
unmanned,0.15572723746299744,0.24815437197685242,0.19982010126113892,0.19748002290725708,0.07547716051340103,0.1560962200164795,0.19982010126113892,0.27046167850494385,1.0000001192092896,0.35967326164245605,0.20215338468551636,0.44135716557502747,0.17500217258930206,0.5029870271682739,0.07408889383077621,0.20850330591201782
flight,0.17794598639011383,0.19139665365219116,0.2498224973678589,0.1903958022594452,0.09468461573123932,0.2070007622241974,0.2498224973678589,0.23871742188930511,0.44135716557502747,0.20594844222068787,0.12459995597600937,0.9999999403953552,0.23669111728668213,0.31322264671325684,0.08023872971534729,0.20568472146987915
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2775585949420929,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.1560962200164795,0.19011574983596802,0.1655031144618988,0.2070007622241974,0.4946078956127167,0.1786269098520279,0.17227263748645782,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.21600495278835297,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.19982010126113892,0.24189656972885132,0.18580520153045654,0.2498224973678589,0.4933079481124878,0.2169172167778015,0.15499350428581238,0.22068053483963013
saturn,0.12153393030166626,0.24932558834552765,0.24189656972885132,0.106068916618824,0.17793601751327515,0.19011574983596802,0.24189656972885132,0.20075896382331848,0.35967326164245605,1.0,0.22139346599578857,0.20594844222068787,0.22104106843471527,0.391809344291687,-0.04465751722455025,0.1619711071252823
v,0.16628342866897583,0.16128918528556824,0.18580520153045654,0.13639873266220093,0.12605811655521393,0.1655031144618988,0.18580520153045654,0.22899948060512543,0.20215338468551636,0.22139346599578857,1.0,0.12459995597600937,0.22053663432598114,0.21478798985481262,0.16376478970050812,0.28677162528038025
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2699095904827118,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.17500217258930206,0.22104106843471527,0.22053663432598114,0.23669111728668213,1.0000001192092896,0.19808128476142883,0.15652385354042053,0.31091248989105225
carrying,0.14636102318763733,0.18545448780059814,0.24629071354866028,0.09339392930269241,0.06625954061746597,0.2647595703601837,0.24629071354866028,0.21004922688007355,0.3834032118320465,0.1142343208193779,0.11050710082054138,0.29602381587028503,0.24379299581050873,0.24771103262901306,0.11508878320455551,0.1526285707950592
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2157520353794098,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.4287874400615692,0.22430352866649628,0.20805643498897552,0.21861357986927032,0.23704352974891663,0.427140474319458,0.19996169209480286,0.08102071285247803,0.23916715383529663
block,0.33229514956474304,0.1182115375995636,0.20056472718715668,0.18418696522712708,0.11168070882558823,0.1477721929550171,0.20056472718715668,0.1333039402961731,0.2047221064567566,0.05837775766849518,0.08981098979711533,0.0572073794901371,0.24290941655635834,0.1255924105644226,-0.0026133600622415543,0.27211859822273254
i,0.4411132335662842,0.23566235601902008,0.26687872409820557,0.25181305408477783,0.1543835699558258,0.25849398970603943,0.26687872409820557,0.2402746081352234,0.12269652634859085,0.24241867661476135,0.2959514260292053,0.15424194931983948,0.3467482030391693,0.19223766028881073,0.14260593056678772,0.4695145785808563
csm,0.16508343815803528,0.15221786499023438,0.15609420835971832,0.23597462475299835,0.1429854780435562,0.15882812440395355,0.15609420835971832,0.2035643607378006,0.5223036408424377,0.33487534523010254,0.26196232438087463,0.3374354839324951,0.20636554062366486,0.44091352820396423,0.0761922150850296,0.19925744831562042
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.19776307046413422,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.3120559751987457,0.2769596576690674,0.18330253660678864,0.1826705038547516,0.23161520063877106,0.49057599902153015,0.16069947183132172,0.0647423267364502,0.2714994251728058
november,0.23963461816310883,0.4240739941596985,0.25734350085258484,0.16171486675739288,0.1404401957988739,0.19941139221191406,0.25734350085258484,0.324241042137146,0.19661679863929749,0.14899039268493652,0.204794242978096,0.20456580817699432,0.4120670258998871,0.16571329534053802,0.23778709769248962,0.3159552216529846
9,-0.048040688037872314,0.07464917749166489,0.023652536794543266,-0.07021530717611313,-0.015193942934274673,0.01387986820191145,0.023652536794543266,0.14117105305194855,0.07388143241405487,0.06328899413347244,-0.08235729485750198,0.0033781202509999275,-0.04171276465058327,0.08213165402412415,-0.049939073622226715,-0.026682810857892036
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2699095904827118,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.17500217258930206,0.22104106843471527,0.22053663432598114,0.23669111728668213,1.0000001192092896,0.19808128476142883,0.15652385354042053,0.31091248989105225
1967,-0.0218155886977911,0.059212569147348404,-0.012038951739668846,0.19874706864356995,0.04597228765487671,0.07289459556341171,-0.012038951739668846,-0.004359416197985411,-0.20493757724761963,-0.07065170258283615,0.08443965017795563,-0.1575811207294464,-0.04270636662840843,-0.13542231917381287,0.05610974133014679,0.017933469265699387
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.20166721940040588,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.19946271181106567,0.23308148980140686,0.2973858416080475,0.23302660882472992,0.6812511086463928,0.22384987771511078,0.0835196003317833,0.4130953550338745
